head_id|form|lemma|verb|verb_compound|morph_case|sentence_id|sentence|timex_tag|ekilex_tag|ner_tag
20766567|Hollandisse|Holland|tahtma||ill|12979895|Hollandisse olen tahtnud minna .||location|LOC
69568|valimisplakatilt|valimisplakat|paistma||abl|40105|Kroonika on alati püüdnud hea seista , et näidata oma lugejaile “ kutsutute ja seatute ” tõelist palet , seda , mis valimisplakatilt ei paista .|||
11819775|kapikesest|kapike|võtma|välja|el|7364642|Ta võttis kapikesest välja taldriku küll juba natuke jahtunud imeroaga .|||
16065790|vanalinnas|vanalinn|kaevama||in|10015462|Juba kolmandat nädalat kaevavad ASi Elwo töömehed Tartu vanalinnas kraave ja matavad elektrikaableid , et uuenev Treffneri gümnaasium elektrinälga ei jääks .||location|LOC
10905463|naabruses|naabrus|kõrguma||in|6778503|AS Enteci koostatud Paljassaare ja Russalka vahelise piirkonna üldplaneeringu järgi on kalasadama ala jahi- ja reisisadama maa , mille naabruses kõrguvad elamud ja ärihooned .||location|
1501896|Milanosse|Milano|minema|edasi|ill|943188|See nukufilm valiti eriprogrammi , mis läheb edasi Milanosse ja Rooma .||location|LOC
11344157|Baltikumis|Baltikum|korraldama||in|7059373|Kas vanameelsed kommunistid tõesti suudavad oma tahte peale suruda ja korraldavad Baltikumis veresauna ?||location|LOC
21892830|Leis|Lei|kohtama||in|13701601|Kolmikhüppe soosikutest on Leis kohanud rootslast Christian Olssonit , kuid pole märganud maailmarekordimees Jonathan Edwardsit .|||
25972900|lahtrisse|lahter|käima||ill|16884175|Kutsekood:Siia lahtrisse käib 8 märgi pikkune kood , mis sulle kirjaga saadeti :|||
344410|eluloos|elulugu|omama||in|211171|Olen teadlik rõhuasetuste sõltumisest jutustustes konkreetse allika loomise eripärast : nt eluloos , kus inimene võtab kokku oma elu loo terviklikult , omab eneseseteostus töösfääris suuremat rolli .|||
9959189|laudakatusele|laudakatus|maanduma||all|6201590|TALLINN , 7. juuli ( EPLO ) - Jõgevamaal ühe talumehe laudakatusele maandunud ning lehmadega koos karjas käinud kaeluskotkas on tõenäoliselt hukkunud , nentis Eesti Ekspressile kotkauurija Urmas Sellis .|||
21457236|paradiisiaias|paradiisiaed|käima|ringi|in|13415332|Piibel kinnitab , et Aadam ja Eeva olid esimesed inimesed maa peal ja käisid paradiisiaias ringi nii , nagu Jehoova oli nad loonud , st . alasti .|||
675465|Sevastoopolis|Sevastoopol|valvama||in|432520|Sevastoopolis Musta mere laevastiku arsenali valvanud naised asusid eile hommikul võitlusse kolme röövliga ning tapsid neist ühe .||location|ORG
18052166|pubis|pubi|lõhkema||in|11264247|Birminghami tabasid valusalt IRA , Iiri Vabadusarmee pommilöögid seitsmekümnendatel aastatel , 1974. aastal üheaegselt kahes pubis lõhkenud pommid tapsid 21 inimest .||location|
15586864|oludes|olu|olema|alles|in|9714188|Usun , et praegustes oludes samad 12 000 on alles ning vaat et veel mitukümmend tuhat on juurde tulnud .|||
1227601|Londonis|London|kauplema||in|769852|Londonis kaupleb aktsia 105 krooni tasemel .||location|LOC
22051204|Panji|Panj|sõitma|edasi|adit|13830052|Koos taani poistega sõidame bussiga edasi Panji ja sealt edasi Mapusa .|||
15046725|laenudesse|laen|kaduma||ill|9368243|Ei tahaks kuidagi uskuda , et raha kadus halbadesse laenudesse , mis lõhnaks juba lihtsalt kuritegevuse järele .|||
9322646|graafikahoidlasse|graafikahoidlane|tungima||adit|5810748|Lisaks elektri- ja sidekatkestusele sattus hätta ka linnamuuseum , kus vihmavesi tungis kilega kaetud katuselt graafikahoidlasse .|||
6659760|Viljandisse|Viljandi|jätkama||ill|4137041|Veok jäi pärast kokkupõrget maanteele , rong jätkas hiljem teed Viljandisse .||location|LOC
18882846|Williamsist|Williamss|kolima||el|11798215|Vormelimaailma imelapseks tituleeritud 20aastane britt Jenson Button , kes MMi ajaloo noorimana punktideni kihutas , kolib kaheks aastaks Williamsist Benettoni .|||PER
16233351|taskust|tasku|rändama||el|10118438|Üks Poola lehemees meenutas , et ka kaks hooaega tagasi edestas Bagatsh välis-MMil Ateenas Godinat , ent tema uriinist avastati keelatud aine jälgi ning 60 000 dollarit rändas Ukraina esindaja taskust ühendriiklase kaukasse .|||
9476474|kiirtoidurestoranis|kiirtoidurestoran|sööma||in|5903337|DAYTON , 25. aprill ( AP-EPLO ) - USAs Ohios leidis kiirtoidurestoranis söönud mees oma võileivast tüki nahka , see võib kuuluda restorani mänedžerile , kes lõikas endale kogemata sõrme ja tema pöidlalt tulnud nahk võis jääda salatilehtedesse .||location|
1396759|kongis|kong|pooma|üles|in|877054|"Viktor Niitsoo on raamatus "" Vastupanu 1955-1985 "" väitnud : "" 8. augustil 1975 poos Kreek end Tallinna eeluurimisisolaatori nr. 1 ( Patarei vangla ) kongis üles ."||location|
2097213|psühhoneuroloogiahaiglas|psühhoneuroloogiahaigla|ravima||in|1319379|Eluaegne miilits ja politseinik ravib Tartu psühhoneuroloogiahaiglas depressiooni .||location|
862838|fotole|foto|jooksma||all|546377|Kaamera jookseb fotole , mis kujutab täiskuud kõrbes .|||
19736363|ETVsse|ETV|tahtma||ill|12327030|Keda tahaksite Kanal 2st ja TV3st ETVsse ?||location|ORG
22541701|Kõrgõzstanist|Kõrgõzstan|pagema||el|14180232|Mõistagi on ka Moskva huvitatud stabiilsusest Kesk-Aasias ja pealegi on tegu oma kasvandikega , ehkki venelasi on pärast Kesk-Aasia riikide iseseisvumist ajaloolisele kodumaale sõna otseses mõttes pagenud miljoneid , Kõrgõzstanist pool miljonit ehk pooled seal 1989. aastal elanud venelastest .||location|LOC
897328|Kosovosse|Kosovo|lähetama||ill|567196|Uue viieliikmelise grupi politseinikke lähetab politseiamet Kosovosse 30. augustil .||location|LOC
7445838|Petras|Petra|tutvustama||in|4633202|Petras Vaitiekûnas tutvustas peaministrile Leedu tegevusi energiaühenduste loomisel Rootsi ja Poolaga .|||PER
22293424|koguduses|kogudus|baseeruma||in|14003832|Ja veel ei meeldinud mulle , et elu koguduses baseerus rahal .|||
3418879|Forekspanka|Forekspank|kandma||adit|2140267|Reedel kandsid kliendid Forekspanka 20 miljonit krooni tagasi .|||ORG
5650645|argiellu|argielu|tooma||adit|3509070|Toob argiellu sakraalse dimensiooni||state|
2344406|Passatist|Passati|väljuma||el|1473218|Passatist väljunud mees tunnistas kohe üles , et tema varastas elektriliini .|||
2141144|puhketuppa|puhketuba|sulgema||adit|1346712|Täiskasvanud vangide eeskujul nädalavahetusel nälginud Viljandi noortevangla kasvandike väljaastumine muutus laupäeval vägivaldseks , kui noored end puhketuppa sulgesid ja seal kõik aknaklaasid koos raamidega puruks peksid , kirjutab tänane Postimees .||location|
20361589|ajavahemikus|ajavahemik|eksisteerima||in|12727089|Süsteemist , mis muide omamoodi , oma maast ja ajast tingitud modifikatsioonidega meenutab seda , mis eksisteeris Rootsis ajavahemikus 1917-1988 .||time|
3510399|Brixtonisse|Brixton|kulgema||ill|2195960|Teine läheb käiku 2011. aastal ja kulgeb Kings Crossi raudteejaamast Brixtonisse Lõu-na-Londonis .|||ORG
6396453|esinelikusse|esinelik|pidama||ill|3972820|Rootsi peab reaalseks pääsu esinelikusse|||
21127223|teles|tele|laiutama||in|13206623|Veerand sajandit hiljem laiutavad prinkis rinnad ja paljad pepud kõikjal – teles , lehes , ajakirjas , tänaval reklaamplakatil .|||
4342527|Jeninis|Jenini|puhkema||in|2707227|Allikate sõnul sai Jeninis puhkenud tulevahetuses surma üks palestiinlane .|||LOC
17703402|Toyotalt|Toyota|sõitma|välja|abl|11053769|Nõmme turule suunduv vanaema ei viitsinud kahe lapselapsega ülekäigurajani minna ja kõik kolm said löögi parklast välja sõitnud Toyotalt .||location|
29926126|kraanikaussi|kraanikauss|laskma||adit|21106572|netta: lase vesi kraanikaussi ...|||
2459354|MAHLAPAKKI|mahlapakk|peitma||adit|1545683|PEITIS RAHA MAHLAPAKKI .|||
16665537|lastekodust|lastekodu|rändama||el|10387657|Puusepp Maido rändas kuni 18 eluaastani ühest lastekodust teise , enne kui endale Tallinnasse soodsa üürikorteri sai ja töö leidis .||location|
5241679|galeriisse|galerii|looma||ill|3261440|Selle kohta on üht-teist öelda Kadi Estlandil , kes lõi tuntud stuudiovaatest galeriisse ühe nihestatud tõmmise .|||
22980555|Norras|Norra|pesitsema||in|14531144|Nad pesitsevad Norras , lendavad Eesti ja Ungari kaudu talvituma Kreekasse .||location|LOC
22048761|hanges|hang|kükitama||in|13828582|Kükitad hanges , rüüpad termosest vägijoogiga tembitud teed ja mõtled omi mõtteid .|||
2485007|võrgus|võrk|vaatama|ringi|in|1561948|Kui on vaja mingit teenust või toodet , vaatab firmajuht vaid võrgus ringi ja kulutab kümneid kordi vähem aega ja raha .|||
2513479|Raudteesse|raudtee|lubama||ill|1579929|Eesti Raudteesse on RER lubanud investeerida kümne aasta jooksul seitse miljardit krooni .||location|ORG
16626659|peahoonesse|peahoone|lubama||ill|10362052|Tartu Ülikool on loobunud põhimõttest mitte lubada oma õppehoonetesse erakondade ega usuorganisatsioonide üritusi ,  alma mater  ei luba selliseid koosolekuid vaid peahoonesse .||location|
18139906|tagatubadesse|tagatuba|peitma||ill|11318692|Riigikohtu eelmise nädala otsus jätta Abja Tarbijate Ühistu ja ASi Monopol kauplustele õigus raadiot kuulata lubab kergemalt hingata sadadel väikepoodnikel , kes igavuse peletamiseks müügisaali toodud raadiod vahepeal trahvihirmu tõttu tagatubadesse peitsid .|||
5121044|Kiievisse|Kiiev|olema||ill|3188804|President oli oma lennukiga parasjagu Lõuna-Ukrainast Kiievisse naasmas , kui nägi lennukiaknast suitsupilvi .||location|LOC
28095372|NAT-i|NAT|saama||adit|18563316|Internetis leidub selline tore projekt nagu Linux UPnP IGD  mille abil saab näiteks NAT-i tagant tööle MSN Messengeri vastavad omadused ( failide saatmine sisevõrgust , remote assistance , whiteboard jne . ) .|||
19465806|Mindlandi|Mindland|kihutama||adit|12157300|Itaallasest motoringrajaäss Max Biaggi kihutas Mindlandi vormel-1 meeskonna masinaga ning pakatas vaimustusest .|||
19642879|hunnikus|hunnik|passima||in|12270188|Pooled välilauad ja -pingid passivad müügipaviljonide lähedal lahti võtmata hunnikus .|||
3827655|Brasiilias|Brasiilia|jooma||in|2388667|Pinga on see , mida Brasiilias kõik joovad .||location|LOC
6865868|Bosniasse|Bosnia|kavandama||ill|4267303|Paavst kavandas visiiti Bosniasse ka 1994. aasta septembris , kuid siis valitsenud sõjaolukorra tõttu tuli sellest julgeolekukaalutlustel loobuda .||location|LOC
6602535|Haapsalust|Haapsalu|kolima||el|4102314|Kunstnike näopildid kolisid hiljaaegu Haapsalust Tallinna ja reisivad augusti lõpus ka Tartu Kunstimajja .||location|LOC
6220952|pargis|park|pesitsema||in|3862561|Mustamäe tee äärses Liimi pargis pesitsevad naerukajakad käratsevad ja märgistavad autosid , keskkonnameti hinnangul aitab lindudest vabaneda vaid ala heakorrastamine .|||
9106750|keldrisse|kelder|toetama||ill|5678410|Endise NKVD halli maja keldrisse Tartu linnamuuseumi filiaali loomist toetavad rahaliselt väliseestlased .||location|
22936278|liinidesse|liin|kukkuma||ill|14503959|""" Juhtmed on pooleks ja puud on liinidesse kukkunud , "" lisas Randma ."|||
17174272|Ghanast|Ghana|tellima||el|10717701|Siis aga tellis ta Ghanast paar sõbrameest Inglismaale , leidis Londoni arvukast Jamaica kogukonnast muusikuid ja panigi kokku Osibisa .||location|
14528694|appi|abi|tungima||adit|9036255|Tõtakem igalt poolt , alt ja ülevalt , kuidas meie sugulaste soomlaste naisterahvad oma meeste kõrval on tunginud , ka oma meestele appi , et eesti rahvas õitsemisele jõuaks , kuidas kõik teised rahvad , igaüks oma ajal sinna on saanud !|||
1583916|iliinilt|iliin|väljuma||abl|994441|Täna väljus Birminghamis asuva Roveri tehase montaaz^iliinilt viimane nn vana Mini .|||
7134631|Zürichis|Zürich|jälgima||in|4436613|Kullaheitlust jälgis Zürichis täismaja , 12 000 pealtvaatajat .||location|LOC
24914997|netis|net|nappima||in|16026180|nyyd mul oleks veel vaja teada , kui kiiret proset bios toetab .. netis infot napib , peab veel tsekkama|||
584469|Tallinnas|Tallinn|sadama||in|376470|ESS Tallinna turvamees andis pühapäeval esmaabi mehele , kellele Tallinnas Stockmanni kaubamaja juures betoonisegu pähe sadas .||location|LOC
11654200|elektrikarjusesse|elektrikarjus|looma||ill|7246699|Pikne lõi ilmselt karjamaad piiravasse elektrikarjusesse ning viis sellele kõige lähemal asunud lehmad looja karja .|||
12853907|Barbusse|Barbu|võtma||ill|8013477|Barbusse aga võttis omaks kaks teesi :|||LOC
17571010|Iisraelis|Iisrael|nappima||in|10970274|1950ndatel aastatel , kui Iisraelis nappis heebrea keele õpetajaid , hakkasid keskkooli- ja üliõpilased seal keelt tasuta õpetama .|||LOC
5565659|südamesse|süda|põrutama||ill|3456617|""" Vaim , aita mind , "" pomiseb peategelane "" Tähesõdade "" finaalis , viskab kõrvale kõik peened mõõteriistad ja põrutab silma järgi täpse paugu otse Impeeriumi südamesse ."|||
26966820|ülikoolis|ülikool|resideeruma||in|17638058|Kui veab , siis järgmisest sügisest resideerun Inglismaal Bristoli või Warwicku ülikoolis .||location|ORG
16580696|hulgifirmadest|hulgifirma|tellima||el|10333905|Sellest toodangumassist vaid imevähe tarbida suutvad viljandlased saavad seda osta , kui kauplused on hulgifirmadest Viljandi toodangut tellinud .||location|
16511501|draamateatrisse|draamateater|toetama||ill|10288093|Lisaks neile toetas oma kotid perroonile veel kaks Pihkva draamateatrisse õnne otsima tulnud näitlejat , üks Saraatovi oblastist , teine Kaug-Idast .||location|
10355474|Peterburist|Peterburi|emigreeruma||el|6440944|Sündinud 23. veebruaril 1929 Tallinnas , isa Mihhail Ridiger emigreerus Peterburist Eestisse Vabadussõja ajal , abiellus siin Jelena Pissarevaga||location|LOC
25513537|ETA-sse|ETA|jõudma||ill|16544404|Sise- ja Riigikogu uudised edastab ETA ka kiiremini ning kriminaaluudised jõuavad ETA-sse keskmiselt tund aega varem kui BNS-i .|||ORG
2468807|kajutisse|kajut|kaduma||ill|1551539|Riigipea vahetas kapteniga mõne lause , käsutas abikaasa liikvele ja kadus relvastatud turvameeste saatel kajutisse .||location|
19296926|intervjuualas|intervjuuala|kõndima||in|12054790|Ta kõnnib intervjuualas , toetades parema käega metallaiale ja kombates jalaga maad , et püstijäämises kindel olla .|||
1828269|arvutisse|arvutis|tungima||adit|1150771|Samueli sõnul võib arvutisse tunginud Trooja hobune modemi heli maha keerata ning kui modem asub arvuti sees , pole ka modemi tulede vilkumist näha .|||
7964404|Hoovilt|hoov|kaduma||abl|4960605|Hoovilt on kadunud ka Ühisliisingule kuuluv firma kasutuses olev heleroheline metsaveoauto Mercedes-Benz 183 IL ( 2000 ) numbriga 493 AOP .|||
20795889|Bosnias|Bosnia|seiklema||in|12997574|See on tõeline üllatusreis , kas või hotellide poolest kõnelevad need , kes on Bosnias ja Hertsegoviinas , Serbias ning Montenegros seigelnud .||location|LOC
735389|asumisse|asumine|tooma||adit|468770|Lahendus tooks ülemäärase liikluskoormuse ka Laagri ja Mustjõe asumisse ning Ehitajate-Kadaka tee ristmikule .|||
5494350|Keilasse|Keila|maksma||ill|3413691|Näiteks kui varem maksis pilet Tallinnast Paldiskisse kui ka Tallinnast Keilasse 14 krooni , siis nüüd maksab pilet Tallinnast Keilasse 12 krooni ja Tallinnast Paldiskisse 16 krooni .||location|LOC
16545583|igapäevaaskeldustest|igapäevaaskeldus|tõstma|välja|el|10310511|Alles laulva revolutsiooni ajal tõstsid kultuuriinimeste öeldud vabanemise soovid meid igapäevaaskeldustest välja ning panid mõtlema meid ühendavale .|||
19949830|Hubble'ile|Hubble|paigutama||all|12461931|Peale teleskoobi suunamiseks ja stabiliseerimiseks kasutatavate güroskoopide paigutavad astronaudid Hubble'ile ka uue andmepanga , raadiojaama ja muid detaile .|||
3854914|narkojoobes|narkojoove|laskma|maha|in|2404747|Vigastamatult minema jooksnud Ahlimani autoga ära sõitnud Jaeskelainenil tekkis hiljem Tallinna sadamas tulevahetus politseinikega , kes narkojoobes Jaeskalaineni maha lasid .||state|
21697977|Milanist|Milani|kolima||el|13569681|platsil väljendada , ” kurtis Milanist Inglismaale kolinud Ziege .|||
7574938|arhiivi|arhiiv|pidama||adit|4715037|Tartu Ülikool peab kirjandusteadlase ja semiootiku Juri Lotmani arhiivi pärijatega konfidentsiaalseid läbirääkimisi ning on jätkuvalt huvitatud selle Tartusse jäämisest .||location|
13248480|Helsingis|Helsingi|kõndima||in|8257960|Näiteks kõndisime Helsingis valgusfoori all üle tänava ja järsku tuli uni peale . ”||location|LOC
4370681|rattahooldusse|rattahooldus|sõidutama||adit|2724835|Selle asemel et kummivahetusega ise pusida , helistan kohale abiväe , kes sõidutab mind rattahooldusse .|||
16149994|Brestis|Brest|sündima||in|10068181|Valgevenes Brestis sündinud Niina Baranina on Kolkjas elanud üle kolmkümne aasta ja viimased neliteist aastat on ta olnud Peipsiääre vallavanem .||location|
13573714|Etioopiast|Etioopia|sõitma||el|8468764|Biratu jäetigi koju , Rooma sõitsid Etioopiast Abebe Bikila ja Abebe Wakgira .||location|LOC
1644791|hirmust|hirm|pagema||el|1033928|Vennakeste väitel pagesid nad metsa eelkõige hirmust nõukogude sõjaväe ees , kuigi neil oli juba siis hingel vargusi .|||
27423|raadiojaamades|raadiojaam|ringlema||in|15849|Kui singlid raadiojaamades ringlevad , siis pakutakse tihedalt kontserte .|||
17696743|kambris|kamber|hoidma|kinni|in|11049930|Teisipäeva õhtul kell 23.05 kutsus arestimaja korrapidaja kohale kiirabi : ühes kambris hoidis vahialune kinni rindkere paremat poolt ja oigas .|||
18730309|Engelbergis|Engelberk|jätkuma||in|11703231|Šveitsis Engelbergis jätkusid eile suusasprindi MK-sarja võistlused .|||
18282990|ministeeriumisse|ministeerium|käima||ill|11408619|Endre sõnul käisid läbirääkimised Eenmaaga ministeeriumisse tööle asumiseks juba käesoleva aasta veebruaris , mil Eenmaa veel Maapanka juhtis .||location|
19741217|asulas|asula|kasvama|üles|in|12329786|Kasvasin üles Eesti kõige vanemas asulas onu talus .||location|
24248509|tuharasse|tuhar|keerama||ill|15526735|jep , mingi elektrik oli purjus ja keeras asju tuharasse .|||
1692224|Eestisse|Eesti|eksportima||ill|1064733|Balticovo ekspordib 20 protsenti toodangust Eestisse , Poolasse ja Tšehhi Vabariiki , ülejäänud toodangu realiseerib ettevõte Lätis .||location|LOC
7779937|lahes|laht|jälgima||in|4845809|Ruhnu piirivalveradar jälgib Eesti merepiiri Liivi lahes .||location|LOC
15016744|Mammastesse|mammaste|ootama||ill|9349097|Mammastesse ootame kindlasti arvukamalt osavõtjaid .|||
9650033|kolmandal|kolmas|lamama||ad|6012692|Laulukaar on taustaks hiiglaslikule skulptuurigrupile : pronksist valatud pjedestaali kõrgemal astmel on ratastoolis Erki Nool , pea rinnale vajunud , teisele kohale on kinnitatud Budõlin , oda rinnust läbi , kolmandal lamab Pertelson , suu kõrvuni , ketas hammaste vahel .|||
17215325|Lätisse|Läti|müüma||ill|10745159|Nii on Kalev müünud esimese poolaastaga Lätisse ja Leetu üle kahe korra rohkem maiustusi kui mullu samal ajal.||location|LOC
1155512|suhu|suu|kandma||adit|725419|Tartu Ülikooli mikrobioloogia instituudi dotsent Tõnis Karki kinnitusel nakkab tõeline gripp hoopis teisel moel : haige kannab selle oma kätega silma , suhu , ninna .|||
4648294|juveeliärisse|juveeliäri|sõitma|sisse|ill|2898961|Ööl vastu neljapäeva sõitsid seni tabamata kurjategijad sõiduautoga sisse Rakveres Kroonikeskuses asuvasse Goldmani juveeliärisse ning varastasid sealt ehteid .|||
14611720|Ekspressidest|ekspress|avastama||el|9087169|Ühes eelmistest Eesti Ekspressidest avastasin , et Teie olite autogrammi jaganud Õllesummeril .|||ORG
12845932|ajahetkel|ajahetk|paiknema||ad|8008344|Taolistes kolmanda dimensiooni maailmades ei saanud sa kunagi kindel olla , kus mingi objekt mingil teatud ajahetkel paikneb .||time|
18130668|Prahas|Praha|pesitsema||in|11313233|Nüüdseks on Lobjakas jätnud seljataha töö suursaadik Raul Mälgu erasekretärina Londonis ning pesitseb Prahas , et aeg-ajalt Raadio Vaba Euroopa kaudu eestimaalaste kodueetritesse jõuda .||location|LOC
14827830|voodisse|voodi|sokutama||ill|9226666|Kättemaksuks sokutasid nood Füürerile pommi laua alla ja sekspommi ( Eva Brauni ) voodisse !|||
15589041|eelarvesse|eelarve|lõpetama||ill|9715534|Neljapäeva hilisõhtul lõpetas Tartu linnavolikogu paranduste ja täienduste tegemise linna selle aasta eelarvesse .|||
953655|sellest|see|astuma|läbi|el|601534|Ma ei astu nädala jooksul kindlasti sellest hullumajast läbi .|||
6675566|põrandasse|põrand|põrutama||ill|4147261|""" Mees ähvardas , et kui naine ust lahti ei tee , siis ta tulistab , naine ust lahti ei teinud , mees läkski garaaži ja põrutas suures vihas garaaži põrandasse kaks lasku , "" ütles Persidskaja ."||location|
13947432|korvimaus|korvimau|lamama||in|8694141|Lennanud kõrbesse , sajuperioodil järel õrnalt haljendavale vadile , sisenes ta Maotemplisse , ning tõstnud rohelise punumi ( see polnud kaotanud oma rohevust ja värskust ! ) silmade kõrgusele , võpatas : üks Kerakorvignoomidest oli surnud ja lamas näoli korvimaus .|||
5520386|metsas|mets|süütama||in|3429229|Luutsinapäeval , 13. detsembril süütavad matka- ja loodushuvilised Kuusalu lähedal metsas kuuskedele küünlad ja viivad metsloomadele süüa .|||
13901187|jooksus|jooks|käima|ringi|in|8663923|Kui pärast kaotust Gail Deversile 100 m jooksus käis jamaikalanna ringi heitunult ja vihavälk silmis , siis neljapäeval olid tema üleelamised vähemalt pealtnäha rahulikumad .|||
7382|majandustaevasse|majandustaevas|kavandama||ill|4323|Panga PR-osakond ja Peep Mühls kavandavad aga tagatubades päris kindlasti Neivelti uut , positiivse sõnumiga comebacki Eesti eetilisse majandustaevasse .|||
3728873|aadressile|aadress|kerkima||all|2328477|Hotell kerkib aadressile Ukmerge 20.|||
1186846|raamatupoodides|raamatupood|vaatama|ringi|in|744673|Tasapisi hakkavad nad ilmuma ka meil , vaadake raamatupoodides ringi ja näete , et käsiraamatuid igaks elujuhtumiks tuleb muudkui juurde .||location|
3471333|EL-is|EL|valitsema||in|2172686|Teine hirm , mis EL-is valitseb , on peatselt liituvate riikide hind .||location|ORG
9480258|lisaeelarves|lisaeelarve|nappima||in|5905494|Tallinna abilinnapea Ivar Virkuse kinnitusel on leping valmis , kuid selle allkirjastamiseks volituste andmine lükati edasi , sest praegu volikogus teisel lugemisel olevas lisaeelarves napib selleks raha .|||
14711796|Jõhvis|jõhv|kärgatama||in|9151104|Eile hommikul Jõhvis kärgatanud autopomm rebis sõiduki omanikult mõlemad jalalabad , politseinike hinnangul on tegemist allilma arveteklaarimisega .|||LOC
10794257|alevikus|alevik|ründama||in|6709479|Teist korda ründas mees tüdrukut eelmise aasta oktoobri algul Mustla alevikus , lüües teda näkku .||location|LOC
5174331|kooliklassides|kooliklass|nappima||in|3221238|Eriti täna , kui linnal napib raha kooliklassides normaalse valgustuse tagamiseks ja lastele tasuta koolitoidu võimaldamiseks .|||
12425144|kirikus|kirik|vestlema||in|7750480|Tartu Jaani kirikus vestles Meri pikalt kiriku remonti juhatava arheoloogi Kalle Langega .|||ORG
1074052|kodudesse|kodu|vahendama||ill|675481|Jõudumööda vahendab varjupaik kasse ka kodudesse .||location|
8332538|Nightmanisse|Nightmani|liikuma|edasi|ill|5193584|Kui plaati pole , siis õige fiilingu saamiseks peaksid läbi tegema niisuguse kadalipu : alusta õhtut varakult Bremeni baarist või Nõmme kultuurimajast , astu läbi Hollywoodist , mine Spiritisse , sealt liigu edasi Nightmanisse .|||LOC
25524446|maailmakaardile|maailmakaart|paigutama||all|16550887|President Lennart Meri andis eile Zürichis Minoxi kaamera leiutajale Walter Zappile üle Maarjamaa Risti IV klassi ordeni tänutäheks selle eest , et Zapp paigutas oma leiutisega Eesti maailmakaardile .|||
5438368|Võrus|Võru|edenema||in|3379400|Visnapuu on tagantjärele veendunud , et koos Jaak Oti ja teistega Estonialt oleks Võrus mõnigi asi kiiremini ja targemalt edenenud .||location|LOC
8239763|Ukrainassse|Ukraina|kulgema||ill|5135544|Tisza saab alguse Rumeeniast , kulgeb põhja poole Ukrainassse ja jõuab sealt Ungari aladele .||location|LOC
9367981|põhjaosasse|põhjaosa|pääsema|sisse|ill|5837654|OFAKIM , 4. august ( EPLO ) - Gazast eraldumise kava vastane protest lõppes neljapäeval rahulikult , kuna protesti liidrid palusid protesteerijatel naasta laagrisse ; siiski pääses sadu inimesi sisse Gaza põhjaosasse ning 150 inimest võeti vahi alla .||location|
23226831|aastatuhandesse|aastatuhat|kavatsema||ill|14744027|” Uude aastatuhandesse kavatseb Karin kaasa võtta missituuritamisest vaid mälestused .||time|
12353385|läheduses|lähedus|varisema|kokku|in|7705031|Nii haavatu kui tema kaaslane jooksid ära , kuid Roman varises läheduses kokku .|||
8851262|sadamas|sadam|ringlema||in|5520733|Sadama kohta vastas kolleeg Vallo Toomet , kes tõi põhjuseks suure raha , mis sadamas ringleb .||location|
3091532|katedraalis|katedraal|pakutama||in|1939727|1998. aasta uskumatu vananaistesuve kolmandal nädalal Karla katedraalis ehk Sakala keskuses sülti ei pakuta , aga mahe muusika võtab Virumaa panga õigusjärglase Maapanga võlausaldajaid vastu nagu mõne suure vastuvõtu ajal.||location|
15626636|haagises|haagis|süttima||in|9739336|Nõo-Luke teel süttis traktori haagises põhukoorem .|||
21460966|filmis|film|esitlema||in|13417625|"pilt3 :  Kanal 2 esitleb aga omaaegset seksisümbolit Brigitte Bardotd Pierre Gaspard-Huit filmis "" Pruut oli liiga ilus "" ( "" La Marié est trop belle "" , 1956 ) ."|||
9444178|endasse|ise|laskma||ill|5883856|Vaatab kõrvalt , ei lase kõike endasse , aga ei saa ka kirjutamata olla , sest sõna on tema ainus jõud .|||
5306181|töökojas|töökoda|koolitama||in|3300586|Õppinud tööjõudu alguses polnud , mistõttu koolitas Tavast seda ise oma pisikeses ühetoalises töökojas .||location|
249990|Helsingis|Helsingi|avama||in|149855|Uue aasta esimesel poolel avab Helsingis uksed Tallinna Kaubamaja tütarkaubamaja .||location|LOC
4020433|töökohast|töökoht|võtma|kaasa|el|2507222|Kui peaminister Siim Kallas võttis oma eelmisest töökohast oma nõunikud kaasa , kas teie võtate ka ning kelle ?|||
13594255|majas|maja|edenema||in|8481031|Lasteaia avamine eraldi üksusena sel sügisel sõltub sellest , kas leitakse raha ja kuidas edeneb remont katoliku kiriku Tartu kogudusele kuuluvas majas .|||
3784696|sissemurdmiskatses|sissemurdmiskatse|andma|üle|in|2361751|20 sekundiga sündmuskohale jõudnud patrulli turvatöötajal õnnestus üks akna kallal muukinutest kinni pidada ja ta andis mehe kahtlustatuna sissemurdmiskatses politseile üle .|||
7942987|kongis|kong|hargnema||in|4947373|tegevus hargneb kongis .||location|
2137181|reale|rida|paigutama||all|1344134|Politseinikud paigutavad Haitovi mõjukuselt ühele reale seni avalikkuses allilmaliidritena tuntud Jevgeni Kolesnikovi , Nikolai Tarankovi ja Oleg Lvoviga .|||
32469|areenilt|areen|kaduma||abl|18848|Väga palju on noori tegijaid , kes salvestavad ühe suurepärase plaadi ja kaovad seejärel areenilt .|||
3163153|Peipsist|Peipsi|võtma|välja|el|1983126|Saunaehituselt ligi astunud peremees Kalev Kalme , kes oma Lindast kaasat hella pilguga paitas , kostis , et rehnuti järgi võtab nende kalapüügitalu aastas Peipsist välja ligi üheksa tonni kalu .||location|LOC
28294256|kohvisse|kohv|käima||ill|18716572|Nojah , kohvisse käib enamasti ka pool-kuni-kolmveerand teelusikatäit suhkrut nimelt .|||
