sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,classification2
9147626,14705801,7,paluma,,ad,eksamikeskus,eksamikeskusel,Olen eksamikorralduse üle nördinud ja palun eksamikeskusel edaspidi kõnest arusaamise osa võõrkeele eksamil ja selle ( tehniline ) korraldus korralikult läbi töötada .,,,,no,,no,no,no,no
17056271,26215844,15,kahtlema,,in,populaarsus,populaarsuses,"Avaliku arvamuse küsitlused pole tema võimalusi seni hinnanud , kuid keegi ei kahtle Mihhalkovi populaarsuses .",,,,no,"The phrase 'populaarsuses' refers to a state or condition, not a location, so it is not an adverbial of place.",no,no,no,no
1486786,2366851,2,leppima,,ad,eesmärk,eesmärgil,Sel eesmärgil leppisid ministeeriumide esindajad ja omavalitsused teisipäeval kokku jätkata tulevikus läbirääkimisi kohalike eelarvete tasandussüsteemi täiustamiseks ja munitsipaalomandi amortisatsiooni metoodika väljatöötamiseks .,,,,no,,no,no,no,no
1389865,2210765,3,kõnelema,,ad,komme,kombel,Oma harjunud kombel kõneles president inspiratsioonitiivul ja suutis kõne 20 minuti asemel kolmveerandtunniseks venitada .,,,,no,,no,no,no,no
3729728,6006628,16,pruukima,,ad,mood,moel,"Seda mitte ainult põhjusel , et kõik lihased , närvid ja muu ei pruugi endisel moel korralikult toimima hakata , vaid ka seetõttu , et välimust mõjutab peale naha ja lihaste ka luustik .",,,,no,,no,no,no,no
5112256,8203520,9,surema,,el,kinnisidee,kinnisideest,"Lauljanna Karen Carpenter surigi lahtistite üleannustamise tagajärjel - kinnisideest säilitada saledust . """,,state,,no,,no,no,no,no
7932784,12710719,21,vastama,,all,aktiivsus,aktiivsusele,"Nikerdasime kolmekesi – Alla Semjonovna , Muzafar ja mina – ladusa , üldsõnalise ja ümmarguse seletuskirja , mis tänu minu aktiivsusele siiski tõele vastas .",,,,no,"The phrase 'aktiivsusele' indicates a cause or condition for something rather than specifying place, so it is not an adverbial of place.",no,no,no,no
14342921,22769103,10,jääma,ära,ad,kliendipuudus,kliendipuudusel,"Kuigi Eesti turist teeb oma plaane loiult , jääb kliendipuudusel ära vaid mõni üksik reis .",,,,no,,no,no,no,no
1152162,1830634,7,sündima,,el,arvutus,arvutusest,Triinu-Liisi puhul sündis otsus pigem kainest arvutusest - Eesti ravikindlustuse rahakotist ei olnud võimalik kaduvväikest paranemislootust kinni maksta .,,,,no,,no,no,no,no
17931091,27322516,10,vormistama,,ad,turvapõhi,turvapõhjal,Eesti Panga Nõukogu otsuse alusel vormistab Pangainspektsioon krediidiasutuse tegevusloa turvapõhjal blanketile formaadis A4 ning sellel on järgmised rekvisiidid :,,,,no,,no,no,no,no
9165169,14733329,3,sekkuma,,ill,palve,palvesse,Tihti sekkub palvesse “ kerge ooperi ” ülemeelik vaim .,,,,no,,no,no,no,no
12511680,20027890,24,saama,lahti,el,kahtlustus,kahtlustustest,"Erakondade rahastamise meetodid ja nende avalikustamine on tõenäoline teema iga demokraatliku riigi ajakirjanduses , sest see on valdkond , kus ei saa iial kahtlustustest päriselt lahti .",,,,no,,no,no,no,no
2497128,4003976,7,sekkuma,,adit,nõrgenemine,nõrgenemisse,"USA valitsus ei sekkunud samuti jeeni nõrgenemisse , nagu ta on seda varem teinud .",,,,no,,no,no,no,no
11325602,18150799,4,väsima,,el,millenniumikära,millenniumikärast,Tegelikult olid inimesed millenniumikärast väsinud ja Y2K-st ärahirmutatud .,,,,no,,no,no,no,no
5824079,9345102,10,esinema,,ad,Agritube,Agritubel,"Peakandidaat vakantsele kohale oli Pariis-Roubaix' klassikul edukalt esinenud Agritubel , kuid tiimi tulemused polnud viimastel sõitudel märkimisväärsed .",,,,no,,no,no,no,no
10638797,17051513,11,põhinema,,ad,aktsiahind,aktsiahindadel,"See indeks , mis arvutatakse reaalajas , põhineb 13 firma aktsiahindadel .",,,,no,,no,no,no,no
11877742,19006324,2,säästma,,el,külg,küljest,Teisest küljest säästab madalate pööretega sõites tublisti bensiini ...,,,,no,,no,no,no,no
17800659,27176704,10,anduma,,all,kurat,kuradile,"Stalinistlik arhitektuur Koplis on väga võimas , andu käigu kuradile .",,,,no,"The phrase 'kuradile' does not indicate a physical place but rather expresses an idiomatic idea (directing to the devil), so it is not classified as an adverbial of place.",no,no,no,no
3465011,5579342,3,ärkama,,ad,põhjus,põhjusel,Mingil seletamatul põhjusel ärkab George Bush Valge Maja asemel Kadrioru lossis .,,,,no,,no,no,no,no
5351160,8583824,9,suunduma,,ad,lennuk,lennukitel,"Miinuskraade ja jäiseid tuulehooge trotsivad päästemeeskonnad suundusid eile lennukitel Antarktikasse evakueerima polaarjaamadest nelja haiget töötajat ning kõhunäärmepõletikku põdevat USA arsti , kuigi päästeekspertide hinnangul on tegemist üliohtliku operatsiooniga .",,,,no,,no,no,no,no
654597,1040127,7,vaidlema,vastu,all,mis,Millele,"ARNOLD ( mõistmatult ) : "" Millele sa vastu vaidled ? """,,,,no,,no,no,no,no
11196512,17936577,14,teenima,,abl,pool,poolelt,"Peaminister Laar soovitas Riigikogu liikmetel vaadata neid uudisteagentuurist BNS , millega teenis opositsiooni poolelt vilekoori .",,,,no,,no,no,no,no
259225,409587,15,andma,,ad,esitamine,esitamisel,"Katse tulemusena avastasid tudengite esindajad , et teatud olukorras annab paaripaneku meetod valede eelistuste esitamisel parema paarilise kui õigete eelistuste esitamisel .",,,,no,,no,no,no,no
7403869,11884991,15,suunduma,,ad,käsk,käsul,"Ma käskisin Zulfijal mitte kuulutada häda ja õnnetust oma mehele , kes kaliifi enda käsul rändama suundub , jätsin teise naisega hüvasti ning läksin kolmanda naise , oma lemmiku , noore armeenlanna Banhassiri juurde .",,,,no,,no,no,no,no
6578720,10585596,7,kubisema,,el,kitš,kitšist,"Ka David Ondrišeki lavastatud reklaamtreiler kubiseb kitšist , mis paneb vaatajate vastupanuvõime tõsiselt proovile .",,,,no,,no,no,no,no
18358339,27828089,18,süüdistama,,in,ahnus,ahnuses,"Parandame trükivead ja imetleme järjekordset idiootsuste rida : 1 ) Skisofreeniline Jüri Adams süüdistab riigikogu s.t. iseenda ahnuses kommuniste ja ülemnõukogu - viimase peal lauslollus 2 ) Latatara Mai Treial ei suuda aru saada , et palk ongi selleks , et katta oma töölkäimise kulud .",,,,no,,no,no,no,no
9150100,14710148,15,kõlama,,ad,käsi,kätel,"Pea koguni mahe , pea jälle nagu piksemüristamine , kõlas meie kõrvadesse kunstniku osavail kätel oreli hääl .",,,,no,,no,no,no,no
13424550,21471694,5,mõistma,,all,sõnaosavus,sõnaosavusele,"Vaatamata vandeadvokaat Anatoli Jaroslavski sõnaosavusele , mõistis kohus dollaritegija vangi .",,,,no,"The phrase 'sõnaosavusele' does not indicate a location or place, so it is not adverbial of place.",no,no,no,no
13923839,22193698,9,rajanema,,ad,suveräänsus,suveräänsusel,"Kuna nii tsiviil- kui kaubandusasjade kohtualluvus rajaneb liikmesriikide suveräänsusel ning kohtutoimingute mõju piirneb seepärast iga riigi territooriumiga , sõltuvad õiguslik kaitse ja seega ka õiguskindlus põhiliselt kohtuotsuste tunnustamise ja täitmise probleemi rahuldava lahenduse vastuvõtmisest liikmesriikide poolt ” .",,state,,no,,no,no,no,no
197110,323119,6,kõnelema,,ad,juht,juhul,"Lepime kokku , et sellisel juhul kõneleme : H on hulga A   tähenduste hulk   ning kirjutame  .",,,,no,"The phrase 'juhul' refers to a condition or circumstance, not a location, so it is not an adverbial of place.",no,no,no,no
8933724,14359875,7,jutustama,,el,kadedus,kadedusest,"lugu , mis jutustab EE ajakirjanike kadedusest üldhuviajakirja edu vastu d .",,,,no,,no,no,no,no
3508918,5650410,11,toimima,,all,luurakk,luurakkudele,"Menopausis naistele määratakse ka östrogeenide asendusravi , mis toimivad otseselt luurakkudele ning hoiavad ära nende kaod .",,,,no,"The phrase 'luurakkudele' indicates the target of the effect rather than a location, so it is not an adverbial of place.",no,no,no,no
3751416,6041733,21,tapma,,el,kõikelubatavus,kõikelubatavusest,"Kes meie vaeses riigis peab hoolt kandma selle eest , et meie vähesed järeltulijad ei tapaks üksteist lummatuna ekraanil nähtavast kõikelubatavusest ja karistamatusest ?",,,,no,,no,no,no,no
992502,1580768,1,viitama,,all,alanemine,Alanemisele,"Alanemisele viitasid keskpanga hinnangul juba varem teatavaks saanud töötleva tööstuse läbimüügi kasvutempo alanemine ja transiidimahtude vähenemine alates sügisest , praegu on veel teadmata teenuste ekspordi kasvutempo täpne aeglustumine .",,,,no,,no,no,no,no
8552962,13708241,13,tulenema,,el,arhitektoonika,arhitektoonikast,"Tähendab , mittevaadatava näituse idee tuleneb juba Kalve piltide kõige sügavamast sisemisest arhitektoonikast .",,,,no,,no,no,no,no
2745368,4403595,10,mõistma,,all,vanglatoit,vanglatoidule,Kohus mõistis Võru linna inimesi hirmu all hoidnud noorukid vanglatoidule .,,,,no,"The phrase 'vanglatoidule' refers to a metaphorical destination or state rather than a physical place, so it is not classified as adverbial of place.",no,no,no,no
2822587,4526425,6,saama,täis,el,olemine,olemisest,Siis sai isu välismaalaste magalas olemisest täis ja ta otsustas kolida .,,,,no,,no,no,no,no
10855850,17385621,2,katkestama,,ad,komme,kombel,Huvitaval kombel Hollywood katkestas või peatas mitmete action- ja katastroofifilmide tootmise .,,,,no,,no,no,no,no
2351022,3767179,11,tõstatama,,el,kaotamine,kaotamisest,Eesti tõstatas läbirääkimiste käigus küsimuse mahepõllumajandustoodete Euroopa Liidu poolsete impordipiirangute kaotamisest .,,,,no,,no,no,no,no
14931475,23443981,1,kuulma,,abl,eri,erilt,"erilt kuulsin , et samasse kohta oli 10 minutit enne mind tellitud Klubitaksolt auto , kuid selle takso saatsid nood “ kliendid ” tagasi .",,,,no,,no,no,no,no
2568002,4120513,28,kaitsema,,ad,vajadus,vajadusel,"Me oleme osa demokraatlikust maailmast , me anname oma parima panuse , et seda maailma ja tema väärtusi kaitsta , ja me teame ühtlasi et ta kaitseb vajadusel ka meid .",,,,no,,no,no,no,no
37094,64207,7,leppima,,ad,puudumine,puudumisel,"Kaija tellib Rocki õlut , selle puudumisel lepib siidriga .",,,,no,,no,no,no,no
63040,108279,8,vaevlema,,in,rahahäda,rahahädas,Võlakirjade müügiga üritavad oma eelarvetulusid suurendada alati rahahädas vaevlevad eelarvelised struktuurid - riigid ja omavalitsused .,,state,,no,,no,no,no,no
341188,527484,8,olenema,,el,edukus,edukusest,Stabiilne majanduskasv oleneb suures osas meie ekspordi edukusest .,,,,no,,no,no,no,no
1812107,2883632,12,rajanema,,ad,analüüs,analüüsil,"Koalitsioon esitab linna arendamiseks ettepanekuid ja lahendusi , mis rajanevad põhjalikul analüüsil , on põhjendatud , toovad esile alternatiivsed lahendused ning ettepanekute tugevad ja nõrgad küljed .",,,,no,,no,no,no,no
5500609,8819358,9,juhinduma,,el,loosung,loosungitest,"Parteid juhindusid aga ikka lihtsatest , kuid lollidest loosungitest .",,,,no,,no,no,no,no
11918345,19071123,1,nimetama,,ad,operatiivandmed,Operatiiv-andmeil,Operatiiv-andmeil on president Aslan Mashadov Gelajevi juba ametisse nimetanud ja andnud talle brigaadikindrali auastme .,,,,no,"The phrase 'Operatiiv-andmeil' (according to operational data) provides the source of information rather than specifying a location, so it is not an adverbial of place.",no,no,no,no
371652,576569,7,põhinema,,ad,altruism,altruismil,"Altruismgi on kristlik sõnum , ja altruismil põhineb Leeni elu .",,,,no,,no,no,no,no
292642,460522,4,koosnema,,el,avaldus,avaldusest,"Sissekanne ei koosne avaldusest ja vastuvõtmisest ja ei saa olla õigustühine ühe lepingupoole teovõimetuse tõttu või liigkasuvõtmise või ebamoraalsuse tõttu ; selle puhul ei ole võimalik esindus eraõiguse normide kohaselt , sissekanne ei ole vaieldav ühe lepingupoole tahtevigade tõttu , ka mitte niisuguste isikute tõttu nagu kinnistusameti ametnikud .",,,,no,,no,no,no,no
1260956,2004728,8,aitama,,ad,Norma,Normal,""" Ainult väga kiire käibe kasv aitab Normal tulevikus teenida suuremat kasumit , "" sõnas ta .",,,ORG,no,,no,no,no,no
9714305,15587064,2,koostama,,ad,pool,poolel,Meie poolel koostab nimekirjad kodakondsus- ja migratsiooniameti Värskas asuv Petserimaa osakond ( tel. 279/64876 ) .,,,,no,The phrase 'poolel' does not refer to a physical location and is not an adverbial of place.,no,no,no,no
162538,270587,7,tuginema,,all,andmed,andmetele,"Kui tugineme eelkõige kirjanik Einar Sandeni andmetele , võime saada veidi moonutatud pildi .",,,,no,"Not classified as adverbial of place because 'andmetele' refers to data or information, not a spatial location.",no,no,no,no
18523529,28048269,19,kaduma,ära,ad,lüliti,lülitil,"Mina ajasin pumpa taga , omast lollusest  « first inertia switch » lülis pumba välja , kuna see lülitil oli 1 kinnituskruvi ära kadunud ja seal nii pendeldades arvas , et nüüd on avarii käes ja paras aeg auto keset liiklust seisma panna :",,,,no,,no,no,no,no
1006560,1603112,14,lubama,,ad,Nybiti,Nybitil,"Kalev jõudis pärast Indrek Ruudu kolmest korraks ette 21 : 20 , lihtsad eksimused lubasid Nybitil taas ette spurtida .",,,PER,no,,no,no,no,no
1861877,2965248,21,astuma,,ad,maa,maal,"Kui Eesti Päevaleht püüdis rajuilma kiuste kedagi õlut jooma meelitada , astus ligi Rakvere kultuurihai Raivo Riim , enesest tehtud maal pihus .",,,,no,,no,no,no,no
7580623,12167142,16,avaldama,,ad,mis,millel,"Eriti suure tunnustuse tõestuseks on ka vastilmunud album  S  ub Zero - The Remixes   , millel on bändi lugusid miksides oma austust avaldanud Die Krupps , The Speed Freak , T.A.S.S..",,,,no,,no,no,no,no
4149061,6678596,14,koosnema,,el,autorent,autorendist,"Šotimaal pakutakse ka umbes 75 000 krooni maksvat eksklusiivset paketti , mis koosneb kahepäevasest autorendist , et Rosslyni ümbruses ringi sõita , ööbimisest hotellis Greywalls ning neli ööpäeva kestvast rongisõidust läbi Šotimaa .",,,,no,,no,no,no,no
5786006,9283454,11,kehtima,,el,kuritarvitamine,kuritarvitamisest,Ja selles olukorras kehtivad Paul Ricoeuri sõnad mäletamise ja unustamise kuritarvitamisest .,,,,no,,no,no,no,no
11409090,18283704,8,soovima,,ad,kaasabi,kaasabil,"Kui jätkan , siis soovin õigete mängijate kaasabil moodustada EM-ile minekuks löögijõulise meeskonna .",,,,no,"The phrase 'kaasabil' refers to the means or assistance involved in forming the team and does not indicate a place, so it is not an adverbial of place.",no,no,no,no
5417029,8687266,12,võitma,,ad,IX,IX-il,Üheksa lisakatsega võistluse võitsid Ahto Siidla ja Arvo Arula BMW 325 IX-il .,,,,no,,no,no,no,no
14964562,23477917,5,hoiduma,,el,puudujääk,puudujäägist,Liikmesriigid hoiduvad ülemäärasest riigieelarve puudujäägist .,,,,no,,no,no,no,no
11101830,17783206,3,kippuma,,ad,energeetikakontsern,energeetikakontsernil,"Kui Ameerika energeetikakontsernil NRG kippusid läbirääkimised Narva elektrijaamade ostmise üle lörri jooksma , noomis Strobe Talbott isiklikult Eesti valitsust , et ameeriklasi pole soliidne ukse taha jätta .",,,,no,,no,no,no,no
2427125,3891864,2,tutvuma,,ad,teade,teatel,Komisjoni teatel tutvub ta praegu olemasoleva informatsiooniga ning kavatseb korraldada esimese avaliku kuulamise järgmisel nädalal .,,,,no,,no,no,no,no
16573,28614,5,suhtuma,,adit,jätmine,jätmisse,Kuidas õpetajad klassi pooleli jätmisse suhtusid ?,,,,no,,no,no,no,no
1831000,2914241,12,põhinema,,all,teadusuuring,teadusuuringutele,""" Vaadakem asju realistlikult , läbi aegade on ülikooli õpe põhinenud teadusuuringutele ning ühes ülikoolis on võimalik olnud õppida nii bakalaureuse , magistri kui ka doktoriõppekavade järgi . """,,,,no,"The phrase 'teadusuuringutele' specifies a focus or basis rather than a physical location, so it is not an adverbial of place.",no,no,no,no
9366125,15043544,10,lisama,,ad,seadmine,seadmisel,"“ Võimalus võita kodumaal olümpiakuld lisas meile edaspidiste eesmärkide seadmisel palju enesekindlust ja julgust , ” väitis Saito ja lisas , et “ kahtlemata pole see kuld vaid meie nelja , vaid kogu Jaapani olümpiadelegatsiooni oma . ”",,,,no,,no,no,no,no
1119090,1779200,3,suhtuma,,adit,avaldus,avaldusse,Suhtun kaitsepolitsei avaldusse kui äriettevõttesse .,,,,no,,no,no,no,no
2341632,3750977,11,jääma,puudu,el,leidlikkus,leidlikkusest,"Filmi pealispinnal sujub kõik suurepäraselt , kuid peagi jääb puudu leidlikkusest , kuidas lugu edasi viia .",,,,no,,no,no,no,no
3837732,6181652,20,saama,täis,el,etteteatamine,etteteatamisest,"Aga millal ma peaksin saama ettenähtud kuue kuu tasu , kui firmat varsti enam pole ja kolm kuud koondamisest etteteatamisest saab täis jaanuaris ?",,,,no,,no,no,no,no
17773907,27135984,6,teenima,,abl,koolikõrv,koolikõrvalt,Olen 9 klassi õpilane ja koolikõrvalt ise lisa ei teeni .,,,,no,,no,no,no,no
6065844,9737318,15,määrama,,ad,nägu,näol,"Vene president Vladimir Putin silmakirjatses , väites , et määrab uueks kaitseministriks Sergei Ivanovi näol tsiviilisiku , kuna viimane on aastakümneid teinud karjääri luureohvitserina .",,,,no,,no,no,no,no
828086,1320792,5,vaevlema,,in,vitamiinipuudus,vitamiinipuuduses,"Kui talvel vaevlevad inimesed vitamiinipuuduses , siis suvi annab kõik kehale aktiivseks eluks vajaliku .",,state,,no,,no,no,no,no
503995,792901,16,tõlkima,,all,laps,lastele,"Vladimir Beekman teeb praegugi oma kodus seda , mida ikka hästi osanud - tõlgib eesti lastele Astrid Lindgreni ja keerab oma käega topeltustele ette Abloy-lukud , sest inimese elu üks praktilisi oskusi ja kodanikuõigusi on ka turvalisus ja privaatsus .",,alive,,no,,no,no,no,no
17611276,26951260,22,vastama,,all,diferentseeritusaste,diferentseeritusastmele,"vi ) Liikmesriigid esitavad komisjonile tüüpide geograafilise asukoha kaardi või kaardid ( GIS-vormingus ) , mis vastavad süsteemi A alusel nõutavale diferentseeritusastmele .",,,,no,,no,no,no,no
9662941,15506662,2,kahtlema,,in,pankrot,pankrotis,Kombinaadi pankrotis ei kahtle ometi ei juhtkond ega palku ootavad töölised .,,,,no,"It was classified as 'no' because 'pankrotis' refers to a financial state or condition, not a physical place or location.",no,no,no,no
8138471,13063727,5,nimetama,,el,mittearvestamine,mittearvestamisest,"Näidetena kohalike omavalitsuste soovide mittearvestamisest nimetas Atonen Elva ja Valga gümnaasiumi väljajäämist "" 21. sajandi kooli "" investeeringutekavast .",,,,no,,no,no,no,no
18960996,28627197,20,toetama,,ad,juuresolek,juuresolekul,"Vastavalt eeltoodud avaldusele ning Tšiili Lastearstide XLI kongressile Puconis toetab Tšiili Lastearstide Selts kõigi oma liikmetega prof Adik Levini juuresolekul ja kiidab heaks Tallinna Lastehaiglas kasutatava meetodi “ Humaanse vastsündinute-meditsiini initsiatiivi ” ( The Human Neonatal Care Initiative , HNCI ) oma 11 sammuga vastsündinu ja tema ema ravi humaniseerimisel ning kutsub maailma kõiki lastearstide seltse üles ühinema selle deklaratsiooniga .",,state,,no,,no,no,no,no
3419948,5505155,5,haigestuma,,el,konflikt,konfliktist,Vaesuse ja rikkuse teravast konfliktist haigestunud Vene majanduse tohtriks peetakse keskklassi .,,,,no,,no,no,no,no
2394930,3838221,2,süüdistama,,ad,väide,väitel,Politseiniku väitel süüdistas Polištšuk teda juba eeluurimise ajal poliitilise tellimuse täitmises .,,,,no,,no,no,no,no
2523278,4046725,4,olema,nõus,el,probleem,probleemist,Vastupidiselt tervisekaitsele on probleemist aga nõus koheselt rääkima Pedagoogikaülikooli teadur ja toitlustusspetsialist Kaie Pappel .,,,,no,"It is not classified as adverbial of place because 'probleemist' refers to the topic of discussion, not a location or place.",no,no,no,no
1678808,2673673,2,aktiviseeruma,,ad,hinnang,hinnangul,Tema hinnangul aktiviseerub korteriturg pärast 20-protsendilist hinnalangust .,,,,no,,no,no,no,no
2961757,4750108,22,laskma,,ad,Manutent,Manutendil,"TALLINN , 26. mai ( EPLO ) - Linnahalli kontserdisaali renoveerimine läheb linnale maksma ligi miljard krooni , kui linnavalitsus laseb Manutendil selle renoveerida ja linnale rentida , kirjutab Postimees .",,,LOC,no,,no,no,no,no
432836,676041,6,tõstma,,ad,mõju,mõjul,Moody's tõstis nimetatud investeeringute otsesel mõjul Hansapanga reitingud tasemele Baa2/P-3 .,,,,no,,no,no,no,no
16868753,25953281,2,põhinema,,all,argument,argumentidele,Nendele argumentidele põhineski minu mainitud meetrimäär ning koht .,,,,no,,no,no,no,no
14057283,22382049,10,vastama,,all,ajastuvaim,ajastuvaimule,"Selleks , et kõikide asjasse pühendatud inimeste väljanägemine vastaks ajastuvaimule ( Berliin 1945 ) , oli Gloriasse kohale kutsutud mitu juuksurit ja jumestajat .",,,,no,,no,no,no,no
16582814,25557489,20,liituma,,ad,moodustumine,moodustumisel,"Imidasoliinirea ühendite alküülrühmade nimetustes säilitatakse harilik rasvarea nimetuse tüvi ( nt laurüülhüdroksüetüülimidasoliin ) ka sellel juhul , kui derivaadi moodustumisel on rasvarea radikaali üks süsinikuaatom liitunud heterotsüklisse .",,,,no,,no,no,no,no
9269610,14894773,10,püüdma,,all,tulemus,tulemustele,Tegelikult astroloogid analüüsivad inimest ennast ja püüavad vastavalt analüüsi tulemustele inimese kohta midagi ütelda .,,,,no,,no,no,no,no
7686877,12325084,7,tegema,kaasa,ad,iga,igal,Samas - kutselisi näitlejaid teeb kaasa igal pool,,,,no,,no,no,no,no
573249,907349,14,suutma,,el,lugemismälu,lugemismälust,"Ent vaevalt pakkus see neile ligilähedaseltki samasuguse lugemiselamuse kui nende vanaisadele-vanaemadele , kelle lugemismälust sajandi teise poole kirjanikud omakorda noorpõlve lemmikuid välja tõrjuda ei suuda .",,,,no,,no,no,no,no
1944642,3099549,13,juhinduma,,el,näpunäide,näpunäidetest,"Meid on peetud ka viletsateks majandusmeesteks , kes juhinduvad ametiühingute ja tootjate näpunäidetest .",,,,no,,no,no,no,no
2859491,4585227,10,toetama,,ad,säilitamine,säilitamisel,""" Me toetasime Jüri Mõisa ja Isamaaliitu Tallinna võimuliidu säilitamisel vahendeid valimata .",,,,no,,no,no,no,no
5014640,8049266,5,põhinema,,ad,dieediidee,dieediideedel,"Proteiinidieet põhineb dr. Atkinsi dieediideedel , mis kujutab endast liha ja rasvarohket toidusedelit .",,,,no,,no,no,no,no
12425054,19894460,4,vältama,,el,planeeritu,planeeritust,"Plaadi tegemine vältas planeeritust märksa kauem , igasuguste tehniliste probleemide tõttu olin ma lõpuks ikkagi sunnitud oma laulud paari päeva jooksul salvestama .",,,,no,The phrase 'planeeritust' was not classified as an adverbial of place because it does not indicate a specific location but rather the concept of planning (time-related context).,no,no,no,no
15326555,23933423,22,kahtlema,,in,kaks,kahes,"äkki meie aju hojab neid kinni teatud aju osades mingi mingi kiirgusena või siis elektri impulsina ( kahtlen miskipärast just nendes kahes , aga midagi muud ei tule meelde ) .",,,,no,,no,no,no,no
957486,1525073,1,meeldima,,el,magustoit,Magustoitudest,"Magustoitudest ei meeldi mulle tarretis , aga väga meeldib , kui antakse puuvilja .",,,,no,,no,no,no,no
12433725,19907688,7,mõjuma,,all,defitsiit,defitsiidile,Positiivselt mõjub börsilangus vastanute hinnangul väliskaubanduse defitsiidile ning tarbijahinnaindeksile .,,,,no,"The phrase 'defitsiidile' does not describe a spatial location but an abstract target or effect, so it is not classified as an adverbial of place.",no,no,no,no
4266720,6865129,12,suutma,,all,jagelemine,jagelemisele,"Tegelikult on see rohkem seaduseandjate mure , et nad vaatamata aastatepikkusele jagelemisele ei ole suutnud kehtestada naastrehvide kasutamise ilmastikukindlat korda .",,,,no,,no,no,no,no
112021,188196,12,juhtima,,ad,andmed,andmetel,"Ehk ei ole siinkohal tähtsusetu ka fakt , et kapten Intsu andmetel juhtis Viru pataljon möödunud aastal ka jooksikute edetabelit .",,,,no,,no,no,no,no
5660731,9078669,3,rajanema,,ad,loogika,loogikal,"Põhiseadus rajaneb loogikal , et president peab olema kogu aeg ametis ja kättesaadav , kuid riigipea võiks puhkuse ajal peatada tegevuse ja anda volitused üle riigikogu esimehele , selgitas eelnõu algatajate nimel esinenud Jaan Pöör .",,,,no,,no,no,no,no
2873623,4607555,21,kaaluma,,ad,puudus,puudusel,"Avaliku ürituse loa ja kauplemisloa taotluse esitas turukorraldaja Kesklinna valitsusele eelmisel nädalal , ehkki firmajuht Paul Oberschneider kaalus linna rahatoe puudusel ka ürituse ärajätmist .",,,,no,"The phrase 'puudusel' does not indicate a location but instead expresses a condition or reason, which is why it was classified as not adverbial of place ('no').",no,no,no,no
364818,564515,2,suunduma,,ad,taim,taimedel,"Mõnedel taimedel suundub juurdekasv maapealselt osalt rohkem juurtesse , mõnede kasv hoopis aeglustub .",,,,no,,no,no,no,no
5977426,9592948,1,lükkama,tagasi,el,uusliige,Uusliikmetest,"Uusliikmetest lükkasid kava tagasi ka Ungari , Leedu ja Eesti .",,,,no,,no,no,no,no
10050809,16120916,3,toetama,,el,häda,hädadest,"Hoolimata oma hädadest on Epitar pidevalt toetanud Era tänava maja tegevust , kus jooksvateks kuludeks läheb iga kuu vähemalt neli tuhat krooni .",,,,no,,no,no,no,no
3303854,5311693,7,välistama,,ad,kinnitus,kinnitusel,Regionaalminister Jaan Õunapuu ( pildil ) kinnitusel välistab valitsuse eelnõu omavalitsuste kaootilise ühinemise ja väiksemate omavalitsuste tõrjumise suuremate poolt ning annab valitsusele ühinemiste suunamiseks suured volitused .,,,,no,It was classified as 'no' because 'kinnitusel' (according to the confirmation) does not indicate a location or spatial context; it conveys a statement's source or basis.,no,no,no,no
7496415,12033088,31,suutma,,el,kojusaatmine,kojusaatmisest,"Ta oli nagu mu sõber , kellele joomine oli muutunud ( muutumas ) lõbuks ; ta oli nagu mu väsinud jalgadega tüdruk , kes mulle ei meeldinud , kuid kelle kojusaatmisest ma kunagi loobuda ei suutnud ; ta oli nagu mu õppejõud , kelle valetamine oli mulle mõistetav , kuid ärritav .",,,,no,,no,no,no,no
7408311,11892762,57,laulma,,all,armastus,armastusele,"Jah , kui ma suudaksin , haaraksin lauto või flöödi järele , hüppaksin sadulasse ja ratsutaks siit Schlettsi sombuste kinkude vahelt sinna , kus päike soojendaks mu valutavaid liigeseid , kus rohetavatel nõlvadel kasvavad viinamarjad ja oliivipuud , ristteel seisab Musta Madonna kuju , ma heidaksin kuhugi varjulisemasse kohta , sõrmitseksin oma pilli ja laulaksin kiitust armastusele , naudiksin iga hingetõmmet , sest see on ju ...",,,,no,,no,no,no,no
7706594,12356075,8,astuma,välja,ad,mühin,mühinal,Nii astubki etnoloogiline iseseisev näitusetegemine autentsest traditsioonist mühinal välja .,,,,no,,no,no,no,no
11178575,17906675,13,juhtima,,ad,oht,ohtudel,Siiski juhtis  La Juve  treener  Marcello Lippi  enne finaali tähelepanu ka mõnedele ohtudel .,,,,no,,no,no,no,no
11630674,18618508,3,suutma,,el,ehmatus,ehmatusest,"Kes esimesest ehmatusest suudab üle saada ( kerge see pole ) ning viitsib teisele ringile minna , leiab , et asi päris lootusetu kah ei ole .",,state,,no,Not classified as adverbial of place because 'ehmatusest' expresses a state or condition rather than a physical or metaphorical location.,no,no,no,no
19848433,29313530,3,tulema,puudu,el,ettevõtlikus,ettevõtlikusest,pets29vilj: ettevõtlikusest ja julgusest tuleb puudu :),,,,no,,no,no,no,no
