sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_alive,is_time
2228064,3563991,3,tuletama,,all,sõidukijuht,sõidukijuhtidele,"Politsei tuletab sõidukijuhtidele meelde septembrist muutuvat seadust , mille järgi võib reguleerimata ülekäigurajal jalakäijale tee mitteandmise eest karistada kuni 3000-kroonise rahatrahviga .",,,,no,,yes,no
9150100,14710148,15,kõlama,,ad,käsi,kätel,"Pea koguni mahe , pea jälle nagu piksemüristamine , kõlas meie kõrvadesse kunstniku osavail kätel oreli hääl .",,,,no,,no,no
12608278,20175668,12,tunduma,,ad,veerandtund,veerandtunnil,"Löökriistade kuulamine ( kirikus , mitte Gabareki muusikas ) tundus esimesel veerandtunnil küll pisut imelikuna , aga sellega harjus ruttu .",,time,,no,,no,yes
6654687,10707870,20,töötama,,el,kasutanu,kasutanutest,"Leppik lisas , et võimalus varem pensionile minna aitas inimestel majanduslikult toime tulla , sest vaid viiendik seda võimalust kasutanutest töötas .",,,,no,,yes,no
13424550,21471694,5,mõistma,,all,sõnaosavus,sõnaosavusele,"Vaatamata vandeadvokaat Anatoli Jaroslavski sõnaosavusele , mõistis kohus dollaritegija vangi .",,,,no,"The phrase 'sõnaosavusele' does not indicate a location or place, so it is not adverbial of place.",no,no
18180650,27615046,15,tõstma,esile,el,peaministrikandidaat,peaministrikandidaatidest,"Tuletage meelde presidendi esinemist televisioonis valimiste-eelsel laupäeval , kui ta millegipärast tõstis kõikidest võimalikest peaministrikandidaatidest esile ühe , mis oli lubamatu sekkumine valimiskampaaniasse .",,,,no,,yes,no
4182006,6730416,22,nimetama,,el,matsirahvas,matsirahvast,"Esimesed saksa soost uurijad , kellelt pärinevad üle kolme sajandi tagasi tehtud ülestähendused siinse talurahva eluolu ja kommete kohta , nimetasid matsirahvast ebausklikuks , harimatuks ja kasimatuks , kuid trotslikuks ja kavalaks porduelu elavaks karjaks , kes elab vaeselt , sest ei viitsi tööd teha .",,alive,,no,,yes,no
7169200,11531805,1,kaaluma,,ad,kontrollkaalumine,Kontrollkaalumisel,"Kontrollkaalumisel enne Jarrahdale'i teenindusala kaalus Märtini auto 1253 kg , kusjuures nõutud miinimumkaal on 1230 kg ehk selles osas oli eestlase Ford Focus nõuetekohane .",,,,no,,no,yes
4474977,7195893,16,jääma,puudu,ad,kõik,kõigil,""" Juunioride MMil käinud kolm tüdrukut on enam-vähem võrdsed , kuid naiste tasemest jääb veel kõigil puudu , "" kirjeldas Maret Vaher hetkeseisu .",,,,no,,yes,no
13923839,22193698,9,rajanema,,ad,suveräänsus,suveräänsusel,"Kuna nii tsiviil- kui kaubandusasjade kohtualluvus rajaneb liikmesriikide suveräänsusel ning kohtutoimingute mõju piirneb seepärast iga riigi territooriumiga , sõltuvad õiguslik kaitse ja seega ka õiguskindlus põhiliselt kohtuotsuste tunnustamise ja täitmise probleemi rahuldava lahenduse vastuvõtmisest liikmesriikide poolt ” .",,state,,no,,no,no
197110,323119,6,kõnelema,,ad,juht,juhul,"Lepime kokku , et sellisel juhul kõneleme : H on hulga A   tähenduste hulk   ning kirjutame  .",,,,no,"The phrase 'juhul' refers to a condition or circumstance, not a location, so it is not an adverbial of place.",no,no
8933724,14359875,7,jutustama,,el,kadedus,kadedusest,"lugu , mis jutustab EE ajakirjanike kadedusest üldhuviajakirja edu vastu d .",,,,no,,no,no
13156554,21050969,4,pruukima,,ad,kirjandustoimetaja,kirjandustoimetajal,"Pruukis vaid Nukuteatri kirjandustoimetajal Anna-Liisa Õispuul ilmutada lahkust Kristjan Kasearu ühe argliku fänni palvekirja suhtes , mis küsis võimaluse järele muusikali « Romeo & Julia » plakatit saada , kui teatrimaja asusid ründama teismeliste fännide hordid .",,,,no,,yes,no
15912161,24754784,20,lugema,,ad,samalaja,samalajal,"Tean , et laserplaadimängijad loevad esimest rada , kui nad seda ei leia ütlevad , et plaati pole , samalajal kui arvuti CD-ROM'id loevad plaate teise tehnoloogijaga .",,,,no,,no,yes
13101055,20962862,3,lõppema,,ad,Irbe,Irbel,Tänavu lõppes Irbel Dallasega viieaastane leping .,,,,no,,yes,no
3508918,5650410,11,toimima,,all,luurakk,luurakkudele,"Menopausis naistele määratakse ka östrogeenide asendusravi , mis toimivad otseselt luurakkudele ning hoiavad ära nende kaod .",,,,no,"The phrase 'luurakkudele' indicates the target of the effect rather than a location, so it is not an adverbial of place.",no,no
3751416,6041733,21,tapma,,el,kõikelubatavus,kõikelubatavusest,"Kes meie vaeses riigis peab hoolt kandma selle eest , et meie vähesed järeltulijad ei tapaks üksteist lummatuna ekraanil nähtavast kõikelubatavusest ja karistamatusest ?",,,,no,,no,no
992502,1580768,1,viitama,,all,alanemine,Alanemisele,"Alanemisele viitasid keskpanga hinnangul juba varem teatavaks saanud töötleva tööstuse läbimüügi kasvutempo alanemine ja transiidimahtude vähenemine alates sügisest , praegu on veel teadmata teenuste ekspordi kasvutempo täpne aeglustumine .",,,,no,,no,no
729203,1161717,13,soovima,,ad,koostamine,koostamisel,"Praegu veel katsetamisel oleva listiga võib liituda igaüks , kes soovib seadus-eelnõude koostamisel oma arvamust väljendada .",,,,no,,no,no
8552962,13708241,13,tulenema,,el,arhitektoonika,arhitektoonikast,"Tähendab , mittevaadatava näituse idee tuleneb juba Kalve piltide kõige sügavamast sisemisest arhitektoonikast .",,,,no,,no,no
2745368,4403595,10,mõistma,,all,vanglatoit,vanglatoidule,Kohus mõistis Võru linna inimesi hirmu all hoidnud noorukid vanglatoidule .,,,,no,"The phrase 'vanglatoidule' refers to a metaphorical destination or state rather than a physical place, so it is not classified as adverbial of place.",no,no
2822587,4526425,6,saama,täis,el,olemine,olemisest,Siis sai isu välismaalaste magalas olemisest täis ja ta otsustas kolida .,,,,no,,no,no
10855850,17385621,2,katkestama,,ad,komme,kombel,Huvitaval kombel Hollywood katkestas või peatas mitmete action- ja katastroofifilmide tootmise .,,,,no,,no,no
2351022,3767179,11,tõstatama,,el,kaotamine,kaotamisest,Eesti tõstatas läbirääkimiste käigus küsimuse mahepõllumajandustoodete Euroopa Liidu poolsete impordipiirangute kaotamisest .,,,,no,,no,no
14931475,23443981,1,kuulma,,abl,eri,erilt,"erilt kuulsin , et samasse kohta oli 10 minutit enne mind tellitud Klubitaksolt auto , kuid selle takso saatsid nood “ kliendid ” tagasi .",,,,no,,no,no
2568002,4120513,28,kaitsema,,ad,vajadus,vajadusel,"Me oleme osa demokraatlikust maailmast , me anname oma parima panuse , et seda maailma ja tema väärtusi kaitsta , ja me teame ühtlasi et ta kaitseb vajadusel ka meid .",,,,no,,no,no
917227,1461033,9,tekkima,,ad,Jones,Jonesil,"Nagu 100 meetris kullaarvet avades , ei tekkinud Jonesil ka poole pikemal võistlusmaal probleeme .",,,PER,no,,yes,no
5702045,9145674,7,helistama,,all,Janek,Janekile,""" Helistasin heast meelest kohe ka Janekile .",,,PER,no,"The phrase 'Janekile' indicates the recipient of a phone call rather than a place, so it is not an adverbial of place.",yes,no
4837990,7767609,24,selgitama,,ad,Vesse,Vessel,""" Et selleni jõuda , peab pakendiaktsiis tulema selline , et tootjal oleks odavam taara kokku koguda kui aktsiisi maksta , "" selgitas Vessel .",,,PER,no,,yes,no
6638242,10681700,21,tulema,järele,ad,jõuluvana,jõuluvanal,"VÕRU , 8. detsember ( EPLO ) - Erinevalt varasematest aastatest küsivad Võru lasteaednikud tänavu lapsevanematelt , kas nad lubavad jõuluvanal kingi järele tulnud lapse põlvele istuma võtta ning jätavad lapse süllevõtmisega kaasneda võivad probleemid jõuluvana osatäitja vastutada , kirjutab Võrumaa Teataja .",,alive,,no,,yes,no
11741016,18789493,8,arvama,,ad,nädal,nädalal,"Euroopa Komisjoni laienemisvolinik Günther Verheugen arvas läinud nädalal pärast eduaruannete avalikustamist laienemisstrateegia tutvustamisel , et Euroopa Liit võiks esimesed uued liikmed vastu võtta 2004. aastal .",,,,no,,no,yes
37094,64207,7,leppima,,ad,puudumine,puudumisel,"Kaija tellib Rocki õlut , selle puudumisel lepib siidriga .",,,,no,,no,no
11972712,19160946,1,meenuma,,all,Marge,Margele,"Margele meenub veel üks lustakas seik Taani-päevilt : « Istusime ühe jalgpalluri naisega kohvikus , kui meie juurde tuli keegi noormees .",,,PER,no,,yes,no
270321,426737,2,jätma,välja,ad,tulemus,tulemusel,"Vestluse tulemusel jätsime välja pikavõitu , ajaloolisse tausta suubuva sissejuhatuse .",,,,no,The phrase 'tulemusel' is not classified as an adverbial of place because it relates to the cause or result of the action rather than a location.,no,no
63040,108279,8,vaevlema,,in,rahahäda,rahahädas,Võlakirjade müügiga üritavad oma eelarvetulusid suurendada alati rahahädas vaevlevad eelarvelised struktuurid - riigid ja omavalitsused .,,state,,no,,no,no
9992020,16027928,11,tabama,,ad,läbiotsimine,läbiotsimisel,Kuid 10. oktoobril 1954. aastal tabasid võimud Hessleri Haavisto talu läbiotsimisel ja saatsid Gulagi .,,event,,no,,no,no
341188,527484,8,olenema,,el,edukus,edukusest,Stabiilne majanduskasv oleneb suures osas meie ekspordi edukusest .,,,,no,,no,no
1812107,2883632,12,rajanema,,ad,analüüs,analüüsil,"Koalitsioon esitab linna arendamiseks ettepanekuid ja lahendusi , mis rajanevad põhjalikul analüüsil , on põhjendatud , toovad esile alternatiivsed lahendused ning ettepanekute tugevad ja nõrgad küljed .",,,,no,,no,no
5500609,8819358,9,juhinduma,,el,loosung,loosungitest,"Parteid juhindusid aga ikka lihtsatest , kuid lollidest loosungitest .",,,,no,,no,no
11918345,19071123,1,nimetama,,ad,operatiivandmed,Operatiiv-andmeil,Operatiiv-andmeil on president Aslan Mashadov Gelajevi juba ametisse nimetanud ja andnud talle brigaadikindrali auastme .,,,,no,"The phrase 'Operatiiv-andmeil' (according to operational data) provides the source of information rather than specifying a location, so it is not an adverbial of place.",no,no
371652,576569,7,põhinema,,ad,altruism,altruismil,"Altruismgi on kristlik sõnum , ja altruismil põhineb Leeni elu .",,,,no,,no,no
292642,460522,4,koosnema,,el,avaldus,avaldusest,"Sissekanne ei koosne avaldusest ja vastuvõtmisest ja ei saa olla õigustühine ühe lepingupoole teovõimetuse tõttu või liigkasuvõtmise või ebamoraalsuse tõttu ; selle puhul ei ole võimalik esindus eraõiguse normide kohaselt , sissekanne ei ole vaieldav ühe lepingupoole tahtevigade tõttu , ka mitte niisuguste isikute tõttu nagu kinnistusameti ametnikud .",,,,no,,no,no
14011093,22305245,4,tuletama,,all,ehitaja,ehitajatele,"Hanno Egipt tuletab ehitajatele meelde , et isolatsiooniplaatide hind võrreldes ehitise kogumaksumusega on marginaalne : « Õige materjali puhul on see umbes kümme tuhat krooni .",,alive,,no,,yes,no
17039988,26189527,4,minema,,ad,Beritt,Beritil,Nüüd tundub ka Beritil paremaks minevat .,,,PER,no,,yes,no
1260956,2004728,8,aitama,,ad,Norma,Normal,""" Ainult väga kiire käibe kasv aitab Normal tulevikus teenida suuremat kasumit , "" sõnas ta .",,,ORG,no,,no,no
1353870,2151643,18,piisama,,el,aeg,ajast,"Kuigi kohanemisajaks on Müllerson välja pakkunud kolm kuud , nentis ta Isamaaliidu fraktsioonis , et ilmselt sellest ajast siiski ei piisa .",,,,no,,no,yes
9714305,15587064,2,koostama,,ad,pool,poolel,Meie poolel koostab nimekirjad kodakondsus- ja migratsiooniameti Värskas asuv Petserimaa osakond ( tel. 279/64876 ) .,,,,no,The phrase 'poolel' does not refer to a physical location and is not an adverbial of place.,no,no
6501,11215,5,nõudma,,ad,planeerimine,planeerimisel,See nõudis esialgu aja planeerimisel harjumist .,,,,no,,no,no
14740838,23221709,9,väljastama,,ad,osavõtt,osavõtul,Äsja väljastas Hun Group Film uue videokasseti teie osavõtul .,,,,no,,no,no
2206358,3528006,11,korraldama,,all,korraldaja,korraldajatele,Uue korra tutvustamiseks korraldab maavalitsus omavalitsuste liiduga infopäeva maakonna ühisürituste korraldajatele .,,,,no,,yes,no
12627100,20205654,18,korraldama,,all,kuulsus,kuulsustele,"Madonna ja Guy Ritchie otsisid kaua sobilikku tiibklaverit pulmapeole , mille nad järgmisel reedel Šotimaal Skibo lossis kuulsustele korraldavad .",,,,no,,yes,no
6272456,10076742,4,alustama,,ad,esmaspäva,esmaspäval,Bostoni lennujaam alustas esmaspäval pärast 30tunnist lumetormi põhjustatud seisakut taas lende .,,,,no,,no,yes
162538,270587,7,tuginema,,all,andmed,andmetele,"Kui tugineme eelkõige kirjanik Einar Sandeni andmetele , võime saada veidi moonutatud pildi .",,,,no,"Not classified as adverbial of place because 'andmetele' refers to data or information, not a spatial location.",no,no
12975880,20759989,11,käima,üle,ad,ohver,ohvritel,Nüüd on kõigil Eestist 20. sajandi jooksul üle käinud omandireformide ohvritel kellegi vastu mingi okas hinges .,,,,no,,yes,no
18523529,28048269,19,kaduma,ära,ad,lüliti,lülitil,"Mina ajasin pumpa taga , omast lollusest  « first inertia switch » lülis pumba välja , kuna see lülitil oli 1 kinnituskruvi ära kadunud ja seal nii pendeldades arvas , et nüüd on avarii käes ja paras aeg auto keset liiklust seisma panna :",,,,no,,no,no
1006560,1603112,14,lubama,,ad,Nybiti,Nybitil,"Kalev jõudis pärast Indrek Ruudu kolmest korraks ette 21 : 20 , lihtsad eksimused lubasid Nybitil taas ette spurtida .",,,PER,no,,no,no
2947382,4726145,10,tuginema,,ad,uurimine,uurimisel,"Politseiameti pressiesindaja Kadri Palta ütles , et keskkriminaalpolitsei tugineb uurimisel komisjoni aruandele , kuid enne , kui see pole ametlikult politseisse jõudnud , ei saa nad seisukohta võtta .",,,,no,,no,no
1861877,2965248,21,astuma,,ad,maa,maal,"Kui Eesti Päevaleht püüdis rajuilma kiuste kedagi õlut jooma meelitada , astus ligi Rakvere kultuurihai Raivo Riim , enesest tehtud maal pihus .",,,,no,,no,no
7580623,12167142,16,avaldama,,ad,mis,millel,"Eriti suure tunnustuse tõestuseks on ka vastilmunud album  S  ub Zero - The Remixes   , millel on bändi lugusid miksides oma austust avaldanud Die Krupps , The Speed Freak , T.A.S.S..",,,,no,,no,no
8771560,14077482,5,hakkama,,ad,Savisaar,Savisaarel,"“ Tundub , et Savisaarel ja Keskerakonnal hakkavad koalitsiooni rünnates argumendid otsa saama ja öeldakse juba teab mida , ” lausus Tallinna volikogu esimees Rein Voog .",,,PER,no,,yes,no
20690811,29722847,1,rääkima,,ad,darkange,darkangel,darkangel: no te ei räägi miskit head,,,,no,"The phrase 'darkangel' is used as an address to someone rather than specifying a location, so it is not an adverbial of place.",yes,no
4149061,6678596,14,koosnema,,el,autorent,autorendist,"Šotimaal pakutakse ka umbes 75 000 krooni maksvat eksklusiivset paketti , mis koosneb kahepäevasest autorendist , et Rosslyni ümbruses ringi sõita , ööbimisest hotellis Greywalls ning neli ööpäeva kestvast rongisõidust läbi Šotimaa .",,,,no,,no,no
9713409,15586082,10,saama,,ad,Rie,Riedel,"Aga rusikas oli juba teel - kahel esimesel finaalikatsel Riedel tulemust ei saanud ... 65.40 kolmandal jättis mehe sadulasse ning kaks viimast kettakeerutust tegi pikkade kätega Riedel juba kui treeningul , kus ketas ikka reeglina rohkem lendab kui võistlustel .",,,,no,,yes,no
16951499,26054569,10,külastama,,ad,Saaremaa-visiit,Saaremaa-visiidil,"Saaremaa liha- ja piimatööstus , mida Arnold Rüütel oma Saaremaa-visiidil külastas ja kiitis eeskätt ühistulise omandivormi pärast , müüb oma juustu ja võid küll Venemaale , aga Leedu kaudu , sest Leedule ei ole Venemaa kehtestanud kõrgemaid tollitariife .",,,,no,,no,yes
5786006,9283454,11,kehtima,,el,kuritarvitamine,kuritarvitamisest,Ja selles olukorras kehtivad Paul Ricoeuri sõnad mäletamise ja unustamise kuritarvitamisest .,,,,no,,no,no
11409090,18283704,8,soovima,,ad,kaasabi,kaasabil,"Kui jätkan , siis soovin õigete mängijate kaasabil moodustada EM-ile minekuks löögijõulise meeskonna .",,,,no,"The phrase 'kaasabil' refers to the means or assistance involved in forming the team and does not indicate a place, so it is not an adverbial of place.",no,no
8794680,14115804,2,lisanduma,,ad,investeerimine,investeerimisel,Aktsiatesse investeerimisel lisandub täiendav ettevõtte ning makromajanduse olukorrast sõltuv riskipreemia ehk nõutav tulunorm suureneb veelgi .,,,,no,,no,no
9664135,15508554,22,tunduma,,ad,ajajärk,ajajärgul,"Kui olla veelgi täpsem , on tegu kunstilise võõrandumisega , mis tehistegelikkuste , internettide , kaubastatud fantaasiate ja muude uudsete ideede ajajärgul tundub eriti moodsana .",,time,,no,,no,yes
2618547,4201239,9,jätma,kõrvale,el,kõurik,kõurikutest,"Mis siis õigupoolest tekitab töötajates stressi ( jätkem kõurikutest , vananemisest , purunenud eelarvest ning abielust tingitu siinkohal kõrvale ) ?",,alive,,no,,yes,no
5798935,9304658,11,hääletama,,ad,proovivalimine,proovivalimisel,"Iga valija , kes on kantud valijate nimekirja , hääletab proovivalimisel selles ringkonnas , kuhu ta kuulub ka õigete valimiste ajal.",,,,no,,no,no
5417029,8687266,12,võitma,,ad,IX,IX-il,Üheksa lisakatsega võistluse võitsid Ahto Siidla ja Arvo Arula BMW 325 IX-il .,,,,no,,no,no
14964562,23477917,5,hoiduma,,el,puudujääk,puudujäägist,Liikmesriigid hoiduvad ülemäärasest riigieelarve puudujäägist .,,,,no,,no,no
5836609,9366158,3,keskenduma,,ad,lõpuminut,lõpuminuteil,""" Keskendusin lõpuminuteil väga kõvasti , "" lausus Tein .",,time,,no,,no,yes
818429,1305646,9,lööma,kaasa,ad,ettevalmistamine,ettevalmistamisel,"Et majanduse ja ühiskonnaelu võtmeisikud lööksid kaasa läbirääkimiste ettevalmistamisel , on valitsus loonud regulaarsed töörühmad .",,,,no,The phrase 'ettevalmistamisel' is classified as not an adverbial of place ('no') because it refers to a process or state rather than a specific place or location.,no,no
11101830,17783206,3,kippuma,,ad,energeetikakontsern,energeetikakontsernil,"Kui Ameerika energeetikakontsernil NRG kippusid läbirääkimised Narva elektrijaamade ostmise üle lörri jooksma , noomis Strobe Talbott isiklikult Eesti valitsust , et ameeriklasi pole soliidne ukse taha jätta .",,,,no,,no,no
12463312,19951858,5,valima,välja,all,hooldemees,hooldemeestele,"Andrus Veerpalu oli õhtul hooldemeestele neli paari suuski välja valinud ning need said juba ööseks esimese lihvi - "" põhjad alla "" , nagu suusatajad ütlevad .",,alive,,no,,yes,no
2427125,3891864,2,tutvuma,,ad,teade,teatel,Komisjoni teatel tutvub ta praegu olemasoleva informatsiooniga ning kavatseb korraldada esimese avaliku kuulamise järgmisel nädalal .,,,,no,,no,no
10540226,16895397,8,andma,välja,ad,suvi,suvel,"Kultuurimaja direktriss Larissa Helin , kes möödunud suvel andis välja värviraamatu “ Minu Lihula ” ( pildid joonistas kunstnik Elen Apsalon ) ja käivitas rahvaülikooli .",,time,,no,,no,yes
16573,28614,5,suhtuma,,adit,jätmine,jätmisse,Kuidas õpetajad klassi pooleli jätmisse suhtusid ?,,,,no,,no,no
1831000,2914241,12,põhinema,,all,teadusuuring,teadusuuringutele,""" Vaadakem asju realistlikult , läbi aegade on ülikooli õpe põhinenud teadusuuringutele ning ühes ülikoolis on võimalik olnud õppida nii bakalaureuse , magistri kui ka doktoriõppekavade järgi . """,,,,no,"The phrase 'teadusuuringutele' specifies a focus or basis rather than a physical location, so it is not an adverbial of place.",no,no
9366125,15043544,10,lisama,,ad,seadmine,seadmisel,"“ Võimalus võita kodumaal olümpiakuld lisas meile edaspidiste eesmärkide seadmisel palju enesekindlust ja julgust , ” väitis Saito ja lisas , et “ kahtlemata pole see kuld vaid meie nelja , vaid kogu Jaapani olümpiadelegatsiooni oma . ”",,,,no,,no,no
1119090,1779200,3,suhtuma,,adit,avaldus,avaldusse,Suhtun kaitsepolitsei avaldusse kui äriettevõttesse .,,,,no,,no,no
10288145,16511612,10,kaduma,,ad,Olga,Olgal,"Mõtted , et võiks teatrist ära minna , kaovad Olgal kohe , kui õhtul uuesti publiku ees laval seisab : “ Teater on nagu narkomaania .",,,PER,no,,yes,no
2341632,3750977,11,jääma,puudu,el,leidlikkus,leidlikkusest,"Filmi pealispinnal sujub kõik suurepäraselt , kuid peagi jääb puudu leidlikkusest , kuidas lugu edasi viia .",,,,no,,no,no
3837732,6181652,20,saama,täis,el,etteteatamine,etteteatamisest,"Aga millal ma peaksin saama ettenähtud kuue kuu tasu , kui firmat varsti enam pole ja kolm kuud koondamisest etteteatamisest saab täis jaanuaris ?",,,,no,,no,no
17773907,27135984,6,teenima,,abl,koolikõrv,koolikõrvalt,Olen 9 klassi õpilane ja koolikõrvalt ise lisa ei teeni .,,,,no,,no,no
6913610,11112702,1,hakkama,,ad,Berit,Beritil,"Beritil hakkas häbi pealetükkivuse pärast ja ta pidi peaaegu kahetsema oma ettepanekut , kui Andreas ühtäkki otsustavalt teatas :",,,,no,,yes,no
17983711,27365223,5,kärpima,,ad,esmaspäev,esmaspäeval,Eesti Statoil kärpis hindu esmaspäeval .,,time,,no,"The phrase 'esmaspäeval' specifies the time (on Monday) when the price reduction occurred, making it an adverbial of time, not place.",no,yes
2497960,4005213,11,pääsema,,ad,kes,kel,"Ühemandaadilistes ringkondades on praegu liidrikohal blokk Ühtse Ukraina Eest , kel pääses parlamenti 71 esindajat .",,,,no,,yes,no
6065844,9737318,15,määrama,,ad,nägu,näol,"Vene president Vladimir Putin silmakirjatses , väites , et määrab uueks kaitseministriks Sergei Ivanovi näol tsiviilisiku , kuna viimane on aastakümneid teinud karjääri luureohvitserina .",,,,no,,no,no
5630752,9029620,36,jätma,,ad,kõnetamine,kõnetamisel,"Kui lapsel on ülekaalus tähelepanuhäire , on ta hajameelne , unistav , tal on raske juhiseid järgida , ei suuda keskenduda kauem kui 15-25 minutit järjest , kaotab ja unustab asju , jätab kõnetamisel mulje , nagu ei kuulekski .",,,,no,,no,no
828086,1320792,5,vaevlema,,in,vitamiinipuudus,vitamiinipuuduses,"Kui talvel vaevlevad inimesed vitamiinipuuduses , siis suvi annab kõik kehale aktiivseks eluks vajaliku .",,state,,no,,no,no
503995,792901,16,tõlkima,,all,laps,lastele,"Vladimir Beekman teeb praegugi oma kodus seda , mida ikka hästi osanud - tõlgib eesti lastele Astrid Lindgreni ja keerab oma käega topeltustele ette Abloy-lukud , sest inimese elu üks praktilisi oskusi ja kodanikuõigusi on ka turvalisus ja privaatsus .",,alive,,no,,no,no
2562277,4111070,4,lõpma,,ad,Krikurov,Krikurovil,Utsari sõnul lõpeb Krikurovil Poolas tööleping ja nii tuleb ka temal koos juhendajaga pärast EM-i kolida Gruusiasse .,,,LOC,no,,yes,no
6700372,10779809,3,võtma,kokku,ad,märtsiõhtu,märtsiõhtul,Pea kevadisel märtsiõhtul võttis osa klubirahvast ennast kokku ja tegi väikese istumise .,,,,no,,no,yes
13703445,21895915,9,märkima,,ad,Ene,Enel,"Muidu on kogu aeg üks jutuvada , märgib Enel .",,,PER,no,,yes,no
2097787,3347996,9,alustama,,ad,avamine,avamisel,Soomlasedki alles alustavad teed oma kodusõja kogu traagika avamisel .,,event,,no,,no,no
17611276,26951260,22,vastama,,all,diferentseeritusaste,diferentseeritusastmele,"vi ) Liikmesriigid esitavad komisjonile tüüpide geograafilise asukoha kaardi või kaardid ( GIS-vormingus ) , mis vastavad süsteemi A alusel nõutavale diferentseeritusastmele .",,,,no,,no,no
12058542,19302522,14,üritama,,ad,hoo-aeg,hoo-ajal,"Võib juhtuda , et tänavune Touri võit jääb ameeriklasele viimaseks , sest tuleval hoo-ajal üritab ta olla parim hoopis Giro d'Italial .",,,,no,,no,yes
16603911,25573411,3,edastama,,ad,saabumine,saabumisel,"Nõutava teabe saabumisel edastab komisjon vastavalt artiklile 3 saadetud ensüümide , mikroorganismide ja neid sisaldavate valmististe loetelu liikmesriikidele .",,,,no,,no,no
1720593,2738945,3,jääma,üle,ad,maanoor,maanoortel,"Nii jääb maanoortel üle vaid nentida , et ka pealinna kõige nõrgemasse kooli pääsuks tuleb sündida õiges kohas ja minna juba esimesse klassi "" õigesse "" koolis .",,alive,,no,,yes,no
7647701,12264743,5,helistama,,all,arhitekt,arhitektile,"“ Helistasin Nõmme linnaosa arhitektile ja küsisin , kuidas üldse lubati sellist maja Nõmmele ehitada , ” on ka teine naaber ,  Madis Vainola  , ärritunud .",,,,no,,yes,no
9662941,15506662,2,kahtlema,,in,pankrot,pankrotis,Kombinaadi pankrotis ei kahtle ometi ei juhtkond ega palku ootavad töölised .,,,,no,"It was classified as 'no' because 'pankrotis' refers to a financial state or condition, not a physical place or location.",no,no
4155334,6688729,6,katkema,,ad,möödumine,möödumisel,"Kindlustuskaitse katkeb ajutiselt kahe kuu möödumisel ajast , mil FIE teatas ettevõtluse peatamisest Maksu- ja Tolliametile .",,,,no,,no,yes
8138471,13063727,5,nimetama,,el,mittearvestamine,mittearvestamisest,"Näidetena kohalike omavalitsuste soovide mittearvestamisest nimetas Atonen Elva ja Valga gümnaasiumi väljajäämist "" 21. sajandi kooli "" investeeringutekavast .",,,,no,,no,no
12793565,20465409,4,lugema,,ad,püüdmine,püüdmisel,Ja et hiirte püüdmisel kassi värv ei loe .,,,,no,,no,no
18960996,28627197,20,toetama,,ad,juuresolek,juuresolekul,"Vastavalt eeltoodud avaldusele ning Tšiili Lastearstide XLI kongressile Puconis toetab Tšiili Lastearstide Selts kõigi oma liikmetega prof Adik Levini juuresolekul ja kiidab heaks Tallinna Lastehaiglas kasutatava meetodi “ Humaanse vastsündinute-meditsiini initsiatiivi ” ( The Human Neonatal Care Initiative , HNCI ) oma 11 sammuga vastsündinu ja tema ema ravi humaniseerimisel ning kutsub maailma kõiki lastearstide seltse üles ühinema selle deklaratsiooniga .",,state,,no,,no,no
3419948,5505155,5,haigestuma,,el,konflikt,konfliktist,Vaesuse ja rikkuse teravast konfliktist haigestunud Vene majanduse tohtriks peetakse keskklassi .,,,,no,,no,no
2394930,3838221,2,süüdistama,,ad,väide,väitel,Politseiniku väitel süüdistas Polištšuk teda juba eeluurimise ajal poliitilise tellimuse täitmises .,,,,no,,no,no
2523278,4046725,4,olema,nõus,el,probleem,probleemist,Vastupidiselt tervisekaitsele on probleemist aga nõus koheselt rääkima Pedagoogikaülikooli teadur ja toitlustusspetsialist Kaie Pappel .,,,,no,"It is not classified as adverbial of place because 'probleemist' refers to the topic of discussion, not a location or place.",no,no
13412086,21453756,4,tuginema,,ad,sisendamine,sisendamisel,Ta tugineb tarbimisideaali sisendamisel massikultuuri kaudu .,,,,no,,no,no
1678808,2673673,2,aktiviseeruma,,ad,hinnang,hinnangul,Tema hinnangul aktiviseerub korteriturg pärast 20-protsendilist hinnalangust .,,,,no,,no,no
2961757,4750108,22,laskma,,ad,Manutent,Manutendil,"TALLINN , 26. mai ( EPLO ) - Linnahalli kontserdisaali renoveerimine läheb linnale maksma ligi miljard krooni , kui linnavalitsus laseb Manutendil selle renoveerida ja linnale rentida , kirjutab Postimees .",,,LOC,no,,no,no
933527,1486774,8,tapma,,el,juuditar,juuditarist,"28. aprillil tappis Baumhammers Pittsburghis ilmselt oma juuditarist naabrinaise , samuti ühe afroameeriklase ning indialase , vietnamlase ja hiinlase .",,alive,,no,,yes,no
432836,676041,6,tõstma,,ad,mõju,mõjul,Moody's tõstis nimetatud investeeringute otsesel mõjul Hansapanga reitingud tasemele Baa2/P-3 .,,,,no,,no,no
7192305,11568897,7,teenima,,abl,rivaal,rivaalidelt,Taipliku noore poliitikuna teenis ta oma rivaalidelt hüüdnime .,,alive,,no,,yes,no
7339090,11775422,15,noogutama,,all,teineteise,teineteisele,"Ilya märkas oma heameeleks , kuidas üks ilmselgete turistitunnustega vanapaar käekella vaatas ja rahulolevalt teineteisele noogutas .",,,,no,,yes,no
