head_id,form,lemma,verb,verb_compound,morph_case,sentence_id,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,classification2,explanation2
7791801,kohta,koht,peitma,,adit,4853048,"Geocachinguks kutsutava mängu reeglid on lihtsad : mängujuht peidab kuhugi põnevasse ning ligipääsmatusse kohta karbitäie auhindu , vaatab oma GPS-seadmelt auhinnakasti täpsed koordinaadid ning paneb need siis geocachingu koduleheküljele üles .",,,,no,"The phrase 'kohta' means a place, but it is used in a general sense here without specifying a concrete or geographical location, hence 'no'.",yes,
7808516,joonisfilmides,joonisfilm,seiklema,,in,4863668,"Heiki Ernitsa viimaste aastate tööna valminud joonisfilmides seiklevad koerad , jänesed , lepatriinud ja muud mutukad .",,,,no,The phrase 'joonisfilmides' refers to animated films and is not a specific location.,yes,"The phrase 'joonisfilmides' was classified as 'yes' because it specifies the location where the actions or events occur, i.e., within the animated films."
1272246,pangalt,pank,kukkuma,alla,abl,797597,"Kukkusin pangalt alla , "" püüdis külmast hambaid lõgistav Marko enda kohta päästeametile teada anda .",,,,yes,,yes,
21218085,kasiinoärisse,kasiinoäri,tahtma,,ill,13262265,"Kuuldavasti tahab Clooney kasiinoärisse , kuhu kuuluvad projekti järgi ka poed , kino ja restoranid , kaasata ka oma sõbra Brad Pitti , kes pole siiski veel oma jaasõna öelnud .",,,,no,"The word 'kasiinoärisse' relates to the casino business, which is a type of establishment or industry, not a location.",yes,
3946018,keskkonsoolis,keskkonsool,ilutsema,,in,2461454,Käigukangi ja käsipiduri asemel ilutseb keskkonsoolis arvutihiire nupp,,,,yes,,yes,
11102803,mõttes,mõte,kaevama,,in,6908719,"Kaupmehed , käsitöölised , ärakaranud talupojad kogunesid losside ümber , kaevasid endalegi kindluse mõttes kaitsekraavid , ladusid müürid ja bastionid , ehitasid kirikud ... ; See on nagu galaktikate tekkimine : tuuma ümber keerlevad kontsentriliselt päikesed , nende ümber omakorda planeedid , planeetide ümber kuud , kuskil ringlevad oma trajektooridel asteroidid .",,,,no,"The word 'mõttes' translates to 'in thought' and refers to a mental state or process, not a physical location.",no,The phrase 'mõttes' was classified as 'no' because it indicates a manner or reason (in terms of thinking) rather than a specific location.
21762844,torusse,toru,keerama,,ill,13610536,"Mõelge ise - kasvatate põllul mingit rohtu , hakite ribadeks , keerate torusse ja müüte torukesi hinnaga üks kroon tükk !",,,,no,The word 'torusse' does not refer to a specific or identifiable location in the context of the sentence.,yes,
17013807,Kadriorus,Kadriorg,jalutama,,in,10615041,"Kunstnik demonstreerib , mis kala ta õieti on , et kas käib lõunati ratsutamas ja alles seejärel surfib netis , või vastupidi , jalutab lõuna ajal Kadriorus ja seejärel prügimäel .",,,,?,?,yes,
123127,Hiinas,Hiina,sadama,,in,71823,"Samal ajal kui Indoneesias ja Brasiilias möllavad koletud metsatulekahjud , sajab Hiinas ja Kesk-Ameerikas nagu ei kunagi varem .",,location,LOC,yes,,yes,
25798733,Kaliforniast,Kalifornia,importima,,el,16763689,Saku õlut impordib Maide Kaliforniast .,,location,LOC,yes,,yes,
4427361,Haiglapalatis,haiglapalat,helisema,,in,2760605,Haiglapalatis heliseb telefon :,,,,yes,,yes,
27782193,ettevõttes,ettevõte,valvama,,in,18323190,"Nõukogu on omanike poolt moodustatud nõukogu , mis valvab omanike tahte elluviimise järele nende omandis olevas ettevõttes .",,,,yes,,yes,"The phrase 'ettevõttes' specifies the location 'in the company,' making it adverbial of place."
2239258,LAst,LA,avastama,,el,1407892,"Pseudonüümi sai neiu Prince'ilt , kes ta aastal 1991 LAst avastas ja pakkus plaadilepingut Paisley Parkiga .",,,ORG,yes,,yes,
20958239,Ettevalmistuses,ettevalmistus,omama,,in,13097849,""" Ettevalmistuses talveks see võistlus mingit tähendust ei oma , "" rääkis Kristina .",,,,no,"The phrase 'Ettevalmistuses' refers to preparation, not a physical location.",no,"The phrase 'Ettevalmistuses' indicates a state or context, not a location, so it is not adverbial of place."
1643468,kolinasse,kolin,kaduma,,ill,1033067,Ta jutt kaob teetasside närvilisse kolinasse .,,,,no,"The word 'kolinasse' refers to a sound (clatter) and not a physical or geographic location, so it is not a location.",yes,
9398019,Londonis,London,kõrguma,,in,5856308,Juba 1843. aastast kõrgub Londonis Trafalgari väljaku kohal monumendi tipus Briti laevastiku juhi admiral Horatio Nelsoni kuju .,,location,LOC,yes,,yes,
16977822,fooris,foor,süütama,,in,10591726,"Nimelt olid algul autod eri värvi , kuid FIA süütas selles küsimuses fooris punase tule .",,,,no,"The phrase 'fooris' indicates a traffic light, which is not a location but a device or object.",no,"The phrase 'fooris' refers to a specific object (traffic light) and not to a general location, so it is not adverbial of place."
5684745,Londonderrys,Londonderry,puhkema,,in,3530085,1972 - Briti väed tapsid Põhja-Iirimaal Londonderrys puhkenud rahutuste mahasurumisel 13 tsiviilisikut .,,location,LOC,yes,"The word 'Londonderrys' explicitly refers to a specific location in Northern Ireland, hence it is classified as 'yes'.",yes,
15430055,tekstist,tekst,tõstma,välja,el,9613306,"Viimane on kujunduslik võte , mis tõstab mingid osad tekstist eraldi välja ja eriti soome autorid ( Virtanen , Zetterberg , Laitinen ) on seda meelsasti kasutanud .",,,,no,"The word 'tekstist' refers to text, which is not a physical or geographical location, so it is classified as 'no'.",yes,
1070227,ilukliinikust,ilukliinik,astuma,läbi,el,673045,""" Kuna kaalujälgimine tundub paljudele meestele tülikas ning ka sporditegemine ei vähenda kaalu korrapealt , siis astuvad rikkamad härrad läbi Peep Pree ilukliinikust .",,,,yes,,yes,
5085813,maailmavaates,maailmavaade,nappima,,in,3167241,"Meie sisemises maailmavaates napib kultuurilist liberaalsust - sallivust ja arusaama , et iga inimene on sünnilt vaba ja võrdne ning et see ei sõltu sellest , kui palju tal raha on , mis rahvusest ta on või kus ta sündinud on .",,,,no,"The phrase 'maailmavaates' reflects an ideological or worldview concept rather than a physical location, so it was classified as 'no'.",yes,
23518195,Sheratonis,Sheraton,peatuma,,in,14990940,"Sheratonis peatuvad paljud välisriikide investorid , lepingulised töötajad , diplomaadid ja ajakirjanikud .",,,LOC,yes,,yes,"The phrase 'Sheratonis' specifies the physical location where the individuals are staying, making it adverbial of place."
13349273,nurkadesse,nurk,peitma,,ill,8329827,"Nurgad on arhitekti , totaalse ruumi dirigendi tööriistad , kuid ka väikesed lapsed peidavad ennast tihti nurkadesse .",,,,yes,,yes,
20641267,hoovi,hoov,kõndima,,adit,12904014,"Lavalt maha astunud lauljannat piiras otsemaid kümmekond autogrammikütt , ent kui neiu oli riideid vahetanud ja kerges helesinises mantlis , juuksed krunnis ja prillid ninal , üle Mihkli talu hoovi kõndis , ei tikkunud keegi ligi .",,,,yes,,yes,
15936413,A-klassis,A-klass,võistlema,,in,9933032,"Mõni on D-klassis väga edukas , kuid A-klassis enam ei võistle .",,,LOC,no,"The term 'A-klassis' refers to a category or classification, not a physical location.",yes,
19615639,maailma,maailm,pistma,,adit,12252721,"Kes säärasesse maailma oma nina kauemaks kui viieks minutiks pistab , ei saa enam piirduda jahedate tõdemustega , kuna see maailm omab sissetõmbavat jõudu .",,,,?,?,yes,
5231486,pinnale,pind,maanduma,,all,3255458,"Umbes kell 21.05 USA lääne aja järgi ( 7.05 pühapäeval Eesti aja järgi ) said insenerid signaali , et Opprotunity maandus Marsi pinnale ekvaatori lähedale .",,,,yes,"The phrase 'pinnale' refers to a surface, specifically Mars' surface, which is a location, so it is classified as 'yes'.",yes,
18548632,alamkohtusse,alamkohus,esitama,,ill,11583787,"Poljakov , keda süüdistati nõrkade suhete loomises rahvusvahelise tõstmisliiduga , kehvas juhtimistöös ning rahalistes probleemides , esitas alamkohtusse apellatsiooni ning kohus tunnistas tema vallandamise ebaseaduslikuks , määrates ta uuesti ametisse tagasi .",,,,yes,,yes,
24164179,Monacosse,Monaco,lähetama,,ill,15473446,Soome vormeliringkonnad lähetasid Monacosse ühise suure lillekimbu .,,location,,yes,,yes,
9998657,EM-valiktsüklis,EM-valiktsükkel,röövima,,in,6225476,""" Iisrael röövis eelmises EM-valiktsüklis Portugalilt , Saksamaalt ja Ungarilt neli geimi ning jäi viimaseks .",,,,no,"The phrase 'EM-valiktsüklis' refers to a competition or event cycle, not a specific location.",yes,
8638431,eelnõus,eelnõu,pakutama,,in,5387232,"ÜROd konsulteeriva Rahvusvahelise Inimõiguste Liiga tegevdirektor Catherine Fitzpatrick tõdeb , et Helmsi eelnõus pakutavad sanktsioonid võivad olla kohati liiga karmid ja see võib tekitada diplomaatlisi küsimusi , näiteks , miks vaenab Washington Lukashenkat , kuigi teeb samal ajal koostööd mitmete teiste samasuguste diktaatoritega - kasvõi Usbekistanis .",,,,no,"The word 'eelnõus' refers to 'in a draft (legislation)' which is not a location but a document, hence classified as 'no.'",no,"The phrase 'eelnõus' describes where the sanctions are proposed, which is not specifying a physical location but rather referencing a document or proposal, hence it is not adverbial of place."
180438,ENSV-s,ENSV,kuuluma,,in,107135,ENSV-s kuulusid kõik ametiühingusse .,,,,?,?,yes,Classified as adverbial of place because 'ENSV-s' specifies the location where the action occurred.
6983483,kütusetankides,kütusetank,süütama,,in,4341259,Quetzalcoatl'i nimelisel tankeril süütas remonditöödel tekkinud säde laeva tühjades kütusetankides kütuseaurud .,,,,yes,,yes,Classified as adverbial of place because 'kütusetankides' specifies the location where the event took place.
18182792,vangides,vang,süütama,,in,11348311,Selline kohtlemine süütab vangides vihaleegi ja viib kogu laagri mässumeeleollu .,,,,no,"The word 'vangides' refers to prisoners, not a specific location.",yes,
18243478,Zumaias,Zumaia,õhkima,,in,11385201,Kaksteist tundi hiljem õhkisid oletatavad ETA terroristid San Sebastiani lähedal Zumaias autopommi .,,,,yes,,yes,
9540383,karistusalas,karistusala,möllama,,in,5943070,""" Poomi õlavigastusest polnud märkigi - ta möllas karistusalas ja viskus ründajate jalgadesse .",,location,,yes,,yes,
16971399,Marokosse,Maroko,põrutama,,ill,10587741,"Egiptuses käidud , põrutavad Johnny ja tema sõber farmer nüüd kaheks nädalaks Marokosse .",,location,,yes,,yes,
890326,Veneetsiasse,Veneetsia,lähetama,,ill,562930,"Lisaks ametliku konkursi läbinud kunstnikele Ando Keskkülale , Peeter Perele ja Jüri Ojaverile on oma tööd Veneetsiasse lähetanud tuntud portretist Aapo Pukk .",,location,LOC,yes,,yes,
9099771,ministeeriumisse,ministeerium,astuma,sisse,ill,5673470,"Kui Ruth Martin ministeeriumisse sisse astus , istus ta paha aimamata kantseleis laua taga .",,location,,yes,,yes,
21534582,postkastist,postkast,rändama,,el,13464254,"Kas otsitakse ümbrikest raha ? ” põrnitseb Aivar puruksrebitud arvet , mis öö jooksul rändas postkastist koera väljaheidete keskele muruplatsile .",,,,yes,,yes,
11348145,alateadvuses,alateadvus,peitma,,in,7061817,"See on peitnud end minu alateadvuses , et keegi teda ei märkaks , et mitte keegi mitte midagi kahtlustama ei hakkaks .",,,,no,"The phrase 'alateadvuses' refers to the subconscious mind, which is not a physical or geographical location.",yes,
3841091,Belgiast,Belgia,lahkuma,,el,2396555,Pärn lahkub Belgiast,,location,,yes,,yes,"The phrase 'Belgiast' indicates a location from which something is departing, which classifies it as an adverbial of place."
25732391,kirjastusse,kirjastus,jalutama,,adit,16724724,Kadi ema kogus tütre pildid kokku ja jalutas nendega kirjastusse .,,,,yes,,yes,
26249583,laulukooridesse,laulukoor,sokutama,,ill,17078060,"Kunagi sokutasid vanemad neidki laulukooridesse ja rahvatantsuringidesse , kuid viisi- ja kusepidamatuse tõttu ei saanud neid kaua püünel pidada .",,alive,,no,"The word 'laulukooridesse' refers to choirs, which are groups of people, not a physical location, so it is classified as not a location.",yes,
21224310,mattidesse,matt,sõitma,sisse,ill,13265832,"« Kui ma esimest korda raja proovimise ajal mattidesse täie hooga sisse sõitsin , siis lendasin kahe kukerpalliga üle mati .",,,,no,"The phrase 'mattidesse' refers to mats or padding, which are objects and not specific geographical locations, so it is classified as 'no'.",yes,
1577373,kappi,kapp,peitma,,adit,990187,""" Tüdruk olevat õekese vingu eest kappi peitnud , "" lausub ta .",,,,yes,,yes,
3085770,pagasiruumist,pagasiruum,tõstma,välja,el,1936285,"Kross unustas musta diplomaatkohvri uue raamatu käsikirja ja muude paberitega laupäeval Tallinnas Lätte tänavale , kui ta auto pagasiruumist lastelaste asju välja tõstis .",,location,,no,The phrase 'pagasiruumist' was classified as not a location because it refers to a part of a car ('trunk') and not a geographic place.,yes,
7293630,Emajõkke,Emajõgi,laskma,,adit,4537531,Aastasadu oma reovett otse Emajõkke lasknud Tartu linn käivitas eile Shveitsi puhastusseadmed .,,location,LOC,yes,,yes,
22287510,Hernandesi,Hernandes,saama,,adit,14000066,"Kumbki ei teinud võtet , ent Pertelson sai kolm hoiatust Hernandesi kahe vastu .",,,,no,"The phrase 'Hernandesi' is a personal name and not indicative of a location, so it is classified as not a location.",no,"The phrase 'Hernandesi' refers to a person, not a location, so it is not an adverbial of place."
5758661,Läänemerelt,Läänemeri,kaduma,,abl,3576312,"30 aastat tagasi olid Läänemerelt kadunud hülged ja merikotkad , reovett ei puhastatud ning praht ja prügi visati laevadelt tihti otse merre .",,location,LOC,yes,,yes,
2443648,maailmas,maailm,kõndima,ringi,in,1535478,"Debasis Del alustas 1991. aastal jalgsimatka oma kodulinnast Calcuttast ja kõnnib maailmas ringi , et kuulutada rahu ja harmoonia sõnumit , teatas ÜRO Eesti esindus .",,,,yes,,yes,
20101313,Kaius,Kaiu,sõitma,ringi,in,12560667,Esimene kord jäi Raplast kümmekond kilomeetrit lääne pool Kaius ringi sõitnud purjus noormees politseile pihku läinud aastal viis päeva enne jõule .,,location,LOC,yes,,yes,"The phrase 'Kaius' specifies a location where the event occurred, making it an adverbial of place."
1087022,Euroopas,Euroopa,vaatama,ringi,in,683618,"Vaadake natuke enda ümber Euroopas ringi ja siis ulguge edasi kui näete , et keegi liiga teeb .",,location,LOC,yes,,yes,
4499098,Haus,Hau,peetuma,,in,2805532,"Tallinnas Haus galeriis neljapäeva õhtul peetud suurejooneline kunstioksjon lõi rekordeid nii publikuarvu , hinnatõusude , läbimüügi kui ka käibe poolest .",,,ORG,yes,,yes,
18219004,Jeruusalemmas,Jeruusalemm,puhkema,,in,11370597,"Juba Jeruusalemmas oli neil puhkenud korrakaitsjatega lööming , mille käigus vahistati neli meeleavaldajat ja sai vigastada üks politseinik .",,location,LOC,yes,,yes,
7383498,lähedusse,lähedus,sõidutama,,adit,4594008,""" Lapsena sõbrunes ta kodu lähedusse maaparandajaid sõidutanud naisbussijuhiga ja on sellest ajast saadik unistanud ise sama ameti pidamisest , kuigi tema praegune töö on kaablite koostamine .",,,,yes,,yes,
8801185,Justiitsministeeriumis,justiitsministeerium,vastutama,,in,5489543,"Justiitsministeeriumis vastutab alates eilsest vanglate julgeoleku eest endine turvaärimees Andrus Nurga , kelle pankrotti läinud firma Claudia tegevust uurib keskkriminaalpolitsei .",,location,ORG,yes,"Justiitsministeeriumis refers to the Ministry of Justice, which is a physical location.",yes,
5858424,institutsioonidesse,institutsioon,lõpetama,,ill,3637873,Viimase õppetsükli lõpetas nädalane tutvumiskäik Brüsselisse Euroopa Liidu institutsioonidesse .,,,,yes,,yes,
17865754,hoolekogusse,hoolekogu,olema,,ill,11152955,"Mõõdukad ei olnud Puiestee kooli hoolekogusse , kus see koht täitmata , kedagi nimetanud , põhjendades seda oma liikmete hõivatusega .",,alive,,no,The phrase 'hoolekogusse' was classified as 'no' because it denotes a council or group context rather than a geographic or physical location.,yes,
3976938,Rainis,Rain,valvama,,in,2480041,"Aga küll kõrva korda saab , sest kui Rainis parasjagu piiri ei valva , aitab ta Orava küla lehmadel sünnitada või hobustel paisetest vabaneda .",,,LOC,no,Rainis is a personal name and not a location.,no,"The phrase 'Rainis' refers to a person and does not indicate a specific location, so it is not an adverbial of place."
8118,Eestisse,Eesti,jääma,maha,ill,4695,"Traagiline oli seejuures , et Eestisse jäi maha nende paariaastane tütar , keda Nõukogude Eesti vanematele välja ei andnud .",,location,LOC,yes,,yes,
2595602,Rootsis,Rootsi,röövima,,in,1630401,"Rootsis Hedesunda väikelinna panga röövis kahtlustatav , varem Eestis korduvalt kohtu poolt süüdi mõistetud eestlane Indrek Aasna viibib Patarei vanglas vahi all kuni valitsus otsustab , kas rahuldada Rootsi välisministeeriumi taotlus isiku väljaandmiseks Gävle linnakohtu määruse alusel .",,location,LOC,yes,"The word 'Rootsis' refers to Sweden, which is a geographic location.",yes,The phrase 'Rootsis' is adverbial of place because it specifies the location where the event occurred.
25873135,varjetelgis,varjetelk,kükitama,,in,16811405,"Just seesama europrojekt on kaudseks põhjuseks , miks minagi kükitan ühel juulikuu varahommikul kitsavõitu varjetelgis ja piilun selle pisikesest aknapilust must-toonekurgede salapärasesse maailma .",,,,yes,,yes,
7493214,Madridi,Madrid,viima,,adit,4663339,Korvpalli Euroliiga veerandfinaali otsustavas kolmandas mängus viisid Carlton Myersi 41 punkti Bologna Pafi 88 : 70 võiduni Madridi Reali üle .,,location,ORG,yes,,yes,
1212582,armees,armee,jagama,,in,760908,"Sõjaväe infoteenistus , mis tavaliselt ei jaga infot kaotuste kohta armees , teavitas õhujõudude staabiülema asetäitja hukkumisest "" teenistusülesannete täitmisel esimesel kaitsejoonel "" , mille all mõeldi ilmselt Kosovot .",,,,no,"The word 'armees' refers to an institution or organization and not a specific geographical place, so it is classified as 'no'.",yes,
13728085,Moldovasse,Moldova,jääma,edasi,ill,8564788,"Pärast kohtumist kaitseminister teatas , et Lebed jääb edasi Moldovasse .",,location,LOC,yes,,yes,
15838089,kohvikusse,kohvik,olema,vaja,ill,9870262,"“ Kas näiteks autoteeninduse teise korruse kohvikusse on vaja ehitada invalifti olukorras , kus invaliidid ei pääse kino- ja teatrimajja ? ” küsib Joost .",,location,,yes,,yes,
773803,Brüsselis,Brüssel,jätkuma,,in,492285,Sel nädalal jätkusid Brüsselis läbirääkimised põllumajandusküsimustes .,,,LOC,yes,"The phrase 'Brüsselis' refers to a specific geographical location, categorizing it as 'yes'.",yes,
18514985,Marokost,Maroko,hankima,,el,11562192,"Mulluse hooaja hävitanud pisiku hankis jooksumees Marokost , ent mingit hirmu Aafrika ees ta ei tundnud .",,location,LOC,yes,,yes,
15340006,huvides,huvi,eksisteerima,,in,9556625,Ent lennumeteoroloogiajaam eksisteerib ka lennunduse huvides ja sulgemise tagajärgede mõju lennundusele on põhiliselt käsitlemata .,,,,no,"The phrase 'huvides' denotes interest or benefit, not a location.",no,The phrase 'huvides' is not adverbial of place because it indicates purpose or interest rather than a location.
7589171,Hansapanka,Hansapank,kandma,,adit,4723817,90ndate keskel kandis Vene riigiraudtee Hansapanka ühele salajasele arvelevähemalt 80 miljonit krooni .,,,ORG,yes,,yes,
3790690,hospidali,hospidal,laskma,,adit,2365467,"Balthasar Russow kroonika andmeil laskis Jaani seegi hospidali 1570.aastal õhku Tallinna linn ise , sest linna piiravad Ivan Julm ja hertsog Magnus ajasid sealt pidalitõbised välja ja kasutasid seda oma tugipunktina .",,location,,yes,,yes,The phrase 'hospidali' was classified as 'yes' because it refers to a specific location involved in the events of the sentence.
9610623,diktatuuris,diktatuur,eksisteerima,,in,5988354,"Ka kõige kohutavamas diktatuuris eksisteerisid teatud "" vabad alad "" ning paljas must-valge vaatenurk ei võimalda meil tegelikku elu komplekssust täielikult mõista .",,,,no,"The phrase 'diktatuuris' refers to a system of government and not a physical location, so it was classified as 'no'.",yes,
28294294,Apteek'is,Apteek,maksma,,in,18716598,Ühes purgis on täpselt 100 tabletti ja purk maksab näiteks Saue Apteek'is 34.50.-,,,ORG,yes,,yes,
9815968,filmis,film,põrkama,kokku,in,6115872,"Linnadžunglis jõhkraid ellujäämismänge harrastavad teismelised araablased põrkavad filmis kokku prantslasliku elegantsi , reglementeeritud etiketi ja kommetega .",,,,no,"The word 'filmis' refers to a medium (film) rather than a physical location, so it is classified as 'no'.",yes,
4684025,taimelehtedesse,taimeleht,kasutama,,ill,2921893,"Salatipiigad ja Brokolipoisid on PETA egiidi all tegutsevad rühmitused , kes kasutavad taimelehtedesse riietumist taimetoitluse propageerimiseks .",,,,no,The word 'taimelehtedesse' refers to leaves and not to a specific location.,no,The phrase 'taimelehtedesse' was classified as 'no' because it describes what the group is wearing rather than indicating a specific place.
17152441,Botswanasse,Botswana,jõudma,,ill,10703728,"Alles novembri lõpus , sada päeva pärast kodumaalt lahkumist , jõuab punaselg-õgija Botswanasse .",,location,LOC,yes,,yes,
29495499,imen,imema,tahtma,,adit,20220313,volli: tahad tulen imen vä,,,,no,"The word 'imen' does not refer to a physical location or place, hence classified as 'no'.",no,The phrase 'imen' was classified as 'no' because it represents an action rather than describing a location.
14289262,ühiskonda,ühiskond,reisima,,adit,8891895,"Artur teadis , et seda iidset traditsiooni , mis läbi terve ajaloo ühiskonnast ühiskonda ja kasarmust kasarmusse reisib , nimetatakse pimeda tegemiseks .",,,,yes,"The phrase 'ühiskonda' refers to 'society', which is treated as a conceptual 'location' or entity in the context of the sentence, thus classified as a location ('yes').",yes,
14715788,parlamendis,parlament,laiutama,,in,9153636,"Mitmed fraktsioonid on lõhki läinud , suurenenud on iseseisvate , ilma poliitilise vastutuseta saadikute hulk , nii et parlamendis laiutab soo .",,location,,yes,,yes,
6515836,luuletusse,luuletus,peitma,,adit,4048191,"Keegi ei aimanud , et autor peitis kavalal kombel oma nime luuletusse .",,,,no,"The phrase 'luuletusse' refers to a poem and not a specific location, so it was classified as 'no'.",yes,
26098870,toodetesse,toode,ütlema,,ill,16977876,"Mustajoki ütleb end umbuslikult suhtuvat ka kõikidesse püruvaati sisaldavatesse toodetesse , sest uuringud püruvaadi ainevahetust kiirendavate ja rasva põletava toime vallas pole veel kaugeltki täielikud .",,,,no,"The word 'toodetesse' refers to products, which are objects and not locations.",yes,"The phrase 'toodetesse' indicates a direction or location, making it adverbial of place."
23455995,kõigile,kõik,ronima,,all,14943606,"Ta ronib kõigile sülle , kallistab ja musitab , pakub oma komme , mulle ütleb emme .",,,,no,"The phrase 'kõigile' refers to people, not a specific location, and was therefore classified as 'no'.",no,"The phrase 'kõigile' refers to recipients of an action rather than indicating a place, so it is not adverbial of place."
13735607,eraisikust,eraisik,tellima,,el,8569352,"Detailplaneeringu tellisid selle maatüki kuus eraisikust õigusjärgset omanikku , ülesande väljastas Tallinna linnaplaneerimise amet ja projekti koostas AS Aale .",,,,no,"The phrase 'eraisikust' refers to a person and not a geographical or spatial location, so it was classified as not a location ('no').",no,"The phrase 'eraisikust' describes a type of owner and does not indicate a location, so it is not adverbial of place."
18064760,välisriikidesse,välisriik,algama,,ill,11271883,"Otseinvesteeringute saldo kahekordset vähenemist seletab Koka sõnul asjaolu , et möödunud aastal algas Eesti ettevõtete tegevuse laienemine välisriikidesse .",,location,,yes,,yes,
16485514,säärekarvades,säärekarv,seiklema,,in,10272900,"Erkki läheb iga tunniga järjest karvasemaks , Valdo säärekarvades seiklevad sääsed nagu dzhunglis .",,,,no,The term 'säärekarvades' refers to a part of the body (leg hair) and not a physical or geographical location.,yes,
9370838,Missosse,Misso,saama,,ill,5839793,"Kooliajaks pani vald laste jaoks sõitma bussi , millega ka külarahvas sai vajaduse korral hommikul kell seitse Missosse ja õhtul kell 16 tagasi .",,location,LOC,yes,,yes,
12661768,köögist,köök,suunduma,,el,7907172,"Rus kuuletus , kuid kas mitte ei jõudnud Heicko kõrvu — kui ta köögist tigedana amraariumi poole suundus — kellegi räme naer , mis oleks otsekui kloostri seinu raputanud .",,,,yes,,yes,
6871029,kännus,känd,konutama,,in,4270325,Pika talve konutas ta kusagil kõdunenud kännus või turbapurus .,,,,yes,,yes,
18633306,äriilmas,äriilm,seiklema,,in,11640458,"Nimekiri Eesti sportlastest , kes seiklevad äriilmas , venib kümnetesse .",,,,no,"The phrase 'äriilmas' refers to the business world, which is a conceptual or metaphorical space, not a physical location, so it is classified as 'no'.",yes,
868033,lähedusse,lähedus,vedama,,adit,549518,"Mõrvarid vedasid taksojuhi laiba tapmispaiga lähedusse , maanteest 15 meetri kaugusele võssa ja sõitsid autoga edasi .",,,,yes,,yes,
5971851,Hariduses,haridus,nappima,,in,3708252,Hariduses napib raha .,,,,no,"The phrase 'Hariduses' pertains to the field of education, not a physical or geographic location.",yes,"The phrase 'Hariduses' indicates a location within education, making it an adverbial of place."
8534934,Suetukis,Suetuki,seisma,,in,5319640,""" Kui ma eelmisel talvel Suetukis koolis kaardi ees seisin ja seletasin , et siin kääru sees on Pärnu , Tallinn on üleval ja Tartu keset Eestit kahe järve vahel , siis nüüd on täiesti uskumatu mõelda , et nad praegu siin ongi , "" sõneb Piret Toomet .",,,LOC,yes,,yes,
19068873,FIFAsse,FIFA,tooma,tagasi,ill,11916903,Kannik : Vaevalt et Blatteri tagasivalimine FIFAsse kohe rahu tagasi toob .,,,ORG,no,FIFAsse was classified as 'no' because it refers to an organization (FIFA) rather than a physical geographic location.,yes,
8163972,Havannas,Havanna,õpetama,,in,5086254,Argentiina vutilegend Diego Maradona õpetas Havannas Fidel Castrole oma ametisaladusi - palli valdamise kunsti ning mängutaktikat .,,location,LOC,yes,,yes,
16220567,Pihkvast,Pihkva,jõudma,tagasi,el,10110973,"Tartu maakonna esindus jõudis läinud neljapäeval tagasi Pihkvast turismi arengu seminarilt , kus osavõtjad said sõlmida otsekontakte ning kavandada koostööd , ütles Tartu maavalitsuse pressiesindaja BNSile .",,location,LOC,yes,,yes,
8698040,kohtusse,kohus,marssima,,ill,5424949,Just kohtusse Soe marssiski .,,,,yes,,yes,
17342607,laadis,laad,tervitama,,in,10828071,Oma uusi saastavendi tervitavad vanemad olijad väga iseloomulikus laadis :,,,,no,"The phrase 'laadis' was classified as not a location because it refers to a manner or style, not a physical location.",no,"The phrase 'laadis' refers to a manner or style, not a physical location, so it is not an adverbial of place."
13317747,päises,päis,ilutsema,,in,8308547,"Edasiklikkimine viib leheküljele , mille päises ilutseb kirikutornidaga Tallinna panoraami pilt ning venekeelne kiri “ Vaba aeg ja sekstutvused Tallinnas ” .",,,,no,"The phrase 'päises' refers to the header of a webpage, which is an abstract location in a document and not a geographical or physical location, so it is classified as 'no'.",no,"The phrase 'päises' refers to a specific part of a page (the header), not a physical location, so it is not an adverbial of place."
13090564,armeetelkides,armeetelk,magama,,in,8155072,"Sõdurid magavad küll konditsioneeridega armeetelkides , nagu ka USA ja Lõuna-Korea üksused , kuid nende päevades on raske vaheldust leida .",,,,yes,,yes,
16356864,Manhattanis,Manhattan,jooma,,in,10194101,"Temagi oli istunud Manhattanis ja õlut joonud , Nokia 7110 lebas laual .",,location,,yes,,yes,
10340445,bilansist,bilanss,saama,välja,el,6431855,Varsti saame suvilakompleksi ettevõtte bilansist välja .,,,,no,"The phrase 'bilansist' was classified as 'no' because it refers to an accounting term, not a location.",yes,"The phrase 'bilansist' is classified as adverbial of place ('yes') because it refers to a location or position, specifically the balance sheet (a metaphorical place in this context)."
24285889,esikaitseraualt,esikaitseraud,kaduma,,abl,15550339,"4,5 aastat tagasi sündinud Volvo XC90 sai tänavu koos vaevumärgatava välimusekohendusega ( peamiselt märkad uutmoodi tagatulesid ning esikaitseraualt kadunud agressiivsust rõhutanud plastpantsereid ) aiste vahele veel ühe moeka ottomootori .",,,,no,The word 'esikaitseraualt' refers to a component of a car and not a place.,yes,The phrase 'esikaitseraualt' is classified as adverbial of place ('yes') because it specifies the location where the change (removal of plastic elements) happened—on the front bumper.
8337140,Aasias,Aasia,olema,ära,in,5196774,"Priimägi on Euroopas juba olnud , praegu on tema sealt ära , on ( näiteks ) Aasias .",,location,LOC,yes,,yes,
