head_id|form|lemma|verb|verb_compound|morph_case|sentence|sentence_id|timex_tag|ekilex_tag|ner_tag
175998|Ameerikas|Ameerika|maabuma||in|Siis hiljem maabus Ameerikas Derrida oma dekonstruktsionismi või derridaismiga .|104277||location|LOC
12915816|Kopenhaagenist|Kopenhaagen|naasma||el|Sama kordus äsja , kui Eesti kaitseminister naasis Kopenhaagenist vaat et võidukalt - kõik on korras , USA toetab jätkuvalt .|8047030||location|LOC
147244|ettevõtlusesse|ettevõtlus|suunama||ill|Kavandatud muudatuste kohaselt peavad inimesed ise hakkama leidma ( vähenevate ? ) maksude kõrvalt raha , mida fondid ettevõtlusesse suunaksid .|86602|||
18992299|maile|mai|maanduma||all|Aga vaevalt , et on leitud miskit niisugust , mida võiks võrrelda juba sada inimpõlve vastu pidanud sümboliga , mis maandus kord meie maile umbes kahe ja poole aastatuhande eest .|11867794|||
28077694|KDE'sse|KDE|saama|sisse|ill|Mis peaks olema kasutaja login shelliks et saaks sisse KDE'sse ?|18547869|||LOC
5845029|Projektist|projekt|tellima||el|Tedre tänav 81 viiekorruselise maja 43. korteri omanik E.K. tellis Eesti Projektist küll eskiisi , aga teadmatusest ei taotlenud töö jaoks linnaplaneerimisametist ehitusluba .|3629536|||ORG
5356835|linnaossa|linnaosa|laienema||adit|TALLINN , 7. juuni ( EPLO ) - Vastavalt Tallinna linnavolikugu määrusele laienes Tallinna tasuline parkimisala suvehooajaks Pirita linnaossa .|3330889||location|LOC
26290846|miskisse|miski|kirjutama||ill|Üks äärmuslik näide ( neid võix tuua veel  80-ndate keskeltaheti mind punaarmeesse , asi lõppes tahtjaile edutult ja kirjutasin miskisse toonasesse lehte kirja Tartu sõjakomissariaadi korruptsioonikahtlustest , mida loomulikult ei avaldatud .|17104993|||
23087262|möödanikust|möödanik|saama|välja|el|Mõtlen : kas nad ei saagi möödanikust välja ?|14618374|||
220124|Savisse|savi|kukkuma||ill|Savisse kukub mobiiltelefoni aku .|131464|||
3735677|Londonis|London|tervitama||in|"Vaatamata sellele tervitasid demonstrandid hiljuti Londonis Kissingeri selliste loosungitega nagu "" Henry , mitu last oled sa täna juba tapnud ? "" ."|2332619||location|
23131302|muudesse|muu|kaduma||ill|Kui jätkame sihikindlalt maakeele võimutsemist oma riigis , siis noored russid kaovad suures osas Eestist muudesse ESVL-i riikidesse .|14670709|||
27229255|ajas|aeg|kõndima||in|Ader kõnnib järjest muutuvas ajas .|17835999|||
915440|seinas|sein|lõhkema||in|""" Kui näiteks paneelmaja seinas lõhkeb mõni toru ning vesi rikub ära üürniku vaiba , ei saa selles otseselt kedagi süüdistada , "" nentis Dubkovski ."|578093|||
1832785|Hispaanias|Hispaania|esinema||in|Estonia ooperilauljanna Pirjo Levandi ( 31 ) esines kolmapäeval Hispaanias Bilbaos linna sügisfestivalil , kus ta andis kirikukontserdi ligi seitsmesajale inimesele .|1153461||location|LOC
10283766|varjupaika|varjupaik|naasma||adit|Tallinna varjupaigas on peavarju leidnud kümmekond rasedat , kes mõnikord naasevad varjupaika ka pärast lapse sündi .|6397627||location|
6362668|heliaparatuurist|heliaparatuur|kostma||el|Kvaliteetsest heliaparatuurist kostab laske ja karjeid .|3950700|||
13168840|töökojas|töökoda|õpetama||in|Kogenud koolimees Aado Kaasik õpetas oma töökojas poistele puidutöötlmist .|8204589||location|
4919220|ketipoodidesse|ketipood|saama||ill|Valga Lihatööstus saab oma toodangu soomlastele kuuluvatesse ketipoodidesse juhul , kui hinnad on põhjanaabrite omadest odavamad .|3065048||location|
24413448|sünnituseas|sünnitusiga|nappima||in|""" Sündimus on vähenenud sellepärast , et Läänemaal napib sünnituseas naisi , "" kommenteeris Lääne maavalitsuse perekonnaseisuosakonna juhataja Merike Nuudi ."|15646630||time|
2995499|jutti|jutt|viskama||adit|Teise poolaja hakul viskas Viimsi kolm väravat jutti , kuid sai siis moraalse hoobi .|1880407|||
14604160|liikluspolitseisse|liikluspolitsei|teatama||ill|Neljapäeval kell 19.50 teatas möödasõitja liikluspolitseisse , et Põlvamaa piiri lähedal kakerdab teel joobnu .|9082653|||
2388070|Eesruumis|eesruum|ootama||in|Eesruumis ootavad klaasid vee ja tomatimahlaga mõjuvad sümboolselt , meenutades saunas kaotatud vedelikuhulka ning laual loovutatud verd .|1499869||location|
6563439|fotodes|foto|puuduma||in|"Riigikohtus väitis kaitsja , et fotode tegemine ei olnud erootiliste teoste valmistamine , kuna fotodes puudub erootiline element ning samuti puudus mehel soov pilte teistele demonstreerida , mistõttu polnud tegemist ka "" teostega "" ."|4077633|||
26790085|Chamberysse|Chambery|kolima|tagasi|ill|Märtsi lõpus kolib Kirsipuu Chamberysse tagasi .|17476287|||PER
29945627|rannas|rand|pesitsema||in|Mari-Liis: pesitsen rannas tooli peal|21146881||location|
23893736|liinis|liin|pesema||in|Äärmisel juhul võiks ju Hiisi kaitsta kui kuklaste pesi ikka Reiljani ministeeriumi liinis .|15304774|||
479068|fotodelt|foto|paistma||abl|Suurema lahutusega , aga väiksema kaadri ulatusega fotodelt paistab , et väiksemate , alla 3 kilomeetri läbimõõduga kraatrite arv ületab suuremate oma .|305396|||
5386053|Najafist|Najaf|lahkuma||el|Allawi nõudis al-Sadrilt pühapäevalt , et tema ja ta järgijad lõpetaksid võitluse ja lahkuksid Najafist .|3348602|||PER
2831035|plekkpõrnikas|plekkpõrnikas|laiuma||in|Taamal laiub liivamägede keskel USA sõjaväelennuki avariist maha jäänud romustunud plekkpõrnikas .|1777806|||
1104025|kesklinnas|kesklinn|puhkema||in|Ööl vastu eilset puhkes tulekahju Moskva kesklinnas Lubjankal Vene julgeolekuteenistuse hoone alumistel korrustel , mille all paiknesid omal ajal KGB kurikuulsad ülekuulamis- ja hukkamiskambrid .|693995||location|
18785331|pragudes|pragu|peitma||in|Päeval peidab ennast kõikvõimalikes pragudes ja piludes .|11738535||location|
8546088|kohta|koht|sõidutama||adit|Õpetajad saavad printeri ja tarkvaraga arvuti kätte esmaspäeva pärastlõunal haridusameti majas Tehnika 23 , kust pedagoogid moodsa tehnika oma transpordiga sobivasse kohta sõidutavad .|5327107|||
24372985|Duneesiasse|Duneesia|jõudma||ill|Sealt ületaks vee ja jõuaks Aafrika mandrile Duneesiasse .|15619386|||
653421|Erasektoris|erasektor|puuduma||in|Erasektoris eesti keele kasutamise kohta puudub praegu valitsuse määrus , mis keelepruugi korra täpselt paika paneks .|419437|||
6837803|Alas|ala|üürima||in|Lennuk kuulus Istanbuli firmale Birgenair ja selle oli üürinud Dominikaani Vabariigi kompanii Alas Transporte de Internacional .|4249877|||
25282497|klassis|klass|magama||in|mingi , .. kes õppida tahavad , need nagunii popsuspeaga tundidesse ei lähe ju ? , ja kes ei taha õppida , need las käivad ja magavad seal soojas klassis .. imo .|16335312|||
8632374|hiigelmajas|hiigelmaja|tegelema||in|Arusaamiseks , kes hiigelmajas millega tegeleb , kulus Hansapank Eesti suhtekorraldusspetsialistil kuu .|5383223|||
14195761|südalinnas|südalinn|kõndima||in|Ja veel : kui kõik oli möödas , kui oli selge , et kruvisid hakatakse kiiresti kinni pöörama , kõndisime Vetemaaga Tallinna südalinnas ja prognoosisime tulevikku pärast Vene tanke Prahas .|8836631||location|
4659035|Ramsaus|Ramsau|harjutama||in|Nädalapäevad Ramsaus 2700 m kõrgusel harjutanud Eesti suusakoondis jääb Austriasse veel nädalaks .|2906421|||LOC
14799634|Söldenis|Sölden|avama||in|Mäesuusatamise maailma karikasarja avasid naised Austrias Söldenis suurslaalomiga ja esmakordselt läks selle distsipliini võit Norrasse , Andrine Flemmenile .|9208402|||LOC
558514|Aucklandis|Auckland|surema||in|Aucklandis suri 13. aprillil 76. eluaastal Eesti päritolu maletaja Ortvin Sarapuu .|360481||location|LOC
5012592|elamukvartalis|elamukvartal|liikuma||in|Patrull liikus AG turu piirkonnas ühes elamukvartalis , see oli üks osa pataljoni operatsioonist .|3121342||location|
799780|klaasmajja|klaasmaja|sulgema||adit|Lõuna turule iseloomulikud vineeritolmused saiad on aasta pärast möödanik , sest turuomanikud sulgevad müügiletid klaasmajja ning rajavad katusealuse õdustamiseks turuhoonesse ka basseiniga ilu- ning tervisekeskuse .|508195||location|
821144|Põhja-Osseetiasse|Põhja-Osseetia|jõudma||ill|Põhja-Osseetiasse näiteks jõuavad Tshetsheeni narkootikumid ja salabensiin isegi intensiivsemalt ja odavamalt kui enne , sest salakaubandus Dagestani suunal on mõneti pidurdunud .|521193||location|LOC
1233634|saali|saal|ronima||adit|Etenduse algus läks hooga käima : Dvinjaninov ronis saali viimase rea kohal olevast luugist publiku sekka ja kakerdas lavale , ise midagi taani keeles kommenteerides .|773538|||
21093246|Bosnias|Bosnia|möllama||in|Alles paar aastat tagasi möllas Euroopa lõunaosas Bosnias sõda ning vaenust laastatud riigis ennustati mitme talve eel tuhandete inimeste suremist nälja ja külma kätte .|13184578||location|LOC
26970057|RUUMist|RUUM|ostma||el|kanepi oma jah ei meenutanudki mulle õiget ( mina ostsin RUUMist , tartus )|17640444|||
4680159|paakautosse|paakauto|toimuma||ill|Tollikontrolli alguse hetkel toimus kütuse ümberpumpamine paakautosse , teatas maksu- ja tolliameti pressiesindaja .|2919626|||
13594101|algkooliklassi|algkooliklass|jõudma||adit|Sügisest jõuavad lasteaedades soodsat vastuvõttu leidnud põhimõtted ka 12 Eesti eri paigus asuvasse algkooliklassi .|8480944|||
3434072|rahvahulgas|rahvahulk|vaatama|ringi|in|Ta vaatab rahvahulgas otsivalt ringi ning märgates Givit hüüab :|2149702||alive|
4653954|Naganos|Nagano|olema||in|Millist Naganos kavas olnud ala nimetatakse ka maleks jääl ?|2902647||location|LOC
22441888|humanitaarabist|humanitaarabi|hankima||el|Ja kuigi proua Francese meelest käis kuninganna riides nagu tõeline kaltsakas , kes oma riided humanitaarabist hankis , kummutas ta Merritti sõnul arusaama , nagu poleks printsess Diana ja kuninganna Elizabeth teineteist sallinud .|14094146|||
29595074|saatesse|saade|unustama||ill|p2tu: saatesse unustasin täna yldse minna|20428513|||
8437038|oodatust|oodatu|naasma||el|Prantsusmaa koondise ja Manchester Unitedi väravavaht Fabien Barthez ( pildil ) naasis pärast vigastust oodatust kuus nädalat varem treeningutele .|5259671|||
7563120|Novokuznetskis|Novokuznetsk|surema||in|Ta suri 1987. aastal Novokuznetskis kolme lapse isana .|4706946||location|LOC
1513562|vanglasse|vangla|ootama||ill|Tema sõnul istuvad 300 vahialust mahutavas arestimajas põhiliselt vanglasse edasiviimist ootavad pisisulid .|950290||location|
25424086|ssc-sse|ssc|ronima||ill|aga .. jah ma vist natuke veel õpin , enne kui ssc-sse ronin|16477427|||
18500984|Hotellis|Hotell|pidama||in|Olympic Casino pidas laupäeva õhtul Park Hotellis uhke sünnipäevapeo , kuhu kell kuus õhtul saabus kutsetega sadu külalisi - sõpru , prominente ja tuntud meediategelasi .|11553421|||
20478042|kavas|kava|tervitama||in|Esmakordselt seni ainult naistele mõeldud Maijooksu seitsmeteistkümneaastases ajaloos kavas olnud Meestejooksu tervitasid rõõmuga nii osavõtjad kui pealtvaatajad kahesaja meesjooksja vahel läks tõeliseks rebimiseks .|12801360|||
4697000|Tokyosse|Tokyo|tekkima||ill|Kuigi spordikohvikuid on viimastel aastatel Tokyosse tekkinud nagu seeni pärast vihma , on nende puuduseks kaugus ärikeskusest .|2929896||location|LOC
4517959|otsast|ots|kostma||el|Aeg-ajalt heliseb toimetaja laual telefon ning liini teisest otsast kostab lubadus ajaleht kohtusse anda .|2817242|||
21376257|Shanghais|Shanghai|tervitama||in|Anu ütleb , et 2007. aastat tervitasid nad pereringis Shanghais .|13362206||location|
17709534|Vaivaras|Vaivara|maksma||in|“ Tonni ohtlike jäätmete ladestamine maksab Vaivaras 650-750 krooni , millele lisanduvad käibemaks ja valitsuse määrusega kehtestatud saastetasu , ” rääkis keskuse haldaja ASi Modulwest tegevdirektor Jaanus Saadve .|11057384||location|LOC
18037087|klassikas|klassika|võimutsema||in|Meeste 15 km klassikas võimutses Oddbjørn Hjelmeset .|11255309|||
818520|Leetu|Leedu|sõitma|edasi|adit|Kolmapäeval sõidab Tai printsess Eestist edasi Leetu .|519572||location|LOC
20602840|ahjus|ahi|seisma||in|Kaks päeva seisavad banaanid 18,5 kraadises ahjus , siis teist sama kaua jahtuvad ja seejärel on kastid valmis kauplustesse sõitma , » selgitab Raul .|12880157|||
11151898|ajalukku|ajalugu|saatma||adit|Aga ühtki tuumapead lendu ei lastud , kuni üks pool end vabatahtlikult ajalukku saatis .|6939519|||
7985996|Matsallu|Matsalu|kiirustama||adit|Jaano Martin kiirustab koos uue elukaaslasega Matsallu laste juurde , Mare Ots aga sõidab Tallinna , et toeks olla oma 80aastasele emale , kes keeldub kodumajast lahkumast .|4973547||location|LOC
1452375|KGB-st|KGB|tulema|ära|el|Vladimir tuli ära KGB-st ja tõusis linnavalitsuses 1994. aastaks linnapea asetäitjaks .|911297||location|ORG
4745882|Hamburgist|Hamburg|lendama||el|Rust lendas Hamburgist kõigepealt Islandile Reykjaviki , sealt edasi Helsingisse .|2959216||location|LOC
3800567|LÄHEDALT|Läheda|sõitma||abl|SÕIDAN NIIGI NII TEE ÄÄRES KUI VÕIMALIK JA KUI TAGANT TULEB BUSS , SIIS 10-st BUSSIJUHIST 9 SÕIDAVAD MÖÖDA NII LÄHEDALT , ET PÜHIVAD SÕIDUKI KÜLJE MULLE VASTU PÜKSE PUHTAKS JA LASEVAD VEEL SIGNAALI KAH .|2371689|||PER
20432403|lõunapoolkeral|lõunapoolkera|paiknema||ad|Üsna haruldane , et autoralli MM-võistluste viimase kolmandiku algust tähistav etapp peetakse kevadel , kuid nii see on , sest Uus-Meremaa paikneb lõunapoolkeral .|12773284|||
16671674|objektidesse|objekt|investeerima||ill|UNDP ei investeeri mitte niivõrd materiaalsetesse objektidesse , kuivõrd inimestesse .|10391718|||
11604315|Luugasse|Luuga|jõudma||ill|Jutustuses “ Riiklik kaitseala ” jõuab pohmellikrampides Dovlatov ( sama juhuslikult nagu varem Tallinna ) Luugasse , et möllida end giidiks nn “ Puškini radadele ” .|7214444||location|LOC
18980051|Erakorteritesse|erakorter|saama||ill|Erakorteritesse ja -majadesse majutamise võimaluste kohta saab peale interneti ja Pärnu turismiinfokeskuse teavet Tanni-Vakoma Majutusbüroost ( Hommiku 5 ) .|11859954||location|
21334936|külastajatest|külastaja|võtma|kaasa|el|Kord oli üks külastajatest kaasa võtnud hariliku haamri , mille viskas vastu sarkofaagi klaasi .|13335973||alive|
16077470|jaanuaris|jaanuar|treenima||in|Veerpalu ja Mae eriti pole varem kunagi jaanuaris nii intensiivselt treeninud .|10022221||time|
769654|Manilast|Manila|sõitma||el|Manilast sõidan neljaks päevaks Vancouverisse , kus algavad ettevalmistused järgmiseks , 2001. aasta CIVICUS-e maailmakongressiks .|489661||location|LOC
3166923|sündmustevaeselt|sündmustevaene|kulgema||abl|Esimene poolaeg kulges suhteliselt sündmustevaeselt , kus aktiivsemaks pooleks oli esimese kohtumise kaotanud Türgi .|1985360|||
10369886|trammipeatustes|trammipeatus|tervitama||in|"Pealinna trammipeatustes seisjat või mööda Liivalaia tänavat kihutajat tervitab pooleldi nüsitud kukal kirjaga : "" Ära lase end pügada , sõlmi tööleping ."|6449503||location|
132108|savimajades|savimaja|pesitsema||in|Ühel pool oma rahvusriigi tuge nautivad kenades kodudes elavad juudid , teisel pool keset Iisraeli armee teetõkkeid savimajades pesitsevad palestiinlased .|77467||location|
26631386|idas|ida|jagama||in|Kui Baruto on esimene Maegashira läänetsoonis , siis osseet Roho idas need kaks meest kohta jagavadki .|17352759||location|
3114483|Krakowis|Krakowi|peetuma||in|Krakowis peetud jalgpalli sõpruskohtumises võitis Poola Iisraeli 2 : 0 ( 24.|1953844|||LOC
8235361|koostöösse|koostöö|pidama||ill|Hel�e pidas Venemaa kaasamist regionaalsesse koostöösse oluliseks .|5132857|||
23980904|idaossa|idaosa|pagema||adit|Kolonel Koroma sõjaväest pages umbes 3000 relvakandjat riigi idaossa .|15353793||location|
3145647|silmadesse|silm|suunama||ill|Silmanurgast piiludes peab ekstreemjalakäija lähenevat sõidukit kogu aeg silmas ning kui auto ei ilmuta peatumise märke , suunab puuriva pilgu otse juhi silmadesse .|1972719|||
3870183|keskusesse|keskus|mahtuma|ära|ill|Läänes läbielatu kordub meil nüüd : autod ei mahu keskusesse ära , autod hakkavad käijaid segama .|2413586|||
20706887|Taisse|Tai|võtma||ill|Kender sattus politsei huviorbiiti aga seetõttu , et Sacco & Vanzetti jäi 1999. aastal trükikojale ILO Print võlgu 300 000 krooni ning reklaamifirma töötajad süüdistasid Kenderit selles , et ta võttis raha reisiks Taisse ja USAsse .|12943835||location|LOC
19580276|Kremlis|Kremli|olema|alles|in|Siin on kõik endine : Kreml koos punaste tähtedega , mausoleum , see , kes mausoleumis ja see , kes Kremlis on alles .|12230379|||LOC
3189680|suusatunnelis|suusatunnel|harjutama||in|Hiljuti harjutasid õed Soomes , Vuokatti suusatunnelis .|1999594||location|
3057899|Tartus|Tartu|opereerima||in|Aga täpselt samamoodi on Tartus opereerinud Saksa professorid ja näidanud ning õpetanud liigese kirurgiat Eesti kirurgidele .|1919155||location|LOC
5520140|Numbrimärgilt|numbrimärk|kaduma||abl|Numbrimärgilt kaob aga ülevaatuse kleebis .|3429065|||
24354176|piiritusemuuseumisse|piiritusemuuseum|startima||ill|Keskpäevast stardib bussireis piiritusemuuseumisse .|15603753|||
6419684|Tauplitzis|Tauplitzi|treenima||in|Mae treenis nädala Austrias Tauplitzis , keskmäestikus .|3988267|||LOC
15068382|bussipeatuses|bussipeatus|põrkama|kokku|in|Üleeile kell 18.20 põrkasid Riia tänavas Kastani bussipeatuses kokku mitu autot .|9383535||location|
12650566|esikus|esik|vaatama|ringi|in|Lehti vaatas otsivalt esikus ringi .|7901295|||
26571547|autos|auto|eksisteerima||in|Ei ühtegi kõrge kõlarit autos ei eksisteeri .|17314276|||
16532697|keeltemajast|keeltemaja|kolima||el|Kui uus keeltemaja esimeseks septembriks valmis saab , kolivad vanast keeltemajast ja peahoonest sinna skandinavistid , saksa , inglise , prantsuse ja hispaania filoloogid ning maailmakirjanduse tudengid .|10301665|||
8158265|loodes|loe|röövima||in|See oli esimene teadaolev kontakt Abu Sayyafi ja valitsuse esindaja vahel , sestsaadik , kui sissid 27. mail Basilanist loodes Dos Palmase kuurordisaarel kolm ameeriklast ja 17 filipiinlast röövisid .|5082881||location|
14157592|eas|iga|rippuma||in|Jerzy Kaplinski oli tillukese Jaani juurest küüditatud ja kaduma jäänud ; Valmar Adams oli laagris istunud nii saksa kui vene ajal ; professor Villem Alttoa oli noores eas rippunud Pagari tänava keldris , pea alaspidi , ja tema kirjutatud lasteraamatu Anti koolis riiulispidamise eest oli inimesi väljasaatmisega nuheldud : küll me teame , mis see teie anti on , Anti-Dühring , antimarksist , antikommunist , anti-sovetski !|8815408|||
9967658|jões|jõgi|peatuma||in|TALLINN , 14. november ( EPLO ) - Viimaste andmete järgi on vool Pärnu jões peatunud ning peagi on oodata merevee pealetungi linnale , teatas Äripäev Online .|6206534|||LOC
3324529|vallas|vald|kukkuma|alla|in|03.11.2002 kella 19.10 ajal Harju maakonnas Harku vallas Türisalu pangalt kukkus seni teadmata põhjusel alla alkoholijoobes Nataša ( s.1981 ) , kes hukkus sündmuskohal .|2083394|||LOC
10748618|suusastaadionilt|suusastaadion|startima||abl|Tehvandi suusastaadionilt startis 63 km distantsile 3398 suusatajat , 31 km rajale Arulast 1137 inimest .|6680507||location|
4325634|tulvades|tulv|arenema||in|Boliivia president Evo Morales süüdistab riiki nädalaid laastanud tulvades arenenud riike , kes ei suuda võidelda kliimamuutustega .|2696554||state|
6883016|soppi|sopp|peitma||adit|"Lõpetatud luuletused võisid olla mitut varianti , üks neist , 12-aastase Kadri Raudvere oma , kõlas näiteks nii - "" Karupüksid peida kappi , kõige kaugemasse soppi ."|4277919|||
7738063|seisukorras|seisukord|lamama||in|Ehkki Ketriini näide on eriline , lamab samas seisukorras täiskasvanuid traumajärgsel ravil teiste haiglate teistes osakondades .|4819266||state|
22708050|vetelpäästepunkti|vetelpäästepunkt|tungima||adit|Kolm seni tabamata meest tungisid ööl vastu esmaspäeva Tallinnas Harku järve ääres vetelpäästepunkti .|14303716||location|
4732337|detailidesse|detail|hakkama||ill|""" Kutsusin Eriku välja ja vestlesin temaga , ta selgitas teo tagamaid , kuid detailidesse ei hakkaks praegu laskuma , "" ütles Aav ."|2950976|||
6449703|Käsmus|Käsmu|esinema||in|Tuntud Briti teaduskirjanik David Bodanis ( pildil ) , kes esines augusti lõpul Käsmus teadus.ee suvekoolis , tutvustab oma auhinnatud teoste|4006537||location|LOC
22556339|tribüünilt|tribüün|kukkuma||abl|Ta ronis piirdeaja peale , kuid kaotas tasakaalu ja kukkus ülemiselt tribüünilt alumisele nende vahe on umbes üheksa meetrit .|14188764||location|
6071160|Põltsamaalt|Põltsamaa|väljuma||abl|Tarbusi buss , mis teenindab 112. liini - Tallinn-Põltsamaa-Tartu-Kääri= ku , väljus Põltsamaalt 10 minutit varem , kui näeb ette endise bussijaama seinal olev sõiduplaan .|3769234||location|LOC
14915587|Eestisse|Eesti|kirjutama||ill|Pärast sõda , kui ma kuskile Eestisse kirjutasin , tegin seda erinevalt aadressilt , et anda seltsimeestele väheke tööd .|9284716||location|
1220974|Etioopias|Etioopia|ründama||in|Kari hüääne ründas Etioopias küla ja murdis maha seitsmeaastase tüdruku .|765817||location|LOC
18438555|harudesse|haru|andma||ill|Piima tootmiseks ja veisekasvatuseks on meil soodsad tingimused , seetõttu annaks toetuste suunamine nendesse harudesse olulist efekti .|11512542|||
14162987|turusillutisel|turusillutis|vedelema||ad|“ Vedelesin seal kuumal turusillutisel vereloigus , kärbsed kihis peal . . .|8818509|||
3053427|noortekodusse|noortekodu|võtma||ill|Pärnu orvuna kasvanute liit võttis juulikuuks oma noortekodusse kaheksa Viiratsi lastekodu last , et võimaldada neile paremat suvepuhkust .|1916430||location|
12388468|Tokyos|Tokyo|korraldama||in|5. detsembril korraldas Eesti delegatsioon Jaapani Tööstuspanga toetusel Tokyos seminari teemal “ Ärivõimalused Euroopas : Eesti näide ” .|7726988||location|LOC
24578132|seisu|seis|pöörduma|tagasi|adit|Siit järelduks kohe ka vastumeetme võimalus : vähendame energia tootmist ja tarbimist , ning kõik pöördub kenasti vanasse seisu tagasi .|15756947|||
597776|Palestiinas|Palestiina|juhtuma||in|See juhtus Palestiinas .|384979||location|LOC
22311513|töökapis|töökapp|rippuma||in|Jah , vana mundergi ripub ikka veel töökapis .|14014796|||
419370|kohvikusse|kohvik|astuma|sisse|ill|Me tulime Ellen Niiduga uute tööde asjus Tartusse ja astusime “ Werneri ” kohvikusse sisse .|265591||location|
17464650|kultuuriametis|kultuuriamet|kohama||in|Eestis olen nii abivalmit suhtumist kohanud Tallinna kultuuriametis .|10904925|||ORG
12037741|elutuppa|elutuba|naasma||adit|Me naaseme elutuppa .|7498483||location|
715065|kaugusesse|kaugus|kaduma||ill|Sealt kargas kaks meest välja , rabas parajasti tänavat ületava mehe kinni , jälle käerauad , kinnipeetu visati auto tagaistmele ja kummide vilinal kadus roheline sõiduk kaugusesse .|456401|||
21898|külla|küll|jalutama||adit|Teisel päeval jalutasid eestlased hotellist lähimasse külla .|12613|||
12038950|Mardile|mart|jooksma||all|Uksest sisse tulnud Kurt ja koer jooksevad laua taha Mardile appi .|7499247|||
26238455|Moldovasse|Moldova|jääma||ill|Moldovasse on enamjaolt jäänud vanurid ja lapsed .|17070953||location|LOC
17069325|Clevelandist|Cleveland|lahkuma||el|Pigem on reaalsemad shansid kaheksa hulka jõudmiseks  Milwaukee Bucksil  , kuhu Clevelandist lahkusid Terrell Brandon ja Tyrone Hill .|10650092||location|LOC
797933|Pariisi|Pariis|jõudma||adit|Triik jõudis Soome kaudu 1906. aastal Pariisi , seejärel peatus kaks aastat Norras , edasi Peterburis .|507083||location|LOC
10374442|kandis|kant|peitma||in|Usutavasti peidab end samas kandis kus Osamagi .|6452217|||
10879404|eetrisse|eeter|soovima||ill|Taoliste ebaeetiliste reklaamide eetrisse lubajad kas ei soovi või ei oska pöörata tähelepanu sellele , kuidas muutub õhtust-õhtusse nähtu tagajärjel meie suhtumine enda ja vastassoo rollidesse , kuidas see kujundab Eesti ühiskonda tervikuna .|6762367|||
16211261|endas|ise|vestlema||in|Lossis endas vestlevad aga riigimehed väga tähtsatest asjadest - kestab Briti välisministri kohtumine Eesti peaministri Mart Laari ja kaitseministri Jüri Luigega .|10105458|||
10868414|Ateenast|Ateena|sõitma||el|Boeing 737 sõitis Ateenast põhja pool vastu mäge , kõik pardal olnud hukkusid .|6755840||location|LOC
8690712|Põhja-Islandist|Põhja-Islandi|kolima||el|Magnusson kolis läinud aasta lõpul Põhja-Islandist Reykjavikki .|5419270|||ORG
26220009|töökohtades|töökoht|pakutama||in|Siin annab meestele tööd sadam , naistele Marati õmblusvabrik , aga ega töökohtades taevamannat ei pakuta .|17058853|||
22965052|õues|õu|käima|ringi|in|""" Tunnis ta kaasa ei tee , aga vahetunni ajal käib õues paljalt ringi ja õhtul kihutab ratta seljas , ” nurises Jõevee ."|14521916|||
7528421|etteastes|etteaste|leiduma||in|Bändi etteastes leidus mõnusat suvalisust .|4685329||event|
21927834|piirkonnas|piirkond|turustama||in|Kui tootjaorganisatsiooni loetakse tootmise ja turustamise esindajaks ühes või mitmes liikmesriigi rannikuala randumispaigas , võivad asjaomased liikmesriigid kohustada tootjaid , kes ei ole organisatsiooni liikmed ja kes turustavad mingit artiklis 1 nimetatud toodet piirkonnas , mida tootjaorganisatsioon esindab , täitma :|13725146|||
7391733|templist|tempel|varastama||el|Lõpus selgub , et ta varastas kujukese templist ja kujule tullakse järgi .|4599304|||
6229577|võõrastemajas|võõrastemaja|üürima||in|Haritud keskealine mees meenutab üht oma kunagist armulugu , mis algab sellega , et ta reisib välismaale ja üürib võõrastemajas toa .|3867933||location|
18240787|Münchenisse|München|saama||ill|Me saame enne südaööd Münchenisse .|11383655||location|LOC
22910993|kohas|koht|pidutsema||in|TV3 pidutses teisipäeva õhtul kolmes kohas : Harju mäel , kasiinos ja ööklubis .|14487318|||
17954407|itta|ida|lubama||adit|Ma ei lubaks NATO laienemist itta ja looksin sõjalis-poliitilise bloki Ukraina , Valgevene , Kasahstani , Armeenia ja Iraaniga .|11207055||location|
7945861|piirkonnas|piirkond|sõitma|ringi|in|Politsei hinnangul sõidab Tallinna piirkonnas ringi tuhandeid peamiselt Leedu ja Läti numbrimärkidega autosid , mille roolis on kohalikud , volituse alusel autot kasutavad elanikud .|4949120|||
2520013|labastamises|labastamine|laskma|maha|in|Ta süüdistab nüüdki , 20 aastat pärast seda , kui Mark Chapman 8. detsembril 1980 John Lennoni New Yorgis maha lasi , Yoko Onot oma isa mälestuse labastamises .|1584148|||
9565797|agulites|agul|puhkema||in|PORT-AU-PRINCE , 5. juuni ( EPLO ) - Haitili sai vähemalt 25 inimese surma reedel alanud rahutustes , mis puhkesid seoses politseireididega pealinna Port-au-Prince'i agulites , teatas ETV .|5959089||location|
7647613|Skandinaaviasse|Skandinaavia|kavandama||ill|Oma järgmise talvekollektsiooni jaoks kavandab Stefano reisi Skandinaaviasse koos kuueaastase poja Giovanniga , kes on tõusnud Pinco Pallino nõustaja rolli .|4762341||location|LOC
9228160|kaupluses|kauplus|nappima||in|Ka Järvamaal asuvas Koigi kaupluses napib kodumaist kaupa .|5752909|||
24086294|acest|ace|ostma||el|korralik porimatt , kummist põhjaga , tiba karedam riie peal , müügil enamikes ehituspoodides ja vaibapoodides , ise ostsin k-raua acest .|15419492|||
