verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
levima,,ad,loc,1118538,1778244,8,välismaa,välismaal,Info noorte ja andekate tennisistide kohta levib välismaal kiiresti .,,location,,yes,,,,,,
levima,,ad,loc,6241613,10025188,6,vastuvõtt,vastuvõttudel,Juust pipraga on levinud suupiste vastuvõttudel ka Põhjamaades - Eestis kasutatakse seda veel vähe .,,,,yes,,,,,,
levima,,ad,loc,2685859,4308598,10,ääreala,äärealadel,"Põhiliselt on salasigarettide ja -alkoholi äri levinud Eesti äärealadel , sest sigarette tuuakse sisse Venemaalt ja püütakse neid seal ka turustada .",,,,yes,,,,,,
levima,,ad,loc,16220702,25124578,17,lõunapoolkera,lõunapoolkeral,""" Nüüd leidsime Madagaskaril samasuguse näidise ja see tõestab , et see dinosauruste liik levis kogu lõunapoolkeral , "" rääkis Sampson .",,,,yes,,,,,,
levima,,ad,loc,4728812,7596883,3,nõmm,Nõmmel,"Samas võiks Nõmmel naabrivalve juba laiemalt levinud olla , "" lisas ta .",,location,,yes,,,,,,
levima,,ad,time,1803831,2870652,2,ärkamisaeg,ärkamisajal,"Uuel ärkamisajal levis Eestis "" transtsendentaalne meditatsioon "" - nähtus , mida on tihti naeruvääristatud .",,time,,no,"The phrase 'ärkamisajal' refers to a time period, not a location, so it is not classified as an adverbial of place.",yes,no,no,no,no
levima,,ad,time,15723203,24535824,2,gripihooaeg,Gripihooajal,""" Gripihooajal levib viirus samuti seal , kus inimesi tihedamalt koos , ” ütles ta .",,time,,no,"It was classified as 'no' because 'Gripihooajal' refers to a time period, not a place.",yes,no,no,no,no
levima,,ad,time,12998029,20796663,1,allakäiguhetk,Allakäiguhetkedel,"Allakäiguhetkedel levisid tenniseringkondades ka sellised kuuldused , et Kaia pole harjunud kodunt kaua eemal olema ning ei pea vaimselt turniirikarussellile vastu .",,,,no,"'Allakäiguhetkedel' refers to moments in time, not a location, so it is not an adverbial of place.",yes,no,no,no,no
levima,,ad,time,266242,420598,14,vahetus,vahetusel,Aga meenutame veel kord : mitmesugused pejoratiivsed nimed olid 15-nda ja 16-nda sajandi vahetusel Tallinna eestlaste seas üllatavalt levinud .,,,,no,"The phrase 'vahetusel' refers to a temporal transition point rather than a physical location, so it is not classified as an adverbial of place.",yes,no,no,no,no
levima,,ad,time,452212,708151,4,järte,järtel,"Kohe Browni saabumise järtel levisid kuulujutud , et ta tahab vahetada Iversoni Damon Stoudamireiga .",,,,no,"Classified as 'no' because 'järtel' refers to a temporal relationship, not a location.",yes,no,no,no,no
sõitma,välja,ad,loc,1648231,2622608,1,Purjetamiregatt,Purjetamiregatil,"Purjetamiregatil sõitis Imre Taveter Finnil välja senise parima tulemuse , saades üheksandas sõidus üheksanda koha .",,,,yes,,,,,,
sõitma,välja,ad,loc,926109,1475365,16,MM,MMil,""" Võiks garanteerida , et tehes aasta läbi ettevaatlikult , riski võtmata tööd sõidaks Mae MMil välja 25. koha .",,event,,yes,,,,,,
sõitma,välja,ad,loc,6431050,10339170,12,Valgamaa,Valgamaal,"TALLINN , 31. juuli ( EPLO ) - Laupäeva pärastlõunal sõitis Valgamaal teel välja sõiduauto , mille juht sai surma ja kaks kaassõitjat vigastada .",,location,LOC,yes,,,,,,
sõitma,välja,ad,loc,14597368,23056249,12,langus,langusel,"Margus ( 22 ) sõitis kell 23 . 45 Viljandi maanteel s-kujulisel langusel oma BMW-ga teelt välja ja paiskus mitu korda üle katuse , ütles politseiameti pressiesindaja .",,,,yes,,,,,,
sõitma,välja,ad,loc,11791503,18871622,14,olümpia,olümpial,"Kahel viimasel MMil sai ta suurslaalomis vastavalt 11. ja 8. koha , Nagano olümpial sõitis rajalt välja .",,event,,yes,,,,,,
sõitma,välja,ad,time,6919170,11121905,4,eelõhtu,eelõhtul,"Kui väimees laadapäeva eelõhtul või siis hommikul vara hobusega kodust välja sõitis , ei pööratud sellele enam tähelepanu , sest sinna ei saanud keegi midagi parata .",,time,,no,"The phrase 'eelõhtul' refers to a point in time and not a location, so it is not adverbial of place.",yes,no,no,no,no
sõitma,välja,ad,time,3894192,6272087,5,hetk,hetkel,"Autojuhi õnnetuseks sõitsid samal hetkel tehaseväravast jalgratastega välja kaks keskealist naist , kellest ühele ta otsa sõitis .",,time,,no,"'hetkel' specifies a moment in time, not a place.",yes,no,no,no,no
sõitma,välja,ad,time,1774979,2826466,23,volbriöö,volbriööl,"Eesti Päevalehe andmetel on ainukese juhtumina kohtusse jõudnud kriminaalasi , kus Saaremaa purjus kriminaalpolitsei inspektor Rando Rahu ( 22 ) sõitis tänavu volbriööl politseiautoga teelt välja muldvalli .",,,,no,"The phrase 'volbriööl' refers to a temporal aspect and not a specific location, so it was classified as 'no'.",yes,no,no,no,no
sõitma,välja,ad,time,10606606,17001478,4,varahommik,varahommikul,Lätis sõitis eile varahommikul Krustpilsi ja Jelgava vahel rööbastelt välja 55 diislikütusega täidetud tsisternist koosnev kaubarong .,,time,,no,"The phrase 'varahommikul' indicates a time, not a place, thus it was classified as not adverbial of place.",yes,no,no,no,no
sõitma,välja,ad,time,10311581,16547405,11,reede,reedel,"Berliinist Eesti suunas väljunud Eurolinesi kolmeteljeline Volvo liinibuss sõitis eelmisel reedel Poolas mõnikümmend kilomeetrit enne Leedu piiri teelt välja , jäädes 35-40-kraadise kalde all kraavi pidama .",,time,,no,"The phrase 'reedel' specifies a time rather than a place, so it is not an adverbial of place.",yes,no,no,no,no
mõistma,,in,loc,5815476,9330840,8,koht,kohtades,Me ei mõista hukka joobnud inimesi avalikes kohtades päise päeva ajal.,,,,yes,,,,,,
mõistma,,in,loc,6763774,10881573,22,rand,rannas,"Siis on hea keldrist paar vana moosipurki välja tuua ning pista nina ette ootamatutele vaatajatele , kes ei mõista ilusa ilmaga rannas olla ja vägisi teleka ette tükivad .",,location,,yes,,,,,,
mõistma,,in,loc,699311,1112621,5,arvuti,arvutites,Kolmapäeval mõistis Tallinna halduskohus arvutites piraattarkavara kasutamise eest süüdi ajakirjade kirjastamisega tegeleva AS-i Kunsttükk ning karistas teda 150.000 krooni suuruse trahviga .,,,,yes,,,,,,
mõistma,,in,loc,2725483,4371775,18,mets,metsas,Tartu maakohus mõistis endise Eesti Evangeelse Luterliku Kiriku Äksi Andrease koguduse juhi Harald Raukase süüdi kogudusele kuuluvas metsas ebaseadusliku raide teostamises ja varguses .,,,,yes,,,,,,
mõistma,,in,loc,13137396,21021187,1,Läti,Lätis,"Lätis mõistavad õigust lätlased , Eestis eestlased .",,location,,yes,,,,,,
mõistma,,in,event,17201687,26408208,14,röövimiskatse,röövimiskatses,Lisaks mõistis kohus Smirnovi ja Romanovi süüdi 1996 . aasta 6 . septembril toime pandud röövimiskatses : mehed püüdsid röövida ühe Tallinna ehitusfirma kontorist raha .,,,,no,"The phrase 'röövimiskatses' describes an event or action (attempted robbery) rather than specifying a location, so it is not an adverbial of place.",no,no,yes,no,no
mõistma,,in,event,3326775,5350149,20,rahavargus,rahavarguses,"PAIDE , 18. juuni ( EPLO ) - Järva maakohus mõistis Türi lasteaia ja kultuurimaja endise raamatupidaja Marika Lintermanni rahavarguses süüdi ning karistas teda tingimisi karistusega .",,,,no,"The phrase 'rahavarguses' pertains to the act of embezzlement, not a location, so it was classified as 'no'.",no,no,yes,no,no
mõistma,,in,event,537651,848167,5,kuritegu,kuriteos,"Reedel mõistis maakohus sarnases kuriteos süüdi ka kohtlajärvelase Andrei Kabilovi ( 19 ) , kellele määrati teist korda joobes juhtimise eest kolmekuuline tingimisi vanglakaristus aastase katseajaga .",,,,no,"The phrase 'kuriteos' refers to the crime and is not describing a place, so it is not an adverbial of place.",no,no,yes,no,no
mõistma,,in,event,13799125,22001068,12,kallaletung,kallaletungis,"NHL määras mehele aastase mängukeelu , Vancouveri kohus mõistis ta küll kallaletungis süüdi , kuid reaalset karistust ei määranud .",,event,,no,"The phrase 'kallaletungis' refers to an act or event (assault) rather than a location, so it is not an adverbial of place.",no,no,yes,no,no
mõistma,,in,event,13465372,21536480,15,pantvangistamine,pantvangistamises,Ida-Viru maakohus mõistis 37aastase ekspolitseiniku Aleksei Maksimovi süüdi Kohtla-Järve linnavoliniku ja ärimehe Nikolai Knjazevi pantvangistamises ja tapmises ning karistas teda 15aastase vangistusega .,,,,no,The phrase 'pantvangistamises' refers to an action (kidnapping) and not a location or place.,no,no,yes,no,no
ajama,,el,loc,12312694,19712375,21,kõlar,kõlarist,"Aga sõidame liinibussiga ja tahame süveneda raamatusse või oma mõtteisse ja siis ajavad õhu vastikult pinevaks pealetükkivad helid pea kohalt kõlarist , jänesediskot mõnest kohalikust mölaraadiost või kalamehelaule haibitud kassetilt .",,,,yes,"The phrase 'kõlarist' indicates the location from which the sounds come, making it adverbial of place.",,,,,
ajama,,el,loc,6410099,10304601,29,pung,pungadest,"Vastupidiselt eelmisele suvele , mil põuakuumus hulgaliselt puid ja taimi närtsitas , on tänavune paarinädalane soojus hoopis positiivselt mõjunud talveperioodil soola- ja külmakahjustusi saanud puudele , mis uinunud pungadest usinasti uusi kasvusid ajavad .",,,,yes,,,,,,
ajama,,el,loc,17009281,26146236,62,Eestimaa,Eestimaast,"Seesinane tatari päritoluga isand Šatarov , Vene Riigiduuma , õieti Moskva duuma liige olevat Moskva küllaltki energilise ja ambitsioonika linnapea Luškovi poolt nagu pandud või sattunud kureerima Baltikumi , eeskätt Eesti küsimust , aga kõik meie Riigikogus olevad vene saadikud , tähendab Riigikogu liikmetest kolleegid ütlevad , et Šatarov on neile tundmatu ja nemad ajavad Eesti asja siin kohapeal lähtuvalt ikkagi Eestimaast jne.",,location,,yes,,,,,,
ajama,,el,loc,4676229,7513549,10,postkast,postkastidest,"Valvas majaelanik võttis vahele Rapose postiljoni , kes võõraist postkastidest lehti oma kotti ajas .",,,,yes,,,,,,
ajama,,el,loc,927958,1478263,20,luuletajamina,luuletajaminast,"Kui luuletusi nende ajalises järjepidevuses edasi lugeda , süveneb veendumus ajas üha enam avanevast , väga haavatavast ja tundlikust luuletajaminast .",,,,yes,,,,,,
ajama,,el,UNK,10017647,16069510,10,keskmine,keskmisest,"Toompeal , Kadriorus ja muudes riigilossides ajavad meie asju keskmisest enamasti jõukamad inimesed .",,,,no,"The phrase 'keskmisest' was not classified as adverbial of place because it implies comparison, not location.",no,no,no,no,no
ajama,,el,UNK,11259903,18044651,4,miski,millestki,( Ainuüksi mõte millestki nii võikast ajab « Lihtsa elu » piigadel ihukarvad püsti . ),,,,no,"The phrase 'millestki' is not describing a location but rather something abstract, so it is not an adverbial of place.",no,no,no,no,no
ajama,,el,UNK,8043117,12909667,10,lahkam,lahkamist,Seetõttu ei aja ta lõpuks kõikidele eksistentsialistidele lähedaste probleemide lahkamist liiga keeruliseks ( nagu Heidegger ) .,,,,no,"The phrase 'lahkamist' refers to the act of dissecting or analyzing rather than designating a location, so it is not an adverbial of place.",no,no,no,no,no
ajama,,el,UNK,7729701,12392976,24,faktor,faktorist,"Prognooside koostamise aluseks on informatsioon põhjavee seisundi looduslikest muutustest , mis sõltuvad geoloogilisest ehitusest , asendist reljeefis ja meteoroloogilistest tingimustest kui ajas muutuvast faktorist .",,,,no,"The phrase 'faktorist' refers to a factor and not a specific location, so it is not classified as an adverbial of place.",no,no,no,no,no
ajama,,el,UNK,3150871,5059586,14,aru,arust,"Midagi pole parata , Toomas Kall on kirjanik , isegi kui ta omast arust pada ajab ja tarbeteksti toodab .",,,,no,"The phrase 'arust' refers to a personal perspective or opinion, not a location, so it is not adverbial of place.",no,no,no,no,no
alistuma,,all,loc,2858201,4583162,18,hiinlanna,hiinlannadele,"Nad kasutasid ära poolfinaalis teist aega näidanud sakslannade Julia Lapke ja Carina Bari nõrkuse ning alistusid vaid hiinlannadele Rui Xule ja Yangyang Zhangile , kes on jõudnud tänavu ka täiskasvanute MK-etapil kuue parema hulka .",,alive,,yes,,,,,,
alistuma,,all,loc,1830632,2913861,20,hoolealune,hoolealustele,Ainult neli päeva Eesti jalgpallikoondist ohjanud Arno Pijpers tegi eile uues ametis eduka debüüdi - Kõrgõzstan alistus Kuressaares tema hoolealustele 0 : 1.,,alive,,yes,,,,,,
alistuma,,all,loc,4335699,6974834,7,TUL,TULile,Spordiselts Kalevi alistus kreeka-rooma maadluses Soome TULile 4 : 6.,,,ORG,yes,,,,,,
alistuma,,all,loc,12624798,20201959,5,Keila,Keilale,Canon Eesti noortemeeskond alistus Keilale 59 : 63 ( 33 : 31 ) .,,location,LOC,yes,,,,,,
alistuma,,all,loc,898659,1431866,12,Inter,Interile,"FC Lahti alistus kodus Tampere Unitedile , Kotka TP Turus sealsele Interile .",,,ORG,yes,,,,,,
alistuma,,all,UNK,21121367,29933150,9,norm,normidele,marco: sa oled nõrk ja alistud ühiskonna normidele,,,,no,"The phrase 'normidele' refers to societal norms, which are conceptual and not physical locations, so it is not an adverbial of place.",no,no,no,no,no
alistuma,,all,UNK,4674030,7510518,13,kogusumma,kogusummale,"Ta ponnistas visalt vastutuult murdes , alistus ajaga 2.10 , 35 naiskonna senise liidri kogusummale napilt , kuid tõusis kolmandale kohale .",,,,no,"It was classified as 'no' because 'kogusummale' refers to the total amount, not a location.",no,no,no,no,no
alistuma,,all,UNK,1904743,3034924,13,nõudmine,nõudmistele,"Holbrooke painutas teised riigid kiiresti Ameerika eesmärkidele , mitte ei alistunud nende nõudmistele , milleks USA välisministeerium näib nüüd Kosovo asjus valmis olema .",,,,no,"The phrase 'nõudmistele' refers to demands rather than a physical place, so it is not an adverbial of place.",no,no,no,no,no
alistuma,,all,UNK,7460855,11976965,3,see,sellele,"Oleme alistunud sellele tõsiasjale , et kõik uudiskaubad ja -teenused õllest-jäätisest üritusteni kannavad millegipärast millenniumi nime .",,,,no,"The phrase 'sellele' refers to an object or concept ('that'), not a location, so it is not an adverbial of place.",no,no,no,no,no
alistuma,,all,UNK,2174471,3474403,28,tahe,tahtele,"Ühel pool veel 21-aastane äraolevalt süüdimatu , kogenematu ja vahel koguni lapsikult trotslik Thomas Anders ( 1.03.1963 ) , kes alistus täielikult oma jäigalt enesekeskse naise Nora tahtele .",,,,no,"The phrase 'tahtele' refers to 'will' or desire and does not imply a location, so it is not adverbial of place.",no,no,no,no,no
alluma,,all,loc,3644100,5868623,1,armeegrupp,Armeegrupile,Armeegrupile allus ka Wehrmacht'i XXVI armeekorpus .,,,,yes,,,,,,
alluma,,all,loc,14258854,22634317,11,Jordaania,Jordaaniale,Kuni 1967 . aasta sõjani kuulus Ida-Jeruusalemm Läänekalda koosseisu ning allus Jordaaniale .,,location,LOC,yes,,,,,,
alluma,,all,loc,1004503,1599818,15,ametikoht,ametikohale,"Uue struktuuri kohaselt juhivad toimetuse tööd vastutavad toimetajad , kes alluvad otse uuele ühendatud ametikohale ehk AS ETA juhatajale .",,,,yes,,,,,,
alluma,,all,loc,17431233,26728907,41,harmoneerimine,harmoneerimisele,"Minu arvates on need ette nähtud juba praeguses maareformi seaduses , kuid miski ei takista meid seda seadust muutmast , sest üks tingimus , millega me läksime läbirääkimistele Euroopa Liiduga , oli see , et kõik meie reformiseadused ei allu harmoneerimisele , ühtlustamisele .",,,,no,"The phrase 'harmoneerimisele' refers to a conceptual action rather than a physical place, hence it is not classified as an adverbial of place.",no,no,no,no,yes
alluma,,all,loc,691325,1099635,13,kaitseminister,kaitseministrile,"Kas teie arvates peaks põhiseadust muutma nii , et kaitseväe juhataja alluks kaitseministrile , mitte presidendile nagu praegu ?",,alive,,yes,,,,,,
alluma,,all,UNK,8293799,13298574,8,hüdrolüüs,hüdrolüüsile,Proteiin nagu ka süsivesikud alluvad vatsas mikrobiaalsele hüdrolüüsile .,,,,no,"The phrase 'hüdrolüüsile' refers to a process (hydrolysis) rather than a place, so it is not an adverbial of place.",no,no,no,no,no
alluma,,all,UNK,7275935,11695698,6,lagunemisprotsess,lagunemisprotsessidele,"Taime- ja loomajäänused mullas alluvad lagunemisprotsessidele , mille tagajärjel osa orgaanilist ainet mineraliseerub , osa aga kasutatakse mikroorganismide vahendusel uute orgaaniliste ainete – huumusainete – moodustamiseks .",,,,no,The phrase 'lagunemisprotsessidele' refers to processes and does not specify or describe a place.,no,no,no,no,no
alluma,,all,UNK,2575897,4133512,8,Rahvusvaheline,Rahvusvahelisele,"Soome ajaleht Helsingin Sanomat kahtlustab , et Rahvusvahelisele Suusaliidule ( FIS ) allunud labor lahjendas tahtlikult 2001. aasta Lahti MM-võistluste eel suusatajailt võetud vereproove .",,,ORG,no,"The phrase 'Rahvusvahelisele' is not an adverbial of place because it refers to an organization or entity, not a location.",no,no,no,no,no
alluma,,all,UNK,10647119,17064483,7,keeleseadus,keeleseadustele,Firmade logod ei allu ühegi riigi keeleseadustele .,,,,no,"The phrase 'keeleseadustele' specifies laws rather than a location, so it is not an adverbial of place.",no,no,no,no,no
alluma,,all,UNK,65493,112488,5,distsipliin,distsipliinile,"Kui juba erakonna liige distsipliinile ei allu , mida siis oodata erakonna satelliitidelt ?",,,,no,The phrase 'distsipliinile' is classified as 'no' because it refers to discipline and not to a physical or conceptual location.,no,no,no,no,no
andma,,adit,loc,12836907,20532966,6,rikkumine,rikkumisse,Proovisõiduautol andsid oma panuse teetunnetuse rikkumisse veel ka talverehvid küllap oleks suvekummidega mulje natukenegi parem olnud .,,event,,no,"The phrase 'rikkumisse' refers to corruption or disruption, not a location, so it is not an adverbial of place.",no,no,no,no,yes
andma,,adit,loc,5762752,9244548,21,Pakistan,Pakistani,"Šveitsi kodanik Yeslam Binladin , kes kirjutab oma nime teisiti kui terroriliider , andis ütlusi 300 miljoni dollari ülekandmise kohta Pakistani , väidetavalt olla üks tema firmadest 2000. aastal sellise ülekande teinud , kõneles üks justiitsametnik .",,location,LOC,yes,,,,,,
andma,,adit,loc,2743930,4401375,7,saatkond,saatkonda,"Nimelt annavad vastutustundetud Vene turismifirmad Saksamaa saatkonda valeinfot , kui nad esitavad dokumente Saksa viisade saamiseks .",,,,yes,,,,,,
andma,,adit,loc,11845810,18957791,26,disainimisse-konstrueerimine,disainimisse-konstrueerimisse,"Jaapani autosid on siiani laidetud silmatorkamatuteks argiliikuriteks , kuid uue põlvkonna Nissan Primera on lausa prantslasliku elegantsiga pilgupüüdja - kuigi ühistöö Renault'ga pole tolle auto disainimisse-konstrueerimisse veel oma panust andnudki .",,,,no,"The phrase 'disainimisse-konstrueerimisse' refers to an activity or process rather than a place, so it is not an adverbial of place.",no,no,no,no,yes
andma,,adit,loc,5985151,9605267,13,ajalugu,ajalukku,""" Tehnikaülikoolis proovin saada informaatikasse ja rahvamajandusse , aga Tartusse andsin dokumendid ajalukku ning inglise keelde ja kirjandusse , "" räägib Tartu Mart Reiniku nimelise gümnaasiumi lõpetanud Anngert .",,,,yes,"The phrase 'ajalukku' refers to history as a metaphorical place, hence classified as an adverbial of place.",,,,,
andma,,adit,UNK,466289,731484,20,keel,keelde,"Seda pandi laiemalt tähele ja meid kutsuti ühele Peter Gabrieli korraldatud WOMAD-festivalile ( WOMAD on lühend , mida eesti keelde annab tõlkida - maailmamuusika ja - tants ) .",,,,no,"The phrase 'keelde' refers to language or speech and does not indicate a location, so it is not classified as an adverbial of place.",no,no,no,no,no
andma,,adit,UNK,8840737,14202941,5,sõnakuulmine,sõnakuulmisse,"Õed annavad ennast kloostriülema sõnakuulmisse ja peavad arvestama kolimisega uude riiki , kui siinne kogudus kosub ja neid kusagil mujal rohkem vajatakse .",,,,no,"The phrase 'sõnakuulmisse' refers to obedience or submission, not a physical location, hence it is not an adverbial of place.",no,no,no,no,no
andma,,adit,UNK,12158320,19467544,6,majonees,majoneesi,"Jelena andis Galinale uue purgi majoneesi , kuid ei nõustunud kliendile kinni maksma raiskuläinud salatit .",,,,no,"The phrase 'majoneesi' refers to the object given, not a location where something occurs, so it is not an adverbial of place.",no,no,no,no,no
andma,,adit,UNK,12045056,19279917,3,lisaressurss,lisaressurssi,See annaks lisaressurssi 56 miljonit krooni .,,,,no,"The word 'lisaressurssi' refers to additional resources and does not denote any physical location, so it is not an adverbial of place.",no,no,no,no,no
andma,,adit,UNK,19856516,29318004,7,kepp,keppi,naga: kiisu miisu aga muidu keppi annad vä,,,,no,"The phrase 'keppi' refers to 'keppi' in phrasing, not indicating a location, so it is not an adverbial of place.",no,no,no,no,no
andma,ette,all,loc,9292038,14927043,8,kirjastus,kirjastustele,"Haridusministeeriumi kantsleri Georg Aheri sõnul annab ministeerium kirjastustele vähemalt kaks aastat ette nimekirja õpikutest , mida uue õppekava järgi on lähitulevikus vaja .",,,,yes,,,,,,
andma,ette,all,loc,3805217,6129099,9,erakliinik,erakliinikule,""" Vastuvõtt annab nüüd silmad ette ka mõnele erakliinikule , "" oli Szirko uhke .",,location,,yes,,,,,,
andma,ette,all,loc,16804850,25862152,4,aut,Audile,"Maastikuvõimekuselt annab mersu Audile siiski silmad ette , sest GL on varustatud aeglustuskasti , lukustatava kesk- ja tagadiferentsiaali ning vajaduse korral koguni 30 cm kõrguseks tõstetava kliirensiga .",,,,yes,,,,,,
andma,ette,all,loc,4923692,7905485,16,saade,saatele,"Emori värske uuringu põhjal andis Oti seitsmest saatest kuus silmad ette näiteks TV1 märtsi vaadatuimale saatele , samuti kerkis märgatavalt TV1 osakaal telekanalite vaatamisajas .",,,,yes,,,,,,
andma,ette,all,loc,1767134,2813647,6,hulgifirma,hulgifirmadele,""" Minu teada annavad piimatöötlejad hulgifirmadele ette hinnataseme , millega need müüvad kaupa kauplustele .",,location,,yes,,,,,,
andma,ette,all,UNK,13060615,20898465,20,ajanäitaja,ajanäitajale,"Boulderi standardite- ja tehnoloogiainstituudi teadlaste tööna valminud kella mehhanism pole riisiterast palju suurem , kuid täpsuse poolest annab igale ajanäitajale silmad ette .",,,,no,"The phrase 'ajanäitajale' refers to a comparator (a timepiece) rather than a specific location, so it is not adverbial of place.",no,no,no,no,no
andma,ette,all,UNK,13687492,21870398,7,tugitool,tugitoolidelegi,Kiiktooli mugavus annab silmad ette enamikule tugitoolidelegi .,,,,no,"The phrase 'tugitoolidelegi' refers to objects (armchairs) and does not denote a physical location, so it is not adverbial of place.",no,no,no,no,no
andma,ette,all,UNK,7437317,11941396,21,klaverimuusika,klaverimuusikale,"Töötlus Lennoni “ Imagine'ist ” , mida miskipärast pidevalt biitlikomplekti surutakse , andis silmad ette  Richard Claydermani  “ ühehäälsele kergele klaverimuusikale ” .",,,,no,The phrase 'klaverimuusikale' is not an adverbial of place because it refers to the type of music rather than a location.,no,no,no,no,no
andma,ette,all,UNK,3440400,5538696,13,pood,poele,Energia kaubanduskeskus Järvel annab oma nõukogudeaegsusega silmad ette nii mõnelegi omalaadsust taotlevale poele .,,,,no,"The phrase 'poele' refers to a target or recipient rather than a location, so it was not classified as an adverbial of place.",no,no,no,no,no
andma,ette,all,UNK,16507014,25458721,8,areng,arengule,"Küsimus on selles , kas me anname arengule ette mingisuguse regulatsiooni , näeme ette mingeid ohtusid ja püüame neid vältida või me ei tee seda .",,,,no,"The phrase 'arengule' refers to development as a concept, not to a specific place.",no,no,no,no,no
eelistama,,all,loc,6352958,10208245,8,ajateenistus,ajateenistusele,"Samuti ütles ta , et eelistab kohustuslikule ajateenistusele palgaarmeed .",,,,no,"The phrase 'ajateenistusele' refers to obligatory military service, which is not a spatial or locational context, so it is not adverbial of place.",no,no,no,no,yes
eelistama,,all,loc,10292600,16517487,24,Rolls-Royce,Rolls-Royce'ile,"Just niimoodi elabki tüüpiline USA miljonär : ta kulutab ülikonnale kõige rohkem 360 , kingapaarile 140 , käekellale 200 dollarit ning eelistab uhiuuele Rolls-Royce'ile kolme-nelja aasta vanust Fordi .",,,LOC,yes,,,,,,
eelistama,,all,loc,8963620,14410392,7,Koonderakond,Koonderakonnale,Truu sõnul eelistaks ta PPE ühinemispartnerina Koonderakonnale ja EME-le hoopis Mõõdukaid .,,,ORG,yes,,,,,,
eelistama,,all,loc,4616105,7419006,23,ametikoht,ametikohtadele,"Euroopa Liidu institutsioonidesse tööle minna kaaluvatel inimestel tasuks kiirustada , sest lähiaastatel kaovad uutele liitujatele kehtivad soodsamad tingimused , mis eelistavad teatud ametikohtadele uutest liikmesriikidest pärit inimesi .",,,,yes,,,,,,
eelistama,,all,loc,11925709,19083215,20,Indrek,Indrekule,"Oper kaitses kamraadi : Siin pole midagi tunduda , rohkem kui kindel , et Rudbæk Becki varasemate saavutuste eest Indrekule eelistab .",,,PER,yes,,,,,,
eelistama,,all,UNK,11970645,19157513,13,deebetkaart,deebetkaardile,"Mõnikord on ainus maksevõimalus aga hoopis krediitkaart , sest paljud kaupmehed eelistavad deebetkaardile krediitkaarti .",,,,no,"The phrase 'deebetkaardile' was classified as 'no' because it refers to a payment method or means, not a physical location.",no,no,no,no,no
eelistama,,all,UNK,2469909,3959881,20,isevalmistamine,isevalmistamisele,"Tema sõnul on väikemajade kasvutrendi üheks põhjuseks see , et inimesed väärtustavad üha rohkem oma aega ning eelistavad ostmist isevalmistamisele .",,,,no,"The phrase 'isevalmistamisele' refers to a preference or direction, not a location, so it is not an adverbial of place.",no,no,no,no,no
eelistama,,all,UNK,11021366,17652880,3,kaval,kavalale,"Tshubais eelistas kavalale Berezovskile kindlamat tutvust Venemaa suuruselt neljanda , ONEXIM-panga presidendi  Vladimir Potanin  iga , aidates viimasel suurendada oma äriimpeeriumi .",,,,no,"The phrase 'kavalale' describes a characteristic of Berezovsky, not a place.",no,no,no,no,no
eelistama,,all,UNK,7657504,12278077,5,ajaleht,ajalehtedele,Teiseks eelistavad eestlased nüüd ajalehtedele ja ajakirjadele raadiot ja televisiooni .,,,,no,"The phrase 'ajalehtedele' refers to a preference or target and not a spatial location, so it is classified as 'no'.",no,no,no,no,no
eelistama,,all,UNK,11806075,18894717,6,ankeet,ankeetidele,Silmast silma kõnelemisele eelistasid linlased ankeetidele vastamist .,,,,no,"The phrase 'ankeetidele' indicates the target of an action but not a location, so it is not adverbial of place.",no,no,no,no,no
eksima,,in,loc,12069228,19319580,7,Rio,Rios,Selles ta ei eksinud vähemalt mitte Rios .,,,LOC,yes,,,,,,
eksima,,in,loc,6957012,11179063,8,tiru,tirus,"Sprindi 36-ndana lõpetanud Dimitri Borovik eksis esimeses tirus kahel korral , kuid tõusis sellest hoolimata 18. kohale .",,,,yes,"The phrase 'tirus' specifies a location where the action occurred, so it is classified as an adverbial of place.",,,,,
eksima,,in,loc,16014777,24898867,11,fail,failis,eieiei .. kui ma ei eksi siis viirus pidi olema failis win.com .. laskem see maha ... irw,,,,yes,,,,,,
eksima,,in,loc,11117178,17808754,2,draama,draamas,Lõpusekundite draamas eksisid nii kogenud Augenijus Vaskys kui ka noorukesed Asko Paade ja Marek Doronin .,,,,yes,,,,,,
eksima,,in,loc,4219946,6791264,6,penaltidraama,penaltidraamas,"Kas polnud irooniline , et penaltidraamas eksis ainsana just David Trezeguet , Buffoni klubikaaslane Torino Juventuses ?",,,,yes,,,,,,
eksima,,in,UNK,17691373,27026540,8,kontseptuaalne,kontseptuaalses,"Võimalik , et ka Siseministeeriumi töögrupp milleski kontseptuaalses eksib , ja et vältida asjatut kära ja ažiotaaži , siis enne valitsuses arutusele panekut seda teha kavas ei ole .",,,,no,"The phrase 'kontseptuaalses' describes a conceptual error, not a physical location, thus it is not adverbial of place.",no,no,no,no,no
eksima,,in,UNK,2193272,3505642,5,roll,rollis,Ellen Niit eksis jänese rollis,,,,no,"The phrase 'rollis' describes a role or character, which refers to a state or condition rather than a physical location, so it is not classified as adverbial of place.",no,no,no,no,no
