text,id,label,review,annotator,annotation_id,created_at,updated_at,lead_time
"Kui ma teen pildi näitusele , siis on see minu vaba tegemine ja ma ei arvesta , et pärast oleks tore müüa või ema autosse ära pakkida .",2844,"[{""start"": 30, ""end"": 34, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,855,2022-12-02T13:19:52.557829Z,2022-12-02T13:19:52.557898Z,30.439
Kõrgharidust on Tallinna pedagoogilises seminaris võimalik omandada nii eesti kui ka vene keeles .,2843,"[{""start"": 82, ""end"": 84, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,854,2022-12-02T13:19:20.498386Z,2022-12-02T13:19:20.498459Z,4.675
"Pärast sooja sügist ja vihmasadusid on Võrtsjärve veetase hakanud tõusma , kuid karmi külma korral ähvardab kalu siiski hapnikupuudus .",2842,"[{""start"": 113, ""end"": 119, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,853,2022-12-02T13:19:14.412621Z,2022-12-02T13:19:14.412680Z,11.512
Alates 16. novembrist lendab Estonian Air taas Kopenhaagenisse .,2841,"[{""start"": 42, ""end"": 46, ""text"": ""taas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,852,2022-12-02T13:19:01.656229Z,2022-12-02T13:19:01.656284Z,4.07
Võistlesin ju kahel olümpial .,2840,"[{""start"": 11, ""end"": 13, ""text"": ""ju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,851,2022-12-02T13:18:56.369932Z,2022-12-02T13:18:56.369997Z,3.203
Praegu aitab pensionipõlve pidav odameister vahel vasaraheitjat Terje Matsikut .,2839,"[{""start"": 0, ""end"": 6, ""text"": ""Praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,850,2022-12-02T13:18:51.815451Z,2022-12-02T13:18:51.815505Z,3.776
"Seega tuli kohtul Hansar selles osas õigeks mõista , sest üks fotografeeritutest oli 14- ja teine 16-aastane .",2838,"[{""start"": 0, ""end"": 5, ""text"": ""Seega"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,849,2022-12-02T13:18:45.178997Z,2022-12-02T13:18:45.179050Z,4.448
"See kood pole kuskil kaardil , vaid sinu peas .",2837,"[{""start"": 14, ""end"": 20, ""text"": ""kuskil"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,848,2022-12-02T13:18:39.374574Z,2022-12-02T13:18:39.374626Z,3.34
Nüüd tuleb telefoni peale teade tahad panka ? .,2836,"[{""start"": 0, ""end"": 4, ""text"": ""Nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,847,2022-12-02T13:18:34.823921Z,2022-12-02T13:18:34.823992Z,8.312
Kasutaja jaoks näeb asi välja üsna lihtne .,2835,"[{""start"": 30, ""end"": 34, ""text"": ""üsna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,846,2022-12-02T13:18:25.358268Z,2022-12-02T13:18:25.358323Z,5.871
"Seal , kus ID-kaardi lugejat pole , näiteks mõnes välisriigis olles , saab tarvitada mobiiltelefoni .",2834,"[{""start"": 0, ""end"": 69, ""text"": ""Seal , kus ID-kaardi lugejat pole , näiteks mõnes välisriigis olles ,"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,845,2022-12-02T13:18:18.221937Z,2022-12-02T13:18:18.221992Z,9.328
"Kuigi 10-15 miljardit krooni maksva kiirtee projekt tõotab odavat populaarsust , tuleks Sotsiaaldemokraatlikul Erakonnal rohkem analüüsida Eesti transpordipoliitika sisulisi vajadusi ning lahendusi .",2833,"[{""start"": 121, ""end"": 127, ""text"": ""rohkem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,844,2022-12-02T13:18:07.551487Z,2022-12-02T13:18:07.551542Z,23.631
"Organisatsiooni eksperdid nimetavad ajakirjanike mõrvamist "" äärmuslikuks , kuid mitte ainsaks tsensuuri meetodiks "" .",2832,"[{""start"": 81, ""end"": 86, ""text"": ""mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,843,2022-12-02T13:17:40.825394Z,2022-12-02T13:17:40.825449Z,5.147
Iisraeli ärilehe Globes veebiväljaande andmeil müüvad internetikasiinode arendamise ja haldamisega tegeleva Playtechi omanikud esmase avaliku müügi ( IPO ) käigus aktsiaid 240 miljoni USA dollari ehk üle kolme miljardi krooni eest .,2831,"[{""start"": 200, ""end"": 203, ""text"": ""üle"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,842,2022-12-02T13:17:34.240074Z,2022-12-02T13:17:34.240130Z,7.821
"Nüüd on karistuse teada saanud klubidel kolm päeva selleks , et see edasi kaevata .",2830,"[{""start"": 0, ""end"": 4, ""text"": ""Nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,841,2022-12-02T13:17:25.159007Z,2022-12-02T13:17:25.159060Z,4.912
"Rindekohviku külalised saavad sõjaaegse muusika saatel ja vanaaegses õhustikus osta traditsioonilisi Soome hõrgutisi nagu pannkoogid moosi ja suhkruga , katlas keedetud kohv ja hernesupp .",2829,"[{""start"": 117, ""end"": 121, ""text"": ""nagu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,840,2022-12-02T13:17:18.871152Z,2022-12-02T13:17:18.871199Z,7.461
"Kui raha välja arvata , on Naumi sõnul tegemist igati asjaliku klubiga .",2828,"[{""start"": 48, ""end"": 53, ""text"": ""igati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,839,2022-12-02T13:17:10.045985Z,2022-12-02T13:17:10.046035Z,5.099
Põhiliselt venekeelse elanikkonna esindajad on 22. septembrit tähistanud Tallinna vabastamise päevana .,2827,"[{""start"": 0, ""end"": 10, ""text"": ""Põhiliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,838,2022-12-02T13:17:03.728269Z,2022-12-02T13:17:03.728324Z,8.661
"Võimuliidu hinnangul sobib 22. september sümboliseerima kannatusi , mida on toonud eesti rahvale ajajärgust sõltumata tema maa anastamine mis tahes võõrvallutajate poolt .",2826,"[{""start"": 138, ""end"": 147, ""text"": ""mis tahes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,837,2022-12-02T13:16:53.873832Z,2022-12-02T13:16:53.873901Z,10.376
"Ja teiseks tähendas see avalikkuse eest info varjamist : juba mitu päeva enne reostuse avastamist oli tankeri Flawless kapten saatnud piirivalvele teate , et tekile oli lekkinud tonn rasket kütteõli .",2825,"[{""start"": 57, ""end"": 61, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,836,2022-12-02T13:16:40.199087Z,2022-12-02T13:16:40.199138Z,5.789
"Viimased arvamusküsitlused annavad alust arvata , et NATO-ga liitumist pooldab 57 protsenti valijaist ja otsustavalt on selle vastu 23 protsenti .",2824,"[{""start"": 105, ""end"": 116, ""text"": ""otsustavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,835,2022-12-02T13:16:33.170382Z,2022-12-02T13:16:33.170432Z,6.842
Budapesti tsentristliku valitsuse peaminister Gyula Horn lubas aga referendumi korraldamist 1994. aasta valimiskampaania ajal ja soovib nüüd oma sõna pidada .,2823,"[{""start"": 136, ""end"": 140, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,834,2022-12-02T13:16:25.057766Z,2022-12-02T13:16:25.057822Z,15.87
""" Kindlasti neid on , kes tahaksid saarele suvila ehitada , eksootilisi suvilapaiku otsivad paljud , "" selgitas olukorda Postimehele Lääne maavanem Sulev Vare .",2822,"[{""start"": 2, ""end"": 11, ""text"": ""Kindlasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,833,2022-12-02T13:16:07.476212Z,2022-12-02T13:16:07.476267Z,23.137
"Mullu 11. oktoobril juhtus Jõgevamaal Pala vallas raske liiklusõnnetus , kus koolilapsi täis bussile sõitis otsa metsaveoauto Scania .",2821,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,832,2022-12-02T13:15:42.627640Z,2022-12-02T13:15:42.627694Z,3.238
Praegu käib ta korra nädalas arsti juures kontrollis .,2820,"[{""start"": 0, ""end"": 6, ""text"": ""Praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,831,2022-12-02T13:15:38.082185Z,2022-12-02T13:15:38.082239Z,15.544
"Piirkonda ehitatakse 32 elamut ja 13 kortermaja , millest igaühes on 14 korterit - kokku 214 eluaset .",2819,"[{""start"": 83, ""end"": 88, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,830,2022-12-02T13:15:20.946065Z,2022-12-02T13:15:20.946120Z,31.07
"Ehitama hakkame suve lõpus või sügise alguses , praegu käivad ettevalmistustööd , ütles Merko elamuehitusdivisjoni direktor Tiit Kuusik .",2818,"[{""start"": 48, ""end"": 54, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,829,2022-12-02T13:14:48.290148Z,2022-12-02T13:14:48.290221Z,57.956
"Nooreks pereks loetakse perekonda või üksikvanemat , kes kasvatab vähemalt ühte alla 16-aastast last .",2817,"[{""start"": 66, ""end"": 74, ""text"": ""vähemalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,828,2022-12-02T13:13:48.863802Z,2022-12-02T13:13:48.863850Z,17.179
"Ühe- kuni kolmetoaliste korterite hinnad jäävad 650 000 ja 1,3 miljoni krooni vahele , 150- ruutmeetrine maja maksab peaaegu kolm miljonit .",2816,"[{""start"": 117, ""end"": 124, ""text"": ""peaaegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,827,2022-12-02T13:13:30.432260Z,2022-12-02T13:13:30.432313Z,7.013
Shell ja Statoil langetasid eile seoses turul toimunud muudatustega bensiiniliitri hindu Tallinnas viie sendi võrra .,2815,"[{""start"": 28, ""end"": 32, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,826,2022-12-02T13:13:21.740782Z,2022-12-02T13:13:21.740836Z,59.004
"Tagatisväärtus peab olema olenevalt omafinantseeringu suurusest kuni 1,6 korda laenust suurem .",2814,"[{""start"": 26, ""end"": 63, ""text"": ""olenevalt omafinantseeringu suurusest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,825,2022-12-02T13:12:21.050330Z,2022-12-02T13:12:21.050400Z,7.428
"Kumari sõnul ei muutu kliendi jaoks sisuliselt midagi , sest varasem tase oli võetud kiirmüügiväärtuselt .",2813,"[{""start"": 36, ""end"": 46, ""text"": ""sisuliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,824,2022-12-02T13:12:12.393597Z,2022-12-02T13:12:12.393652Z,6.319
"Kindlasti toetavad viimaseid literaadid ja Tõnu Ehasalu , kes eilses Postimehes arvab , et just nemad asendavad Eestis puuduvat kunstiteooriat .",2812,"[{""start"": 0, ""end"": 9, ""text"": ""Kindlasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,823,2022-12-02T13:12:03.504519Z,2022-12-02T13:12:03.504572Z,7.041
"Jõuku kahtlustatakse veel selleski , et pettust kasutades meelitati lapsehoidja ametit lubades Soome arengupeetusega eesti naine , kes lubatud töö asemel kolmeks nädalaks prostituudiks sunniti .",2811,"[{""start"": 21, ""end"": 25, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,822,2022-12-02T13:11:55.203506Z,2022-12-02T13:11:55.203557Z,4.394
"Et nende haudu ei leitud , toimus matus fiktiivselt .",2810,"[{""start"": 40, ""end"": 51, ""text"": ""fiktiivselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,821,2022-12-02T13:11:49.381324Z,2022-12-02T13:11:49.381381Z,4.855
""" Paratamatult tekib võrdlusmoment 1941. aastal Maarjamäele rajatud mälestusmärgiga miiniristlejate Avtroil ja Spartak madrustele , kes 1919. a Naissaarel maha lasti .",2809,"[{""start"": 2, ""end"": 14, ""text"": ""Paratamatult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,820,2022-12-02T13:11:42.949987Z,2022-12-02T13:11:42.950035Z,3.804
Soosikute hulka võib arvata ka Sabina Valbusa .,2808,"[{""start"": 28, ""end"": 30, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,819,2022-12-02T13:11:38.093686Z,2022-12-02T13:11:38.093733Z,5.37
"Klassikasõidus andsid kehvad suusad eriti tunda , "" lausus ta .",2807,"[{""start"": 36, ""end"": 41, ""text"": ""eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,818,2022-12-02T13:11:31.335789Z,2022-12-02T13:11:31.335842Z,9.084
"TALLINN , 21. aprill ( EPLO ) - Eesti Pandipakend kogus esimeses kvartalis enam kui poole 2005. aasta vältel tagastatud pakendite kogusest .",2806,"[{""start"": 75, ""end"": 83, ""text"": ""enam kui"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,817,2022-12-02T13:11:20.970720Z,2022-12-02T13:11:20.970787Z,39.764
"Briti parlamendi luure ja turvakomitee raporti andmeil oli Briti julgeolekuteenistus MI5 Khanist ja Tanweerist teadlik , kuid ei jälginud neid piisavalt "" resursside nappuse ja teiste oluliste prioriteetide tõttu "" .",2805,"[{""start"": 143, ""end"": 152, ""text"": ""piisavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,816,2022-12-02T13:10:35.239560Z,2022-12-02T13:10:39.992048Z,48.736
"Briti julgeolekuteenistustele olid kaks mullu juulis Londoni metroos pommid lõhkema pannud meest teada , kuid neid ei peetud otseseks julgeolekuohuks , teatas Reuters .",2804,"[{""start"": 40, ""end"": 45, ""text"": ""mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,815,2022-12-02T13:09:48.300812Z,2022-12-02T13:09:48.300859Z,107.429
"Kaarli kiriku juurde oli üles rivistatud rühmad kõigist kaitseliidu malevatest ning naiskodukaitse ja üliõpilaskorporatsiooni Rotalia rühm , kokku 17 rühma ja 18 liputoimkonda üle 500 inimese rivis .",2803,"[{""start"": 141, ""end"": 146, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,814,2022-12-02T13:07:58.223880Z,2022-12-02T13:07:58.223954Z,11.266
Laagri on siia püsti pannud Katari abitöötajad .,2802,"[{""start"": 10, ""end"": 14, ""text"": ""siia"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,813,2022-12-02T13:07:45.397687Z,2022-12-02T13:07:45.397743Z,31.612
Vaata ka :,2801,"[{""start"": 6, ""end"": 8, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,812,2022-12-02T13:07:12.279902Z,2022-12-02T13:07:12.280061Z,67.623
"Viimane tähendab samu muusikuid , kes osalenud Bonzo ja Tõuni plaatide salvestamisel : lisaks Bonzole ( laul , suupill , mbira , kitarr ) ja Tõunile ( laul , kitarr , havaikitarr , mbira ) on seal Alari Piispea ( kontrabass , tuba ) , Ahti Bachblum ( klaver , harmoonium ) , Margus Tammemägi ( löökpillid , vibrafon ) , Meelis Unt ( saksofonid , klarnet ) , Tanel Aavakivi ( trompet ) ja Lauri Liivak ( heli ) .",2800,"[{""start"": 189, ""end"": 196, ""text"": ""on seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,811,2022-12-02T13:06:03.387610Z,2022-12-02T13:06:03.387669Z,12.353
Mullu tarnis Gazprom Ukraina kaudu Euroopasse 110 miljardit kuupmeetrit gaasi .,2799,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,810,2022-12-02T13:05:48.543444Z,2022-12-02T13:05:48.543504Z,3.703
"Ukraina tarbib aastas ligi 76 miljardit kuupmeetrit gaasi , millest 20 miljardit moodustab oma toodang .",2798,"[{""start"": 22, ""end"": 26, ""text"": ""ligi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,809,2022-12-02T13:05:43.619829Z,2022-12-02T13:05:43.619892Z,97.617
"Vaatamata mehe priskele ja hoolitsetud , isegi heatahtlikule välimusele seostatakse Mogilevitšit Vene ajakirjanduses mitme palgamõrva tellimisega .",2797,"[{""start"": 41, ""end"": 46, ""text"": ""isegi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,808,2022-12-02T13:04:04.619038Z,2022-12-02T13:04:04.619091Z,19.705
Venemaa soovis tõenäoliselt kättemaksuks oran ?,2796,"[{""start"": 15, ""end"": 27, ""text"": ""tõenäoliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,807,2022-12-02T13:03:42.807282Z,2022-12-02T13:03:42.807336Z,230.788
"Ettepaneku selleks tegi erakonna piirkonnajuhatus , põhjuseks Kristiine halduskogu esimehe valimised eelmise aasta novembris , kui Korp hääletas vastupidiselt erakonna otsusele halduskogu esimehe valimisel keskerakondlase Natalja Vaino poolt .",2795,"[{""start"": 145, ""end"": 158, ""text"": ""vastupidiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,806,2022-12-02T12:59:41.116264Z,2022-12-02T12:59:41.116341Z,10.997
"Sündmuskohale kutsutus politseinikele tunnistas poiss , et veel kaks lastekodu kasvandikku on linna peal jooksus .",2794,"[{""start"": 59, ""end"": 63, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,805,2022-12-02T12:59:28.624679Z,2022-12-02T12:59:28.624735Z,7.347
Patrullekipaaži turvatöötaja märkas väikest poissi öösel kell 2.40 Tartu maanteel asuvas tanklas .,2793,"[{""start"": 51, ""end"": 56, ""text"": ""öösel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,804,2022-12-02T12:59:18.648118Z,2022-12-02T12:59:18.648187Z,8.784
"Diana matustel on lubanud laulda Elton John , samas kui Itaalia tenor Luciano Pavarotti lükkas tagasi Buckinghami palee palve tulla esinema .",2792,"[{""start"": 46, ""end"": 55, ""text"": ""samas kui"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,803,2022-12-02T12:59:08.661317Z,2022-12-02T12:59:08.661391Z,11.959
"Keegi ei tea , mida toob august - äkki metsikuid äikesetorme ja üleujutusi ?",2791,"[{""start"": 34, ""end"": 38, ""text"": ""äkki"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,802,2022-12-02T12:58:55.399588Z,2022-12-02T12:58:55.399643Z,5.703
Ühinenud parteid hoopis nõrgenesid ja nende hääled hajusid .,2790,"[{""start"": 17, ""end"": 23, ""text"": ""hoopis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,801,2022-12-02T12:58:48.470944Z,2022-12-02T12:58:48.470999Z,4.414
"1920. aastate parteide ( üle ) küllusest ( 10-14 parteid riigikogus ) jäi 1932. aastaks ühinemislaine järel alles kolm suurt ( sotsialistid , Rahvuslik Keskerakond ja põllumehed koos asunikega ) ning kolm marginaalset parteid .",2789,"[{""start"": 108, ""end"": 113, ""text"": ""alles"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,800,2022-12-02T12:58:42.601214Z,2022-12-02T12:58:42.601279Z,20.293
"Eesti ajaloos on olnud olukord , kus 1932. aasta valimistel saavutatud kolme suurima partei toetusprotsendid 40 , 22 ja 21 võrdusid 1934. aasta jaanuaris kokku vähem kui 50-ga .",2788,"[{""start"": 160, ""end"": 175, ""text"": ""vähem kui 50-ga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,799,2022-12-02T12:58:20.472969Z,2022-12-02T12:58:20.473017Z,5.364
Kuid alati ei tähenda parteide liitumine poliitikas tehet 1 + 1 = 2.,2787,"[{""start"": 5, ""end"": 10, ""text"": ""alati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,798,2022-12-02T12:58:13.613532Z,2022-12-02T12:58:13.613585Z,11.515
"Minul pole valijana küll suurt midagi selle vastu , kui Isamaaliit ja Res Publica või Keskerakond ja Rahvaliit ühinevad .",2786,"[{""start"": 20, ""end"": 24, ""text"": ""küll"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,797,2022-12-02T12:58:00.430755Z,2022-12-02T12:58:00.430806Z,45.072
"Alustasin oma garaažigaleriiga Pärnus sellepärast , et tahtsin näituseid teha .",2785,"[{""start"": 38, ""end"": 49, ""text"": ""sellepärast"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,796,2022-12-02T12:57:10.101305Z,2022-12-02T12:57:13.898987Z,10.332
"Paljud kunstnikud , eriti just noored , võtavad keerulisse ruumi sobitumist väljakutsena .",2784,"[{""start"": 20, ""end"": 25, ""text"": ""eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,795,2022-12-02T12:57:01.800102Z,2022-12-02T12:57:01.800177Z,5.74
Tühjas ruumis hakkas kunstiteos elama oma elu ja sattus täpselt vaataja tähelepanu keskmesse .,2783,"[{""start"": 56, ""end"": 63, ""text"": ""täpselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,794,2022-12-02T12:56:54.329230Z,2022-12-02T12:56:54.329285Z,6.368
"Üks versioon on , et valgeks värvitud kunstikeskkonda hakkas 1920.-1930. aastatel propageerima New Yorgis asuv moodsa kunsti muuseum , kuid valge kuubi sünnikohana mainitakse ka Viini ja Amsterdami .",2782,"[{""start"": 175, ""end"": 177, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,793,2022-12-02T12:56:46.678885Z,2022-12-02T12:56:46.678939Z,9.351
"Päevavalgus jõudis galeriidesse läbi akende või katuse-akende ning 19. sajandi lõpus hakati galeriides ka gaasivalgust kasutama , et nende lahtioleku-aega pikendada .",2781,"[{""start"": 103, ""end"": 105, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,792,2022-12-02T12:56:35.261089Z,2022-12-02T12:56:35.261152Z,5.417
Esimesed pildigaleriid tekkisid renessansiajastul ja sealt alguse saanud maalide eksponeerimise komme jäi püsima sajanditeks .,2780,"[{""start"": 53, ""end"": 58, ""text"": ""sealt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,791,2022-12-02T12:56:28.410215Z,2022-12-02T12:56:28.410268Z,10.812
Kunstinäitusel tasub kunsti kõrval seirata ka näitusepaika ennast .,2779,"[{""start"": 43, ""end"": 45, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,790,2022-12-02T12:56:16.127754Z,2022-12-02T12:56:16.127809Z,6.522
"Kõige põnevamaks osutus Tarmo Kivisilla korraldatud rahvamuusikainstrumentide õpituba , kus tutvustati instrumente parmupillist lõõtspillini .",2778,"[{""start"": 0, ""end"": 5, ""text"": ""Kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,789,2022-12-02T12:56:07.788690Z,2022-12-02T12:56:07.788788Z,3.979
"Aga on ikka suur vahe , kas hüpata Türil või Göteborgis , "" kommenteeris ta oma koduse rivaali ebaõnnestumist .",2777,"[{""start"": 7, ""end"": 11, ""text"": ""ikka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,788,2022-12-02T12:56:02.623461Z,2022-12-02T12:56:02.623515Z,2.846
""" Kahju , et Veeral ( Baranova - toim ) nii läks .",2776,"[{""start"": 40, ""end"": 43, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,787,2022-12-02T12:55:58.584198Z,2022-12-02T12:55:58.584254Z,5.168
"Lebedeva suutis end viimaseks katseks ikka kokku võtta , "" kirjeldas ta kahe sümpaatia - venelanna Tatjana Lebedeva ja kreeklanna Hrysopiyí Devetzí - vahelist duelli .",2775,"[{""start"": 38, ""end"": 42, ""text"": ""ikka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,786,2022-12-02T12:55:51.728405Z,2022-12-02T12:55:51.728453Z,15.33
"Peamiselt turustatakse Daisy kaubamärgiga pehmepaberi tooteid Eesti , Läti , Leedu ja Skandinaavia turul .",2774,"[{""start"": 0, ""end"": 9, ""text"": ""Peamiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,785,2022-12-02T12:55:34.998067Z,2022-12-02T12:55:34.998122Z,8.285
"Katsetustel kasutati andmevahetus- ja juhtimisseadmeid , mis hiljem tarnitakse ühenduse sõlmpunktidesse Espoo alajaama Soomes ning Harku alajaama Eestis .",2773,"[{""start"": 61, ""end"": 67, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,784,2022-12-02T12:55:25.409593Z,2022-12-02T12:55:25.409644Z,5.887
"Et saada raha , millest maksta obligatsioonide omanikele intresse ja hiljem kõik obligatsioonid tagasi osta , arendab fond mitmekülgset majandustegevust .",2772,"[{""start"": 69, ""end"": 75, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,783,2022-12-02T12:55:18.184024Z,2022-12-02T12:55:18.184082Z,37.107
"Fondi põhikapitali kuulub ka see , mis laekub hüvitusfondile kuuluvate obligatsioonide müügist .",2771,"[{""start"": 26, ""end"": 28, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,782,2022-12-02T12:54:39.781962Z,2022-12-02T12:54:39.782023Z,4.33
"Hüvitusfondi tegevus on õiguslikult reguleeritud hüvitusfondi seadusega ( RT I 1993 , 35 , 544 ) ja hüvitusfondi põhikirjaga ( RT I 1993 , 61 , 850 ) .",2770,"[{""start"": 24, ""end"": 35, ""text"": ""õiguslikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,781,2022-12-02T12:54:34.047374Z,2022-12-02T12:54:34.047429Z,11.242
""" Esmalt kärgatas säärane kõmakas , et iga alla 100 kilo kaaluv magaja hüppas lakke .",2769,"[{""start"": 2, ""end"": 8, ""text"": ""Esmalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,780,2022-12-02T12:54:21.136979Z,2022-12-02T12:54:21.137056Z,7.559
"Selle asemel , et rahulikult koju magama minna , otsustasid bossid plaani täita , maksku , mis maksab .",2768,"[{""start"": 18, ""end"": 28, ""text"": ""rahulikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,779,2022-12-02T12:54:10.680549Z,2022-12-02T12:54:10.680601Z,3.735
"1985. aastal kuulutati taas välja , et 4. juulil pärast pallilahingut algab suurepärane show .",2767,"[{""start"": 23, ""end"": 27, ""text"": ""taas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,778,2022-12-02T12:54:05.985251Z,2022-12-02T12:54:05.985308Z,5.995
Kas see on õiglane ?,2766,"[{""start"": 0, ""end"": 3, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,777,2022-12-02T12:53:58.558200Z,2022-12-02T12:53:58.558273Z,2.896
