text,id,label,review,annotator,annotation_id,created_at,updated_at,lead_time
Eelmiste kohalike omavalitsuste valmistega võrreldes on seekord valimisaktiivsus suurem .,4747,"[{""start"": 0, ""end"": 42, ""text"": ""Eelmiste kohalike omavalitsuste valmistega"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2112,2023-01-02T10:45:09.399725Z,2023-01-02T10:45:09.399776Z,4.575
Nüüd püüavad politseinikud valmistada tulistamises kahtlustatava mehe robotfotot .,4746,"[{""start"": 38, ""end"": 50, ""text"": ""tulistamises"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2111,2023-01-02T10:45:03.456766Z,2023-01-02T10:45:03.456840Z,5.981
"Lõuna-Eesti kalastajate klubi korraldatud võistlusel osales 25 kalameest : üheksa kaheliikmelist võistkonda ja seitse individuaalvõistlejat , kirjutab Võrumaa Teataja .",4745,"[{""start"": 42, ""end"": 52, ""text"": ""võistlusel"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2110,2023-01-02T10:44:55.427792Z,2023-01-02T10:44:55.427846Z,6.439
"Kuidas täpselt peaks toimuma nende laste rehabilitatsioon ja paljudel juhtudel ka ravi , sest suur osa lastest on psüühikahäirega , jääb selge vastuseta .",4744,"[{""start"": 137, ""end"": 152, ""text"": ""selge vastuseta"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2109,2023-01-02T10:44:47.521205Z,2023-01-02T10:44:47.521300Z,9.215
""" Aga kullake , pärast seda , kui me müüsime klaveri , ei ole selleks enam mingit vajadust ! """,4743,"[{""start"": 16, ""end"": 27, ""text"": ""pärast seda"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2108,2023-01-02T10:44:36.885255Z,2023-01-02T10:44:36.885357Z,3.464
"Kõnealust ainet käistletakse Austraalias kui keha sooritusvõimet tõstvat narkootikumi , mille omamine ja sissevedu ilma vastava loata on Austraalias keelatud .",4742,"[{""start"": 137, ""end"": 148, ""text"": ""Austraalias"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2107,2023-01-02T10:44:31.473141Z,2023-01-02T10:44:31.473209Z,6.798
Neljateistkümnes tulistamisintsidendis hukkus kümme inimest ja kolm said vigastada .,4741,"[{""start"": 0, ""end"": 38, ""text"": ""Neljateistkümnes tulistamisintsidendis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2106,2023-01-02T10:44:23.313167Z,2023-01-02T10:44:23.313220Z,3.762
Kõigil juhtudel oli tegemist Keskerakonna plakatitega .,4740,"[{""start"": 0, ""end"": 15, ""text"": ""Kõigil juhtudel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2105,2023-01-02T10:44:18.201214Z,2023-01-02T10:44:18.201270Z,3.971
Õhtut konfereerib Mart Sander koos orkestriga Bel-Etage .,4739,"[{""start"": 30, ""end"": 55, ""text"": ""koos orkestriga Bel-Etage"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2104,2023-01-02T10:44:12.887538Z,2023-01-02T10:44:12.887594Z,7.841
"Rahvusvahelisse žüriisse kuuluvad floristika- , kunsti- , moe- ja poliitikategelased .",4738,"[{""start"": 0, ""end"": 24, ""text"": ""Rahvusvahelisse žüriisse"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2103,2023-01-02T10:44:03.706053Z,2023-01-02T10:44:03.706124Z,87.795
"Ainulaadse moesõu rõivad valmivad kuus tundi enne võistlust ning neid hinnatakse värvi , idee kunstilise lahenduse , lavalise efekti ning teostustehnika poolest .",4737,"[{""start"": 81, ""end"": 160, ""text"": ""värvi , idee kunstilise lahenduse , lavalise efekti ning teostustehnika poolest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2102,2023-01-02T10:42:34.125393Z,2023-01-02T10:42:34.125464Z,160.79
"Finantskeskuse loomine on juba jäänud silma paljudele maailma suurpankadele , kes valmistuvad seal oma kontori avamiseks .",4736,"[{""start"": 99, ""end"": 120, ""text"": ""oma kontori avamiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2101,2023-01-02T10:39:51.709532Z,2023-01-02T10:39:51.709587Z,5.382
Dubai rahvusvaheline finantskeskus rajatakse kõrbesse .,4735,"[{""start"": 45, ""end"": 53, ""text"": ""kõrbesse"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2100,2023-01-02T10:39:45.056646Z,2023-01-02T10:39:45.056700Z,48.756
"Dubai riiklik börsifirma Borse Dubai teatas , et soovib osta veerandi OMX-i aktsiatest .",4734,"[{""start"": 70, ""end"": 86, ""text"": ""OMX-i aktsiatest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2099,2023-01-02T10:38:54.879340Z,2023-01-02T10:38:54.879394Z,15.562
"Selle avamine Maxima hoones aga tähendaks , et kasiino asuks otsapidi tulevases hariduslinnakus .",4733,"[{""start"": 70, ""end"": 95, ""text"": ""tulevases hariduslinnakus"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2098,2023-01-02T10:38:37.420513Z,2023-01-02T10:38:37.420566Z,10.58
""" Selleks et säiliks ajalooline vaade vanalinnale , tehakse kindlasti mitmesuguseid kitsendusi , aga praegune kuni kaheksakorruseline hoonestus on täiesti sobiv , "" rääkis Jõgeva .",4732,"[{""start"": 2, ""end"": 9, ""text"": ""Selleks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2097,2023-01-02T10:38:25.623990Z,2023-01-02T10:38:25.624045Z,3.765
"Roheliste erakond nimetab tuumajaama ehitamist riskantseks rahapaigutuseks ning loodab , et riigikogu erakorraline istung tuleb kokku , arutamaks kütuse- ja energiamajanduse pikaajalist riiklikku arengukava aastani 2015.",4731,"[{""start"": 207, ""end"": 220, ""text"": ""aastani 2015."", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2096,2023-01-02T10:38:20.478602Z,2023-01-02T10:38:20.478653Z,421.223
Seejuures 2001. aastal moodustas ümbrikupalk 42 protsenti töötasust ning 8 protsenti väitis ümbrikupalga saamist regulaarselt .,4730,"[{""start"": 10, ""end"": 22, ""text"": ""2001. aastal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2095,2023-01-02T10:31:13.153574Z,2023-01-02T10:31:13.153628Z,6.911
"Tasuta on võimalik külastada Tallinna Linnamuuseumi , endist Kastellaani maja Kadriorus , nüüdset E. Vilde muuseumit , A.H. Tammsaare muuseumit , Meremuuseumit Paksu Margareeta suurtükitornis , Jäälõhkujat Suur Tõll Tallinna sadamas , Väliskunstimuuseumit Kadrioru lossis , Kiek in de Köki suurtükitorni ( Tallinna kindlustuste ajalugu ) , Raevanglat ( näitus "" Fotokunst Eestis "" ) , Eesti Kunstimuuseumit ( Rüütelkonna hoones Toompeal ) ning kõiki Eesti Kunstimuuseumi filiaale ( Tarbekunstimuuseum , Niguliste kirik-muuseum , Adamson-Ericu muuseum , Kr.",4729,"[{""start"": 0, ""end"": 6, ""text"": ""Tasuta"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2094,2023-01-02T10:31:04.745149Z,2023-01-02T10:31:04.745251Z,4.715
Ftalaate kasutatakse peamiselt plastikust toodete elastsuse ja plastilisuse tagamiseks .,4728,"[{""start"": 31, ""end"": 86, ""text"": ""plastikust toodete elastsuse ja plastilisuse tagamiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2093,2023-01-02T10:30:58.690183Z,2023-01-02T10:30:58.690259Z,6.865
""" Kui miski oleks mind pensionilt tagasi meelitanud , oleks see olnud just Indiana Jonesi film .",4727,"[{""start"": 23, ""end"": 33, ""text"": ""pensionilt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2092,2023-01-02T10:30:48.191744Z,2023-01-02T10:30:48.191797Z,4.756
"Kuivõrd vihmasadu rikkus tänase päeva , otsustas Ferrari tehnikat ja piloote testida ka reedel .",4726,"[{""start"": 85, ""end"": 94, ""text"": ""ka reedel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2091,2023-01-02T10:29:48.668276Z,2023-01-02T10:29:48.668325Z,12.456
""" Meile ei meeldi , et poliitikud ütlevad "" Tehtud ! "" , kuigi tegemata on nii tervishoiu- , pensioni- , haridus- , tööturu- kui haldusreform , """,4725,"[{""start"": 2, ""end"": 7, ""text"": ""Meile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2090,2023-01-02T10:29:34.913672Z,2023-01-02T10:29:34.913727Z,44.132
"Juba ammu kõneldakse , et kuulsat sakslast kummitab motivatsioonipuudus - vormelisõiduga seotu ei huvita teda enam sügavalt .",4724,"[{""start"": 74, ""end"": 88, ""text"": ""vormelisõiduga"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2089,2023-01-02T10:28:49.441895Z,2023-01-02T10:28:49.441948Z,8.888
Siin lööbki Jaanisoo mu senise jutu jalust .,4723,"[{""start"": 21, ""end"": 42, ""text"": ""mu senise jutu jalust"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2088,2023-01-02T10:28:38.592385Z,2023-01-02T10:28:38.592438Z,4.79
Meil kipub isegi skulptuuri termin kunstikõne-,4722,"[{""start"": 0, ""end"": 4, ""text"": ""Meil"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2087,2023-01-02T10:28:32.377246Z,2023-01-02T10:28:32.377300Z,12.38
""" Mulle meeldib naine olla , mul on hea meel , et ma naine olen .",4721,"[{""start"": 2, ""end"": 7, ""text"": ""Mulle"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2086,2023-01-02T10:28:17.528432Z,2023-01-02T10:28:17.528483Z,6.586
NAISENA ON HEA MEESTE KESKEL TÖÖTADA .,4720,"[{""start"": 11, ""end"": 28, ""text"": ""HEA MEESTE KESKEL"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2085,2023-01-02T10:28:09.506609Z,2023-01-02T10:28:09.506655Z,4.962
Vanemad inimesed aga on ilmselt rohkem Venemaa poolt .,4719,"[{""start"": 39, ""end"": 52, ""text"": ""Venemaa poolt"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2084,2023-01-02T10:28:03.124970Z,2023-01-02T10:28:03.125019Z,4.885
"Ühe inimese vereloovutus võib päästa 4-5 patsiendi elu , doonori annetatud verd saab kasutada operatsioonidel , patsientide raviks verejooksu , raske trauma , aneemia , leukeemia , vähktõve , maksahaiguse , põletuse ja paljude teiste haiguste puhul .",4718,"[{""start"": 94, ""end"": 248, ""text"": ""operatsioonidel , patsientide raviks verejooksu , raske trauma , aneemia , leukeemia , vähktõve , maksahaiguse , põletuse ja paljude teiste haiguste puhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2083,2023-01-02T10:27:56.851233Z,2023-01-02T10:27:56.851283Z,15.978
Reformierakonda esindavad komisjonis Maret Maripuu ja Rein Voog .,4717,"[{""start"": 26, ""end"": 36, ""text"": ""komisjonis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2082,2023-01-02T10:27:38.496408Z,2023-01-02T10:27:38.496461Z,4.528
"Kui väliskomisjon hakkab homme muudatusettepanekuid arutama , on komisjonis üks opositsiooni esindaja vähem .",4716,"[{""start"": 65, ""end"": 75, ""text"": ""komisjonis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2081,2023-01-02T10:27:32.548837Z,2023-01-02T10:27:32.548889Z,7.717
"Eesti Televisioon vaidlustas seadusevastaselt näidatud Saaremaa viina reklaami eest saadud 80 000kroonise rahatrahvi Tallinna ringkonnakohtus , kuna telekanal on seisukohal , et nemad pole seadust rikkunud .",4715,"[{""start"": 29, ""end"": 83, ""text"": ""seadusevastaselt näidatud Saaremaa viina reklaami eest"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2080,2023-01-02T10:27:23.473424Z,2023-01-02T10:27:23.473474Z,9.859
"Alaveril pole midagi selle vastu , kui olümpiakoondise suusamehi testitakse , kuid ta palub säilitada eelkõige rahu .",4714,"[{""start"": 21, ""end"": 32, ""text"": ""selle vastu"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2079,2023-01-02T10:27:11.730607Z,2023-01-02T10:27:11.730656Z,5.877
Sellised juhtumid on sponsorite ja toetajate jaoks äärmiselt negatiivse iseloomuga .,4713,"[{""start"": 21, ""end"": 50, ""text"": ""sponsorite ja toetajate jaoks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2078,2023-01-02T10:27:03.348121Z,2023-01-02T10:27:03.348174Z,61.02
"Eesti ajakirjanduse põhjal saime aru , et kontrollitakse ka niinimetatud B-proovi .",4712,"[{""start"": 0, ""end"": 26, ""text"": ""Eesti ajakirjanduse põhjal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2077,2023-01-02T10:25:32.214408Z,2023-01-02T10:25:32.214459Z,4.161
"Kõige suurem eksport oli märtsis , kui kogukäive oli 12,9 miljardit ja eksport moodustas sellest 5,6 miljardit krooni .",4711,"[{""start"": 89, ""end"": 96, ""text"": ""sellest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2076,2023-01-02T10:25:26.651572Z,2023-01-02T10:25:26.651625Z,5.96
Lipand ennast süüdi ei tunnistanud ning samuti pole ennast eeluurimise ajal süüdi tunnistanud Adamtšuk .,4710,"[{""start"": 59, ""end"": 75, ""text"": ""eeluurimise ajal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2075,2023-01-02T10:25:18.978358Z,2023-01-02T10:25:18.978410Z,8.566
"Rootsi väitel pole ta Ramat löönud , Rama väidab aga vastupidist .",4709,"[{""start"": 0, ""end"": 13, ""text"": ""Rootsi väitel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2074,2023-01-02T10:25:08.649125Z,2023-01-02T10:25:08.649180Z,4.428
"Roots ütleb , et ajas Rama mitu korda minema , aga see tuli jälle tagasi .",4708,"[{""start"": 27, ""end"": 37, ""text"": ""mitu korda"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2073,2023-01-02T10:25:02.975111Z,2023-01-02T10:25:02.975165Z,5.551
Kõik ülekuulatud andsid kohtus vasturääkivaid ütlusi .,4707,"[{""start"": 24, ""end"": 30, ""text"": ""kohtus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2072,2023-01-02T10:24:56.226493Z,2023-01-02T10:24:56.226547Z,5.018
Lipandit süüdistatakse ainult Rootsi peksmises .,4706,"[{""start"": 23, ""end"": 46, ""text"": ""ainult Rootsi peksmises"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2071,2023-01-02T10:24:49.992046Z,2023-01-02T10:24:49.992100Z,7.996
"Siiski sai Nilsen 24,5 punktiga kolmanda koha .",4705,"[{""start"": 18, ""end"": 31, ""text"": ""24,5 punktiga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2070,2023-01-02T10:24:40.659858Z,2023-01-02T10:24:40.659910Z,3.554
Iga vastasega peeti kahepartiiline matš .,4704,"[{""start"": 0, ""end"": 13, ""text"": ""Iga vastasega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2069,2023-01-02T10:24:35.738361Z,2023-01-02T10:24:35.738415Z,3.662
Mööbli metall kaetud alumiiniumpulbervärviga .,4703,"[{""start"": 21, ""end"": 44, ""text"": ""alumiiniumpulbervärviga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2068,2023-01-02T10:22:55.640028Z,2023-01-02T10:22:55.640078Z,5.477
"Riigihanked on lõppenud ka kahe renoveeritava lasteaia sisustamiseks ning uue mööbli saavad Tondi lasteaed-algkool ( 321 167 krooni , müüb Standard ) ja lasteaed Kraavikrõll ( 341 460 krooni , müüb Holster ) .",4702,"[{""start"": 27, ""end"": 68, ""text"": ""kahe renoveeritava lasteaia sisustamiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2067,2023-01-02T10:22:48.646510Z,2023-01-02T10:22:48.646562Z,11.168
""" Mõne puhul kolm aastat , mõne puhul ikka väga kaua , "" ütles ta .",4701,"[{""start"": 27, ""end"": 37, ""text"": ""mõne puhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2066,2023-01-02T10:22:36.103489Z,2023-01-02T10:22:36.103540Z,10.504
Kolmele aastale kavandatud kampaania viib läbi reklaamiagentuur Remark .,4700,"[{""start"": 0, ""end"": 15, ""text"": ""Kolmele aastale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2065,2023-01-02T10:22:24.105441Z,2023-01-02T10:22:24.105504Z,9.56
"USA laiendab sõrmejälgede võtmist välismaalastelt , kes saabuvad nn kahtlastest riikidest , teatas ETA .",4699,"[{""start"": 65, ""end"": 89, ""text"": ""nn kahtlastest riikidest"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2064,2023-01-02T10:22:10.086741Z,2023-01-02T10:22:10.086792Z,8.592
Võitja saab auhinnaks reisi kahele New Yorki ekskursioonidega Eesti Majja ja saatkonda .,4698,"[{""start"": 28, ""end"": 86, ""text"": ""kahele New Yorki ekskursioonidega Eesti Majja ja saatkonda"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2063,2023-01-02T10:22:00.199948Z,2023-01-02T10:22:00.200004Z,3.604
"On meilgi üks ilus , kenade hallide juustega , rahva poolt palavalt armastatud president .",4697,"[{""start"": 47, ""end"": 58, ""text"": ""rahva poolt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2062,2023-01-02T10:21:55.277917Z,2023-01-02T10:21:55.277976Z,8.908
"Arnold Rüütli kantselei näol on selline asutus juba kenasti kujunemas , looduslikult kaunis kohas pealegi .",4696,"[{""start"": 0, ""end"": 28, ""text"": ""Arnold Rüütli kantselei näol"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2061,2023-01-02T10:21:44.748483Z,2023-01-02T10:21:44.748536Z,27.614
""" Ma ei ole asjaga kursis ega oska samuti mõista , miks just sinna tahetakse uut võimlat ehitada , sest tõsi ju on , et see rikuks ilusa tervikliku arhitektuurilise kompleksi , "" kirjutab proua Rüütel .",4695,"[{""start"": 12, ""end"": 18, ""text"": ""asjaga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2060,2023-01-02T10:21:15.125322Z,2023-01-02T10:21:15.125375Z,5.206
Narva maantee läheb remonti laupäevast .,4694,"[{""start"": 20, ""end"": 38, ""text"": ""remonti laupäevast"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2059,2023-01-02T10:21:08.649978Z,2023-01-02T10:21:08.650042Z,4.555
""" Uusi tramme ei tule enne 2004. aastat , sest riigihanked võtavad kaua aega , "" ütles Heinvere .",4693,"[{""start"": 22, ""end"": 39, ""text"": ""enne 2004. aastat"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2058,2023-01-02T10:21:02.818416Z,2023-01-02T10:21:02.818464Z,3.768
"2. ja 4. liini tramme asendab remondi ajal bussiliin nr. 52 Kunstiakadeemia - Sõjamäe raba , algusega Gonsiori tänavalt ja lõpppeatusega Smuuli teel autode parkimisplatsil .",4692,"[{""start"": 30, ""end"": 42, ""text"": ""remondi ajal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2057,2023-01-02T10:20:57.520174Z,2023-01-02T10:20:57.520243Z,6.676
ehhist toodud kaasaegset pöörangut .,4691,"[{""start"": 0, ""end"": 6, ""text"": ""ehhist"", ""labels"": [""syntax_ignore_entity_obl""]}]",not correct entity,1,2056,2023-01-02T10:20:44.891755Z,2023-01-02T10:20:49.143956Z,15.449
"Otsust , et kõrghariduse probleemid jääksid tagaplaanile , valitsus teinud ei ole , kinnitas Kallas .",4690,"[{""start"": 44, ""end"": 56, ""text"": ""tagaplaanile"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2055,2023-01-02T10:20:31.890805Z,2023-01-02T10:20:31.890858Z,5.314
"Valitsuses tulnuks aga probleemid selgeks vaielda , ütles Kallas Riigikogus .",4689,"[{""start"": 0, ""end"": 10, ""text"": ""Valitsuses"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2054,2023-01-02T10:20:25.277249Z,2023-01-02T10:20:25.277328Z,7.796
51 protsenti Eesti Põlevkivist kuulub Narva Elektrijaamadele ja ülejäänud otse riigile .,4688,"[{""start"": 38, ""end"": 86, ""text"": ""Narva Elektrijaamadele ja ülejäänud otse riigile"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2053,2023-01-02T10:20:16.060921Z,2023-01-02T10:20:16.060980Z,3.035
"Majandusministeerium alustab kolmapäeval Narva Elektrijaamade ja Eesti Põlevkivi ühendamist , mis võib tõsta tekkiva Eesti suurima ettevõtte juhiks senise kaevandusdirektori Mati Jostovi , kirjutab Äripäev .",4687,"[{""start"": 29, ""end"": 40, ""text"": ""kolmapäeval"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2052,2023-01-02T10:20:11.692233Z,2023-01-02T10:20:11.692284Z,8.973
""" Küllap jõutakse isale ka akrediteerimine saada , sest iluuisutaja ei saa päris üksi võistlema minna .",4686,"[{""start"": 18, ""end"": 23, ""text"": ""isale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2051,2023-01-02T10:20:01.099397Z,2023-01-02T10:20:01.099450Z,7.594
"2002. aasta veebruaris registreeriti 1026 lapse sünd , neist 507 poissi ja 519 tüdrukut .",4685,"[{""start"": 0, ""end"": 22, ""text"": ""2002. aasta veebruaris"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2050,2023-01-02T10:19:52.075901Z,2023-01-02T10:19:52.075955Z,121.323
Seda on rohkem kui vaadati ETV-d 31. detsembril ( 2 h ja 31 min. ) .,4684,"[{""start"": 33, ""end"": 66, ""text"": ""31. detsembril ( 2 h ja 31 min. )"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2049,2023-01-02T10:17:48.768464Z,2023-01-02T10:17:48.768520Z,4.588
"TV3 põhivanuserühmas 15-49 oli osakaal 18,7% ( Kanal 2 13,6% ja ETV 12,9% ) .",4683,"[{""start"": 0, ""end"": 26, ""text"": ""TV3 põhivanuserühmas 15-49"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2048,2023-01-02T10:17:42.881543Z,2023-01-02T10:17:42.881642Z,5.213
"Aga võib-olla tõesti loobuks kohe täna eesti keele ja kultuuri toetamisest ja suunaks sama raha medõdede- , politseinike- ja õpetajate palgatõusuks ?",4682,"[{""start"": 39, ""end"": 74, ""text"": ""eesti keele ja kultuuri toetamisest"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2047,2023-01-02T10:17:35.764360Z,2023-01-02T10:17:35.764415Z,25.736
"Tahes tahtmata tuleb sel puhul küsida , milline on meie kultuuripoliitika rahapaigutamise efektiivsus ?",4681,"[{""start"": 21, ""end"": 30, ""text"": ""sel puhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2046,2023-01-02T10:17:08.699244Z,2023-01-02T10:17:08.699291Z,11.258
Sel viisil tekkinud eneseteadvus nõudis oma poliitilist identiteeti ehk Eesti riiki .,4680,"[{""start"": 0, ""end"": 10, ""text"": ""Sel viisil"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2045,2023-01-02T10:16:56.231031Z,2023-01-02T10:16:56.231077Z,14.81
""" Südames lootsin , et see ei ole ainus vastus .",4679,"[{""start"": 2, ""end"": 9, ""text"": ""Südames"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2044,2023-01-02T10:16:40.211811Z,2023-01-02T10:16:40.211863Z,15.83
Väiksematel teedel on teekatted aga peamiselt lumised ja libedad .,4678,"[{""start"": 0, ""end"": 18, ""text"": ""Väiksematel teedel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2043,2023-01-02T10:16:22.767408Z,2023-01-02T10:16:22.767462Z,5.084
"Pärastlõunal olid suuremad riigimaanteed valdavalt soolaniisked , paiguti soolamärjad .",4677,"[{""start"": 0, ""end"": 12, ""text"": ""Pärastlõunal"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2042,2023-01-02T10:16:16.565671Z,2023-01-02T10:16:16.565721Z,6.144
Euroopa Tulevikukonvent peaks konstitutsiooni eelnõu valmis saama järgmise aasta algul .,4676,"[{""start"": 66, ""end"": 86, ""text"": ""järgmise aasta algul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2041,2023-01-02T10:16:09.325243Z,2023-01-02T10:16:09.325295Z,8.412
Eesti Raudtee päästeüksus asus kohe õnnetuse tagajärgi likvideerima ning kella kaheksaks olid kolm vagunit taas rööbastel .,4675,"[{""start"": 73, ""end"": 88, ""text"": ""kella kaheksaks"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2040,2023-01-02T10:15:59.086810Z,2023-01-02T10:15:59.086864Z,12.414
Raski sõnul on vabatahtlikult tänaseks lahkunud kolm-neli inimest ning mõni inimene on veel ära minemas .,4674,"[{""start"": 0, ""end"": 11, ""text"": ""Raski sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2039,2023-01-02T10:15:45.114194Z,2023-01-02T10:15:45.114243Z,180.96
Harvardi avastus lapsikutest liidritest on selle küsimuse lahendamisel oluline samm .,4673,"[{""start"": 43, ""end"": 70, ""text"": ""selle küsimuse lahendamisel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2038,2023-01-02T10:12:42.529315Z,2023-01-02T10:12:42.529370Z,7.02
"Juhtimisteooriat on pikka aega paelunud probleem , kuidas selgesti eristada administraatorit ja liidrit .",4672,"[{""start"": 20, ""end"": 30, ""text"": ""pikka aega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2037,2023-01-02T10:12:33.685801Z,2023-01-02T10:12:33.685863Z,51.225
"Ikka uuritakse siin-seal , mis eristab liidreid teistest inimestest .",4671,"[{""start"": 48, ""end"": 67, ""text"": ""teistest inimestest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2036,2023-01-02T10:11:41.260155Z,2023-01-02T10:11:41.260206Z,5.541
"Andres Männart ütles , et tema teada lepingut ei lõpetatud .",4670,"[{""start"": 26, ""end"": 30, ""text"": ""tema"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2035,2023-01-02T10:11:34.337247Z,2023-01-02T10:11:34.337302Z,5.906
Tema sõnul pole seetõttu võimalik tagantjärele tegevusi dokumentaalselt tõestada .,4669,"[{""start"": 0, ""end"": 10, ""text"": ""Tema sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2034,2023-01-02T10:11:26.845906Z,2023-01-02T10:11:26.845962Z,7.311
"Kuigi Männart eitas oma süüd , on prokurör Krista Aas pannud kokku materjali , mis tõestab , et Männart on saanud offshore-firma Plantwelli käest raha .",4668,"[{""start"": 114, ""end"": 145, ""text"": ""offshore-firma Plantwelli käest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2033,2023-01-02T10:11:15.219100Z,2023-01-02T10:11:15.219154Z,38.233
"Männart ütles Tallinna linnakohtus , et ta pole ühtegi normatiivakti teadlikult ega tahtlikult rikkunud .",4667,"[{""start"": 14, ""end"": 34, ""text"": ""Tallinna linnakohtus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2032,2023-01-02T10:10:35.530680Z,2023-01-02T10:10:35.530736Z,77.391
Eesti peaminister aastatel 1992-1994 ja 1999-2002 Mart Laar oli peakõnelejaks Heritage Foundation'i 25-aasta juubelikonverentsil Philadelphias .,4666,"[{""start"": 78, ""end"": 142, ""text"": ""Heritage Foundation'i 25-aasta juubelikonverentsil Philadelphias"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2031,2023-01-02T10:09:16.347468Z,2023-01-02T10:09:16.347521Z,36.848
