COLLECTION	SPANSTART	TYPE	TEXT
			
384665	877	O	Eesti Vabariigi kinnistusüksuste arvu hinnatakse ligikaudu 1 miljonile ühikule ( sh. 500 000 tagastatavat ja 100 000 erastatavat kinnistut , millele lisandub 374 793 erastatavat korterit ) , maa esmast kinnistamist oli aga 1995. aasta lõpuks teostatud 13 029 kinnistu puhul ( registreeritud katastriüksusi 18 191 ) .
384665	877	S	Eesti Vabariigi kinnistusüksuste arvu hinnatakse ligikaudu 1 miljonile ühikule , maa esmast kinnistamist oli aga 1995. aasta lõpuks teostatud 13 029 kinnistu puhul .
384665	877	Odeprel	nmod nmod nmod obj root advmod compound nummod obl punct nmod nummod acl cc obl conj obj punct obl acl:relcl nummod acl nsubj punct punct nmod amod obj aux cc amod nmod obl conj nummod obl case punct parataxis obj nummod punct punct
384665	877	Sdeprel	nmod nmod nmod obj root advmod compound nummod obl _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct nmod amod obj aux cc amod nmod obl conj nummod obl case _ _ _ _ _ punct
			
632442	9550	O	- - - - muud ( näiteks ilma peata ) :
632442	9550	S	- - - - muud :
632442	9550	Odeprel	punct punct punct punct root punct parataxis case nmod punct punct
632442	9550	Sdeprel	punct punct punct punct root _ _ _ _ _ punct
			
206258	3590	O	Koolituskulu tasunud isiku andmete esitamine on väga oluline juhul , kui koolitataval ( lapsel ) ei ole tulusid , millest koolituskulu maha arvata .
206258	3590	S	Koolituskulu tasunud isiku andmete esitamine on väga oluline juhul , kui koolitataval ei ole tulusid , millest koolituskulu maha arvata .
206258	3590	Odeprel	obl root nmod nmod nsubj cop advmod conj obl punct mark acl punct parataxis punct aux cop nsubj:cop punct obl obj compound:prt acl:relcl punct
206258	3590	Sdeprel	obl root nmod nmod nsubj cop advmod conj obl punct mark acl _ _ _ aux cop nsubj:cop punct obl obj compound:prt acl:relcl punct
			
400979	337130	O	Ainult 10% osalenud õpilastest märkis ankeetides , et nende arvutikasutamisoskused on halvad ( ükski õpilastest ei hinnanud oma arvutikasutamisoskusi väga halvaks ) ja 57% õpilastest , et head või väga head .
400979	337130	S	Ainult 10% osalenud õpilastest märkis ankeetides , et nende arvutikasutamisoskused on halvad ja 57% õpilastest , et head või väga head .
400979	337130	Odeprel	advmod nsubj root obl conj obl punct mark nmod nsubj:cop cop ccomp punct nsubj obl aux parataxis nmod obj advmod xcomp punct cc nummod conj punct mark acl cc advmod conj punct
400979	337130	Sdeprel	advmod nsubj root obl conj obl punct mark nmod nsubj:cop cop ccomp _ _ _ _ _ _ _ _ _ _ cc nummod conj punct mark acl cc advmod conj punct
			
38807	22	O	( 11.12.1921 - 29.11.2000 )
38807	22	S	
38807	22	Odeprel	punct root punct nummod punct
38807	22	Sdeprel	_ _ _ _ _
			
476433	51112	O	( 120. )
476433	51112	S	
476433	51112	Odeprel	punct root punct
476433	51112	Sdeprel	_ _ _
			
660306	351182	O	( see pole mitte ainult EU soov , vaid ka meie kalli keskkonnaministri ( partei ) unistus )
660306	351182	S	
660306	351182	Odeprel	punct nsubj:cop cop advmod advmod nmod root punct cc advmod nmod amod nmod punct parataxis punct conj punct
660306	351182	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
			
472529	2816	O	( õpilasele , üliõpilasele , pensionärile ) 15 krooni
472529	2816	S	15 krooni
472529	2816	Odeprel	punct parataxis punct conj punct conj punct nummod root
472529	2816	Sdeprel	_ _ _ _ _ _ _ nummod root
			
242465	2085	O	Selline kõrgemate jõudude poolt soodustatud hariduse nivelleerimine soodustab omakorda ahviajudega kandiliste teket , kes ei mõista targemat teha , kui kulturistlikult muskleid näidata ( selles seisnebki nende kultuur ) .
242465	2085	S	Selline kõrgemate jõudude poolt soodustatud hariduse nivelleerimine soodustab omakorda ahviajudega kandiliste teket , kes ei mõista targemat teha , kui kulturistlikult muskleid näidata .
242465	2085	Odeprel	det amod obl case root nmod nsubj conj advmod nmod amod obj punct nsubj aux acl:relcl obj xcomp punct mark advmod obj advcl punct obl parataxis nmod nsubj punct punct
242465	2085	Sdeprel	det amod obl case root nmod nsubj conj advmod nmod amod obj punct nsubj aux acl:relcl obj xcomp punct mark advmod obj advcl _ _ _ _ _ _ punct
			
433268	684	O	Juri Sulimovi ( 1967 ) mõistis Kohtla-Järve linnakohus surma 26. veebruaril 1996 tahtlike tapmiste ja avalike varguste eest .
433268	684	S	Juri Sulimovi mõistis Kohtla-Järve linnakohus surma 26. veebruaril 1996 tahtlike tapmiste ja avalike varguste eest .
433268	684	Odeprel	nsubj flat punct parataxis punct root nmod nsubj obj amod obl nummod amod obl cc amod conj case punct
433268	684	Sdeprel	nsubj flat _ _ _ root nmod nsubj obj amod obl nummod amod obl cc amod conj case punct
			
636517	14605	O	- tähed “ ER ” ja topeltkaldjoon ( // ) näitavad teate lõppu .
636517	14605	S	- tähed “ ER ” ja topeltkaldjoon näitavad teate lõppu .
636517	14605	Odeprel	punct nsubj punct appos punct cc conj punct punct punct punct root nmod obj punct
636517	14605	Sdeprel	punct nsubj punct appos punct cc conj _ _ _ _ root nmod obj punct
			
665764	27104	O	( 3 ) Enne avaliku arhivaali riigist väljaviimist tuleb arhivaal kopeerida .
665764	27104	S	Enne avaliku arhivaali riigist väljaviimist tuleb arhivaal kopeerida .
665764	27104	Odeprel	punct parataxis punct case amod nmod nmod obl root obj csubj punct
665764	27104	Sdeprel	_ _ _ case amod nmod nmod obl root obj csubj punct
			
640751	7686	O	( 1 ) Riiklikku järelevalvet patendivoliniku kutsetegevuse üle teostab majandusminister või tema volitatud ametnik .
640751	7686	S	Riiklikku järelevalvet patendivoliniku kutsetegevuse üle teostab majandusminister või tema volitatud ametnik .
640751	7686	Odeprel	punct parataxis punct amod obj nmod nmod case root nsubj cc obl conj obj punct
640751	7686	Sdeprel	_ _ _ amod obj nmod nmod case root nsubj cc obl conj obj punct
			
366139	1354	O	2001. aasta 15. novembril kutsus Rost Viljandist pärit Ennu ( 58 ) ja Endli ( 62 ) Tallinnasse , et müüa meestele auto , mida nad olid ajalehekuulutuse kaudu otsinud .
366139	1354	S	2001. aasta 15. novembril kutsus Rost Viljandist pärit Ennu ja Endli Tallinnasse , et müüa meestele auto , mida nad olid ajalehekuulutuse kaudu otsinud .
366139	1354	Odeprel	amod nmod amod obl root nsubj obl advmod obj punct parataxis punct cc conj punct parataxis punct obl punct mark advcl obl obj punct obj nsubj aux obl case acl:relcl punct
366139	1354	Sdeprel	amod nmod amod obl root nsubj obl advmod obj _ _ _ cc conj _ _ _ obl punct mark advcl obl obj punct obj nsubj aux obl case acl:relcl punct
			
656872	1929	O	( Ka isa Mart on suusaprominent ikkagi kaheksakordse olümpiavõitja Bjorn Daehliega jahil käinud mees . )
656872	1929	S	
656872	1929	Odeprel	punct advmod nsubj appos aux nsubj advmod nmod nmod appos flat obl root nsubj punct punct
656872	1929	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
			
409680	201406	O	( Vaatab seisval pilgul klaasipõhja . )
409680	201406	S	
409680	201406	Odeprel	punct root acl obl obj punct punct
409680	201406	Sdeprel	_ _ _ _ _ _ _
			
148442	21	O	TALLINN , 19. jaanuar ( EPLO ) - Teisipäeval avaldavad siseminister Margus Leivo ja päästeameti peadirektor Mati Raidma tänu ja tunnustust Afganistani missioonilt naasnud Eesti demineerijatele , nende perekonnaliikmetele , samuti pommikoertele .
148442	21	S	TALLINN , 19. jaanuar - Teisipäeval avaldavad siseminister Margus Leivo ja päästeameti peadirektor Mati Raidma tänu ja tunnustust Afganistani missioonilt naasnud Eesti demineerijatele , nende perekonnaliikmetele , samuti pommikoertele .
148442	21	Odeprel	nsubj punct amod appos punct parataxis punct punct obl root nsubj appos flat cc nmod conj appos flat obj cc conj nmod nmod conj nmod obl punct nmod conj punct advmod conj punct
148442	21	Sdeprel	nsubj punct amod appos _ _ _ punct obl root nsubj appos flat cc nmod conj appos flat obj cc conj nmod nmod conj nmod obl punct nmod conj punct advmod conj punct
			
426170	596	O	1998. aasta lõpuks kavatsetakse moodustada ühtne riigimeedia holding-kompanii , mis võtaks senisest ilmselt tõhusama kontrolli alla kolm üleriigilist telekanalit ( ORT , RTR , Kultura ) , kolm suurimat raadiojaama ( Radio Rossija , Majak , Radio 1 ) ning kaks ülemaailmset uudisteagentuuri ( ITAR-TASS ja RIA-Novosti ) .
426170	596	S	1998. aasta lõpuks kavatsetakse moodustada ühtne riigimeedia holding-kompanii , mis võtaks senisest ilmselt tõhusama kontrolli alla kolm üleriigilist telekanalit , kolm suurimat raadiojaama ning kaks ülemaailmset uudisteagentuuri .
426170	596	Odeprel	amod nmod obl root xcomp amod nmod obj punct nsubj acl:relcl obl advmod amod obl case nummod amod obj punct parataxis punct conj punct conj punct punct nummod amod conj punct parataxis flat punct conj punct conj nummod punct cc nummod amod conj punct parataxis cc conj punct punct
426170	596	Sdeprel	amod nmod obl root xcomp amod nmod obj punct nsubj acl:relcl obl advmod amod obl case nummod amod obj _ _ _ _ _ _ _ punct nummod amod conj _ _ _ _ _ _ _ _ _ cc nummod amod conj _ _ _ _ _ punct
			
660032	76236	O	Poistel esines tüdrukutest sagedamini süsteemset artriiti ( 5 juhtu , tüdrukutel 2 juhtu ) .
660032	76236	S	Poistel esines tüdrukutest sagedamini süsteemset artriiti .
660032	76236	Odeprel	obl root obl advmod amod nsubj punct nummod parataxis punct conj nummod conj punct punct
660032	76236	Sdeprel	obl root obl advmod amod nsubj _ _ _ _ _ _ _ _ punct
			
645722	6086	O	Klubi Fc Must Koer ( 409219 ) .
645722	6086	S	Klubi Fc Must Koer .
645722	6086	Odeprel	root appos flat flat punct parataxis punct punct
645722	6086	Sdeprel	root appos flat flat _ _ _ punct
			
52875	0	O	Rahandusministeerium esitas sel nädalal valitsusele erastamisväärtpaberite ( EVP ) kasutamise pikendamise eelnõu , millega EVP-de kasutamine mitmeks otstarbeks pikeneb pooleteise aasta võrra 2002. aasta 1. juulini .
52875	0	S	Rahandusministeerium esitas sel nädalal valitsusele erastamisväärtpaberite kasutamise pikendamise eelnõu , millega EVP-de kasutamine mitmeks otstarbeks pikeneb pooleteise aasta võrra 2002. aasta 1. juulini .
52875	0	Odeprel	nsubj root det obl obl nmod punct appos punct nmod nmod obj punct obl nmod nsubj det nmod acl:relcl nummod obl case amod nmod amod obl punct
52875	0	Sdeprel	nsubj root det obl obl nmod _ _ _ nmod nmod obj punct obl nmod nsubj det nmod acl:relcl nummod obl case amod nmod amod obl punct
			
667538	3544	O	( Kuigi ei olnudki päris esimene , enne olid olnud noortemöllud sealsamas . . . )
667538	3544	S	
667538	3544	Odeprel	punct advmod aux cop advmod root punct advmod aux cop nsubj:cop conj punct punct punct punct
667538	3544	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
			
296996	299	O	Laure Pequegnot Prantsusmaa 1.37 , 50 ( 47,71 /49 , 79 )
296996	299	S	Laure Pequegnot Prantsusmaa 1.37 , 50
296996	299	Odeprel	root flat flat nummod punct parataxis punct conj punct
296996	299	Sdeprel	root flat flat nummod _ _ _ _ _
			
660037	174578	O	Alkoholi-vastases kasvatuses soovitatakse ja kasutatakse keeldusid ning piiranguid , alkoholist tulenevate ohtude tutvustamist , sotsiaalse kompetentsuse ( ka emotsionaalse intellektuaalsuse ) arendamist , oskust keelduda alkoholi tarvitamisest .
660037	174578	S	Alkoholi-vastases kasvatuses soovitatakse ja kasutatakse keeldusid ning piiranguid , alkoholist tulenevate ohtude tutvustamist , sotsiaalse kompetentsuse arendamist , oskust keelduda alkoholi tarvitamisest .
660037	174578	Odeprel	amod obl root cc conj obj cc conj punct obl acl nmod conj punct amod nmod punct advmod amod parataxis punct conj punct conj acl nmod obl punct
660037	174578	Sdeprel	amod obl root cc conj obj cc conj punct obl acl nmod conj punct amod nmod _ _ _ _ _ conj punct conj acl nmod obl punct
			
525368	3498	O	( E8 1. )
525368	3498	S	
525368	3498	Odeprel	punct root flat punct
525368	3498	Sdeprel	_ _ _ _
			
648910	1042	O	Aga siis tuleb kotist välja peotäis ravimeid ( rokitibi elustiil on ekstreemialdis , iial ei või teada , millal on vaja midagi plaasterdada või peavalutabletti neelata ) , mikrofon , videokaamera kassett ning kollane kilekott , mis omakorda sisaldab õmblustarbeid ja Metsatöllu trummari Atso musta nahkpaeltega särki , millele Kessu parajasti viimast lihvi annab .
648910	1042	S	Aga siis tuleb kotist välja peotäis ravimeid , mikrofon , videokaamera kassett ning kollane kilekott , mis omakorda sisaldab õmblustarbeid ja Metsatöllu trummari Atso musta nahkpaeltega särki , millele Kessu parajasti viimast lihvi annab .
648910	1042	Odeprel	cc advmod root obl compound:prt amod nsubj punct nmod nsubj:cop cop parataxis punct advmod aux aux conj punct mark ccomp compound:prt obj csubj cc obj conj punct punct conj punct nmod conj cc amod conj punct nsubj advmod acl:relcl obj cc nmod conj appos amod nmod conj punct obl nsubj advmod amod obj acl:relcl punct
648910	1042	Sdeprel	cc advmod root obl compound:prt amod nsubj _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct conj punct nmod conj cc amod conj punct nsubj advmod acl:relcl obj cc nmod conj appos amod nmod conj punct obl nsubj advmod amod obj acl:relcl punct
			
377202	812	O	Sibul lõigata väikesteks kuubikuteks ja praadida võis ( oliivõils ) pruunikaks .
377202	812	S	Sibul lõigata väikesteks kuubikuteks ja praadida võis pruunikaks .
377202	812	Odeprel	obj root amod xcomp cc conj aux punct parataxis punct xcomp punct
377202	812	Sdeprel	obj root amod xcomp cc conj aux _ _ _ xcomp punct
			
363814	195690	O	"432 Nii peatub näiteks C. R. Jakobson oma geograafiaõpikus muuhulgas ka Libeeria riigi tekkel Lääne-Aafrikas , 433 samuti mainitakse õpikutes Aafrika sisemaal asuvaid "" neegririike "" , Abessiinia ( Etioopia ) riigi ajalugu , rahvaste omavahelisi sõdu ja orjakaubanduse ajalugu ."
363814	195690	S	"432 Nii peatub näiteks C. R. Jakobson oma geograafiaõpikus muuhulgas ka Libeeria riigi tekkel Lääne-Aafrikas , 433 samuti mainitakse õpikutes Aafrika sisemaal asuvaid "" neegririike "" , Abessiinia riigi ajalugu , rahvaste omavahelisi sõdu ja orjakaubanduse ajalugu ."
363814	195690	Odeprel	nsubj advmod root xcomp nsubj nmod obl advmod advmod nmod nmod obl nmod punct obl advmod conj obl nmod obl acl punct obj punct punct nmod punct parataxis punct nmod conj punct nmod amod conj cc nmod conj punct
363814	195690	Sdeprel	nsubj advmod root xcomp nsubj nmod obl advmod advmod nmod nmod obl nmod punct obl advmod conj obl nmod obl acl punct obj punct punct nmod _ _ _ nmod conj punct nmod amod conj cc nmod conj punct
			
632181	106	O	( EMP-s kohaldatav tekst )
632181	106	S	
632181	106	Odeprel	punct obl acl root punct
632181	106	Sdeprel	_ _ _ _ _
			
245202	3245	O	Indrek Tobreluts 58.56 ( 4 ) ,
245202	3245	S	Indrek Tobreluts 58.56 ,
245202	3245	Odeprel	root flat nummod punct parataxis punct punct
245202	3245	Sdeprel	root flat nummod _ _ _ punct
			
547140	1845	O	( SL , BNS )
547140	1845	S	
547140	1845	Odeprel	punct root punct conj punct
547140	1845	Sdeprel	_ _ _ _ _
			
3209	28817	O	Viimased 20-25 aastat on kõige levinum organisatsiooni kultuuri raamistik , kus rakendatakse erinevaid teadusharusid ja teooriaid , eriti aga psühholoogilisi , poliitilisi ja kultuurilisi ( ideoloogilisi ) .
3209	28817	S	Viimased 20 - 25 aastat on kõige levinum organisatsiooni kultuuri raamistik , kus rakendatakse erinevaid teadusharusid ja teooriaid , eriti aga psühholoogilisi , poliitilisi ja kultuurilisi .
3209	28817	Odeprel	amod nsubj:cop punct conj nsubj:cop cop advmod amod nmod nmod root punct mark advcl acl obj cc conj punct advmod cc conj punct conj cc conj punct parataxis punct punct
3209	28817	Sdeprel	amod nsubj:cop punct conj nsubj:cop cop advmod amod nmod nmod root punct mark advcl acl obj cc conj punct advmod cc conj punct conj cc conj _ _ _ punct
			
402376	7628	O	Teeme seda korralikult plaanistades ja looduses piiritledes , nagu on tehtud juba registreeritud 2486 maaomandi ehk 3911 katastriüksusega ( maatükiga ) .
402376	7628	S	Teeme seda korralikult plaanistades ja looduses piiritledes , nagu on tehtud juba registreeritud 2486 maaomandi ehk 3911 katastriüksusega .
402376	7628	Odeprel	root obj advmod advcl cc obl conj punct mark aux advcl advmod xcomp nummod obl cc nummod conj punct parataxis punct punct
402376	7628	Sdeprel	root obj advmod advcl cc obl conj punct mark aux advcl advmod xcomp nummod obl cc nummod conj _ _ _ punct
			
654654	908	O	Eeskätt taheti kinni mätsida fakti , et kui keegi Tallinna valimistel eriti kaotas ( koonukaid jmt . kõrvale jättes ) , siis oli selleks just Reformierakond .
654654	908	S	Eeskätt taheti kinni mätsida fakti , et kui keegi Tallinna valimistel eriti kaotas , siis oli selleks just Reformierakond .
654654	908	Odeprel	advmod root compound:prt xcomp obj punct mark mark nsubj nmod obl advmod advcl punct amod obl punct compound:prt parataxis punct punct advmod cop conj advmod nsubj:cop punct
654654	908	Sdeprel	advmod root compound:prt xcomp obj punct mark mark nsubj nmod obl advmod advcl _ _ _ _ _ _ _ punct advmod cop conj advmod nsubj:cop punct
			
640708	273	O	Et Ivanovi Balti partei on mõne eesti ringkonna meelest puhas FSB sünnitis ( teised kahtlustavad kapo viljastavat mõju ) , siis peegeldub saatkonna avalduses tavapäraselt mitmekihiline Vene välispoliitika .
640708	273	S	Et Ivanovi Balti partei on mõne eesti ringkonna meelest puhas FSB sünnitis , siis peegeldub saatkonna avalduses tavapäraselt mitmekihiline Vene välispoliitika .
640708	273	Odeprel	mark nmod nmod nsubj:cop cop det amod obl case amod nmod advcl punct nsubj parataxis nmod acl obj punct punct advmod root nmod obl advmod amod nmod nsubj punct
640708	273	Sdeprel	mark nmod nmod nsubj:cop cop det amod obl case amod nmod advcl _ _ _ _ _ _ _ punct advmod root nmod obl advmod amod nmod nsubj punct
			
2868	3195	O	Ronald Reagan   ( snd 1911 )
2868	3195	S	Ronald Reagan
2868	3195	Odeprel	root flat punct appos flat punct
2868	3195	Sdeprel	root flat _ _ _ _
			
101588	588	O	Külaskäigul kohtutakse ka Austria Rahvapartei ( ÖVP ) fraktsiooni esimehe Andreas Kholiga
101588	588	S	Külaskäigul kohtutakse ka Austria Rahvapartei fraktsiooni esimehe Andreas Kholiga
101588	588	Odeprel	obl root advmod nmod nmod punct parataxis punct nmod obl appos flat
101588	588	Sdeprel	obl root advmod nmod nmod _ _ _ nmod obl appos flat
			
700687	77318	O	Faks ( 30-1 ) 724 46 20
700687	77318	S	Faks 724 46 20
700687	77318	Odeprel	root punct parataxis punct conj punct nummod
700687	77318	Sdeprel	root _ _ _ _ _ nummod
			
427251	1703	O	( 6. )
427251	1703	S	
427251	1703	Odeprel	punct root punct
427251	1703	Sdeprel	_ _ _
			
641148	23847	O	( 2 ) Tegevusloata , liiniloata või käesoleva paragrahvi lõike 1 punktides 1-4 nimetatud dokumentideta veondustegevuse peatab politseiametnik või muu selleks seaduse alusel õigust omav ametiisik .
641148	23847	S	Tegevusloata , liiniloata või käesoleva paragrahvi lõike 1 punktides 1 - 4 nimetatud dokumentideta veondustegevuse peatab politseiametnik või muu selleks seaduse alusel õigust omav ametiisik .
641148	23847	Odeprel	punct parataxis punct obl punct conj cc acl nmod conj nummod obl nummod punct conj root nmod obj conj nsubj cc conj det nmod obl obj acl nsubj punct
641148	23847	Sdeprel	_ _ _ obl punct conj cc acl nmod conj nummod obl nummod punct conj root nmod obj conj nsubj cc conj det nmod obl obj acl nsubj punct
			
506158	1710	O	Eeldades , et inimesed teevad hetkeotsuseid oma tulevase heaolu nimel ( mis on antud juhul võim ) , on raske uskuda , et ametnikud loobuks eelistest , mida pakub nende ametiseisund .
506158	1710	S	Eeldades , et inimesed teevad hetkeotsuseid oma tulevase heaolu nimel , on raske uskuda , et ametnikud loobuks eelistest , mida pakub nende ametiseisund .
506158	1710	Odeprel	advcl punct mark nsubj ccomp obj nmod amod obl case punct nsubj:cop cop acl nmod parataxis punct punct cop root csubj:cop punct mark nsubj ccomp obl punct obj acl:relcl nmod nsubj punct
506158	1710	Sdeprel	advcl punct mark nsubj ccomp obj nmod amod obl case _ _ _ _ _ _ _ punct cop root csubj:cop punct mark nsubj ccomp obl punct obj acl:relcl nmod nsubj punct
			
80481	937	O	1. juunil uuendas olümpiavõitja ja kolmekordne maailmameister Gebrselassie Hengelos 10 000 m jooksu maailmarekordit ( 26.22 , 75 ) .
80481	937	S	1. juunil uuendas olümpiavõitja ja kolmekordne maailmameister Gebrselassie Hengelos 10 000 m jooksu maailmarekordit .
80481	937	Odeprel	amod obl root nsubj cc amod conj appos flat nummod nmod nmod obj punct parataxis punct punct
80481	937	Sdeprel	amod obl root nsubj cc amod conj appos flat nummod nmod nmod obj _ _ _ punct
			
596702	6561	O	Hind 129 krooni ( 0,75 l ) .
596702	6561	S	Hind 129 krooni .
596702	6561	Odeprel	nsubj:cop nummod root punct nummod parataxis punct punct
596702	6561	Sdeprel	nsubj:cop nummod root _ _ _ _ punct
			
323135	8801	O	See oleks Eesti kaitsejõudude väljaõppedoktriinide proovikivi vähemalt väikeüksuste ( rühm , kompanii ) tasandil .
323135	8801	S	See oleks Eesti kaitsejõudude väljaõppedoktriinide proovikivi vähemalt väikeüksuste tasandil .
323135	8801	Odeprel	nsubj:cop cop nmod nmod nmod root advmod nmod punct parataxis punct conj punct obl punct
323135	8801	Sdeprel	nsubj:cop cop nmod nmod nmod root advmod nmod _ _ _ _ _ obl punct
			
648222	2549	O	Taolise vidina võib ka igaüks ise valmis nikerdada , probleem võib tekkida ainult kõrgepingeallika ( 30kV ) leidmisel , aga selle saab valmistada näiteks vanast arvutimonitorist .
648222	2549	S	Taolise vidina võib ka igaüks ise valmis nikerdada , probleem võib tekkida ainult kõrgepingeallika leidmisel , aga selle saab valmistada näiteks vanast arvutimonitorist .
648222	2549	Odeprel	amod obj aux advmod nsubj advmod compound:prt root punct nsubj aux conj advmod nmod punct parataxis punct obl punct cc obj aux conj xcomp amod nmod punct
648222	2549	Sdeprel	amod obj aux advmod nsubj advmod compound:prt root punct nsubj aux conj advmod nmod _ _ _ obl punct cc obj aux conj xcomp amod nmod punct
			
700816	1096003	O	( Naer saalis . )
700816	1096003	S	
700816	1096003	Odeprel	punct root nmod punct punct
700816	1096003	Sdeprel	_ _ _ _ _
			
369091	1014	O	Raimond Akmentin ( Hummuli pk , 208 )
369091	1014	S	Raimond Akmentin
369091	1014	Odeprel	root flat punct parataxis flat punct nummod punct
369091	1014	Sdeprel	root flat _ _ _ _ _ _
			
151476	1300	O	( Naatrium osaleb organismi vedelikubilansis , happe-leelis tasakaalu säilitamises ja närvi-lihase erutuvuses - toim. )
151476	1300	S	
151476	1300	Odeprel	punct nsubj root nmod obl punct nmod nmod conj cc nmod conj punct appos punct
151476	1300	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _
			
151535	3679	O	Ken : ( Hakkab itsitama ) Kisub käest ära .
151535	3679	S	Ken : Kisub käest ära .
151535	3679	Odeprel	nsubj punct punct parataxis xcomp punct root obl compound:prt punct
151535	3679	Sdeprel	nsubj punct _ _ _ _ root obl compound:prt punct
			
26466	3336	O	Briti Rahvaste Ühenduse kirjandus-auhinna suurus on 10 000 naela ( 260 000 krooni ) .
26466	3336	S	Briti Rahvaste Ühenduse kirjandus-auhinna suurus on 10 000 naela .
26466	3336	Odeprel	nmod nmod nmod nmod nsubj:cop cop nummod root punct nummod parataxis punct punct
26466	3336	Sdeprel	nmod nmod nmod nmod nsubj:cop cop nummod root _ _ _ _ punct
			
614302	13831	O	4  Euroopa Parlamendi 11. oktoobri 1995. aasta arvamus ( EÜT C 287 , 30.10.1995 , lk 101 ) , nõukogu 25. juuni 1996. aasta ühisseisukoht ( EÜT C 248 , 26.08.1996 , lk 75 ) ja Euroopa Parlamendi 13. novembri 1996. aasta otsus ( EÜT C 362 , 2.12.1996 , lk 103 ) .
614302	13831	S	4 Euroopa Parlamendi 11. oktoobri 1995. aasta arvamus , nõukogu 25. juuni 1996. aasta ühisseisukoht ja Euroopa Parlamendi 13. novembri 1996. aasta otsus .
614302	13831	Odeprel	parataxis nmod nmod amod nmod amod nmod root punct parataxis flat punct parataxis punct conj nummod punct punct nmod amod nmod amod nmod conj punct parataxis flat punct parataxis punct conj nummod punct cc nmod nmod amod nmod amod nmod conj punct parataxis flat punct nummod punct conj nummod punct punct
614302	13831	Sdeprel	parataxis nmod nmod amod nmod amod nmod root _ _ _ _ _ _ _ _ _ punct nmod amod nmod amod nmod conj _ _ _ _ _ _ _ _ _ cc nmod nmod amod nmod amod nmod conj _ _ _ _ _ _ _ _ _ punct
			
625010	83320	O	( 3 ) Servituudi sisu selgitamisel tuleb arvestada sätteid , mis kehtivad seda liiki servituutide suhtes .
625010	83320	S	Servituudi sisu selgitamisel tuleb arvestada sätteid , mis kehtivad seda liiki servituutide suhtes .
625010	83320	Odeprel	punct parataxis punct nmod nmod obl root csubj obj punct nsubj acl:relcl det obl obl case punct
625010	83320	Sdeprel	_ _ _ nmod nmod obl root csubj obj punct nsubj acl:relcl det obl obl case punct
			
363432	19371	O	Tänuavaldus Uurimistöö on valminud Eesti Teadusfondi toetusel ( uurimistoetused 1907 ja 4107 ) .
363432	19371	S	Tänuavaldus Uurimistöö on valminud Eesti Teadusfondi toetusel .
363432	19371	Odeprel	nsubj appos aux root nmod nmod obl punct parataxis nummod cc conj punct punct
363432	19371	Sdeprel	nsubj appos aux root nmod nmod obl _ _ _ _ _ _ punct
			
277874	1412	O	Mõne minuti pärast tuleb bussi asja-ajaja sealt tagasi teatega , et nende tagasiandmise eest tahab korravalvur igaltühelt 1000 franki ( 25 krooni ) .
277874	1412	S	Mõne minuti pärast tuleb bussi asja-ajaja sealt tagasi teatega , et nende tagasiandmise eest tahab korravalvur igaltühelt 1000 franki .
277874	1412	Odeprel	det obl case root nmod nsubj advmod compound:prt obl punct mark nmod obl case acl nsubj advmod nummod obj punct nummod parataxis punct punct
277874	1412	Sdeprel	det obl case root nmod nsubj advmod compound:prt obl punct mark nmod obl case acl nsubj advmod nummod obj _ _ _ _ punct
			
579648	3567	O	Stenbocki majas siseminister Leivolt 18. augusti õhtul kuuldud tõdemus , et USA presidendikampaania saatus sõltuvat juudiorganisatsioonide rahast ja poliitilisest toetusest ( mistõttu tulevat ausamba avamine kas või edasi lükata ) , polnud mulle mingi üllatus .
579648	3567	S	Stenbocki majas siseminister Leivolt 18. augusti õhtul kuuldud tõdemus , et USA presidendikampaania saatus sõltuvat juudiorganisatsioonide rahast ja poliitilisest toetusest , polnud mulle mingi üllatus .
579648	3567	Odeprel	nmod obl obl appos amod nmod obl acl nsubj:cop punct mark nmod nmod nsubj acl nmod obl cc amod conj punct advmod parataxis nmod nsubj advmod cc compound:prt conj punct punct cop obl det root punct
579648	3567	Sdeprel	nmod obl obl appos amod nmod obl acl nsubj:cop punct mark nmod nmod nsubj acl nmod obl cc amod conj _ _ _ _ _ _ _ _ _ _ punct cop obl det root punct
			
272492	2571	O	18 - Marcus Stewart ( Ipswich Town )
272492	2571	S	18 - Marcus Stewart
272492	2571	Odeprel	root punct parataxis flat punct appos flat punct
272492	2571	Sdeprel	root punct parataxis flat _ _ _ _
			
9418	6999	O	Jana ( 21 ) ja Maria ( 18 ) .
9418	6999	S	Jana ja Maria .
9418	6999	Odeprel	root punct parataxis punct cc conj punct parataxis punct punct
9418	6999	Sdeprel	root _ _ _ cc conj _ _ _ punct
			
465883	2543	O	Kes mängis šerifit tuntud vesternis “ Rio Bravo ” ( 1958 ) ?
465883	2543	S	Kes mängis šerifit tuntud vesternis “ Rio Bravo ” ?
