sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_time,is_abstract
2197726,3513299,17,patrullima,,in,koosseis,koosseisus,"Komissar lisas , et maakondade prefektuuride politseinikud liituvad kolmeliikmelisteks gruppideks ning patrullivad üksteise aladel kordamööda suurendatud koosseisus .",?,?,no,"The phrase 'koosseisus' refers to the composition or makeup and does not indicate a place, thus it is not an adverbial of place.",,,,no,no
4764881,7651936,5,kandma,,adit,vabadusekaotuseligu,vabadusekaotuselikku,Nõgisto kannab hetkel Eestis vabadusekaotuselikku karistust altkäemaksu andmisele kaasaaitamise eest .,no,"The phrase 'vabadusekaotuselikku' describes a state or condition rather than a specific place, leading to its classification as 'no'.",no,"The phrase 'vabadusekaotuselikku' describes the type of punishment but does not indicate any location, so it is not an adverbial of place.",,,,no,no
6536922,10515415,21,laienema,,adit,kasutus,kasutusse,""" Alustasime möödunud aastal koos siseministeeriumiga ettevalmistusi projekti loomiseks , mille tulemusena laienes muuhulgas Soome vastav raadiovõrk ka Eesti piirivalve kasutusse Eesti põhjarannikul ja Soome lahel , "" rääkis Laur .",no,The phrase 'kasutusse' was classified as not a location because it describes a state or usage rather than a geographical or physical location.,no,"The phrase 'kasutusse' refers to utilization or usage rather than a physical location, so it is not an adverbial of place.",,,,yes,yes
5487182,8797595,5,vedelema,,ad,ettekääne,ettekäändel,"Teised vedelesid koleda ilma ettekäändel lennujaama kohvikus , et pärast kadedalt Maiani käest kuulda , kui tore linn neil nägemata jäi .",no,"The word 'ettekäändel' refers to an excuse or pretext, not a physical location.",no,"The phrase 'ettekäändel' refers to a justification or pretext, not a location, so it is not an adverbial of place.",,,,no,no
6016630,9656262,10,pidama,,adit,intelligentsustest,intelligentsustesti,Sevilla linnas peavad topless tantsijad enne tööle asumist läbitegema intelligentsustesti .,no,"The phrase 'intelligentsustesti' refers to an intelligence test, which is an activity and not a location.",no,"The phrase 'intelligentsustesti' refers to an assessment or test, not a location, so it is not an adverbial of place.",,,,no,no
15213883,23755479,5,kohtama,,in,Rufu,Rufus,Veel kohtasin ma teel Rufus musti käsilasi .,no,"Rufus was classified as 'no' because it is a proper noun likely referring to a person, not a location.",no,"The phrase 'Rufus' does not indicate a location or place, so it was not classified as an adverbial of place.",,,LOC,no,no
13113001,20981324,15,kerkima,,all,13,13-le,"Meie meest soosis , võrreldes aafriklastega ka ilm : õhusoe kerkis jooksu vältel 6-lt 13-le .",no,"The phrase '13-le' refers to a numerical value, not a physical location.",no,"The phrase '13-le' refers to a numerical value and is not describing a location, so it is not an adverbial of place.",,,,no,no
8610856,13808066,26,jalutama,ringi,in,dress,dressis,"Edasi osutus uurimine häirituks , sest puude varjust astusid esile neli härrasmeest - kes muu ikka õhtutunnil "" Reeboki "" või "" Nice'i "" värvikirevas dressis ringi jalutab - , üks neist osutas üsna ebaviisakalt minule ning teatas : "" Selle võtame kaasa . """,no,The phrase 'dressis' refers to clothing and not a location.,no,"The phrase 'dressis' describes attire rather than a location, so it is not an adverbial of place.",,,,no,no
5950551,9552700,13,pöörduma,,adit,koha-ligu,koha-likku,"Kui olete juba kohal , ostke ajaleht , näiteks Recruitment või pöörduge koha-likku töövahendusbüroosse .",no,"The phrase 'koha-likku' refers to 'local' in Estonian, describing an attribute rather than a specific location.",no,"The phrase 'koha-likku' modifies 'töövahendusbüroosse,' indicating direction but not a specific location itself, so it is not an adverbial of place.",,,,no,no
6326370,10164676,8,pidama,,adit,flirt,flirti,"Pärast lühikest , kirglikku ja tüliga lõppenud flirti Ferrariga pidas Alonso vormel-1 sarjast ühe aasta pausi ( oli Renault' testisõitja ) ning 2003. aastal naastes tegi kohe rekordi ja võitis kõigi aegade noorima piloodina vormel-1 etapi .",no,"'flirti' refers to a romantic or figurative interaction, not a location.",no,"The word 'flirti' refers to a brief romantic interaction, not a physical location, thus it is not an adverbial of place.",,,,no,no
4668553,7501828,3,saama,,adit,Lev,Levi,"Isegi klassikalistest Levi'si teksastest on saanud lõigetega mängimise objekt , "" nendib Hanson .",no,"The phrase 'Levi' was classified as 'no' because it refers to a brand name, not a location.",no,"The word 'Levi' refers to the brand name of jeans and not a specific location, so it is not an adverbial of place.",,,,no,no
8831507,14185313,3,looma,,ill,aken,aknasse,"Lõin silmad aknasse ja nägin õues saepukki , raiepakku , kirvest ja kirvesilmale kleepunud kollast kaselehte .",no,The word 'aknasse' refers to looking out of or towards a window and not a geographical location.,no,"The word 'aknasse' refers to a direction or focus of sight, not a physical location, so it is not an adverbial of place.",,,,no,no
312798,490955,23,koolitama,,in,olukord,olukorras,"On aeg lõpetada genofondi arutu raiskamine ning tõdeda , et üliliberaalne hariduspoliitika on meid viinud tupikusse : koolitame massiliselt kahtlase kõrgharidusega töötuid olukorras , kus napib kvalifitseeritud töökäsi .",no,"The phrase 'olukorras' refers to a situation or circumstance, not a specific geographic location.",no,"The word 'olukorras' refers to a situation or condition, not a location, so it is not an adverbial of place.",,state,,yes,yes
2920987,4682504,8,võtma,välja,el,arst,arstidest,""" Käesoleval aastal on viis protsenti praktiseerivatest arstidest oma dokumendid välja võtnud , et välismaal tööle asuda , "" sõnas Kork .",no,The term 'arstidest' refers to a profession and not a specific location.,no,The phrase 'arstidest' is not an adverbial of place as it specifies a group (practicing doctors) rather than indicating a location.,,alive,,no,no
11480663,18391446,8,lubama,,adit,pankrot,pankrotti,"Maaliidu esimees Arvo Sirendi lubas pärast Maapanga pankrotti partei raha mitte ühtegi panka panna , sest tema hinnangul ei ärata Eesti Pank ega meie kommertspangad usaldust .",no,"The phrase 'pankrotti' was classified as 'no' because it refers to the concept of bankruptcy, not a physical location.",no,"The phrase 'pankrotti' refers to a state or condition (bankruptcy) rather than a physical location, thus it is not an adverbial of place.",,,,no,no
3161219,5075935,9,avama,,in,A4-formaat,A4-formaadis,"Sõbranna ei vastanud , vaid avas oma käes A4-formaadis plakati , kuhu Birgit Õigemeele pildi kõrvale oli värvipliiatsitega kirjutatud "" Birgit on parim ! "" .",no,"The phrase 'A4-formaadis' was classified as 'no' because it refers to a paper format, not a physical location.",no,"The phrase 'A4-formaadis' describes the format or size of the poster and is not indicating a location, so it is not an adverbial of place.",,,,no,no
15703892,24504563,14,õhkima,,in,riie,riietes,""" Omanikud tuginesid laste väitele , kes olid näinud pealt , kuidas laigulistes riietes mehed mõisat õhkisid , ” ütles ta .",no,The phrase 'riietes' refers to clothing and is not a geographic location.,no,"The phrase 'riietes' (in clothes) refers to the attire of the men and is not describing a specific location, so it is not classified as an adverbial of place.",,,,no,no
8808551,14142389,13,liikuma,,adit,lend,lendu,"Vana väsind sepa valge päänutt akne all uinakut tegemas , juuksed liiguvad lendu nigu võililleudsu jälle . ”",no,"The word 'lendu' refers to flight or motion and not a geographic or physical place, hence it is not a location.",no,"The phrase 'lendu' (into flight) describes movement but not a specific location, so it is not an adverbial of place.",,,,yes,yes
3538658,5698593,28,hoidma,kinni,in,ulatus,ulatuses,"Ühel kõige raskemal ajal , Aasia finantskriisi paiku aastal 1997 , hoidis De Beersi turundusharu keskmüügiorganisatsioon niiviisi kinni ligikaudu 60 miljardi krooni ( nelja miljardi euro ) ulatuses teemante ?",no,"The phrase 'ulatuses' was classified as 'no' because it denotes an extent or a range, not a geographical location.",no,"The phrase 'ulatuses' (in extent) describes a scope or amount, not a place, thus it is not an adverbial of place.",,,,no,no
630346,1000391,26,jälgima,,in,koosseis,koosseisus,Neli riigikogu liiget jälgivad järgmisel nädalavahetusel Venemaa Riigiduuma valimisi Euroopa Nõukogu Parlamentaarse Assamblee ( ENPA ) ning Euroopa julgeoleku- ja koostööorganisatsiooni ( OSCE ) delegatsioonide koosseisus .,no,"The phrase 'koosseisus' refers to membership or composition, not a location, so it is classified as 'no'.",no,"The phrase 'koosseisus' is not a location modifier but rather indicates membership or inclusion, so it is not classified as an adverbial of place.",,,,yes,yes
5471289,8771935,6,paiknema,,ad,kaalutlus,kaalutlustel,Valitsuse likmed paiknevad hajutatult julgeoleku kaalutlustel .,no,"The word 'kaalutlustel' refers to reasons or considerations, not a physical location, so it was classified as 'no'.",no,"The phrase 'kaalutlustel' refers to reasoning or considerations, not a physical place, so it is not classified as an adverbial of place.",,,,no,no
15995402,24870624,5,tahtma,,adit,alt,alti,ma tahan SELLIST quicklaunch alti nagu see truelaunchbar ...,no,"The phrase 'alti' refers to a feature or element (quicklaunch alt) and not a location, so it is classified as 'no'.",no,The phrase 'alti' is not classified as an adverbial of place because it does not indicate a location or spatial reference in the sentence.,,,,no,no
13429392,21479102,2,magama,,in,kliima,kliimas,"Eesti kliimas õhukese tekiga ei maga , seetõttu soovitab Maie Laaniste villaseid tekke , mida ka pesta saab .",no,"The term 'kliimas' refers to climate conditions, not a specific geographical or physical location.",no,"The phrase 'kliimas' refers to the climate and not a specific place, so it is not an adverbial of place.",,state,,yes,yes
13209216,21131643,2,maksma,,ill,palkama,Palka,""" Palka me neile ei maksa , "" selgitab Rooba .",no,"The word 'Palka' refers to a salary or payment, not a location.",no,"The phrase 'Palka' refers to salary, which is not related to a location or place, so it is not an adverbial of place.",,,,no,no
999636,1592062,18,kükitama,,in,koloriit,koloriidis,"Lummavad on ka kaks täiesti staatilist stseeni , kus üksi jäänud Popi kükitab toa tagaseinas rippuva renessanslikus koloriidis lõuendi ees .",no,The word 'koloriidis' refers to a characteristic or tone and does not denote a location.,no,"The phrase 'koloriidis' describes a characteristic of color rather than a location, so it is not an adverbial of place.",,,,yes,yes
10360021,16623010,14,kauplema,,in,huvi,huvides,"Mitmed inimesed , kes tahaksid näha , kuidas poliitikud ja diplomaadid Brüsselis Eesti huvides ägedasti kaupleksid , võivad praegu pettunud olla .",no,The term 'huvides' pertains to interests or benefits and does not indicate a physical place or location.,no,"The phrase 'huvides' refers to 'in the interests of' and does not indicate a specific location, thus it is not classified as an adverbial of place.",,,,yes,yes
16036473,24929602,7,jagama,,in,allae,allaes,Ma sellest suurt ei jaga ma allaes paar päeva tagasi sain sellest teada .,no,The word 'allaes' is not a recognizable location and does not indicate any geographical place.,no,"The phrase 'allaes' does not indicate a location or place, so it is not classified as an adverbial of place.",,,,no,no
678182,1078226,6,opereerima,,in,paiste,paistes,"Kui arstid Truong Van Xa paistes jalga opereerisid , karjatas mees ootamatult : "" Valus !",no,The phrase 'paistes' describes a swollen condition and does not indicate a geographic location.,no,"The phrase 'paistes' describes the swollen condition of a leg, which is an adjective modifying 'jalga' rather than indicating a place.",,,,no,no
185426,308063,10,kirjutama,,ill,krae,kraesse,"Aga fashismist , mida meie nõukogudeaegsed ajaloolased meile sageli kraesse kirjutasid , oli Pätsi-Eenpalu Eesti õnneks veel üsna kaugel .",no,"The term 'kraesse' metaphorically refers to blame or burden placed on someone, not a physical location.",no,"The phrase 'kraesse' refers to a figurative expression and not a physical location, so it is not adverbial of place.",,,,no,no
8970326,14421939,29,jalutama,,in,lumesadu,lumesajus,"“ Meie istume kogu perega laua ümber ja tähistame uut aastat , vaikselt ja väärikalt , ” lubas end Larissana esitlenud kogukas karusnahkadesse riietatud vanadaam , kes mööda lumesajus Tveri bulvarit lapselapsega koolist koju jalutas .",no,The phrase 'lumesajus' was classified as not a location because it describes weather conditions rather than a specific geographical location.,no,"The phrase 'lumesajus' describes the snowing weather condition rather than a physical location, so it is not adverbial of place.",,,,no,no
16422496,25373668,3,konutama,,in,rühm,rühmades,"“ Hommikuti rühmades konutavad seltskonnad on päeva esimese süsti kätte saanud ning ootavad nüüd järgmist , ” rääkis politseinik .",no,"The phrase 'rühmades' means 'in groups' and does not refer to a specific location, so it is classified as 'no'.",no,"The phrase 'rühmades' refers to groups or arrangements of people, not a specific place, so it is not adverbial of place.",,,,no,no
6395813,10280581,7,tellima,,el,kogus,kogusest,"Poed tellivad praegu umbes poole sellest kogusest , mis eelmisel aastal samal ajal , "" ütles ta .",no,The phrase 'kogusest' refers to a quantity and not a specific geographic location.,no,The phrase 'kogusest' is not classified as an adverbial of place because it refers to a quantity or amount rather than a location.,,,,no,no
9680106,15534444,9,jõudma,tagasi,el,see,sellest,"Nii jõuamegi ringiga tagasi kuraator Cermano Celanti tähelepanekuni sellest , et territoriaalne kontroll on dikteerinud kogu meie sajandi kultuuri avaldumisvormid , olgu selleks siis rahvuslikud paviljonid Veneetsia biennaalil , indiaanlaste reservaadid viljatutel kõnnumaadel või siis tänavate jagamine ja valitsemine Harlemi narkodiilerite vahel .",no,"The phrase 'sellest' was not classified as a location because it refers to something abstract or a concept, not a physical place.",no,"The phrase 'sellest' is not classified as an adverbial of place because it indicates a reference to something previously mentioned, not a specific location.",,,,no,no
2843632,4560281,17,sirguma,,in,tingimus,tingimustes,"Vabariigi sünnipäevale pühendatud näitused peaksid käsitlema Eesti Vabariigi mõlemat iseseisvusperioodi , rõhk võiks olla suunatud iseseisvuse tingimustes sirgunud põlvkondadele , nende mõtetele ja tegemistele Eesti Vabariigi rajamisel ja edendamisel .",no,"The phrase 'tingimustes' was classified as 'no' because it refers to conditions, not a physical location.",no,"The phrase 'tingimustes' refers to conditions or circumstances rather than a specific location, so it is not classified as adverbial of place.",,,,no,no
15168445,23712853,9,jõudma,,adit,Fuglesang,Fuglesangi,Paraku jõudis nii mõnigi hilisem astronaudikandidaat kosmosesse enne Fuglesangi .,no,"The term 'Fuglesangi' refers to a person's name, not a location.",no,"The phrase 'Fuglesangi' refers to a person and does not indicate a location, so it was classified as 'no' for adverbial of place.",,,ORG,no,no
14447905,22874369,11,kandma,,adit,rubriik,rubriiki,Kontrolleksemplari lahtri “ Kasutuse ja/või sihtkoha kontroll ” rubriiki “ Märkused ” kannab sihtriigi tolliasutus üksikasjad tagatise andmist tõendava dokumendi kohta .,no,"The word 'rubriiki' refers to a section or category, not a physical geographical location, so it was classified as 'no'.",no,The phrase 'rubriiki' was classified as 'no' because it refers to a section or category in a document and does not indicate a physical location or spatial relation.,,,,yes,yes
7329255,11763447,5,omama,,in,keskkonnaõigus,keskkonnaõiguses,373 Niisiis omavad rahvusvahelises keskkonnaõiguses printsiibid olulist rolli ja sealt kandub nende mõju ka riikidesse .,no,"The phrase 'keskkonnaõiguses' refers to the concept of environmental law rather than indicating a location, so it was classified as 'no'.",no,"The phrase 'keskkonnaõiguses' refers to the field of environmental law and is used to specify the context or domain rather than indicating a physical place, so it was classified as 'no'.",,,,yes,yes
4718505,7580634,15,laskma,,adit,arst,arsti-,"Saksamaa tervishoiuministri Schmidti idee luua kogu elanikkonnale kohustuslik ravimipass tähendab , et patsient laseb arsti- ja apteegi-kompuutris oma isiklikule magnetkaardile kanda kõik talle määratud rohud .",no,The phrase 'arsti-' is used as a prefix and does not denote a specific physical location.,no,The phrase 'arsti-' is not adverbial of place because it does not indicate a location but rather is part of a compound descriptor.,,alive,,no,no
16984896,26110735,6,plaanima,,ill,aprillikuu,aprillikuusse,Tema sõnul plaanib piigadebänd lõpukontserti aprillikuusse .,no,"The word 'aprillikuusse' refers to a time frame rather than a physical location, so it was classified as 'no'.",no,"The phrase 'aprillikuusse' refers to a time period rather than a specific place, so it is not classified as an adverbial of place.",,time,,no,no
10869427,17408447,10,olema,vaja,ill,iseenese,iseendasse,"« Et tselluliidiravi mõjuks , on eelkõige vaja usku iseendasse .",no,"The phrase 'iseendasse' was classified as not a location because it refers to a state of being or introspection, not a physical location.",no,"The phrase 'iseendasse' refers to a conceptual or abstract direction (into oneself) rather than a physical place, so it is not classified as an adverbial of place.",,,,yes,yes
13002745,20804546,1,passima,,in,veerandfinaal,Veerandfinaalis,"Veerandfinaalis passis Veerpalu viimase tõusuni kolmandana ja tuiskas siis paaristõugetega , mille kiitmisel Eurospordi kommentaator sõnu kokku ei hoidnud , esimesena finišisse .",no,The word 'Veerandfinaalis' refers to a stage in a competition and not a geographical location.,no,"The phrase 'Veerandfinaalis' refers to a time or event (quarterfinals) rather than a physical place, so it is not adverbial of place.",,,,yes,yes
10978789,17583971,5,õpetama,,in,järjekord,järjekorras,Lihaslõõgastus õpetab inimest kindlas järjekorras spetsiaalseid harjutusi tehes vabanema tarbetust lihaspingest .,no,"The term 'järjekorras' refers to an order or sequence, not to a geographic or physical location.",no,The phrase 'järjekorras' is not an adverbial of place because it refers to an order or sequence rather than a physical location.,,,,no,no
19359468,29082232,10,jääma,kinni,adit,perse,perse,liiv: dave see sittus sinni vinni hapukurk jäi perse kinni,no,The phrase 'perse' does not refer to a physical location in this context; it is used colloquially.,no,"The phrase 'perse' refers to a body part and does not indicate location, so it is not adverbial of place.",,,,no,no
13874845,22124794,3,väljuma,,abl,intervjuu,intervjuult,"Väljunud korterist intervjuult , ei käivitunud poole tunni jooksul auto , mobiiltelefon ei töötanud .",no,"The phrase 'intervjuult' refers to an activity or event (interview), not a geographical location.",no,"The phrase 'intervjuult' refers to the context of where the speaker came from in relation to an activity (interview) rather than a specific location, so it is not adverbial of place.",,,,yes,yes
7910776,12668894,7,tervitama,,in,milaneeskleit,milaneeskleidis,""" Tere ! "" tervitab mustas milaneeskleidis kahvatu naine .",no,"The word 'milaneeskleidis' refers to a black Milan dress, which is a description of clothing and not indicative of a location.",no,"The phrase 'milaneeskleidis' describes the attire of the pale woman, not indicating a location, so it is not adverbial of place.",,,,no,no
3917669,6310172,9,ilutsema,,in,muudatus,muudatuses,"Ennäe imet - eelmise nädala lõpus teatatud ajakava muudatuses juba ilutsebki "" Floraspordi "" asemel ESG .",no,"The word 'muudatuses' refers to a change or modification, which is not a specific location.",no,"The phrase 'muudatuses' was classified as 'no' because it refers to a modification or change, not a specific place where an action occurs.",,,,yes,yes
18278770,27722137,3,pöörduma,tagasi,all,sina,teile,"Pöördun tagasi teile ja mulle väga tuttava teema juurde , milleks on Pärnu haigla .",no,The phrase 'teile' refers to a personal pronoun (to you) and not a specific location.,no,The phrase 'teile' was classified as not an adverbial of place because it refers to a recipient (you) rather than a location.,,,,no,no
1639698,2611193,8,sõitma,,abl,kõrgus,kõrguselt,7. juulil sõitis Koluvere sillalt nelja meetri kõrguselt jõkke 30 aastat vana Volvo-buss .,no,The word 'kõrguselt' refers to a measurement of height and does not specify a location.,no,"The phrase 'kõrguselt' specifies a measurement rather than a location, so it is not classified as an adverbial of place.",,,,no,no
14754349,23237216,21,omama,,in,artikkel,artiklis,"Pädev asutus võib lugeda I lisa teabe esitamise kohustuse täidetuks , kui laev osutab pädevale asutusele ühenduses , kes omab artiklis 5 nõutud teavet .",no,"The phrase 'artiklis' refers to a section in a document or legal text, not a location.",no,"The phrase 'artiklis' refers to a section or part of a document, which does not indicate a physical location, so it is not classified as an adverbial of place.",,,,yes,yes
3017752,4840908,26,kandma,,adit,bränd,brändi,"Näiteks kui see või teine brändi sihtgrupi ( mingis vanuses , teatud elustiili ja maitseelistustega noored ) silmis oluline tegelane ( staar ) kannab seda brändi ning sihtgrupil on kas või kaudnegi samastumissoov staariga , võib see samastumissoov ja positiivne arvamus laieneda ka brändile .",no,The phrase 'brändi' was classified as 'no' because it refers to a brand or product and not to a geographical location.,no,The phrase 'brändi' is not classified as an adverbial of place because it refers to a brand and does not provide information about location.,,,,no,no
4411720,7095128,17,põrkama,kokku,in,avarii,avariis,"Ida politseiprefektuuri pressiesindaja Kristina Kostina ütles Päevaleht Online'le , et Konju külas kella 20 paiku toimunud avariis põrkasid kokku sõiduautod Audi ja Toyota .",no,"The phrase 'avariis' refers to 'accident' and does not specify a location, so it was classified as 'no'.",no,"The phrase 'avariis' refers to the accident and does not describe a location where something happens, so it was classified as 'no'.",,,,no,no
1938038,3088749,6,takistama,,ill,jõud,jõusse,"Paraku takistab seda usk vägivalla jõusse - karjaeluviisiga inimesed eelistavad rühma säilimist selle liikmete ellujäämisele , tõdeb Sapiro raamatu sissejuhatuses psühhiaatriaprofessor Jerome Frank .",no,"The phrase 'jõusse' was classified as 'no' because it signifies a state or condition, not a location.",no,"The phrase 'jõusse' refers to a conceptual state (force/effect) rather than a physical place, so it was classified as 'no'.",,,,no,no
13272431,21234580,14,mahtuma,ära,adit,vann,vanni,"Kaalujälgijatega olid tänavuse võistluse kandidaadid ühinenud erinevail põhjustel : kes ei mahtunud enam vanni või pükstesse ära , kes tahtis vastassoole muljet avaldada , kel muutus liikumine päev päeva järel vaevalisemaks , kes tuli sõbra kutsel .",yes,,no,"The phrase 'vanni' was classified as 'no' because it does not describe a location or place where an action occurs, but is part of a metaphor or expression about fitting into something.",,,,no,no
7944709,12730315,8,lamama,,in,andma,Anna,"Noh , kui vaene Bill oleks seal Anna voodis lamanud , täiesti riides ja püksilukk kinni .",no,The phrase 'Anna' was classified as 'no' because it refers to a person's name rather than a location.,no,"The phrase 'Anna' was classified as 'no' because it refers to a person, not a place.",,,,no,no
11265806,18054916,8,viskama,,adit,nimetus,nimetusse,Vanim poeg Sulev viskas kivi kaugele-kaugele mingisse nimetusse järve .,no,"The word 'nimetusse' describes the quality or characteristic of the lake being unnamed and not a specific geographical location, so it is classified as 'no'.",no,The phrase 'nimetusse' was classified as 'no' because it describes a characteristic (nameless) of the object 'järve' rather than specifying a place.,,,,no,no
18933641,28586740,19,pääsema,välja,el,hinnatupik,hinnatupikust,"“ Sisseveetav odav Ukraina vili ja Euroopa doteeritud vili rikub meie hinna nii ära , et kes siit hinnatupikust kord välja pääseb , on küll väga tugev teraviljakasvataja , võrreldes teiste ELi talunikega , ” tõdeb nende teraviljakasvatajate eliiti kuuluv Ajaots , kes karmides tingimustes on oma äri edukalt püsti pannud .",no,"The phrase 'hinnatupikust' refers to a metaphorical impasse related to prices and not a physical location, so it is classified as 'no'.",no,The phrase 'hinnatupikust' was classified as 'no' because it does not indicate a location or place but rather refers to a figurative context of a 'price deadlock'.,,,,yes,yes
10071166,16155136,9,leidma,,ill,koostöö,koostöösse,Tegelikult ei ole Siimanni lubatud muutused valitsuskoalitsiooni suhtumises koostöösse opositsiooniga aset leidnud .,no,"The phrase 'koostöösse' refers to collaboration, which is an abstract concept and not a physical location.",no,The phrase 'koostöösse' was classified as 'no' because it refers to the abstract concept of collaboration and not to an actual place or location.,,,,no,no
7963762,12767803,13,hakkama,,ill,eripärasus,eripärasustesse,"Ta ei mõelnud võimalusele , et ta oli viimasel ajal tõepoolest naise eripärasustesse tunduvalt vähema taluvusega suhtuma hakanud .",no,"The word 'eripärasustesse' (peculiarities) does not indicate any specific location, so it was classified as not location.",no,"The phrase 'eripärasustesse' refers to a quality or characteristic and not a physical location, so it is not classified as an adverbial of place.",,,,no,no
1548298,2463640,7,õpetama,,in,asi,asjades,""" Nad õpetasid meid nii elementaarsetes asjades , umbes nii , et kuidas kaamera töötab . """,no,"The phrase 'asjades' is not classified as location because it refers to things or matters, not a physical location.",no,"The phrase 'asjades' refers to matters or things rather than a physical location, so it is not classified as an adverbial of place.",,,,no,no
18561870,28093729,7,vedelema,,ad,inimene,inimestel,"Äkki oled märganud , et korralikel inimestel ei vedele",no,"The word 'inimestel' refers to people and does not indicate any location, leading to its classification as 'no'.",no,"The phrase 'inimestel' refers to a possession or characteristic of people, rather than specifying a place.",,alive,,no,no
12378462,19817151,6,paiknema,,ad,hilispronksaja,hilispronksajal,"Otse Kaali peakraatri nõlval paiknes hilispronksajal , 8 . sajandil e . Kr . rajatud linnus-asula .",no,The term 'hilispronksajal' refers to a time period (late Bronze Age) and not to a physical or geographical location.,no,"The phrase 'hilispronksajal' refers to a time period rather than a location, making it temporal rather than adverbial of place.",,,,no,no
11368470,18215931,7,saama,,adit,Ghislimbert,Ghislimberti,"Seni on lahtine , kuidas täpselt Ghislimberti raskeid pea- ja rindkerevigastusi sai .",no,"The phrase 'Ghislimberti' is a person's name, not a location.",no,"The phrase 'Ghislimberti' is a proper noun referring to a person and does not provide any information about a location, hence it is not adverbial of place.",,,,no,no
5582930,8951646,3,helisema,,in,lõpp,lõpus,""" Suvevaheaja lõpus helises Luunja juures mu telefon .",no,"The phrase 'lõpus' was classified as 'no' because it denotes a temporal concept, not a location.",no,"The phrase 'lõpus' indicates a point in time rather than a physical location, so it is not classified as adverbial of place.",,,,no,no
11470650,18377397,3,paiknema,,ad,iseseisvusaeg,iseseisvusajal,Eesti esimesel iseseisvusajal paiknes hoones Peipsiääre piirivalve staap .,no,The phrase 'iseseisvusajal' refers to a time period (independence era) rather than a specific geographic location.,no,"The phrase 'iseseisvusajal' refers to a time period ('during the independence period') rather than indicating a physical location, so it was classified as 'no'.",,,,no,no
7417967,11909269,3,valguma,,all,sina,sulle,"Pisarad valguvad sulle silma , kui sa näed kuuvalguses seda ebamaist , lausa ingellikku ilu , su hing jääb kinni , sa tunned endast tsunamina üle tormamas õrnuse , kahetsuse ja rõõmu lainet , sa hingad sügavalt välja , tõstad silmad tänus taeva poole , võtad õrnalt-õrnalt sellest haprast kaunitarist kinni ja uinud taas .",no,The phrase 'sulle' was classified as 'no' because it refers to a person (you) and not a geographic or physical location.,no,"The phrase 'sulle' refers to the recipient of an action, indicating direction or person, not a specific location, so it is not an adverbial of place.",,,,no,no
1297143,2061039,21,pidama,,adit,loeng,loengu,"Konverentsil osalevad ettekannetega Tartu Ülikooli , Eesti Muusikaakadeemia ja Tallinna Pedagoogikaülikooli mitmete erialade tudengid , magistrandid ja doktorandid , sissejuhtava loengu peab Kopenhaageni ülikooli folkloristikaprofessor Timothy Tangherlini .",no,"The phrase 'loengu' refers to a lecture, which is an event or activity, not a physical location.",no,"The phrase 'loengu' is not describing a place but refers to an event or an action, so it is not an adverbial of place.",,,,no,no
8249678,13236200,2,seiklema,,in,noorus,nooruses,"Seikles nooruses oma sõbra , eesti Marahwa Näddala-Lehe ( ilmub praegu Maalehe nime all ) vastutava väljaandja  Otto Wilhelm Masinguga  mitmel pool Euroopas .",no,"The phrase 'nooruses' refers to a time period (youth) and not a physical location, so it was classified as 'no'.",no,"The phrase 'nooruses' refers to a period of time in youth and not a place, so it is not an adverbial of place.",,,,no,no
1643009,2615161,4,tellima,,el,eestlane,eestlasest,Järgmisel aastal tellis eestlasest sõber mulle koju Rahva Hääle .,no,"The phrase 'eestlasest' refers to a person or nationality, not a location.",no,"The phrase 'eestlasest' refers to the nationality of the friend and not to a location, so it is not an adverbial of place.",,alive,,no,no
4583619,7366956,20,kukkuma,alla,in,ilmastikuolu,ilmastikuoludes,"Moskvast startinud Vnukovo Airlinesi lennuk Tu 154 , mille pardal oli 129 reisijat ja 12 meeskonnaliiget , kukkus halbades ilmastikuoludes alla kümne kilomeetri kaugusel Longyearbyenis asuvast Teravmägede ainsast lennuväljast .",no,"The phrase 'ilmastikuoludes' refers to 'weather conditions,' which are not a location.",no,"The phrase 'ilmastikuoludes' describes the conditions or circumstances of the action rather than indicating a specific place, so it is not classified as adverbial of place.",,,,no,no
14549559,22993194,6,soovima,,ill,kõnealune,kõnealusesse,"Laeva kapten , kes soovib kõnealusesse piirkonda siseneda selleks , et makrelli oma laevale ümber laadida , teatab selle liikmesriigi kontrolliasutusele , kelle vööndis ümberlaadimine toimub , kavatsetava ümberlaadimise aja ja koha kõige enam 36 ja vähemalt 24 tundi enne ümberlaadimise algust .",no,The phrase 'kõnealusesse' is classified as 'no' because it does not specify a location; it is a generic term indicating a referenced area but lacks any explicit geographical or spatial designation.,no,"The phrase 'kõnealusesse' does not specify a particular place but rather refers to a general area or topic, so it is not classified as adverbial of place.",,,,yes,yes
2553763,4096876,9,töötama,kokku,in,vanus,vanuses,Sellegipoolest töötasid eelmisel aastal kokku 659 Tallinna noort vanuses 13-18 aastat 34 linnasiseses ja üheksas linnavälises rühmas .,no,"The phrase 'vanuses' relates to ages and not a location, so it is classified as not a location.",no,"The phrase 'vanuses' refers to age and not a location, so it is not classified as adverbial of place.",,time,,no,no
