sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_alive,is_abstract,is_time,is_event,is_org
7802854,12509160,8,käima,ringi,in,kittel,kitlis,"Kui ma oleksin käinud kodus ringi nööpideta kitlis , juuksed salkus , ning aina torisenud supikeetmisest ja lapse mähkmetest , siis arvan , et see poleks sugugi meeldiv olnud .",no,"The word 'kitlis' refers to a garment and not a location, so it was classified as 'no'.",no,"The phrase 'kitlis' was classified as not adverbial of place ('no') because it describes a state of being clothed in a gown or robe, not a physical location.",,,,no,no,no,no,no
4945040,7939377,15,vastutama,,in,lehv,lehvides,"ESS Rannavalve projektijuht Aivar Preis ütles Raadio Pärnule antud intervjuus , et punase lipu lehvides vastutab ujuma mineja ise võimalike traagiliste tagajärgede eest .",no,"'Lehvides' describes an action, not a location.",no,"The phrase 'lehvides' is not adverbial of place because it indicates an action or state (waving), not a location.",,,,no,no,no,no,no
2254717,3608428,8,kukkuma,,abl,hobune,hobustelt,"Kajamaal Steeplechase Business Cup 2002-l harrastajate sõidul hobustelt kukkunud Evelin Evisalu ( 22 ) lebab Mustamäe haigla palatis , vaatab telekat ja meenutab ohtlikku võistlust .",no,"The word 'hobustelt' refers to 'horses' in the context of falling off, not a specific location, so it is classified as 'no'.",no,"The phrase 'hobustelt' refers to the source or origin (from the horses) rather than specifying a location, so it is not adverbial of place.",,,,no,no,no,no,no
10345694,16600052,17,askeldama,,in,ehitusjärk,ehitusjärgus,"Kolmapäeval kell 10.30 märkas Tallinnas Kaasiku tänavas elav kaitseliitlane Erik ( 42 ) , et naabri ehitusjärgus elamu garaazhiukse juures askeldavad kaks kahtlast meest .",no,"The phrase 'ehitusjärgus' describes the condition of the building, not a location, hence classified as 'no'.",no,"The phrase 'ehitusjärgus' describes the state of construction of the house and does not indicate a specific place, so it is not adverbial of place.",,,,no,no,no,no,no
13353445,21361882,17,startima,,abl,kaotusseis,kaotusseisult,"Eesti naiskond alustas 41 : 34 võiduga Tšehhimaa üle , kusjuures otsustavas matšis startis Embrich 28 : 31 kaotusseisult .",no,"The word 'kaotusseisult' refers to a state or situation of being behind, not a physical location.",no,"The phrase 'kaotusseisult' indicates a state or condition and does not specify a location, so it is not classified as an adverbial of place.",,state,,no,no,no,no,no
1519501,2418078,40,põrkama,kokku,in,midajuht,midajuhtis,"03.11.2000 kella 20.35 paiku toimus liiklusõnnetus Viljandimaal Imavere-Karksi-Nuia tee 23. kilomeetril , kus mopeedijuht Heino ( s. 1944 ) , liikudes Viljandi poolt Võhma suunas , kaldus vastassuuna vööndisse ning põrkas kokku vastu tuleva kaubikuga Volkswagen Caddy , midajuhtis Madis ( s. 1971 ) .",no,"The word 'midajuhtis' is not a location as it translates to 'which was driven by' and refers to an action, not a place.",no,"The phrase 'midajuhtis' translates to 'who drove it' and refers to the doer of an action, not a location, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
10929722,17504640,8,kõndima,,in,kiirtempo,kiirtempos,"“ Aga sellest ajast kõnnin tänaval pidevalt kiirtempos ja söön kohutavalt kiiresti - kogu aeg pidin ruttama , ” ütleb Eda-Ines .",no,"The phrase 'kiirtempos' refers to a speed or manner of walking, not a physical location.",no,"The phrase 'kiirtempos' describes the manner or speed of walking, not the location, so it is not an adverbial of place.",,,,no,no,no,no,no
5923834,9509688,11,kukkuma,,ill,laius,laiusesse,Üks neist kukkus autoteed ja raudteed lahutavasse umbes kahe meetri laiusesse tühimikku .,no,"The phrase 'laiusesse' describes a spatial measure or dimension and not a specific physical location, so it is classified as 'no'.",no,The phrase 'laiusesse' was classified as 'no' because it refers to a measurement or dimension rather than a specific location.,,,,no,no,no,no,no
5101549,8187658,17,ulatuma,,abl,külg,külgedelt,"Külmik , pliit , kraanikauss , praeahjud ja tööpinnad on integreeritud ühtsesse kapiseina , mis ulatub külgedelt ettepoole ja taandub nõgusalt keskosas .",no,"The phrase 'külgedelt' means 'from the sides' in English, which indicates direction or position rather than a specific location.",no,"The phrase 'külgedelt' refers to a direction or origin but not a specific physical location, so it is not an adverbial of place.",,,,no,no,no,no,no
5112156,8203321,53,unustama,,adit,hool,hoolde,""" Siristavad ja kudrutavad preilid , kelle rinnad ja istmikud korsetiliste abinõude varal kummi olid aetud , nii et nende kõverdatud kehad tuletasid meelde suuri küsimärke , pesinesid tõrkumatult härrade vahele laia pehme diivani mugavusse , sõid , jõid , suitsetasid , ja unustasid oma rinnad ja põlved vähese edvistamise järel võõrustajate hoolde .",no,"The word 'hoolde' does not signify a specific geographic or physical location, hence it is not classified as a location.",no,"The phrase 'hoolde' refers to taking responsibility or care and is not specifying a location, so it is not an adverbial of place.",,,,no,no,no,no,no
8480600,13593579,14,saama,välja,el,hind,hinnast,"Räägitagu sealsetest tollidest mis tahes , ei saa olulist maailmaturu hinnatõusu sealse nafta hinnast ometi välja krakkida .",no,Hinnast is related to pricing and not a physical place.,no,"The phrase 'hinnast' pertains to price and does not indicate a location, so it is not an adverbial of place.",,,,no,no,no,no,no
13533012,21643451,12,jälgima,,in,haudvaikus,haudvaikuses,"Kohtus oli üsna palju publikut , kes toimuvat ammuli sui ja haudvaikuses jälgis .",no,"Classified as 'no' because 'haudvaikuses' refers to silence, which is an abstract state, not a location.",no,"The phrase 'haudvaikuses' describes a state of silence, not a location, so it is not an adverbial of place.",,,,no,no,no,no,no
15285583,23861614,6,õpetama,,in,joove,joobes,Kas ka maailm teile teie joobes midagi õpetab ... kahtlen .,no,The phrase 'joobes' pertains to a state of being intoxicated rather than indicating any specific location.,no,"The phrase 'joobes' describes a state of being and not a physical location, so it is not adverbial of place.",,state,,no,no,no,no,no
2369208,3796903,4,ajama,,in,eesots,eesotsas,"Labour Tony Blairiga eesotsas ajab väga konservatiivset ja ettevõtja-sõbralikku majanduspoliitikat , briti liberaalid on neis asjades märksa vasakpoolsemad .",no,"The phrase 'eesotsas' indicates a leading position, not a geographic location, so it is classified as 'no'.",no,The phrase 'eesotsas' is not an adverbial of place because it does not specify a location but rather indicates a figurative leadership or forefront position.,,location,,no,no,no,no,no
16748881,25772848,6,jalutama,,in,kontorikostüüm,kontorikostüümis,"Londoni vilkal äritänaval jalutab kallis kontorikostüümis naisterahvas , kaenla all mapp ja telefon kõrva ääres .",no,"'kontorikostüümis' refers to attire, not a location, so it's classified as 'no'.",no,The phrase 'kontorikostüümis' is not an adverbial of place because it describes attire and not a physical location.,,,,no,no,no,no,no
7475337,11999213,24,saama,välja,el,kriisiseisund,kriisiseisundist,"SCELSI PEENEKOELINE üksikhelile keskenduv “ Anahit ” ( 1965 ) on loodud pärast seda , kui helilooja oli ida mõttesüsteemide toel saanud välja kriisiseisundist .",no,"The phrase 'kriisiseisundist' refers to a state or condition, not a physical location.",no,The phrase 'kriisiseisundist' was not classified as an adverbial of place because it refers to a state or condition rather than a physical location.,,,,no,no,no,no,no
1539194,2449425,12,ootama,,ill,ring,ringidesse,Lasnamäe Avatud Noortekeskuse ( Kahu tn 4 ) ootab lapsi uutesse ringidesse .,no,"The phrase 'ringidesse' refers to 'groups' or 'circles' and not a specific geographical location, so it is classified as 'no'.",no,"The phrase 'ringidesse' refers to 'circles' or 'groups,' which denote activities or organizational groups rather than a physical place, so it is not an adverbial of place.",,,,no,no,no,no,no
21055930,29895623,6,käima,,ill,tuhar,tuharasse,Punjabi: tartu_tibin ... käi tuharasse,no,"The phrase 'tuharasse' does not indicate a specific location, but rather appears to be part of a phrase or context unrelated to a geographical or physical place.",no,It was classified as 'no' because 'tuharasse' does not indicate a location or spatial context relevant to the sentence.,,,,no,no,no,no,no
17034335,26179947,1,kasvama,üles,in,Väikes,Väikeses,"Väikeses Lääne-Norra asulas fjordide vahel üles kasvanud Dahle on end iseloomustanud energilise ja aktiivse tüübina , kelle lapsepõlve ilmestasid lähedane suhe vanematega ning mägede vahel paiknev kodukoht .",no,The phrase 'Väikeses' was classified as 'no' because it is an adjective and does not function as a standalone location.,no,It was classified as 'no' because 'Väikeses' is an adjective describing 'Lääne-Norra asulas' rather than an adverbial of place.,,,LOC,no,no,no,no,no
4902832,7871937,16,nägema,,ill,arve,arvesse,"Ma ei taha olla sidemetes ühegi fundamentalistiga , kes näeb elu vaid ühest küljest võtmata arvesse teiste arvamusi .",no,"The phrase 'arvesse' does not refer to a specific place or location, so it was classified as 'no'.",no,"The phrase 'arvesse' is not a location or place; it refers to 'taking into account' opinions, which is not related to a physical or conceptual location.",,,,no,no,no,no,no
14406764,22816916,16,tellima,,el,graniit,graniidist,Raadio Sky Plus ja TV3 « Naabrist parema » saatejuht Alari Kivisaar tellis oma kodukööki graniidist töötasapinna firmast T & P Köögid .,no,"The phrase 'graniidist' refers to the material granite and not a geographical or physical location, so it is classified as not a location.",no,The phrase 'graniidist' refers to material (granite) and not a specific location or place.,,,,no,no,no,no,no
1993451,3179192,13,laienema,,adit,toim,toime,"Selle seaduse mõistes on Riigikogu liige ametiisik , kellele laieneb korruptsioonivastase seaduse toime ja kellel on kohustus vältida korruptsiooniohtlikke suhteid .",no,"The phrase 'toime' refers to effect or influence, which is abstract and not a location.",no,"The phrase 'toime' does not indicate a specific location or place, hence it is not classified as adverbial of place.",,,,no,no,no,no,no
130111,217930,6,kükitama,,in,hingehäda,hingehädas,"Sel ajal , kui Kukk hingehädas müüril kükitas , läksid teised külla köie järele .",no,"The phrase 'hingehädas' describes an emotional state, not a location.",no,"The phrase 'hingehädas' describes a state of mind or condition rather than a physical place, thus it is not adverbial of place.",,,,no,no,no,no,no
17288890,26535201,10,ronima,,all,700,700'le,"Ma pigem usun , et see tibi kes ronib 700'le BMWle peale on sama loll ja samasugune rullnokk nagu sa ise .",no,"The phrase '700'le' refers to an object (a BMW), indicating possession or relation, but not a location.",no,"The phrase '700'le' refers to a specific object (a BMW), and not a location, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
8663696,13900844,4,askeldama,,in,räbal,räbalates,Lõkke ümber askeldavad räbalates mehed .,no,"The phrase 'räbalates' is classified as not a location because it refers to 'tattered clothes' or a condition of being, not a physical location.",no,"The phrase 'räbalates' describes the condition or state of the men, not a location, so it is not adverbial of place.",,,,no,no,no,no,no
7860458,12593332,20,röövima,,el,oportunism,oportunismist,"Isegi kui ta kunagi enam ühtegi väravat ei löö , isegi kui sagedased kõõlusevalud rööviksid talt selle segu kartmatust oportunismist ja julgest lõppmängust , tunnistab video alati , et tegemist on imelapsega .",no,The phrase 'oportunismist' was classified as not a location because it refers to a concept or quality and not to a physical or geographical location.,no,"The phrase 'oportunismist' refers to a concept or idea, not a specific place or location, so it was classified as 'no'.",,,,no,no,no,no,no
8803892,14132269,7,hulkuma,,in,rahvariie,rahvariides,"Park kajas laulust ja muusikast , rahvariides inimparvi hulkus kõikjal ning aeg-ajalt oli jälle mõni huviline ukse taga , kes tahtis pussi osta .",no,"The word 'rahvariides' refers to traditional clothing and not a physical location, so it was classified as 'no'.",no,"The phrase 'rahvariides' describes the attire of the people, not a location, so it is not adverbial of place.",,,,no,no,no,no,no
10194068,16356815,2,olema,,in,Aare,Aares,"“ Aares on olemas kõik inimlik , ” ütleb juhataja Anne-Liis Siimson .",no,The term 'Aares' refers to a person or name in this context rather than a location.,no,"The phrase 'Aares' was classified as not adverbial of place ('no') because it refers to a person or entity, not a specific location.",,,LOC,no,no,no,no,no
17281408,26527225,2,tahtma,,adit,häda,hätta,"Ega hätta ei tahaks sellegipoolest inimest jätta - mõtte- ja probleemikaaslasi leiaksid vast hulgi grupist Seal hulgaliselt tunnustamata geeniusi , ilmselt suudavad ka otsitud msn nr-ga aidata .",no,"The phrase 'hätta' refers to trouble or difficulty and does not indicate a physical location, so it was classified as 'no'.",no,The phrase 'hätta' is not classified as an adverbial of place because it refers to a state or situation (trouble) rather than a physical location.,,,,no,no,no,no,no
7992605,12819314,16,jääma,kinni,adit,takk,takku,"Üks neist laskus järsku nii madalasse , et jäi küüniseid pidi mu pikkadesse juustesse nagu takku kinni , kuni ma end temast vabaks rapsisin ja lind puu otsa põgenes .",no,The phrase 'takku' was classified as not a location because it refers to 'tangled hair' and does not indicate any geographical or spatial location.,no,The phrase 'takku' is not classified as an adverbial of place because it does not indicate a location but rather refers to being tangled or caught.,,,,no,no,no,no,no
746987,1190621,5,olema,,in,CD-keta,CD-ketas,"Põhimõtteliselt on Eesti teedevõrgustikuga CD-ketas olemas , kuid seda saab kasutada üksnes sülearvutisse installeerituna .",no,"The phrase 'CD-ketas' refers to an object, not a location.",no,The phrase 'CD-ketas' is not classified as an adverbial of place because it signifies an object and does not denote a location.,,,,no,no,no,no,no
64852,111363,8,paistma,,abl,kaugus,kauguselt,Viimase kontrollposti vaateplatvormilt paistab Põhja-Korea vaatluspost kiviviske kauguselt .,no,"The phrase 'kauguselt' was classified as 'no' because it refers to distance, not a physical location.",no,"The phrase 'kauguselt' describes a measure of distance rather than a specific location, so it is not an adverbial of place.",,,,no,no,no,no,no
186987,310488,9,suunduma,,el,investeering,investeeringutest,Tervelt 25% eelmisel aastal Saksa firmade poolt sooritatud investeeringutest suundus välismaale .,no,"The word 'investeeringutest' refers to investments and not a specific geographical place, so it is classified as 'no'.",no,"The phrase 'investeeringutest' refers to investments but does not indicate a specific location, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
11040544,17682387,8,jälgima,,in,ajahäda,ajahädas,"Aga mis veel kergejõustikku puutub , siis ajahädas olen MMi jälginud pisut hommikul enne tööd ja õhtul hiljem .",no,"The word 'ajahädas' refers to being pressed for time, not a physical location.",no,The phrase 'ajahädas' is not a location but rather describes a state or condition (being in a hurry).,,,,no,no,no,no,no
1441197,2293487,9,maksma,,ill,dollar,dollaritesse,"Kui Eestis maksis 100 kilovatt-tundi elektrit möödunud kuul dollaritesse ümberarvestatult neli dollarit , siis Leedus maksis elekter 6,5 dollarit ja Lätis 6,25 dollarit .",no,"The phrase 'dollaritesse' refers to currency conversion and not a physical place, so it is classified as 'no'.",no,"The phrase 'dollaritesse' refers to a currency conversion, not a location, so it is not an adverbial of place.",,,,no,no,no,no,no
12613676,20184640,15,saama,,adit,Samsung,Samsungi,"Samsungi pleier oli hõbedane , Philipsi oma must , kuid soovija saab ka musta Samsungi või hõbedase Philipsi .",no,"The phrase 'Samsungi' refers to a brand and not a specific location, so it was classified as 'no'.",no,"The phrase 'Samsungi' refers to a brand name or ownership, not a physical location, and therefore is not adverbial of place.",,,,no,no,no,no,yes
4003026,6443967,29,lubama,,ill,helduma,heldus,"Ühesõnaga riik on meeleldi nõus kulutama kontoriroti töötingimuste loomiseks ligi pool miljonit ühe paberimäärija kohta , aga kirjanikule täpset samasuguseid tingimusi nõudva laua taga istumise eest lubab maksumaksja heldus välja käia loomingulise kulka stipi kas 4000 või 6000 krooni kuus ja seda üheks aastaks vähestele äravalitutele ning mitte tähtajatu töölepinguga nagu paljud ametnikud .",no,The word 'heldus' refers to generosity and not to a physical location.,no,"The phrase 'heldus' describes a quality or state (generosity), not a location, making it not an adverbial of place.",,,,no,no,no,no,no
9157599,14721828,12,liikuma,,adit,kokku-lahk,kokku-lahku,Dekoratsiooni aset täitev nelja mängupinnaga kaldteedest ja treppidest koosnev moodustis liikus kokku-lahku .,no,"The word 'kokku-lahku' refers to a movement or action, not a physical or geographic location.",no,"The phrase 'kokku-lahku' describes a manner of movement or action, not a location, so it is not adverbial of place.",,,,no,no,no,no,no
2550516,4091831,12,tervitama,,in,aurivi,aurivis,Üritust õnnitas Narva luteri koguduse õpetaja Villu Jürjo ning grenadere tervitas aurivis kaitseväe noorsõdurite rühm .,no,The word 'aurivis' does not refer to any specific location but rather to a ceremonial greeting context.,no,"The phrase 'aurivis' does not indicate a location or place, thus it is not an adverbial of place.",,,,no,no,no,no,no
12303435,19696326,7,jooksma,,ill,paine,paindesse,Teivastki on Kaseorg vaid ühel treeningul paindesse jooksnud .,no,"The word 'paindesse' refers to a state or condition and not a specific location, so it is classified as 'no'.",no,"The phrase 'paindesse' describes a motion or state rather than a specific location, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
15655355,24428125,7,jalutama,ringi,in,eesots,eesotsas,"Nädala alguses jalutas linnuse rahastu nõukogu eesotsas linnapea Teet Kallasveega linnuses ringi , et välja selgitada hädapärasemad tööd .",no,"The phrase 'eesotsas' means 'at the head' or 'leading' and describes leadership, not a location.",no,"The phrase 'eesotsas' refers to being at the head of or leading something, which indicates position but not a specific location, so it was classified as 'no'.",,location,,no,no,no,no,no
6182487,9926653,7,kaduma,,ill,suund,suundadesse,Paraku kadus see raha hoopis teistesse suundadesse .,no,"The term 'suundadesse' means 'directions' and is used in a metaphorical sense here, not referring to a physical location, hence classified as 'no'.",no,"The phrase 'suundadesse' refers to directions or tendencies rather than specific locations, so it was classified as 'no'.",,,,no,no,no,no,no
12289430,19672900,8,arenema,,in,järk,järgus,Beethoveni avamängus “ Egmont ” areneb mitmes järgus Goethe kangelasdraama .,no,"The phrase 'järgus' means 'stage' or 'phase', which is an abstract concept and not a physical or geographical location, so it was classified as 'no'.",no,"The phrase 'järgus' is not an adverbial of place because it refers to stages or phases of development, not a location.",,,,no,no,no,no,no
4015848,6464379,3,võimutsema,,in,kilomeeter,kilomeetris,Meeste 10 kilomeetris võimutsesid norralased .,no,"The word 'kilomeetris' refers to a distance measure, not a specific location, hence it is classified as 'no'.",no,"The phrase 'kilomeetris' is not adverbial of place because it refers to a measurement or distance, not a specific location.",,,,no,no,no,no,no
4167158,6706886,4,tervitama,,in,ostukirg,ostukires,"Tühermaal tervitas hommikusi ostukires rühkijaid kirev , saja meetri pikkune ning kümne meetri kõrgune riidepalakas .",no,"The word 'ostukires' refers to enthusiasm or desire for shopping, not a physical location.",no,It was classified as 'no' because 'ostukires' indicates the reason or cause (enthusiasm for shopping) rather than a specific location or place.,,,,no,no,no,no,no
212326,346543,5,koordineerima,,in,koostöö,koostöös,"2.1.9 Organiseerib ja koordineerib koostöös teiste koolis tegutsevate spetsialistidega ( huvijuht , psühholoog jne ) koolis tugiõpilaste liikumist .",no,The word 'koostöös' refers to collaboration and does not denote a specific location.,no,"The phrase 'koostöös' indicates collaboration or manner, not a place, and is therefore not adverbial of place.",,,,no,no,no,no,no
5549222,8897261,8,sõitma,,abl,kaugus,kauguselt,""" Aga see , kes 30 kilomeetri kauguselt iga päev kooli sõidab , jääb sel juhul ilma , "" nentis EÜLi juhatuse esimees Birgit Lao .",no,"The phrase 'kauguselt' means 'from a distance' and refers to a measure of space, not a specific physical or geographic location.",no,"The phrase 'kauguselt' refers to distance but does not specify a location or place, so it is not adverbial of place.",,,,no,no,no,no,no
10882308,17429017,5,sõitma,vastu,in,joove,joobes,Rebase 1 juures sõitis joobes 33-aastane Aleksei oma Ford Sierraga vastu majaseina .,no,"The phrase 'joobes' describes a state of being (intoxicated) and not a location, so it is classified as not a location.",no,The phrase 'joobes' is not an adverbial of place because it describes the state of being intoxicated rather than a location.,,state,,no,no,no,no,no
2197726,3513299,17,patrullima,,in,koosseis,koosseisus,"Komissar lisas , et maakondade prefektuuride politseinikud liituvad kolmeliikmelisteks gruppideks ning patrullivad üksteise aladel kordamööda suurendatud koosseisus .",?,?,no,"The phrase 'koosseisus' refers to the composition or makeup and does not indicate a place, thus it is not an adverbial of place.",,,,no,no,no,no,no
4764881,7651936,5,kandma,,adit,vabadusekaotuseligu,vabadusekaotuselikku,Nõgisto kannab hetkel Eestis vabadusekaotuselikku karistust altkäemaksu andmisele kaasaaitamise eest .,no,"The phrase 'vabadusekaotuselikku' describes a state or condition rather than a specific place, leading to its classification as 'no'.",no,"The phrase 'vabadusekaotuselikku' describes the type of punishment but does not indicate any location, so it is not an adverbial of place.",,,,no,no,no,no,no
5487182,8797595,5,vedelema,,ad,ettekääne,ettekäändel,"Teised vedelesid koleda ilma ettekäändel lennujaama kohvikus , et pärast kadedalt Maiani käest kuulda , kui tore linn neil nägemata jäi .",no,"The word 'ettekäändel' refers to an excuse or pretext, not a physical location.",no,"The phrase 'ettekäändel' refers to a justification or pretext, not a location, so it is not an adverbial of place.",,,,no,no,no,no,no
13113001,20981324,15,kerkima,,all,13,13-le,"Meie meest soosis , võrreldes aafriklastega ka ilm : õhusoe kerkis jooksu vältel 6-lt 13-le .",no,"The phrase '13-le' refers to a numerical value, not a physical location.",no,"The phrase '13-le' refers to a numerical value and is not describing a location, so it is not an adverbial of place.",,,,no,no,no,no,no
8610856,13808066,26,jalutama,ringi,in,dress,dressis,"Edasi osutus uurimine häirituks , sest puude varjust astusid esile neli härrasmeest - kes muu ikka õhtutunnil "" Reeboki "" või "" Nice'i "" värvikirevas dressis ringi jalutab - , üks neist osutas üsna ebaviisakalt minule ning teatas : "" Selle võtame kaasa . """,no,The phrase 'dressis' refers to clothing and not a location.,no,"The phrase 'dressis' describes attire rather than a location, so it is not an adverbial of place.",,,,no,no,no,no,no
5950551,9552700,13,pöörduma,,adit,koha-ligu,koha-likku,"Kui olete juba kohal , ostke ajaleht , näiteks Recruitment või pöörduge koha-likku töövahendusbüroosse .",no,"The phrase 'koha-likku' refers to 'local' in Estonian, describing an attribute rather than a specific location.",no,"The phrase 'koha-likku' modifies 'töövahendusbüroosse,' indicating direction but not a specific location itself, so it is not an adverbial of place.",,,,no,no,no,no,no
6326370,10164676,8,pidama,,adit,flirt,flirti,"Pärast lühikest , kirglikku ja tüliga lõppenud flirti Ferrariga pidas Alonso vormel-1 sarjast ühe aasta pausi ( oli Renault' testisõitja ) ning 2003. aastal naastes tegi kohe rekordi ja võitis kõigi aegade noorima piloodina vormel-1 etapi .",no,"'flirti' refers to a romantic or figurative interaction, not a location.",no,"The word 'flirti' refers to a brief romantic interaction, not a physical location, thus it is not an adverbial of place.",,,,no,no,no,no,no
4668553,7501828,3,saama,,adit,Lev,Levi,"Isegi klassikalistest Levi'si teksastest on saanud lõigetega mängimise objekt , "" nendib Hanson .",no,"The phrase 'Levi' was classified as 'no' because it refers to a brand name, not a location.",no,"The word 'Levi' refers to the brand name of jeans and not a specific location, so it is not an adverbial of place.",,,,no,no,no,no,no
8831507,14185313,3,looma,,ill,aken,aknasse,"Lõin silmad aknasse ja nägin õues saepukki , raiepakku , kirvest ja kirvesilmale kleepunud kollast kaselehte .",no,The word 'aknasse' refers to looking out of or towards a window and not a geographical location.,no,"The word 'aknasse' refers to a direction or focus of sight, not a physical location, so it is not an adverbial of place.",,,,no,no,no,no,no
3161219,5075935,9,avama,,in,A4-formaat,A4-formaadis,"Sõbranna ei vastanud , vaid avas oma käes A4-formaadis plakati , kuhu Birgit Õigemeele pildi kõrvale oli värvipliiatsitega kirjutatud "" Birgit on parim ! "" .",no,"The phrase 'A4-formaadis' was classified as 'no' because it refers to a paper format, not a physical location.",no,"The phrase 'A4-formaadis' describes the format or size of the poster and is not indicating a location, so it is not an adverbial of place.",,,,no,no,no,no,no
15703892,24504563,14,õhkima,,in,riie,riietes,""" Omanikud tuginesid laste väitele , kes olid näinud pealt , kuidas laigulistes riietes mehed mõisat õhkisid , ” ütles ta .",no,The phrase 'riietes' refers to clothing and is not a geographic location.,no,"The phrase 'riietes' (in clothes) refers to the attire of the men and is not describing a specific location, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
3538658,5698593,28,hoidma,kinni,in,ulatus,ulatuses,"Ühel kõige raskemal ajal , Aasia finantskriisi paiku aastal 1997 , hoidis De Beersi turundusharu keskmüügiorganisatsioon niiviisi kinni ligikaudu 60 miljardi krooni ( nelja miljardi euro ) ulatuses teemante ?",no,"The phrase 'ulatuses' was classified as 'no' because it denotes an extent or a range, not a geographical location.",no,"The phrase 'ulatuses' (in extent) describes a scope or amount, not a place, thus it is not an adverbial of place.",,,,no,no,no,no,no
5471289,8771935,6,paiknema,,ad,kaalutlus,kaalutlustel,Valitsuse likmed paiknevad hajutatult julgeoleku kaalutlustel .,no,"The word 'kaalutlustel' refers to reasons or considerations, not a physical location, so it was classified as 'no'.",no,"The phrase 'kaalutlustel' refers to reasoning or considerations, not a physical place, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
15995402,24870624,5,tahtma,,adit,alt,alti,ma tahan SELLIST quicklaunch alti nagu see truelaunchbar ...,no,"The phrase 'alti' refers to a feature or element (quicklaunch alt) and not a location, so it is classified as 'no'.",no,The phrase 'alti' is not classified as an adverbial of place because it does not indicate a location or spatial reference in the sentence.,,,,no,no,no,no,no
13209216,21131643,2,maksma,,ill,palkama,Palka,""" Palka me neile ei maksa , "" selgitab Rooba .",no,"The word 'Palka' refers to a salary or payment, not a location.",no,"The phrase 'Palka' refers to salary, which is not related to a location or place, so it is not an adverbial of place.",,,,no,no,no,no,no
16036473,24929602,7,jagama,,in,allae,allaes,Ma sellest suurt ei jaga ma allaes paar päeva tagasi sain sellest teada .,no,The word 'allaes' is not a recognizable location and does not indicate any geographical place.,no,"The phrase 'allaes' does not indicate a location or place, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
678182,1078226,6,opereerima,,in,paiste,paistes,"Kui arstid Truong Van Xa paistes jalga opereerisid , karjatas mees ootamatult : "" Valus !",no,The phrase 'paistes' describes a swollen condition and does not indicate a geographic location.,no,"The phrase 'paistes' describes the swollen condition of a leg, which is an adjective modifying 'jalga' rather than indicating a place.",,,,no,no,no,no,no
185426,308063,10,kirjutama,,ill,krae,kraesse,"Aga fashismist , mida meie nõukogudeaegsed ajaloolased meile sageli kraesse kirjutasid , oli Pätsi-Eenpalu Eesti õnneks veel üsna kaugel .",no,"The term 'kraesse' metaphorically refers to blame or burden placed on someone, not a physical location.",no,"The phrase 'kraesse' refers to a figurative expression and not a physical location, so it is not adverbial of place.",,,,no,no,no,no,no
8970326,14421939,29,jalutama,,in,lumesadu,lumesajus,"“ Meie istume kogu perega laua ümber ja tähistame uut aastat , vaikselt ja väärikalt , ” lubas end Larissana esitlenud kogukas karusnahkadesse riietatud vanadaam , kes mööda lumesajus Tveri bulvarit lapselapsega koolist koju jalutas .",no,The phrase 'lumesajus' was classified as not a location because it describes weather conditions rather than a specific geographical location.,no,"The phrase 'lumesajus' describes the snowing weather condition rather than a physical location, so it is not adverbial of place.",,,,no,no,no,no,no
16422496,25373668,3,konutama,,in,rühm,rühmades,"“ Hommikuti rühmades konutavad seltskonnad on päeva esimese süsti kätte saanud ning ootavad nüüd järgmist , ” rääkis politseinik .",no,"The phrase 'rühmades' means 'in groups' and does not refer to a specific location, so it is classified as 'no'.",no,"The phrase 'rühmades' refers to groups or arrangements of people, not a specific place, so it is not adverbial of place.",,,,no,no,no,no,no
6395813,10280581,7,tellima,,el,kogus,kogusest,"Poed tellivad praegu umbes poole sellest kogusest , mis eelmisel aastal samal ajal , "" ütles ta .",no,The phrase 'kogusest' refers to a quantity and not a specific geographic location.,no,The phrase 'kogusest' is not classified as an adverbial of place because it refers to a quantity or amount rather than a location.,,,,no,no,no,no,no
9680106,15534444,9,jõudma,tagasi,el,see,sellest,"Nii jõuamegi ringiga tagasi kuraator Cermano Celanti tähelepanekuni sellest , et territoriaalne kontroll on dikteerinud kogu meie sajandi kultuuri avaldumisvormid , olgu selleks siis rahvuslikud paviljonid Veneetsia biennaalil , indiaanlaste reservaadid viljatutel kõnnumaadel või siis tänavate jagamine ja valitsemine Harlemi narkodiilerite vahel .",no,"The phrase 'sellest' was not classified as a location because it refers to something abstract or a concept, not a physical place.",no,"The phrase 'sellest' is not classified as an adverbial of place because it indicates a reference to something previously mentioned, not a specific location.",,,,no,no,no,no,no
