sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,opinion,simple_sentences,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat
10075141,16161934,14,pärinema,,abl,ehitus,ehituselt,"Inseneri tütre esimene isa tööga seotud , sõjaeelne mälestus pärineb hoopis Ulila elektrijaama ehituselt , kui Nikolai Oll väikese Malle ise objektile siirdudes autosse kinni pani .",,,,,,,no,yes,no,no,no,no,no,E,a_n50
10106516,16213027,6,mängima,,el,kahegeim,kahegeimist,Avapäeval mängib iga võistkond viis kahegeimist mängu kuni 15 punktini .,???,,,,,,no,no,no,no,no,no,no,,a_n50
14581395,23030393,2,huvitama,,el,avalik,avalikust,Maailma avalikust ei huvita vene armee teod kusagil nii kauges paigas kui tsetseenia .,???,,,,,,no,no,no,no,no,no,no,,a_n50
8341412,13366537,13,mahtuma,,el,kalevlane,kalevlastest,"Eesti suurima spordiühingu 95. aastapäevale pühendatud võistluste hulka mahub Kalevi päevade raames kalevlastest võrk- ja korvpallurite kohtumisõhtu , mis toimub 5. juulil kell 19 Tallinnas , Mustpeade majas .",???,"Eesti suurimal spordiühingul on 95. aastapäev.
Sellele aastapäevale on pühendatud võistlused.
Võistlused toimuvad Kalevi päevade raames.
Kalevi päevade raames toimub kohtumisõhtu.
Kohtumisõhtul osalevad Kalevi võrkpallurid ja korvpallurid.
Kohtumisõhtu toimub 5. juulil kell 19.
Kohtumisõhtu toimub Tallinnas Mustpeade majas.",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50
6071510,9746454,7,kanduma,,all,kes,kellele,"Tema on paraku ka see , kellele kandub üle valitsuse üldine mainelangus .",,,,,,,yes,no,no,no,no,no,no,A,a_n50
8770524,14075613,1,tahtma,,el,kahjum,Kahjumist,Kahjumist tahab ettevõte vabaneda järgmisel aastal .,,,,,,,no,no,no,yes,no,yes,no,L,a_n50
1985194,3166653,8,hakkama,,abl,väliekraan,väliekraanilt,"Pühapäeval puhkes Moskvas vägivallalaine , kui suurelt väliekraanilt Jaapani 1 : 0 võitu Venemaa üle vaadanud inimesed hakkasid laamendama .",,,,,,,no,no,no,yes,no,yes,no,L,a_n50
8485189,13601060,1,koondama,,el,jaoskond,Jaoskondadest,Jaoskondadest ( v.a. Lasnamäe ja Kesklinn ) koondame ühe abikomissari ametikoha .,,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,a_n50
13307832,21289893,7,levima,,all,lõunalaius,lõunalaiustele,Põhja-Skandinaaviast ja Norra merelt levib madalrõhuala lõunalaiustele .,,,,,,,no,no,no,yes,no,yes,no,L,a_n50
15360666,23991013,2,tegema,,el,Monaco,Monacost,Ja Monacost viis teid tee Veneetsiasse ?,vale verb?,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,a_n50
15769945,24593917,22,eemalduma,,el,Põhjamaa,Põhjamaadest,"See , mis Eesti isikuandmete kaitse seaduse 1996. ja 2003. aasta redaktsiooniga tehti , annab pigem tunnistust , et eemaldume kõigist Põhjamaadest kosmilise kiirusega .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,a_n50
4810180,7723629,5,uskuma,,ill,Allah,Allahisse,"Jah , me usume Allahisse .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50
1736704,2764772,3,kuuluma,,adit,A-alagrupp,A-alagruppi,"Saporta sarja A-alagruppi kuuluvad peale Kalevi ja Estrelase veel Kaunase Atletas , Polzela Savjnska Hopsi , Varna Cerno More ja Milano Sony .",,,,,,,no,no,no,yes,no,yes,no,L,a_n50
5607212,8990672,3,pettuma,,in,Washington,WASHINGTONIS,USA SAADIKUD WASHINGTONIS PETTUNUD .,,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50
8765784,14068128,5,jääma,alla,all,Liverpool,Liverpoolile,"Tookord jäi Brugge FC Liverpoolile 0 : 1 alla , meeskonda treenis legendaarne Ernst Happel .",,,|AL|ALT|,,location,ORG,no,no,no,yes,no,yes,no,L,a_n50
2791571,4476563,6,tekkima,,ad,Bamberg,Bambergil,Aastaid Saksamaa paremikku kuulunud Bayeriga Bambergil probleeme ei tekkinud .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,yes,yes,no,L,a_n50
5930832,9520823,4,kirjutama,,el,Bordeaux,Bordeaux'st,"Et ma kirjutan Bordeaux'st , siis ehk ei üllata , et kõik need silmatorkavalt rahulolevad härrased juhtusid olema viinamarjakasvatajad .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50
15629919,24386016,17,lisanduma,,all,SKP,SKPle,"Äraseletatult : kui olete teinud investeeringu , s.t. võtnud laenu ja ostnud korteri , siis lisandub SKPle kohe ka see summa , mida võiksite saada korterit välja üürides .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,yes,yes,no,L,a_n50
6287059,10100539,6,osutama,,all,eeskuju,eeskujule,"Eutanaasiaaktivistid osutavad Hollandi ja Belgia eeskujule , kus halastussurm on teatud tingimustel arsti kaasabil lubatud .",,,,,,,no,no,no,no,no,no,no,,a_n50
8744620,14036958,23,lootma,,abl,kodupublik,kodupublikult,"Meheliku välimusega prantslanna sõnul lisavad Hingise pressi jõudnud arvamused tema seksuaalse orientatsiooni kohta talle vaid võidutahet , lisaks loodab ta abi ka kodupublikult .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50
3191766,5126046,3,tekkima,,all,Tuudi,Tuudile,"Hiljem tekkis Tuudile kolhoosi keskus , siis käisid külanoored seal peol : seitse kilomeetrit sinna ja tagasi .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50
2682147,4302661,33,vaimustuma,,el,laul,laulust,"Osaliselt on see kahtlemata agressiivsus ja provokatiivsus , mis on Curtis J. Jacksonist teinud maailmaklassi kuuluva staari , kelle nime ja mõningaid laule teab ka see , kes pole kunagi ühestki 50 Centi laulust vaimustunud olnud .",,,,,,,no,no,no,no,no,no,no,,a_n50
16944149,26043343,5,kuluma,,ad,OÜ,OÜ-l,Läänemaal 6000 siga kasvataval OÜ-l Linnamäe Peekon kuluks keskkonnakompleksloa nõuete täitmiseks 10 miljonit krooni .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,ORG,no,no,no,no,no,no,no,A,a_n50
2075526,3311926,16,ähvardama,,all,ilves,Ilvesele,Usaldusväärse allika andmetel otsis Reiljan enne umbusalduse algatamist üles Rahvaerakonna aseesimehe Vootele Hanseni ja ähvardas Ilvesele ebamugavate faktide avaldamisega .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50
4458766,7169644,15,õnnestuma,,all,abipalve,abipalvele,"Eile ei soovinud ükski ametkond veel kirja sisu kommenteerida , samuti ei õnnestunud väidetavale abipalvele kinnitust saada Läti peaministri büroost .",,,,,,,no,no,no,no,no,no,no,,a_n50
573585,907904,11,alustama,,all,leping,lepingule,"Soome ehitusfirma Kalle Jousmaa OY alustab vastavalt eile linnavalitsusega sõlmitud lepingule Kuressaare linnuse vallikraavide puhastustöid , mille käigus esimesel aastal puhastatakse linnuse merepoolsed kraavid .",???,"Soome ehitusfirma Kalle Jousmaa OY alustab Kuressaare linnuse vallikraavide puhastustöid.
Firma alustab töid vastavalt eile linnavalitsusega sõlmitud lepingule.
Tööde käigus puhastatakse esimesel aastal linnuse merepoolsed kraavid.
Kuressaare linnus asub Kuressaares.",,,,,no,no,no,no,no,no,no,,a_n50
8191189,13147369,7,sarnanema,,all,pangaautomaat,pangaautomaadile,"Nn Õhuke Eesti , mis sarnaneks pangaautomaadile bensiinijaama seinas .",,,,,,,no,no,no,yes,no,yes,no,L,a_n50
2048815,3268146,5,tekitama,,in,armee,armees,Mitte-eestlaste kehv riigikeeleoskus tekitab armees pingeid,,,,,,,no,yes,no,no,no,no,no,E,a_n50
11407948,18281923,24,jääma,võlgu,all,liit,Liidule,"Jutt on umbes 2-2 , 5 miljardist dollarist , mis kukutatud Mengistu Haile Mariami režiim jäi just saadud sõjavarustuse eest võlgu veel Nõukogude Liidule .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,a_n80
3030028,4860257,10,põhjustama,,all,maaomanik,maaomanikele,"Firma peab hüvitiste maksmist õigeks , kuna infrastruktuuriettevõtted põhjustavad maaomanikele kitsendusi ja ebamugavusi .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
4033611,6491937,7,kandma,ette,all,ECRI,ECRI-le,"Ei tea , kes selliseid andmeid ECRI-le ette kannab - ega ometi mustlased ise !",,,,,,,no,no,no,no,yes,yes,no,L,a_n80
10986231,17595840,15,süstima,,ill,hoolealune,hoolealustesse,"Andres Sõber ( Kalev ) : Kartmatu liider , kes sama hoiakut süstis ka hoolealustesse ning kes kogenud mängijate toel ei jäänud vastastele alla ka taktikuna .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
6485006,10429095,22,kehtima,,all,Iraan,Iraanile,"Ma tean , et täieliku kütusetsükli hankimine tähendab , et riik on mõne kuu kaugusel tuumarelvadest , ja see kehtib nii Iraanile kui kõigile teistele .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n80
10454252,16764683,3,tegema,,all,Keskerakond,Keskerakonnale,"“ Tegin Keskerakonnale ettepaneku algatada umbusaldusavaldus linnapea Ivi Eenmaale , seda aga ei tehtud .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,yes,yes,no,L,a_n80
13862539,22104496,13,põhjustama,,all,suusaliit,suusaliidule,Val di Fiemme MMil epo-hormooni tarvitamisega vahele jäänud Kaisa Varis põhjustas Soome suusaliidule ligi 6 miljoni Eesti krooni suuruse kahju .,,,,,,,yes,no,no,no,no,no,no,A,a_n80
17832366,27223743,8,kinkima,,all,arvuti,arvutile,ma ei kingi ju ventikat ka talle arvutile,,,,,,,no,no,no,no,no,no,no,,a_n80
5169788,8294008,12,tungima,kallale,all,noorpaar,noorpaarile,"Esmaspäeval aga tungis hai paarsada kilomeetri lõuna pool Põhja-Carolina rannikul kallale noorpaarile - mees hukkus , naine on aga tõsiste vigastustega haiglas .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
14253524,22626415,13,laenama,,abl,iseenese,iseendilt,"Arusaamatuses ja pidetuses otsivad siis headki näitlejad laval abi stampžestidest , laenavad iseendilt .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
12407194,19864326,7,tunnistama,,all,kriisiõppus,kriisiõppusele,Teatrijuhtimise praktika tunnistab ta just tänu kriisiõppusele tugevaks .,syntax,,,,,,no,yes,no,no,no,no,no,E,a_n80
6195531,9948684,10,sõnama,,all,portaal,portaalile,"Aeg-ajalt käikase üle lahe lennumasinatega , "" sõnas ta portaalile .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,no,yes,yes,no,L,a_n80
3435614,5530981,2,näima,,all,poliitik,poliitikule,"Mõnele poliitikule näib lausa paradiisina , et ettevõtja peab oma maksumäära kinnitamiseks tema juurde tulema .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
8691290,13944108,13,laulma,,all,kokkuhoidlikkus,kokkuhoidlikkusele,"Selles paigas , kus hommikust õhtuni laulsid rohkem kui sada töötajat kiidulaulu kokkuhoidlikkusele , voorusele , harmooniale , korras seedimisele ja kodurahule , hõljus õhus finantstormide , intriigi , lahkhelide , seedehäirete ja abielurikkumise hõngu .",,,,,,,no,no,no,no,no,no,no,,a_n80
6700220,10779557,4,kinkima,,all,andorralas,andorralastele,"Kaks korda kinkis andorralastele palli Urmas Rooba , kuid õnneks karistust ei järgnenud .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
4284529,6893438,4,meenutama,,all,osaleja,osalejatele,"Konverentsi korraldajad meenutasid osalejatele , et Gaza sektori ja Palestiina humanitaarkriisist ei saa üle vaadata .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
13019981,20831554,9,hõikama,,all,kelk,kelgule,« Vilgats ! » hõikab Lauri järgmise võistleja kelgule .,,,,,,,no,no,no,yes,no,yes,no,L,a_n80
13325269,21317380,1,imponeerima,,all,Märt,Märdile,"Märdile aga imponeerib hoopis Müürilehe plakat , millel kujutatud vaid õuna : Lihtne ja lakooniline .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
10527946,16878011,4,pakkuma,,all,Sabonis,Sabonisele,"Trail Blazers pakub Sabonisele aga juba uut , kolmeaastast lepingut hooajapalgaga kuus miljonit dollarit .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
15704690,24505883,7,taotlema,,abl,ERDA,ERDAlt,"Uuemõisa Tehnika tänava kordategemiseks taotles vallavalitsus ERDAlt raha põhjusel , et seal elab kolmandik valla elanikest ja seal on valla peamine tulubaas .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,yes,no,yes,no,L,a_n80
4886221,7844959,15,näitama,,all,ametivend,ametivendadele,"Mõistagi ei maksa eufooriasse sattuda , tuleval kolmapäeval näitavad Shotimaa jalgpallurid ja poolehoidjad kohalikele ametivendadele eurotaset .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
8969953,14421217,7,pressima,välja,abl,kaubitseja,kaubitsejatelt,"Süüdistustelaine , et turu tegevjuhid pressivad kaubitsejatelt põhjendamatult palju raha välja ja kiusavad neid taga , tõusis taas päevakorda pärast detsembri lõpus toimunud pommiplahvatust , milles hukkus üks ja sai vigastada kolm inimest .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
13627899,21792258,9,naeratama,,all,politseinik,politseinikele,"Teine liik on nn püsikunded , kes naeratavad politseinikele järjekordselt vahele jäädes tuttavlikult .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
3226225,5182857,4,põhjustama,,all,energeetik,energeetikutele,"Just kurjategijad põhjustavad energeetikutele lisakulusid , tekitavad vajaduse suurteks investeeringuteks .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
14429044,22853881,4,soovitama,,all,lasteaed,lasteaiale,Tervisekaitsetalitus soovitas Taebla lasteaiale vett tuua mujalt .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,,no,no,no,yes,no,yes,no,L,a_n80
11072933,17736942,5,märkima,,all,Eesti,Eestile,"Käesolev aasta on nii Eestile , Lätile kui ka Leedule alles esimene hooaeg NATO liikmelisuse saavutamise aastaprogrammi (  membership action plan  ehk MAP - toim ) raames , märkis peasekretär .",syntax,"Käesolev aasta on Eestile, Lätile ja Leedule esimene hooaeg NATO liikmelisuse saavutamise aastaprogrammi raames.
NATO liikmelisuse saavutamise aastaprogrammi nimetatakse membership action plan’iks (MAP).
Seda märkis peasekretär.",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n80
7736111,12402767,7,andma,,all,Cave,Cave'ile,"Idee tavatult roimarohke kauamängiva kokkupanekuks andis Cave'ile tema pikaaegne kaaskonspiraator ja kitarrist Blixa Bargeld pooleteise aasta eest , kui Cave & Bad Seeds salvestasid eelmist pikka plaati “ Let Love In ” .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
4721345,7585107,5,valmistama,,all,UEFA,UEFA-le,"Ta tunnistas , et UEFA-le valmistab muret , kui halvaks on muutunud kohtunike ja mängijate vahelised suhted , eriti kui need lõpevad vägivallaga , nagu seda tihti juhtub madalamates liigades .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,no,no,no,A,a_n80
8825925,14174174,24,kuulma,,abl,Peetri,Peetrilt,"Kadumiseks oli aeg suurepärane - kui keegi hakkaks uurima , miks mind kohtus pole ja kus ma üldse olen , siis kuuleks ta Peetrilt , kuidas me koos napsi võtsime ning kuidas ma oma jala peal koju hakkasin minema .",,,|AL|ALT|,,location,PER,yes,no,no,no,no,no,no,A,a_n80
18382880,27868933,17,delegeerima,,all,ringhäälingunõukogu,ringhäälingunõukogule,"Ma kardan , et see küsimus jällegi ennetab tegelikult seda tegevust , mida see seadus delegeerib ringhäälingunõukogule .",,,,,,,no,no,no,no,yes,yes,no,L,a_n80
17832241,27223596,6,käima,peale,all,lint,lintidele,"Suured lindid käivad külge , lintidele käis ka kaas peale , aga see on kadunud .",,,,,,,no,no,no,yes,no,yes,no,L,a_n80
5729662,9189216,13,tungima,kallale,all,naismüüja,naismüüjale,Umbes 45aastane naine tungis Müürivahe tänaval Guitar Safari pubi vastas asuvas kasukapoes naismüüjale kallale kell 13.09.,,,,,,,yes,no,no,no,no,no,no,A,a_n80
2544269,4081815,32,sõitma,otsa,all,Rudolf,Rudolfile,"22.10.2002 kella 10.30 ajal juhtus Pärnus Karja ja Hõbeda tänava ristmikul liiklusõnnetus , kus sõiduauto Opel Omega , mida juhtis Martti ( s. 1968 ) sõitis otsa ülekäigurajal tänavat ületanud Rudolfile ( s. 1926 ) .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
7158192,11514562,1,kommenteerima,,all,EE,EEle,EEle kommenteeris pankade liitumist Hoiupanga juhatuse esimees Olari Taal .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,yes,no,yes,no,L,a_n80
656313,1042879,8,helistama,,all,elanik,elanikele,"Maja teatab vajadusel ise politseisse ja helistab elanikele , kui keegi püüab sisse tungida .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
4020416,6471584,20,lugema,,all,valijamees,valijameestele,"Tehtud on Eesti poliitilises kultuuris pretsedenditu erakondlik kampaaniareis Pärnumaale , kus Rahvaliit presidendi hõlma varjust omavalitsustele ( loe : valijameestele ) rahamägesid ja eurojõgesid lubas .",syntax,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
7904969,12657543,9,tegema,,all,Harald,Haraldile,"Ja järsku tundis Manda , et oli teinud Haraldile ülekohut .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
7692281,12333295,5,näima,,all,tantsuhitt,tantsuhitile,Prince'i 1982. aastal ilmunud tantsuhitile “ 1999 ” näib aastavahetusega saabuvat uus ( ja oodatud ) tulemine .,,,,,,,no,no,no,no,no,no,no,,a_n80
7047685,11321711,4,müüma,maha,all,eriosakond,eriosakonnale,""" Müüvad meid eriosakonnale maha ? """,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,,no,no,no,yes,no,yes,no,L,a_n80
14279601,22668717,9,tungima,kallale,all,Dmitri,Dmitrile,Pühapäeval tungisid Narvas Rakvere tänaval kolm noormeest kallale Dmitrile .,,,,,,,yes,no,no,no,no,no,no,A,a_n80
7192259,11568803,14,kasseerima,,abl,Pentagon,Pentagonilt,"Selleks , et vedada 90 senti gallon maksvat bensiini Iraaki , kasseeris firma Pentagonilt 1,59 dollarit .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,PER,no,no,no,yes,no,yes,no,L,a_n80
1892072,3014379,10,näima,,all,mis,millele,"Kuigi uus ajajärk võib meid eemale juhtida kuristikust , millele Eesti näis viimastel kuudel järjest kiiremini lähenevat , jäävad mitmed ohud endiselt õhku rippuma .",,,,,,,no,no,no,no,no,no,no,,a_n80
2038914,3255328,3,andma,,all,EBRD,EBRD-le,"Laenuleping annab EBRD-le õiguse tuleva aasta esimesel poolel konverteerida allutatud laen Hansapanga aktsiateks , ütles Hansapanga finantsdirektor Erkki Raasuke .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,no,no,no,A,a_n80
1597427,2541923,6,saatma,laiali,all,tellija,tellijatele,"Baranka joke-list saadab aeg-ajalt oma tellijatele laiali siganaljakaid anekdoote , millest enamik küll inglise keeles .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
8068106,12947571,2,tunnistama,,all,Priskild,Priskillale,"Tunnistan Priskillale , et ma ei ole juutide vandenõust kunagi midagi kuulnud .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
2342833,3753052,2,kompenseerima,,all,seadus,seadusele,"Vastavalt seadusele kompenseerib kohalik omavalitsus investeeringud teedeehitusse , drenaaži ja tänavavalgutusse , juhul kui need on avalikus kasutuses või kui ei lepita kokku teisiti .",syntax,,,,,,no,no,no,no,no,no,no,,a_n80
2970206,4764348,3,kütma,,all,tema,neile,""" Kütsime neile sauna ka rõivistusse , "" muheles Aivar Pohlak .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
12211695,19550360,16,uurima,,abl,see,sellelt,"Miks Romeo Kalda elu läks just nii , nagu ta läinud on , uuris Toimik sellelt ühelt Eestimaa ohtlikumalt kurjategijalt endalt .",???,"Toimik uuris Romeo Kalda käest tema elu kohta.
Romeo Kalda on üks Eestimaa ohtlikumaid kurjategijaid.
Tema elu on läinud nii, nagu see on läinud.",,,,,yes,no,no,no,no,no,no,A,a_n80
9975055,16000359,9,laulma,,all,vokk,vokile,"Öösiti ning varahommikuti käsitööd tehes on ta laulnud vokile , kerilauale ja kõigile muudele asjadele .",,,,,,,no,no,no,no,yes,yes,no,L,a_n80
4649409,7472034,10,lugema,,all,õpilane,õpilastele,"Alustuseks luges Ruitlane publikuks kutsutud 7.-9. klassi õpilastele mõned enda luuletused , Albert Gulk asus aga suurele paberilehele oma hetkemeeleolu joonistama .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
12232139,19583089,10,valmistama,,all,armastaja,armastajale,"Eriretsepti järgi tehtud sealiha punases kastmes valmistab teravate maitsete armastajale pisukese pettumuse portsjon on küll igati kopsakas ja liha parajalt pehmeks hautatud , aga vürtsikust jääb väheks .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
12237660,19591715,23,andma,üle,all,Siimann,Siimannile,"Vähi nentis , et kaks aastat Toompeal olid rasked , kuid tulemuslikud , ja kinnitas , et annab peaministri järje kerge südamega Siimannile üle .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
846700,1349445,19,hüvitama,,all,sõiduauto,sõiduautole,"Hummali tegevuse tagajärjel jäi tema osalusega OÜle Humle tekkimata kahju , kuna Võru linnavalitsus hüvitas OÜ Humle poolt sõiduautole Volvo S40 1,8 varem tehtud kulutused 115.201 , 85 krooni ulatuses .",,,,,,,no,no,no,yes,no,yes,no,L,a_n80
11849203,18962736,2,mõjuma,,all,aru,arule,Naisterahva arule ei mõju ükski ilm ( ühe tartlase tähelepanek ) .,,,,,,,no,no,no,no,no,no,no,,a_n80
7082461,11386542,8,tunnistama,,all,poeg,pojale,"Ühel nõrkushetkel tunnistab Maria Aleksandrovna oma vanemale pojale , kes on tolle tõeline isa .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
18001689,27393337,15,rääkima,ära,all,põli,põlvedele,"Nii mõnigi tollaste sündmuste asjaosaline võiks endalt küsida , kas ta on ikka järeltulevatele põlvedele ausalt ära rääkinud , mis Võrus 21. oktoobril 1987 juhtus .",,,,,,,no,no,no,no,yes,yes,no,L,a_n80
2737810,4391255,13,lugema,,all,nooruk,noorukile,"Tartus Võru tänaval kinnipeetud Audi 80 roolis istunud 1987 aastal sündinud pimedale noorukile luges kaarti kõrvalistuja , kel samuti puudus juhiluba .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
4571330,7347680,2,tasuma,,all,kahekordistumine,kahekordistumisele,"Hindade kahekordistumisele paari kuu jooksul ei tasu loomulikult loota , kuid mõõduka hinnatõusu jätkumine on täiesti reaalne .",,,,,,,no,no,no,no,no,no,no,,a_n80
10820295,17329943,8,mõjuma,,all,diplomaat,diplomaadile,“ Postimehe ” arvates mõjub Venemaa suursaadiku diplomaadile kohatu üliaktiivsus meedia õpetamisel Eesti-Vene niigi habrastele suhetele pärssivalt .,,,,,,,yes,no,no,no,no,no,no,A,a_n80
12264121,19632867,3,sosistama,,all,tina,Tinale,"Ike sosistab Tinale pärast tolle enesetapukatset kiirabiautos kõrva : "" Kui sa ellu ei jää , tapan ma su ära .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
9724402,15603090,8,valmistama,,all,Zabel,Zabelile,"“ Usun , et minu võit valmistas Zabelile ja teistele sprindituusadele paraja üllatuse . ”",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,yes,no,no,no,no,no,no,A,a_n80
1536015,2444551,8,eeldama,,abl,Hansapank,Hansapangalt,"Danil märkis , et antud hinnatase eeldab Hansapangalt juba suhteliselt suurt arengut , seda põhiliselt Läti ja Leedu pangandusturul .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,no,no,no,A,a_n80
9538320,15310475,11,helistama,,all,Frishman,Frishmanile,"Fraktsiooni Meie Valik esimees Tatjana Muravjova ütles : “ Olen Frishmanile korduvalt helistanud ja tedaistungitele kutsunud , aga ta pole tulnud .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n80
7057846,11341038,9,karjuma,,all,uks,uksele,""" Mitte iial ! "" karjus ta kirsipuust uksele .",,,,,,,no,no,no,yes,no,yes,no,L,a_n80
15901007,24737765,17,kasseerima,,abl,filmitäht,filmitähelt,"( Muide , kui Brigitte Bardot'tuleb selle muhameedlase käest vett ostma , kasseerib kaupmees filmitähelt kahekümnekordse hinna ! )",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
7972197,12784665,11,kinkima,,all,juut,juutidele,""" Kui Jehoova müüt kõrvale jätta , ei kinkinud käsulaudasidki juutidele mitte abstraktne rahvamass , vaid üks konkreetne inimene , Mooses . """,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
11716434,18750734,2,imponeerima,,all,venemaalane,venemaalastele,"Tavalistele venemaalastele imponeerivad järgmistel presidendivalimistel arvatavasti eeskätt need kandidaadid , keda tuntakse raudse käe ja rahvuslike huvide tugevate kaitsjatena .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n80
3329176,5354106,4,sätestama,,all,toode,toodetele,"Seadus sätestab teatud toodetele , nagu mootorsõidukid ja nende osad , tootja vastutuse põhimõtte .",,,,,,,no,no,no,yes,no,yes,no,L,a_n80
