sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag
3397279,5467934,19,sõitma,sisse,ill,värav,väravasse,"TOKYO , 30. september ( AP-EPLO ) - Äärmuslasest mees sõitis neljapäeval põleva autoga sisse Jaapani parlamendi alamkoja väravasse , protestimaks nii Põhja-Korea poolt röövitud inimeste tagastamise üle peetavate kõneluste olukorra vastu .",yes,,yes,,,,
440387,688671,9,jääma,kinni,adit,tolliladu,tollilattu,Lätis laevalt maha laaditud püstolid jäid kinni Riia tollilattu .,yes,,yes,,,location,
2810032,4506226,22,liikuma,edasi,ill,Euroopa,Euroopasse,"Tallinna Sadama juht Ain Kaljurand ütles toona Äripäevale , et hiinlased soovivad luua Läänemere piirkonda jaotuskeskuse , kust kaubad liiguksid edasi Euroopasse .",yes,,yes,,,location,LOC
11593420,18563000,6,lõhkema,,in,metroorong,metroorongis,"Viie aasta eest lõhkes pomm metroorongis , mille ühes vagunis oli ka Theodore .",yes,,yes,,,,
15503179,24210759,12,tahtma,,adit,igapäevaelu,igapäevaellu,"Kallid õppetunnid on elektroonikatootjatele selgeks teinud , et hallipäised jaapanlased tahavad igapäevaellu vaid neid seadmeid , mida on nende vajadustele kohandatud .",no,"The phrase 'igapäevaellu' refers to daily life, which is not a specific location.",yes,,,state,
7964675,12769763,10,eksima,,ill,küla,küladesse,"Nende hulgas liigub isegi kõrg-intelligentsi , kes eksivad raudteelähedastesse küladesse , püüavad mõne unikaalse hõbeküünlajala või rariteetsete trükiste eest toiduaineid osta .",yes,,yes,,,,
3107739,4990324,10,tahtma,,ill,edurivi,edurivisse,"Reali peatreener Mariano Garcia kiitis Owenit : "" Tahtsin edurivisse liikumist ja ta sai selle ülesandega väga hästi hakkama . """,yes,,yes,,,alive,
5527087,8861922,4,olema,,ill,Lõuna-Eesti,Lõuna-Eestisse,"Kui on asja Lõuna-Eestisse , sobib hästi Tartus vahepeatus teha , et vahelduseks keha kinnitada .",yes,,yes,"The phrase 'Lõuna-Eestisse' refers to a physical location, making it adverbial of place.",,location,LOC
8029088,12883575,9,hankima,,el,maja,majast,Teisema ülalpidamise oli ta hankinud linna naiste kooskäimise majast .,yes,,yes,,,,
1384367,2201522,9,pagema,,all,Venemaa,Venemaale,Solikamskilaste juhiks peetud Košelev pages uurimise eest arvatavasti Venemaale .,yes,,yes,,,location,LOC
14151964,22495786,19,juhatama,,in,hotell,hotellis,"Tollal korraldasid minu vangipanekut eranditult kõik endised kommunistid : valitsust juhtis ekskommunist , kapot kamandas endisest kommunistist Viru hotellis välismaalaste pealtkuulamist juhatanud miilits , kohtunikud , alates linnakohtunikust kuni riigikohtunikeni välja olid kõik endised kommunistid .",yes,,yes,,,location,ORG
1246521,1981975,5,pagema,,el,nahk,nahast,Rakusideme lõdvenedes pageb niiskus nahast .,no,"The term 'nahast' refers to material or origin ('from the skin'), not a physical location, so it was classified as 'no'.",yes,,,,
6243412,10028039,6,seisma,,in,Tabasalu,Tabasalus,"Kalleim müüdav suurpereelamu seisab Harjumaal Tabasalus Ilmandu külas rahvasuus Lollidemaaks nimetatud eramupiirkonnas , majas on 25 tuba ning omanik küsib selle eest 34,5 miljonit krooni .",yes,,yes,,,location,LOC
15644867,24410310,25,põrutama,,ill,Vegas,Vegasesse,"21.27 , TV3  « Kullakene , ookean on vahepeal , » ütleb žüriiliige Emil Rutiku 16aastasele finalistile Martale , kes enda sõnul põrutaks kohe Vegasesse , kui vaid auto oleks .",yes,"The phrase 'Vegasesse' refers to the specific location of Las Vegas, so it is classified as 'yes'.",yes,,,,LOC
11653594,18654207,1,voolama,välja,el,muusikamasin,Muusikamasinast,"Muusikamasinast voolasid välja sajandialguse saksa ja eesti lööklaulud , süüa ei pidanud ka liiga kaua ootama .",no,The phrase 'Muusikamasinast' refers to a source of music and not a location.,yes,,,,
7290048,11713594,1,valvama,,in,Rootsiaegne,Rootsiaegses,"Rootsiaegses Tartu ülikoolis valvasid kaks pedelli avaliku korra järele ülikooli territooriumil , vahendasid teateid ülikooli ja linnavõimude , ülikooli ja asehalduri , aga ka akadeemia ja üksikute üliõpilaste vahel .",no,"The phrase 'Rootsiaegses' indicates a time period or era, not a specific location.",no,"The phrase 'Rootsiaegses' refers to a period and not a physical location, so it is not adverbial of place.",,,
8711030,13976622,4,ootama,,in,Marco,Marcos,""" Lähme , Marcos ootab sind . """,no,"The phrase 'Marcos' was classified as 'no' because it refers to a person's name, not a location.",no,"The phrase 'Marcos' refers to a person and not a location, so it is not adverbial of place.",,,LOC
8921549,14341056,8,valguma,,all,eestlane,eestlastele,Ei mõtle siin mitte niivõrd 1940. aastal eestlastele idast kaela valgunud tapmiste ja röövimiste laviini .,no,"The phrase 'eestlastele' refers to people from Estonia and not to a specific geographic or physical location, so it was classified as 'no'.",yes,"The phrase 'eestlastele' specifies the target group (to whom the events are directed) and indirectly points to a nation or people, making it adverbial of place.",,alive,
13061757,20900291,9,askeldama,,in,õhtupimedus,õhtupimeduses,Kiievi kesklinna vaikses kvartalis ühe instituudi hoovil askeldavad õhtupimeduses erariides raadiosaatjatega turvamehed .,no,"The phrase 'õhtupimeduses' refers to a time of day (darkness of evening), not a specific physical location.",no,"The phrase 'õhtupimeduses' describes the time (when the security guards are bustling), not the place, so it is not an adverbial of place.",,state,
14164327,22515943,19,röövima,,el,aiand,aiandist,"Eile öösel tungisid tundmatud kurjategijad Jõhvi vallas Edise küla aiandis valvurile kallale , sidusid ta kinni ning röövisid aiandist veoauto Gaz .",yes,,yes,,,,
1061382,1686929,6,pooma,üles,in,korter,korteris,Rakveres Koidula tänava ühe elumaja korteris poos Rakvere põhikooli 40-aastane õppealajuhataja Marian pühapäeva hommikul üles oma lapse ja seejärel ka enda .,yes,,yes,,,location,
148225,247224,7,lendama,,el,Bangkok,Bangkokist,Tagasi Taist lendas “ Luup ” Bangkokist Thai Airwaysi lennukil Stockholmi ja sealt Estonian Airi piletiga Tallinna .,yes,,yes,,,location,ORG
2093501,3340750,14,esitlema,,in,Oxford,Oxfordis,"President Meri tuletas eile meelde , kuidas Soros talle end nende esimesel kohtumisel Oxfordis esitles .",yes,,yes,,,location,LOC
10167936,16313431,4,lähetama,,ill,Sarajevo,Sarajevosse,"Senegal oli lähetanud Sarajevosse mäesuusataja Lamine Gueye , kes eraelus oli modell ja näitleja .",yes,,yes,,,location,
10091236,16188805,5,käima,ringi,in,internet,internetis,Programm “ käib ” internetis ringi ja üritab leida erinevaid sõnakombinatsioone .,no,"The word 'internetis' refers to the virtual space of the internet, which is not considered a physical or geographical location.",yes,,,,
8796547,14118669,12,juhatama,,in,aula,aulas,"Paul Hillier juhatab Eesti Filharmoonia Kammerkoori täna kell 19 Tartu Ülikooli aulas , reedel kell 18.30 Pärnus Agape keskuses ja laupäeval kell 19 Tallinnas Rotermanni soolalaos .",yes,"The word 'aulas' refers to a specific place, namely the auditorium, making it a defined location and thus classified as 'yes'.",yes,,,location,
8252494,13240152,5,paigutama,,all,kõvaketas,kõvakettale,Linux paigutab oma info kõvakettale Windowsist erineva loogika alusel ja nii on varem Windowsi poolt sinna kirjutatud info sujuv kasutamine raskendatud .,yes,,yes,,,,
1778687,2832598,1,külmuma,,in,Leedu,Leedus,"Leedus külmus möödunud nädalal surnuks kümme kodutut , vähemalt kuus inimest on külma tõttu surnud Bulgaarias .",yes,,yes,"The phrase 'Leedus' specifies the location where the freezing incident occurred, classifying it as an adverbial of place.",,location,LOC
11156769,17871886,14,sööma,,in,Atlanta,Atlantas,"Järgnevalt lühiülevaade sellest , mida ja kuidas sõid Jaapani sportlased 1996. aasta OMil Atlantas , et säilitada tippvormi .",yes,"The phrase 'Atlantas' refers to a specific geographic location, the city of Atlanta.",yes,"The phrase 'Atlantas' identifies the location of the event (1996 OMil), thereby classifying it as an adverbial of place.",,location,ORG
2899067,4648469,25,tarnima,,ill,Euroopa,Euroopasse,""" Ma olen andnud otsesed juhised läbirääkimiste delegatsioonile , et ettevõtted , mis pakuvad selliseid hindu , peavad maksma lisatollimakse , kui tarnivad naftat Euroopasse . """,yes,"The term 'Euroopasse' refers to a continent, which is a geographical location, so it is classified as a location.",yes,,,location,LOC
919784,1465241,2,kohtama,,in,Itaalia,Itaalias,"Aga Itaalias kohtab ka Genua , Firenze ja Veneetsia vana ( vabriikliku ) identiteedi kandjaid .",?,?,yes,,,location,LOC
12953578,20722535,5,unustama,,ill,kassa,kassasse,"Kui klient unustab koti kassasse , siis just selle kassa kassapidaja märgib kõik tooted ja tšeki numbri ning kuupäeva üles ja tõstab kauba kõrvale .",yes,,yes,,,,
6315485,10147779,22,seiklema,,in,Kaukaasia,Kaukaasias,"Pärast perestroika-aegset "" Vene maja "" on ta oma raamatutes lahanud rahvusvahelist relvaäri , materdanud kasumiahnet ravimifirmat ja rahapesijaid , seigelnud Kaukaasias ning kirjutanud poliitilist satiiri .",?,?,yes,,,location,LOC
4090705,6583914,3,kerkima,,ill,uuemõis,Uuemõisasse,Haapsalu eeslinna Uuemõisasse kerkinud autokeskuse rajajaks on 75% ulatuses Koit Uusile kuuluv firma Automaja .,yes,,yes,,,,LOC
6215357,9982352,7,avastama,,el,hooldekodu,hooldekodust,"Kernu hooldekodu külastanud õiguskantsleri esindus avastas hooldekodust kitsa pimeda kartseri , kus psüühiliselt haigeid hoolealuseid kinni hoiti .",yes,,yes,,,location,
14082495,22422834,28,soetama,,ill,tänav,tänavasse,"Kolm aastat tagasi , kui sai selgeks , et suvisel ajal on Pärnusse nii suur tung , et hotellikohta hankida on keeruline , soetas Seligi rannaäärsesse Supeluse tänavasse suvekorteri .",yes,,yes,,,location,
3984836,6414207,7,hoidma,kinni,in,kelder,keldris,Omanik hoidis looma nädalate kaupa pimedas keldris kinni .,yes,,yes,,,location,
8986293,14448162,9,teatama,,ill,Itaalia,Itaaliasse,"Lauri Aus katkestas eile võistluse ja teatas seejärel Itaaliasse , et loobub MMi eraldistardist ning teeb täispanuse grupisõidule .",yes,,yes,"The word 'Itaaliasse' was classified as 'yes' because it indicates a direction or destination, answering the question 'where'.",,location,LOC
4311865,6936284,13,avastama,,el,Gdansk,Gdanskist,"86 meetri sügavusel merepõhjas lebava vraki avastas 12. juulil umbes 60 kilomeetrit Gdanskist põhja pool Poola naftakompanii Petrobaltic laev , mis mõõtis vee sügavust naftamaardlate kohal .",yes,,yes,,,,LOC
4645627,7465328,10,tormama,välja,el,pesa,pesast,""" Sürrealism on see , et ma torman oma pesast välja ja hammustan esimest ette juhtuvat elukat ! """,yes,,yes,,,,
15109937,23633787,27,leidma,,ill,lisama,lisage,mai tia kui paljud neid näinud on aga kui ma neid esimest korda nägin siis olin küll pikka aega kõveras ... kui keegi leiab veel siis lisage juurde ...,no,"The phrase 'lisage' means to add something and does not refer to a location, so it was classified as 'no'.",no,The word 'lisage' was classified as 'no' because it does not indicate a location or answer the question 'where'.,,,
4365861,7023072,13,eksisteerima,,in,asukoht,asukohas,"Kolmandaks tuvastamisest , et vara ikkagi veel eksisteerib tagastamist väärival kujul endises asukohas .",yes,,yes,,,location,
8962078,14407583,1,tunglema,,in,eeskoda,Eeskojas,Eeskojas tungleb rahvas tähtedega A-st kuni ÿ-ni märgitud akende juures .,yes,,yes,,,location,
8202868,13166229,10,teatama,,ill,linnahooldusamet,linnahooldusametisse,"Kellel lemmikloom sureb , see tuleb ja teatab matmissoovist linnahooldusametisse .",yes,"The phrase 'linnahooldusametisse' refers to a specific administrative office, which is a physical location.",yes,,,,
784059,1249948,9,õpetama,,in,Austraalia,Austraalias,"Olen töötanud Saksamaal , Norras , õpetanud ka Austraalias .",yes,,yes,,,location,LOC
12161127,19472284,7,kukkuma,alla,in,Stockholm,Stockholmis,Kuu enne tütre ilmaletoomist kukkus Sahlene Stockholmis alla järsust kivitrepist ja viidi mõneks päevaks haiglasse .,yes,,yes,,,location,LOC
1065517,1693277,8,tekkima,,ill,kude,kudedesse,"Lõppdiagnoosi paneb looma aju uuring , mille kudedesse tekivad spongioossele entsefalopaatiale viitavad käsnjad kasvajad .",no,"The word 'kudedesse' refers to tissues, which are not a physical location, so it is not classified as a location.",yes,,,,
353383,546648,1,tudeerima,,in,Ameerika,Ameerikaski,Ameerikaski tudeerinud Petteri Hasa on vajalik rütmigeneraator .,yes,,yes,"The phrase 'Ameerikaski' was classified as adverbial of place ('yes') because it indicates a specific location, 'in America'.",,location,LOC
10194068,16356815,2,olema,,in,Aare,Aares,"“ Aares on olemas kõik inimlik , ” ütleb juhataja Anne-Liis Siimson .",no,The term 'Aares' refers to a person or name in this context rather than a location.,no,"The phrase 'Aares' was classified as not adverbial of place ('no') because it refers to a person or entity, not a specific location.",,,LOC
4465615,7180610,2,tooma,tagasi,ill,küla,küladesse,Toonud küladesse tagasi harjumuse mängida suveõhtutel võrkpalli .,yes,"The phrase 'küladesse' refers to villages, which are specific geographic locations, so it is classified as 'yes'.",yes,,,,
9977692,16004501,9,juhatama,,in,Rakvere,Rakveres,Pärast Eestisse naasmist 1957 on paar aastakümmet juhatanud Rakveres kunstiringi ja asutanud Viru-Nigula koduloomuuseumi .,yes,"The phrase 'Rakveres' refers to the town Rakvere, which is a specific location, hence it was classified as a location.",yes,,,location,LOC
9275264,14902729,2,vestlema,,in,Stanfort,Stanfordis,"” Stanfordis vestlesin kirjanduse doktorandiga , noore kirjanikuga , kes koguni ise Shakespeare'ist loenguid on pidanud .",yes,,yes,,,,LOC
14200486,22576511,5,vaatama,ringi,in,Valletta,Vallettas,Aga praegu vaatame tüdrukuga Vallettas ringi .,yes,"The phrase 'Vallettas' refers to a specific geographic location, Valletta, the capital city of Malta.",yes,,,location,
6049462,9709717,28,ajama,,in,Iraak,Iraagis,"Kui talt küsiti , kas Osama bin Ladeni al Qaida terrorirühmitus on nende seas , kes Iraagis tegutseb , vastas ta , et ilmselt ka nemad ajavad Iraagis oma asju .",?,?,yes,,,location,LOC
8774676,14082847,1,seisma,,in,Pisa,Pisas,"Pisas seisab Giuseppe Garibaldi ja vaatab karmilt Arno sogast vett , mis näeb välja nagu külm viljakohv piimaga .",yes,,yes,,,location,LOC
11953525,19129308,7,jõudma,,ill,Cuenca,Cuencasse,"Ööpäeva kestnud reisi järel Ekuadori linna Cuencasse ( 2500 m üle merepinna ) jõudnud FC Flora jalgpallurid ei saanud reisiväsimust välja magama minna , vaid pidid treeningule asutama .",yes,,yes,,,,LOC
6514806,10479653,3,vaatama,ringi,in,jalgrattapood,jalgrattapoes,"Vaatan Veloplusi jalgrattapoes uurivalt ringi , kui juurde astub noor müügimees .",yes,"The word 'jalgrattapoes' (in the bicycle shop) specifies a physical place, hence classified as 'yes'.",yes,,,,
1688341,2687636,32,kaevama,,in,koht,kohtades,"Nagu sajad mehed ja naised , kes kuuluvad tema rahvaväe võrgustikku , on Trochmann ja ta naine Carolyn ( 46 ) varunud kuude kaupa relvi ja toiduaineid ning kaevanud neid strateegilistes kohtades maasse , olles valmis katastroofiks , mis nende arvates kindlasti saabub .",no,The phrase 'kohtades' refers to unspecified strategic places but does not specify a concrete location.,yes,The phrase 'kohtades' is classified as an adverbial of place because it directly refers to physical locations where something is buried.,,,
17281408,26527225,2,tahtma,,adit,häda,hätta,"Ega hätta ei tahaks sellegipoolest inimest jätta - mõtte- ja probleemikaaslasi leiaksid vast hulgi grupist Seal hulgaliselt tunnustamata geeniusi , ilmselt suudavad ka otsitud msn nr-ga aidata .",no,"The phrase 'hätta' refers to trouble or difficulty and does not indicate a physical location, so it was classified as 'no'.",no,The phrase 'hätta' is not classified as an adverbial of place because it refers to a state or situation (trouble) rather than a physical location.,,,
8559521,13718976,10,tooma,ära,el,kokkulepe,kokkuleppest,"Huvitav on , et ta toob ära tsitaadi patriarhaatide kokkuleppest ja annab siis peale tsitaati oma tõlgenduse , mis algab sõnadega : “ See tähendab ... ”",no,"The phrase 'kokkuleppest' refers to an agreement, which is not a location.",yes,,,,
12745839,20388279,7,suunama,,ill,aeroobikatreening,aeroobikatreeningutesse,Mina olen suunanud naisi õige koormusega aeroobikatreeningutesse .,yes,,yes,,,event,
13288680,21260277,11,juhatama,,in,kool,koolis,"Vahel tahavad tööandjad teada nende õppejõudude nimesid , kes kõnealuses koolis teaduskondi ja õppetoole juhatavad .",yes,"The phrase 'koolis' was classified as 'yes' because it specifies a physical place of learning, which qualifies as a location.",yes,,,,
512980,807644,18,tungima,,adit,karjalane,Karjalasse,""" Luurerühm "" jutustab Soome Jätkusõja päevadest , kus noore leitnandi Eero Perkola juhitud rühm tungib Venemaa-poole Karjalasse .",yes,,yes,,,alive,
12406735,19863578,14,suunduma,edasi,ill,London,Londonisse,"Pärast mõnetunnist peatust Valgevenes ja kokkusaamist sealse presidendi Aleksandr Lukashenkoga suundus Putin edasi Londonisse , kus ta täna peaks kohtuma Blairiga .",yes,,yes,,,location,LOC
1631669,2597709,1,edenema,,in,Tallinn,Tallinnas,Tallinnas ei edene kuidagi korteriühistute moodustamine .,yes,,yes,,,location,LOC
6372304,10240608,16,laskma,maha,in,hoov,hoovis,"PAIDE , 21. juuli ( EPLO ) - Albu vallas Orgmetsa külas lasi jahimees oma hoovis maha marutaudis ilvese , kes ründas seal kaht koera ega kartnud ka õuele tulnud inimesi , kirjutab Järva Teataja .",yes,,yes,,,,
3605429,5806040,5,suunduma,,el,Hispaania,Hispaaniast,"Paljud illegaalid suunduvad ka Hispaaniast Prantsusmaale ja Kesk-Euroopasse , aga nende arv on täpsemalt teadmata .",yes,The phrase 'Hispaaniast' refers to Spain as a location and indicates movement from that specific place.,yes,,,location,LOC
15610660,24362126,6,jalutama,ringi,in,EU,EU's,"Kõik loodavad , et kui EU's siis jalutab lihtsalt käed taskus ringi ja töötab kus tahab kellena tahab .",yes,,yes,"The phrase 'EU's' specifies a location, making it an adverbial of place as it describes where the action is anticipated to occur.",,,LOC
707914,1126915,14,lendama,edasi,ill,Euroopa,Euroopasse,"Helsingi lennustreik ei põhjusta peavalu ainult neile , kes lendavad Helsingi kaudu edasi Euroopasse , Ameerikasse või Aasiasse .",yes,,yes,"The phrase 'Euroopasse' indicates direction towards a place, qualifying it as an adverbial of place.",,location,LOC
4451530,7157923,10,konutama,,in,lähedus,läheduses,"Loomult mugav , konutab rohukonn enamasti oma päevase varjepaiga läheduses ja ootab , kuni toit ise ta nina alla ilmub .",yes,,yes,,,,
536210,845813,2,ravima,,in,psühhiaatriahaigla,psühhiaatriahaiglas,Jämejala psühhiaatriahaiglas ajateenijaid ravinud psühhiaatri Ludmilla Väre sõnul on poistel arsti juurde tulles tõsi taga .,yes,"The phrase 'psühhiaatriahaiglas' refers to a psychiatric hospital, which is a physical location.",yes,,,location,
5041566,8090782,5,sirguma,,in,Elva,Elvas,"Kord sirgus Eestimaa väikelinnas Elvas hapra kondiga piiga , keda klassijuhataja tavatses baleriiniks kutsuda .",yes,,yes,,,location,LOC
13095191,20954339,17,tooma,ära,el,tulu,tulust,"Et vältida maksupettusi või erakondade sõltuvusse sattumist mõnest huvigrupist , toob seaduse eelnõu ära maksustamisele kuuluvast tulust maha arvata lubatava summa ülempiiri .",no,"The word 'tulust' pertains to income or revenue, not a location.",yes,,,,
2464030,3950014,28,jalutama,,in,fuajee,fuajees,"Pärnaka Rainer Läti põues plahvatas pomm 29. mail kella 19.15 ajal , kui raskes alkoholi- ja narkojoobes noormees jalutas Pärnu kesklinnas Riia maanteel asuva Port Arturi kaubamaja fuajees .",yes,,yes,,,location,
10591236,16977070,6,kolima,,el,Calgary,Calgaryst,Sama saatus tabas ka äsja Calgaryst Coloradosse kolinud Theoren Fleuryt .,yes,,yes,,,location,
1753064,2791503,3,laskma,maha,in,kauplus,kaupluses,Harjumaal Munalaskme kaupluses lasi eile õhtul üks mees teise maha ning hiljem tappis end sama relvaga oma kodus .,yes,,yes,,,,
13869616,22116063,6,ringlema,,in,meridiaan,meridiaanides,"Hiina terviseõpetuse kohaselt ringleb eluenergia meridiaanides , nähtamatutes inimkeha kanalites .",no,"The word 'meridiaanides' refers to invisible channels in the human body, which are not physical locations, hence it is classified as 'no'.",yes,,,,
10087373,16182841,4,süttima,,in,Ihaste,Ihastes,Laupäeva ennelõunal süttis Ihastes Kraavikalda tänavas pillirookatusega puitsuvila .,yes,,yes,The phrase 'Ihastes' is classified as an adverbial of place because it explicitly refers to a specific geographic location.,,location,LOC
7992605,12819314,16,jääma,kinni,adit,takk,takku,"Üks neist laskus järsku nii madalasse , et jäi küüniseid pidi mu pikkadesse juustesse nagu takku kinni , kuni ma end temast vabaks rapsisin ja lind puu otsa põgenes .",no,The phrase 'takku' was classified as not a location because it refers to 'tangled hair' and does not indicate any geographical or spatial location.,no,The phrase 'takku' is not classified as an adverbial of place because it does not indicate a location but rather refers to being tangled or caught.,,,
5447414,8733344,12,tahtma,,ill,kava,kavasse,"Seriaali sisseostmise vastu pole ükski telekanal , igaüks tahaks seda oma kavasse , kuna niisuguse sarja omamine on investeering - ei vanane , on ikka aktuaalne ja saab korduvalt näidata .",no,"The phrase 'kavasse' refers to a program schedule and not a location, thus classified as 'no'.",yes,,,,
5606114,8988609,1,rajama,,in,Haapsalu,Haapsalus,"Haapsalus rajasid Seitsmenda Päeva Adventistide Haapsalu koguduse pastorid Rein ja Ivo Käsk koguduse lastele erakooli , kirjutab Lääne Elu .",yes,,yes,,,location,LOC
3522301,5671628,19,jooksma,,ill,kraan,kraanidesse,"Trei lisas , et malmist veetoru maa alla panek puudutab eelkõige Laine ja Virve tänava inimesi , kelle kraanidesse jookseb vesi praegu veel mööda vana toru .",no,"The phrase 'kraanidesse' refers to faucets, which is not a geographic location but rather an object, so it was classified as 'no'.",yes,,,,
2587594,4152853,10,lubama,,adit,loss,lossi,Töötu näitleja Hannes Kulla möödunud aasta detsembri algul Kadrioru lossi lubanud julgestuspolitseinikud pääsesid karistusest .,yes,,yes,,,,
3779752,6087781,6,tekkima,,ill,hind,hindadesse,Selliste kiirete hinnatõusude puhul tekib hindadesse alati veidi õhku ning harva jäävad hinnad lihtsalt seisma .,no,The phrase 'hindadesse' refers to prices and not a geographic or physical location.,no,"The phrase 'hindadesse' is not classified as an adverbial of place because it refers to prices, not a physical location.",,,
746987,1190621,5,olema,,in,CD-keta,CD-ketas,"Põhimõtteliselt on Eesti teedevõrgustikuga CD-ketas olemas , kuid seda saab kasutada üksnes sülearvutisse installeerituna .",no,"The phrase 'CD-ketas' refers to an object, not a location.",no,The phrase 'CD-ketas' is not classified as an adverbial of place because it signifies an object and does not denote a location.,,,
8500793,13625286,18,vastutama,,in,kapital,kapitalis,Nimetatud asutajate vastutuse põhimõtte kohaselt vastutavad asutajad juriidilise isiku ees piiramatult ja proportsionaalselt oma osalusega juriidilise isiku kapitalis .,no,"The phrase 'kapitalis' refers to financial capital rather than a physical location, so it is classified as 'no'.",no,The phrase 'kapitalis' is not classified as an adverbial of place because it refers to a financial concept rather than a physical location.,,,
13500254,21592549,3,kõrguma,,in,mõisahoone,mõisahoones,90 ruumiga mõisahoones kõrguvad tellingud ja õhus hõljub remonditolm .,yes,,yes,,,location,
13099901,20961244,10,kostma,,el,karjäär,karjäärist,""" Harkujärvelased ei saa öösiti korralikult magada , sest karjäärist kostab pidevat tootmismüra , "" rääkis kohalik elanik Kaido Sõnumilehele .",yes,,yes,"The phrase 'karjäärist' is classified as adverbial of place because it indicates the origin of the sound, specifying a location.",,,
2503122,4013764,2,möllama,,in,Kaug-Ida,Kaug-Idas,"Venemaa Kaug-Idas möllas ööl vastu eilset viimase 50 aasta rängim lumetorm , halvates liikluse Vaikse ookeani sadamalinnades Vladivostokis ja Nahhodkas .",yes,,yes,,,location,LOC
4768391,7657962,14,kirjutama,,ill,ajakirjandusväljaanne,ajakirjandusväljaannetesse,"Teles ja raadios Kati praegu saateid ei tee , küll aga kirjutab mitmetesse ajakirjandusväljaannetesse - ja palju !",no,"The phrase 'ajakirjandusväljaannetesse' refers to various media outlets or publications and does not specify a physical location, so it is classified as 'no'.",yes,,,,
1724730,2744672,2,toimuma,,ill,pangafiliaal,pangafiliaalidesse,"Lõuna-Eesti pangafiliaalidesse viimase poole aasta jooksul toimunud sissemurdmiste rida täienes kolmapäeva öösel Tartumaal Kallaste linna Ühispanga filiaaliga , kus kurjategijate saagiks langes üle 100 000 krooni .",yes,,yes,,,,
3448360,5552320,1,tekkima,,ill,hea,Headesse,"Headesse , traditsioonilise koolikorraldusega koolidesse tekkis ülisuur konkurss ja nii algabki hariduslik ebavõrdsus juba esimesest klassist .",no,Headesse does not indicate a specific or general location but refers to a qualitative state or description.,no,The phrase 'Headesse' is not an adverbial of place because it does not specify a location but rather describes a quality related to the schools.,,,
363891,563265,5,pääsema,välja,el,maasügavus,maasügavusest,Mafta ja gaasid pääsevad maasügavusest välja ka looduslikul teel .,yes,"The phrase 'maasügavusest' refers to 'from the depths of the earth,' which describes a location-based concept related to geography.",yes,,,location,
8226502,13200505,2,saama,sisse,ill,kontor,kontorisse,Raudteejaama kontorisse ei saa me sisse .,no,"The phrase 'kontorisse' refers to an office, which is a type of place but not a specific geographic location.",yes,,,location,
11447100,18340575,7,olema,vaja,ill,Egiptus,Egiptusesse,"“ Kuulsin tuttava käest , et Egiptusesse on vaja töötajat ja läksin intervjuule , ” rääkis aasta ja kaks kuud Egiptuses Ernesto Preatonile kuuluvas kuurordis töötanud Angelika Annus .",yes,,yes,,,location,LOC
3687776,5938839,3,sõitma,,abl,Läänemaa,Läänemaalt,Sõidame lumiselt Läänemaalt lumetusse Tallinna .,yes,,yes,,,location,LOC
513461,808364,3,looma,,ill,süda,südamesse,Mure lõi südamesse südaöö paiku,no,"The phrase 'südamesse' refers metaphorically to the heart, symbolizing emotions, not a physical location.",yes,,,,
1710057,2721915,1,startima,,abl,Baikonur,Baikonurilt,"Baikonurilt startinud Protoni keret ehtis suurelt Pizza Huti suur logo , Vene ajakirjanduse teatel läks see reklaam kiirtoitlustusketile maksma miljon dollarit .",yes,,yes,"The phrase 'Baikonurilt' specifies the place from which the Proton rocket started, so it is an adverbial of place.",,location,
10866859,17403955,3,liikuma,,adit,lääneosa,lääneossa,Ent Venemaa lääneossa liikusid nad XVI sajandil teosammul .,yes,"The term 'lääneossa' refers to the western part of Russia, which is a specific geographical location, hence it was classified as 'yes'.",yes,,,location,
14721822,23193745,11,pesitsema,,in,SL,SL-is,"Juhiksin tähelepanu väiksele näpuveale , mis pesitseb juba pikemat aega SL-is .",no,"The phrase 'SL-is' was classified as 'no' because it refers to a publication (SL), not a place.",yes,,,,
7756524,12434569,16,sõitma,ringi,in,Kloostrimets,Kloostrimetsas,"“ Ühel võeti ratas käest ära mõni tund pärast ostu sooritamist , kui ta sellega Kloostrimetsas ringi sõitis , ” toob Luik näite .",yes,,yes,,,,LOC
5823071,9343474,4,sõitma,ringi,in,Kagu-Eesti,Kagu-Eestis,Sõitsin koos nendega Kagu-Eestis ringi ja kohtusime paljude kohalike inimestega .,yes,,yes,,,location,LOC
9158397,14722956,15,omama,,in,Austria,Austrias,"Seni oli kodakondsuse andmine välismaalasele võimalik , kui taotleja omas vähemalt kümme aastat asukohta Austrias , kui tema suhtes ei eksisteerinud elamiskeeld , senine käitumisviis garanteeris , et ta suhtub Austriasse positiivselt ja ei kujuta ohtu avalikule korrale ja julgeolekule , tema ülalpidamine oli garanteeritud ning suhted välisriikidega polnud Austria huvidele kahjulikud .",yes,,yes,,,location,LOC
836291,1332288,1,nappima,,in,küla,Külas,"Külas ameteid napib , paljud käivad tööl Jõgeval või hoopis kaugemal . """,yes,,yes,,,,
