sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_abstract,is_alive,is_time,is_event
12307414,19703248,10,kihutama,,ad,välgukiirus,välgukiirusel,"Seni aga peame elama hirmus , et bussid kihutavad välgukiirusel mööda Tallinna ( ja teisi Eesti linnu ) .",,,,no,"The phrase 'välgukiirusel' describes the speed or manner of movement, not a location, so it is not an adverbial of place.",no,no,no,no
2075378,3311639,2,moodustama,,all,trükis,trükistele,"Kahtlastele trükistele ja filmidele hinnangu andmiseks moodustab kultuuriministeerium komisjoni , mis peab tegema otsused läbivaadatud materjali suhtes 30 päeva jooksul pärast taotluse esitamist maaletooja või levitaja poolt .",,,,no,"The phrase 'trükistele' refers to printed material and not to a location, so it is not an adverbial of place.",no,no,no,no
15300663,23886556,36,pöörduma,,in,tähendus,tähenduses,"Kingo nagu ei teakski , et kõige tähtsam on usk See ei maksa ometi midagi , kui eestlane oma sidet loodusega uuesti uskuma hakkab , tasapisi metsa ja maa poole pöördub tegelikus , mitte ülekantud tähenduses Kirikute ülevalpidamine on palju kallimaks maksma läinud - see on igasuguse pühaduse inimese hingest välja loputanud .",,,,no,"The phrase 'tähenduses' was classified as 'no' because it relates to meaning or context, not to a place.",no,no,no,no
711576,1133029,1,püsima,,in,kokkuvõte,Kokkuvõttes,Kokkuvõttes püsin esimese 15 hulgas .,,,,no,The phrase 'Kokkuvõttes' is not describing a place but is instead an adverbial phrase summarizing or introducing a conclusion.,no,no,no,no
17116051,26303834,15,vahetama,,all,kuju,kujule,"aga pakun , et lased kasutaja sisestuse läbi regulaaravaldise mis vahetab aadressid « HTML kujule » ...",,,,no,"The phrase 'kujule' in the sentence does not indicate a specific place, so it is not classified as an adverbial of place.",no,no,no,no
4999958,8027488,4,tajuma,,in,vahekord,vahekorras,Ma ei tajunud vahekorras olles oma puudeid .,,,,no,"The phrase 'vahekorras' describes a state or condition rather than a location, so it is not classified as an adverbial of place.",no,no,no,no
2910189,4665224,5,jääma,järele,el,oluline,olulisest,Ilma stabiilsuseta jääb muust olulisest - esmalt heaolust - vähe järele .,,,,no,"The phrase 'olulisest' is not classified as an adverbial of place because it refers to importance or significance, not a location.",no,no,no,no
18792455,28388471,37,kajastuma,,in,kokkuostuhind,kokkuostuhindades,"Põllumajandustootjale otseselt need meetmed ( liha ja piimatoodete eraladustamine ja sekkumiskokkuost , kasutustoetused , eksporditoetused , impordimaksud ning -kvoodid jne ) nähtavad ei ole , küll aga kajastuvad need stabiilsemates ning piimasektoris seniharjutuga võrreldes kõrgemates kokkuostuhindades .",,,,no,"The phrase 'kokkuostuhindades' refers to purchase prices and does not indicate a physical location or spatial reference, so it is not adverbial of place.",no,no,no,no
1301542,2068107,15,sattuma,,el,ilm,ilmast,"Ida-Virumaal Jõhvi vallas sel nädalal õide puhkenud sinililled on loodusteadlaste hinnangul samamoodi novembri soojast ilmast segadusse sattunud nagu ülased ja kullerkupud Lõuna-Eestis , kirjutas Postimees .",,,,no,"The phrase 'ilmast' refers to the cause (the warm weather in November) rather than a location, so it is not an adverbial of place.",no,no,no,no
2802566,4493905,9,vähenema,,all,50,50-le,Järgmisest õppeaastast väheneb Kahtla kooli õpilaste arv 62-lt 50-le .,,,,no,"The phrase '50-le' refers to a number (a decrease in the number of students), not a physical location, so it is not an adverbial of place.",no,no,no,no
4403628,7082267,6,kontrollima,,el,lüüasaamine,lüüasaamisest,"NF-LF-il on 117 kohta , lüüasaamisest hoolimata kontrollib Kongressipartei 136 kohta .",,event,,no,'lüüasaamisest' is not an adverbial of place because it specifies the cause or result of an action rather than indicating a location.,no,no,no,yes
15049605,23581171,28,kinnitama,,all,juhend,juhendile,"Autentsussertifikaadid kehtivad üksnes juhul , kui need on nõuetekohaselt täidetud ja kui II lisas esitatud loetelus nimetatud väljaandev asutus on need vastavalt I ja II lisas märgitud juhendile kinnitanud .",,,,no,'juhendile' is not an adverbial of place because it refers to an object of reference rather than a location.,no,no,no,no
1079996,1716894,11,laskma,välja,in,väärtus,väärtuses,Leedu valitsus lasi Leedu ja välisturgudel välja 100 miljoni liti väärtuses riigi võlakirju .,,,,no,'väärtuses' is not an adverbial of place because it specifies the value or worth of something rather than a location.,no,no,no,no
1548420,2463806,8,jääma,,abl,kiirus,kiiruselt,"Äärtelt murti teravalt läbi , türklased jäid kiiruselt Marc Overmarsile ja Dennis Bergkampile alla .",,,,no,"The phrase 'kiiruselt' refers to comparison or quality rather than a place, so it is not classified as adverbial of place.",no,no,no,no
7040021,11309582,12,otsustama,,in,kuru,kurus,"Jalalöökide ebaefektiivsusest oli ta ammugi aru saanud , kitsas ruumis otsustab kurus .",,location,,no,"The phrase 'kurus' does not specify a tangible location but rather an abstract aspect of a situation, so it is not classified as adverbial of place.",no,no,no,no
1890366,3011517,1,pälvima,,el,paar,Paaridest,"Paaridest pälvisid võidu Sarah Abitbol-Stephane Bernadis ( Prantsusmaa ) , järgnesid .",,,,no,"The phrase 'Paaridest' refers to a group or individuals and not a physical location, so it is classified as 'no'.",no,no,no,no
829870,1323637,19,saama,,in,Aldar,Aldaris,"Indias eluks ajaks vangi mõistetud Läti lendurid , kellele India president armu andis , saavad igaüks Läti õllefirmalt Aldaris 1.000 dollarit toetust .",,,LOC,no,"The phrase 'Aldaris' references the name of a Latvian brewery and not a physical place being described spatially in the sentence, so it is not an adverbial of place.",no,no,no,no
4366500,7024072,5,pidama,vastu,in,tempo,tempos,"Põhiline , et samas tempos sügiseni vastu peaksin .",,,,no,"The phrase 'tempos' refers to a pace or speed rather than a physical place, so it is not an adverbial of place.",no,no,no,no
16727178,25736124,17,harjutama,,ad,võimalus,võimalusel,"Muud polegi , lihtsalt proovid niikaua , kuni õnnestub , ütleb lumelaudur , kes harjutab igal võimalusel .",,,,no,"The phrase 'võimalusel' indicates a condition or circumstance rather than a location, so it is not an adverbial of place.",no,no,no,no
2777288,4453957,8,sõitma,,in,arvestus,arvestuses,Saaremaa-Ventspilsi liinil sõitis möödunud nädalal kolme aasta arvestuses rekordarv reisijaid : 1600 inimest .,,,,no,"The phrase 'arvestuses' pertains to calculations or considerations, not a location, so it is not an adverbial of place.",no,no,no,no
1788948,2847657,6,laulma,,in,kõla,kõlades,"Ja nii laulsid tribüünil lõpuvile kõlades mõlema meeskonna poolehoidjad ühiselt : Ole , Ole , Ole , We are the Champs !",,,,no,"The phrase 'kõlades' describes a manner or time of action rather than a location, so it is not an adverbial of place.",no,no,no,yes
3968047,6389841,27,ennustama,,in,küsimus,küsimustes,"Nii USA kui ka Vene ametnikud ei pidanud kokkulepet presidentide Bill Clintoni ja Boriss Jeltsini kahepäevase nõupidamise peateemas kuigivõrd tõenäoliseks , kuid ennustasid siiski edu teistes küsimustes , sealhulgas relvastuskontrolli ja majanduse osas .",,,,no,"The phrase 'küsimustes' describes the topic or matter of discussion rather than indicating a location, so it is not classified as an adverbial of place.",no,no,no,no
7619482,12223752,18,sisaldama,,el,kirjutamine,kirjutamisest,"Minu jaoks on väga oluline , et mu näitus sisaldab ka mu romaani või õigemini simulatsiooni romaani kirjutamisest .",,,,no,"The phrase 'kirjutamisest' refers to the action or process of writing and not a location, so it is not classified as an adverbial of place.",no,no,no,yes
5737823,9202820,20,andma,,adit,kõneaeg,kõneaega,""" Kui klient laeb oma kõnekaardile internetist või kraapekaardiga 49 krooni , siis annab Diil kauba peale 49 minutit kõneaega .",,,,no,"The phrase 'kõneaega' was classified as 'no' because it does not indicate a place but rather refers to 'talk-time', which is an abstract concept.",no,no,no,no
2806124,4500005,6,sõlmima,,in,euro,eurodes,"Kui maksumaksja sõlmib eluasemelaenu lepingu eurodes , siis on ta lepingu järgi kohustatud tegema laenu- ja intressimakseid samuti eurodes .",,,,no,"The phrase 'eurodes' was classified as 'no' because it describes the currency, not a physical location or place.",no,no,no,no
11073338,17737650,1,langema,,adit,amfetamiin,Amfetamiini,"Amfetamiini langenud hind ja sissetulev suur kogus tekitavad Põhjala riikide ametiasutustes muret , et oluliselt võib suureneda ka mõnuainete tarvitajate arv .",,,,no,"The phrase 'Amfetamiini' specifies a substance and not a location, so it is not adverbial of place.",no,no,no,no
6864595,11041174,9,kasvama,,ad,järelmõju,järelmõjul,"· Suurima toormassiga võrsed kasvasid PrGl 2,5 μM järelmõjul , kuid tulemus ei olnud statistiliselt usutav .",,,,no,"The phrase 'järelmõjul' indicates a causal effect rather than a location, so it is not adverbial of place.",no,no,no,no
2198977,3515557,14,kahanema,,in,lõppkokkuvõte,lõppkokkuvõttes,""" Soovime selle üritusega anda inimestele impulsi ka uusi puid istutada , et lõppkokkuvõttes Nõmmel puude arv ei kahaneks , "" lisas ta .",,,,no,"The phrase 'lõppkokkuvõttes' is not an adverbial of place, as it signifies a conclusion or summary, not a physical location.",no,no,no,no
11353858,18190868,5,tootma,,all,kvoot,kvoodile,"Kuveit toodab vastavalt OPECi kvoodile päevas 2 miljonit barrelit naftat ning loodab aastaks 2005 suurendada toodangut 3-3 , 5 miljoni barrelini .",,,,no,"The phrase 'kvoodile' is not an adverbial of place, as it relates to a quota, which is an abstract concept rather than a spatial location.",no,no,no,no
12017884,19234907,20,koguma,,in,käärid,käärides,"Esialgu oli karikates tavaline rahulik kuiv vein , alles 17. ja 18. sajandil tutvustati maailmale veini , mis looduslikult käärides oli kogunud pudelisse kenakese hulga süsihappegaasi .",,,,no,"The phrase 'käärides' is not an adverbial of place, as it describes a process (fermentation), not a location.",no,no,no,yes
9365926,15043205,7,mõjuma,,in,kasinus,kasinuses,Sellepärast mõjuvad Kalju Suure fotod oma kasinuses kuidagi vanamoodsalt uuena .,,,,no,"The phrase 'kasinuses' is not an adverbial of place, as it describes a quality (sparsity), not a spatial location.",no,no,no,no
13681625,21861913,2,tõusma,esile,in,male,males,"Maailma males on tänavu esile tõusnud kaks tippturniiri , mõlemad lõppesid Garri Kasparovi võiduga .",,,,no,"The phrase 'males' refers to the context of chess rather than a physical location, so it is not adverbial of place.",no,no,no,no
4370229,7029799,19,kutsuma,,el,kava,kavast,"Kolm USA endist välisministrit ja viis endist kõrgemat ametiisikut kutsusid Iisraeli peaministrile Netanyahule lähetatud kirjas Iisraeli administratsiooni loobuma kavast laiendada juudi asundusi , teatas ajaleht Haaretz eile .",,,,no,"The phrase 'kavast' refers to an object or plan rather than a location, so it is not adverbial of place.",no,no,no,no
17196065,26399776,27,puhuma,,ad,näitamine,näitamisel,"See on pildiga kaasas olev info , mis peaks ütlema , kui suur üks selle pildi piksel reaalses elus välja näeb ( s . t . monitoril tavaliste pildivaatajatega näitamisel ei puhu see üldse pilli ) .",,,,no,"'näitamisel' is not adverbial of place because it refers to the act of showing or displaying something, not a specific location.",no,no,no,yes
11574143,18534017,19,valama,,all,lõeundi,lõeundile,"Paatos pole siin aga õõnes : kui tippkunstnike Lenini-pilte inspireeris ilmselt peamiselt ühiskondlik tellimus , siis Sarapuu on lõeundile valanud oma ehedad elamused suure revolutsionääriga kohtumisest .",,,,no,The phrase 'lõeundile' is not an adverbial of place because it does not indicate a location or spatial context.,no,no,no,no
17225109,26445418,18,süttima,,ad,kihutamine,kihutamisel,"Fordi meeskonna teatel stardib šotlane Colin McRae järgmisel MM-rallil Sanremos just samal masinal , mis tal Soome kihutamisel põlema süttis .",,,,no,The phrase 'kihutamisel' is not an adverbial of place because it describes the act of speeding rather than a specific location.,no,no,no,yes
9177480,14751347,30,osutuma,,in,matemaatika,matemaatikas,"Üheksale Oscarile kandideeriv Gus Van Santi ( sünd 1952 ) “ Hea Will Hunting ” ( “ Good Will Hunting ” ) on film 20-aastasest noorukist , kes osutub matemaatikas äärmiselt andekaks , ent muus osas on konfliktne , vajab isegi psühhiaatri nõustamist .",,,,no,"The phrase 'matemaatikas' is not an adverbial of place because it refers to the field of mathematics, which is a subject and not a physical location.",no,no,no,no
5019327,8056781,7,suurenema,,all,eurovisioonivõit,eurovisioonivõidule,"Martens kinnitas , et tänu Eesti eurovisioonivõidule on Saksamaa huvi Eesti vastu oluliselt suurenenud .",,,,no,"The phrase 'eurovisioonivõidule' refers to the cause or reason (Estonia's Eurovision victory), not a location, so it was classified as 'no'.",no,no,no,yes
16002482,24880939,4,unustama,,all,päästik,päästikule,"Vahest unustad näpu päästikule , kassett täis .",,,,no,"The phrase 'päästikule' refers to the object (the trigger) towards which the action is directed, not a location, so it was classified as 'no'.",no,no,no,no
1680103,2675716,2,viima,,in,aine,aines,Piibli aines koos hoiatava Jeremija sõnumisega viis tahtmatult mõtted praeguse Venemaa kaosele .,,,,no,"The phrase 'aines' refers to the subject matter of the Bible and not a place, so it was classified as 'no'.",no,no,no,no
157864,262949,8,laienema,,el,külg,küljest,"Talle ei tule pähegi , et ühest küljest laieneks temalegi kriminaalkoodeksi paragrahv , mis räägib vastupanu mahasurumisest .",,,,no,"The phrase 'küljest' refers to an abstract point of view or aspect, not a physical place, so it is not adverbial of place.",no,no,no,no
6399126,10286239,16,mahtuma,,all,näitaja,näitajatele,"Arvuliselt on neid küll paras ports , kuid õnneks mahuvad nad peaaegu kõik tänu mingitele näitajatele paari-kolme lahtrisse .",,,,no,"The phrase 'näitajatele' refers to measurable factors or indicators, not to a specific location, hence it is not an adverbial of place.",no,no,no,no
30905,53021,5,hoidma,,all,kooselu,kooselule,Lisaks kolmteist aastat kestnud kooselule Kadi Pedanikuga ( 38 ) hoiab Vahur Kersna ( 40 ) sooje suhteid ka noorukese ajakirjaniku Liina Lepiku ( 22 ) ning Mustamäe noortekeskuse Kullo direktori asetäitja Helen Veebeliga ( 23 ) .,,state,,no,"The phrase 'kooselule' ('to the cohabitation') does not indicate a location or place, but rather refers to the abstract concept of a cohabitative relationship.",no,no,no,no
845320,1347195,6,ühinema,,in,miinus,miinuses,"Austraalia ühines langejate klubiga olles miinuses 5,68 protsenti .",,,,no,"The phrase 'miinuses' ('in the minus') indicates a financial or quantitative state rather than a location, so it is not adverbial of place.",no,no,no,no
223747,363053,10,moodustama,,all,reegel,reeglitele,"Moodul moodustab ühest tüvevariandist teise vastavalt eesti keele tüvemuutuste reeglitele ( Kuusik , 1996 ) , mis jagunevad mitmesse allgrammatikasse vastavalt tüvemuutuste liikidele ( lõpumuutused , astmemuutused jne ) .",,,,no,"'reeglitele' was classified as 'no' because it indicates the rules governing something, not a place.",no,no,no,no
17356896,26638206,5,kalduma,,all,magus,magusale,Vahepeal kaldub teema märkamatult magusale .,,,,no,"'magusale' was classified as 'no' because it describes a metaphorical or figurative quality, not a physical location.",no,no,no,no
12830335,20523898,6,käima,ära,ad,asi,asjal,Tegelikult käisin just enne starti asjal ära ja palava ilmaga higistasin organismi hullupööra kuivaks . »,,,,no,"'asjal' was classified as 'no' because it refers to an activity or task, not a place.",no,no,no,no
4476143,7197758,1,soovitama,,el,puder,Putrudest,Putrudest soovitab lastearst suure toiteväärtusega kaerahelbe- ja tatraputru .,,,,no,"The phrase 'Putrudest' refers to porridge and does not specify a physical location, hence it is not adverbial of place.",no,no,no,no
11909268,19058508,14,jääma,,adit,flööt,flööti,"Pärast laulsime väljas 23kraadises külmas , Anna-Liis Nahkur mängis viiulit ja Maris Üksti flööti näpud jäid , naks ja naks , kinni nagu « Kevades » ! »",,,,no,"The phrase 'flööti' indicates a musical instrument and not a location, so it is not adverbial of place.",no,no,no,no
2862884,4591106,18,kehtestama,,in,enamus,enamuses,"Müügi lõpetamise ajaks saav kell 23 on Partsi sõnul tulnud sellest , et nii on see kehtestanud enamuses omavalitsustes .",,,,no,"The phrase 'enamuses' indicates a quantitative concept (majority) rather than a location, so it is not adverbial of place.",no,no,no,no
5818387,9335581,26,poseerima,,ad,samm,sammul,"Kuid Euroopas MM-etappidel tiirlevad Stefan Everts , Mickael Pichon , Ben Townley on seal sama masti mehed - jagavad intervjuusid ja poseerivad fännidega fotodel igal sammul .",,,,no,"The phrase 'sammul' refers to the manner of movement and not a specific location, making it not adverbial of place.",no,no,no,no
6879313,11062594,19,kajastuma,,in,kriitika,kriitikas,"418 Taoline eurooplaste suhtumine kajastub ilmekalt ka eesti soost misjonikaupmehe Carl Oscar Emil Thali 1889. aastal kirja pandud kriitikas Sierra Leone elanike 419 aadressil : "" Kõik on oma rahwa kombed ja emakeele kaotanud ja ühiseks sidemeks omale nüüd Inglise keele ja kombe vötnud , mis nende hariduse seisukorra kohta niisama palju ehk wähe kõlbab kui näiteks Pariisi kombed ja keel Räpina e.",,,,no,"The phrase 'kriitikas' refers to criticism as a concept rather than a location, so it is not adverbial of place.",no,no,no,no
1655625,2635125,11,tabama,,el,kõik,kõikidest,Jaan Tõnisson sai sel päeval 70- aastaseks ja hoolimata kõikidest teda tabanud saatuselöökidest oli ta selg ikka sirge ja meel kindel .,,,,no,The phrase 'kõikidest' was classified as 'no' because it does not specify a place but rather refers to an abstract or non-physical concept of all difficulties encountered.,no,no,no,no
8055054,12927756,8,ületama,,in,lehv,lehvides,"Mõnikümmend sekundit hiljem ületas ta pika patsi lehvides 400 m tõkkejooksu finišijoone ja silmanud ajatablood , heitis käed taeva poole - MMvõistluste norm oli alistunud , Eesti rekord 55,94 sündinud peale selle .",,,,no,"The phrase 'lehvides' describes the manner of action (how the hair was moving) rather than a location, so it is not classified as an adverbial of place.",no,no,no,no
18585421,28125779,19,kuulutama,,in,järjekord,järjekorras,"Nii et ma usun siiralt , et kui me praegu võtame need eelnõud ja kuulutame nad seadusteks selles järjekorras , siis sellest ei teki probleeme .",,,,no,"The phrase 'järjekorras' refers to order or sequence, not a location, so it is not an adverbial of place.",no,no,no,no
10988222,17599001,5,laskma,,el,pallivaldamine,pallivaldamisest,"Hoolimata lemmikute kohati täiuslikust pallivaldamisest , lasid ülinõudlikud Reali fännid mõnel puhul Ronaldole vilet .",,,,no,It was classified as 'no' because 'pallivaldamisest' refers to ball control and not a place.,no,no,no,no
3546858,5711355,1,kiitma,,in,tänukõne,Tänukõnes,Tänukõnes kiitis Spielberg omakorda Prantsusmaa võitlust antisemitismi vastu ning avaldas au prantsuse filmilavastajale Francois Truffaut'le .,,,,no,It was classified as 'no' because 'Tänukõnes' refers to a speech and not a place.,no,no,no,yes
12328887,19739607,20,langema,,all,dinaar,dinaarile,"Avis küsib Renault Clio Classicu ööpäevahinnaks esimese soojaga tõesti 135 dinaari , kuid rahulike läbirääkimiste tulemusel langeb hind 70 dinaarile poolteise ööpäeva kohta , sisaldades kindlustuse ja hotelli ette toomise .",,,,no,"It was classified as 'no' because 'dinaarile' refers to currency or price, not a place.",no,no,no,no
16761305,25794603,9,tunnistama,,in,avameelsus,avameelsuses,"Aga mulle jälle meenub , kuidas tase oma avameelsuses tunnistas , et jälgib pidevalt punktiseisu ja pahandas , et keegi olevat talle palju miinuseid jaganud ...",,,,no,"It was classified as 'no' because 'avameelsuses' refers to openness or frankness, not a place.",no,no,no,no
1506519,2397711,5,põrkama,kokku,ad,kinnitus,kinnitusel,"Vene admirali Mihhail Kuznetsoi kinnitusel põrkas "" Kursk "" enne uppumist kokku tõenäoliselt teise allveelaevaga .",,,,no,"The phrase 'kinnitusel' is not an adverbial of place because it conveys the source or basis of the statement, not a location.",no,no,no,no
9870572,15838565,5,püüdma,,el,juhtunu,juhtunust,Vello Muru püüdis siiski juhtunust mingit ülevaadet kujundada .,,event,,no,"The phrase 'juhtunust' is not an adverbial of place because it refers to the event or occurrence, not a specific place.",no,no,no,no
19074471,28781905,14,põhjendama,,in,lõige,lõikes,"“ Millega põhjendate § 6-1 “ Riigimuuseumi direktori ametikoha täitmine ” lõikes 2 antud võimalust , et töölepingu direktoriga sõlmib minister või maavanem ?",,,,no,The phrase 'lõikes' is not classified as an adverbial of place because it does not indicate a location but rather references a subsection or part.,no,no,no,no
3732144,6010661,26,hiilgama,,in,headus,headuses,"Kahe vokalistiga kaasakiskuv ja maitsekas trash metal segatuna cypress-hilliliku räpiga ei lasknud rahval kordagi puhata , mida ei lubanud ka neile järgnenud ja oma tuntud headuses hiilanud Metsatöll .",,,,no,"The phrase 'headuses' is not classified as an adverbial of place because it describes a quality or state, not a location.",no,no,no,no
4042787,6507076,9,paistma,,el,auhind,auhindadest,"Ometi paistab laiem filmiüldsus enam hoolivat Sofia festivali auhindadest , kuigi ka rahalises vääringus on Sofia Grand Prix' 5000 eurot ( 78 000 krooni ) vaid pool Pöffi peaauhinnast .",,,,no,"The phrase 'auhindadest' is not classified as an adverbial of place because it describes a source or reference point, not a place.",no,no,no,yes
3298659,5302984,25,langema,,adit,surm,surma,"Kui aga inimese süda 3-5 minutit seisab , tähendab see , et aju ei saa verd ega hapnikku ja inimene langeb kliinilisse surma .",,,,no,"The phrase 'surma' is not classified as an adverbial of place because it refers to a state or condition, not a location.",no,no,no,yes
6894718,11080681,1,tooma,kaasa,all,piirivalve,Piirivalvele,"Piirivalvele toob referendumitulemus kaasa piirivalvurite arvu vähendamise Eesti-Läti piiril , mille eelduseks on muidugi ka lätlaste poole jah-sõna tuleval nädalavahetusel toimuval referendumil Lätis .",,,,no,The phrase 'Piirivalvele' is classified as 'no' because it refers to the agency (Border Guard) rather than indicating a location or place.,no,no,no,no
7059904,11345157,7,puhkama,,ad,eeskuju,eeskujul,"Tulevane spiiker puhkas Leonardo da Vinci eeskujul viisteist minutit iga kolme tunni tagant , öösel aga istus nagu Stalin üleval ja kirjutas kõnesid .",,,,no,"The phrase 'eeskujul' refers to a manner or standard, not a location, so it is not an adverbial of place.",no,no,no,no
692968,1102291,20,viima,välja,el,veri,verest,"Mereväest ja selle reservist arvati ta aga häbiga välja ning kirjale , mis Oswaldile sellest teatas ja mehe täiesti verest välja viis , oli alla kirjutanud tollane mereväeminister John Connally .",,,,no,"The phrase 'verest' refers to a condition or state, not a location, so it is not an adverbial of place.",no,no,no,no
11270415,18062379,3,saama,,el,3-4,3-4-st,""" Vähemasti 3-4-st neist saab lähitulevikus loodetavasti ka autostja . """,,,,no,"The phrase '3-4-st' refers to a number or part of a group and not a location, so it is not an adverbial of place.",no,no,no,no
10016123,16066938,2,liikuma,,ad,omamine,omamisel,"Diferentsiaaliluku omamisel liiguks auto paigast , sest mõlemad rattad peavad pöörlema .",,,,no,"The phrase 'omamisel' was classified as 'no' because it refers to possession or ownership, not a location or place.",no,no,no,no
9696352,15560299,13,lähenema,,all,30,30-le,"Kork ütles , et hagide arv ebaseaduslikke tehinguid teinud firmade vastu läheneb 30-le .",,,,no,"The phrase '30-le' refers to a numerical figure, not a physical or geographical place, so it is not adverbial of place.",no,no,no,no
18967431,28634003,15,pälvima,,el,suhe,suhetest,"Esimeste võistlustööde autasustamine toimus 1805. a , siis pälvis “ Arstiteaduse ja filosoofia vastastikustest suhetest ” kirjutatud töö eest kuldmedali stud .",,,,no,The phrase 'suhetest' refers to relationships and does not indicate any particular place or location.,no,no,no,no
1284149,2040203,1,olema,kohal,el,Varasem,Varasematest,"Varasematest Tallinna linnapeadest olid kohal Ivi Eenmaa , Harri Lumi , Albert Norak ja Ivar Kallion .",,,,no,The phrase 'Varasematest' refers to 'earlier ones' and does not indicate any specific location or place.,no,no,no,no
2712544,4351062,7,arutama,,all,tööjõud,tööjõule,"Eile õhtupoolikul arutas Karksi volikogu uuele tööjõule sihtasutuse KredEx toetuse abiga munitsipaalüürikorterite soetamist ja selleks omaosaluse garanteerimist , kirjutab Sakala .",,,,no,"The phrase 'tööjõule' indicates a target recipient or beneficiary rather than a place, hence it is not an adverbial of place.",no,no,no,no
17160468,26355957,35,kohtama,,all,hinne,hindele,"Kuna mainitud õpetuse kokkupanek eeldab hea jupp aega PrintScreen/Copy/Paste/Cut/jne tegevust , siis otsustasin minna kergema vastupanu teed ja küsida , et äkitse on keegi sellist , hindele 4+ , tehtud juhendimoodi asja kuskil www-sügavustes kohanud ?",,,,no,"The phrase 'hindele' refers to a grade or score, not a location, so it is not an adverbial of place.",no,no,no,no
12129127,19419399,12,pääsema,,el,arvatu,arvatust,Ülemäära suurtele riskidele Brückner hoolealuseid ei kamandanud nii pääsesid Hellase pojad arvatust palju sagedamini ründama .,,,,no,The phrase 'arvatust' is not adverbial of place because it indicates a comparison rather than a location.,no,no,no,no
4490031,7219924,7,suurenema,,all,määrus,määrusele,Vastavalt 28.detsembril vallavolikogu poolt vastuvõetud määrusele suurenevad Vigala vallas 2007.aastal tervikpaketiks seotud lastetoetused eelkooliealistele lastele .,,,,no,The phrase 'määrusele' is not adverbial of place because it refers to a regulation rather than a location.,no,no,no,no
8644865,13870642,12,olema,vaja,all,arvuti,arvutile,"“ Pole mõtet osta tuhandete kroonide eest ekraanifiltreid , kui seda arvutile vaja ei ole .",,,,no,"The phrase 'arvutile' is not adverbial of place because it indicates the recipient of an action, not a spatial location.",no,no,no,no
15215975,23759592,16,uurima,,el,võimatu,võimatust,"Minu arvamus sinust langes kohe meeletult sest enne kui tuled kedagi valetajaks sõimama ja rääkima võimatust siis uuri ikka materjali ( mind on sõjandus huvitanud kogu elu ) näiteks võiksid vaadata sellisesse kohta   Ma rääkisin täpsest arvust , täpsed luureandmed sul puudusid .",,,,no,"The phrase 'võimatust' is classified as 'no' because it refers to a concept or state rather than a location, so it is not an adverbial of place.",no,no,no,no
2182351,3487445,10,kuuluma,,all,BFE,BFEle,"Samuti sooviti osta nii Uuemõisa kaupluse vara kui ka BFEle kuulunud krunti Sauel , kuid siin jäid pakkumised alghinnast madalamaks .",,,,no,"The phrase 'BFEle' is classified as 'no' because it indicates possession or association and not a location, so it is not an adverbial of place.",no,no,no,no
2867837,4598846,19,müüma,,el,kriitikatulv,kriitikatulvast,"2000. aasta lõpul müüs Tallinna linn president Konstantin Pätsi poolt kirjanikule ja riigimehele August Mälgule kingitud Lagle talu kriitikatulvast hoolimata eraisikule , N-terminali asepeadirektorile Sergei Baraševile , kirjutab Postimees .",,,,no,"The phrase 'kriitikatulvast' is classified as 'no' because it refers to criticism or an abstract concept, not a specific location, so it is not an adverbial of place.",no,no,no,no
5629212,9027036,9,kasvama,,all,69%,69%-le,Venekeelsete töötute elanike arv oli detsembri lõpuks kasvanud 69%-le .,,,,no,"The phrase '69%-le' indicates a percentage, not a physical or abstract place, so it was classified as not adverbial of place ('no').",no,no,no,no
1313285,2086778,7,ootama,,el,kohtumine,kohtumisest,"Eesti valitsusjuhi ja Vene asepeaministri tänasest kohtumisest Peterburis ei oota Eesti läbimurret riikide suhetes , vaid seda võetakse kui Mart Laari ja Valentina Matvijenko isiklikku tutvumist ning töökohtumist .",,event,,no,"The phrase 'kohtumisest' refers to the event of a meeting and not to a location, so it was classified as not adverbial of place ('no').",no,no,no,yes
6363759,10226063,9,langema,,all,"3,17%","3,17% le","Puhas intressimarginaal langes samal ajal 0,05 protsendipunkti võrra 3,17% le .",,,,no,"The phrase '3,17% le' represents a numerical value and not a reference to a place, so it was classified as not adverbial of place ('no').",no,no,no,no
6683181,10752102,18,kiitma,,in,kogusumma,kogusummas,Üldkoosolek kuulas ära ja kiitis heaks ka Madis Grossi esitatud Valgamaa Omavalitsuste Liidu 2006. a aasta eelarve kogusummas 780 276 krooni .,,,,no,"The phrase 'kogusummas' refers to an amount, not a location, so it is not adverbial of place.",no,no,no,no
18853136,28471790,7,kujunema,,el,abi,abist,Ainult sedaviisi lähenedes kujuneb üldpilt meie abist .,,,,no,The phrase 'abist' is not an adverbial of place because it does not indicate a location or spatial context.,no,no,no,no
6122715,9827470,5,tahtma,,abl,stiil,stiililt,Me tahame oma juhtimise stiililt olla ühiskonnas leppimust ja koosmeelt otsivad .,,,,no,"The phrase 'stiililt' is not an adverbial of place because it refers to style or manner, not a physical or spatial location.",no,no,no,no
