sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_abstract,is_event,is_time,is_org,is_alive
18285940,27730562,5,peatuma,,ad,aruteluteema,aruteluteemadel,Peatun komisjonis tõusetunud tähtsamatel aruteluteemadel .,,,,no,"The phrase 'aruteluteemadel' refers to topics of discussion, not a location, so it is not adverbial of place.",yes,no,no,no,no
13726197,21928468,6,edastama,,all,lõige,lõigetele,Komisjon edastab teistele liikmesriikidele vastavalt lõigetele 1 ja 2 liikmesriikidest saadud andmed ühe kuu jooksul .,,,,no,"The phrase 'lõigetele' refers to sections or clauses in a document, not to a physical place, so it is not adverbial of place.",no,no,no,no,no
8061638,12937363,23,tõmbama,,el,pööre,pöördest,"Kogenud sõidumees kiitis väga mootorit , mis pole mitte ainult üliökonoomne ja vähese saastega , vaid tõmbab hästi viiendal käigul isegi 1300 pöördest alates .",,,,no,"The phrase 'pöördest' indicates a starting point of engine activity but does not specify a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
19065382,28768845,40,langema,,all,"41,35","41,35 -le","Kui te mäletate 1998. aasta äriplaani , siis seal olid need hinnad natukene allpool , üle 50 sendi , vahepeal kõikusid need läbirääkimistel tõesti 45-46 sendi juures ja nüüd , praeguste läbirääkimise käigus , on nad langenud 41,35 -le .",,,,no,"The phrase '41,35 -le' denotes a numerical value or price point rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
12979433,20765859,9,esinema,,el,käimishäire,käimishäiretest,Ligi 90 protsendil patsientidest esinevad liigesekaebused : vähestest käimishäiretest kuni ägedate mitut liigest haaravate põletikkudeni .,,,,no,"The phrase 'käimishäiretest' refers to a type of symptom or condition, not a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
1803906,2870781,6,kippuma,,all,leib,leivale,Levicomi tütarfirma töötajad kipuvad konkurendi leivale,,,,no,"The phrase 'leivale' metaphorically refers to competition and not a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
8668668,13908303,11,selgitama,,el,mäekristall,mäekristallist,Ajakirjaniku uudistamise peale selgitab Mirjam Veski vutimuna suuruse klaaskuuli väljanägemisega mäekristallist kuulikese tähendust .,,,,no,"The phrase 'mäekristallist' is not specifying a location or place, but rather a material or composition, so it is not classified as an adverbial of place.",no,no,no,no,no
11351065,18186496,30,koguma,,in,absoluutarv,absoluutarvudes,"Kui lisada kahe ülejäänud vene nimekirja hääled - 3654 ehk 3% hääältest ( mida võib võrdselt jagada mõlemale suurele parteile ) , siis on palja silmagagi selge , et absoluutarvudes kogusid vene parteid 1993 . a . vähem hääli kui kolm aastat tagasi .",,,,no,"The phrase 'absoluutarvudes' refers to a manner or method of comparison and does not indicate a specific location, so it is not classified as an adverbial of place.",yes,no,no,no,no
6044630,9701433,11,tagurdama,otsa,ad,sõna,sõnul,Mõni hetk pärast juhtunut kohale jõudnud Andrese ( 33 ) sõnul oli tsisternvaguneid vedav rong otsa tagurdanud aeglaselt raudteed ületavale veomasinale .,,,,no,"The phrase 'sõnul' refers to a manner of speaking or expressing opinion rather than indicating a place, so it is not classified as an adverbial of place.",no,no,no,no,yes
2379002,3812494,2,taganema,,el,printsiip,printsiibist,Sellest printsiibist me ei tagane .,,,,no,The phrase 'printsiibist' is not classified as an adverbial of place because it does not describe a location or spatial context.,yes,no,no,no,no
5015491,8050472,4,väitma,,el,kohalolnu,kohalolnutest,"Samas väitis üks kohalolnutest , et Jüssi sõitis samuti .",,,,no,"The phrase 'kohalolnutest' is not classified as an adverbial of place because it refers to people present, not to a location.",yes,no,no,no,yes
134650,225354,1,kujunema,,el,Diana,Dianast,"Dianast kujunes popkultuuri ikoon , kõmulehtede meelisobjekt .",,alive,PER,no,The phrase 'Dianast' is not classified as an adverbial of place because it refers to a person and not a spatial or locational context.,yes,no,no,no,yes
12428168,19899036,18,nentima,,all,teade,teatele,"Kuigi riigi kultuuripreemiate komisjon valis esmaspäeval välja viis saja tuhande kroonise kultuuripreemia saajat , nentis ETA kultuuriministeeriumi teatele toetudes , et laureaatide nimesid veel ei avalikustata .",,,,no,"The phrase 'teatele' is not classified as an adverbial of place because it refers to a statement or information, not to a place.",no,no,no,no,no
17201687,26408208,14,mõistma,,in,röövimiskatse,röövimiskatses,Lisaks mõistis kohus Smirnovi ja Romanovi süüdi 1996 . aasta 6 . septembril toime pandud röövimiskatses : mehed püüdsid röövida ühe Tallinna ehitusfirma kontorist raha .,,,,no,"The phrase 'röövimiskatses' describes an event or action (attempted robbery) rather than specifying a location, so it is not an adverbial of place.",no,yes,no,no,no
5671216,9096069,8,alustama,,all,isikuvabadus,isikuvabadusele,Pressikonverentsi Cannes'i filmifestivalil alustas Flynt kirgliku kaitsekõnega isikuvabadusele .,,,,no,"The phrase 'isikuvabadusele' refers to a concept (personal freedom) rather than a physical or spatial location, so it is not an adverbial of place.",no,no,no,no,no
1193717,1897918,12,lähtuma,,in,hinnapakkumine,hinnapakkumises,"Eesti Energia energiakaubanduse direktori kohusetäitja Einari Kisel ütles BNS-ile , et hinnapakkumises lähtus Eesti Energia Euroopa vabaturu põhimõtetest , kuna Narva Elektrivõrk ostab elektrit ka välisturult .",,,,no,"The phrase 'hinnapakkumises' refers to the context or circumstance (price offer) rather than a location, so it is not an adverbial of place.",no,yes,no,no,no
8404840,13469827,28,loovutama,,all,nägemine,nägemisele,"Ent mis veel tähtsam : juhtigu see kuulutatud tõde meid lähemale elule , kus usk ei sõltu enam argumentatsiooni headusest ning aimamisi nägemine peeglist loovutab oma koha nägemisele palgest palgesse.",,,,no,"The phrase 'nägemisele' refers to an abstract concept (seeing or vision) and not a physical location, so it is not an adverbial of place.",no,no,no,no,no
9275788,14903470,10,tegema,,all,Kodus,Kodusele,"Nüüd tegi maramaalane Jaak Pihlak muigvel märkuse opositsioonis olevale Kodusele Viljandile , et aukodaniku nimetamise otsuse eelnõuga ei olnud kaasas piisavalt põhjalikku materjali Roman Toi kohta .",,,ORG,no,"The phrase 'Kodusele' refers to 'Kodusele Viljandile', which is not describing a location but rather naming who the remark was addressed to.",no,no,no,no,no
8301315,13307407,3,toimuma,,el,koit,koidust,Ajupesu toimus koidust ehani .,,time,,no,"The phrase 'koidust' refers to a time period ('from dawn to dusk') and not a place, hence it is not adverbial of place.",no,no,yes,no,no
8080123,12965854,12,puuduma,,ad,Nauman,Naumanil,"Lohutuseks siiski niipalju , et eesti kultuur pole ainus , kus Naumanil puudub tähendus - sedasama on prantsuse kultuuri puhul tunnetanud häirivalt Pompidou keskuse kuraatorid Pariisis , kes korraldasidki käesoleva väljapaneku prantslaste hariduslünga täitmiseks .",,,LOC,no,"The phrase 'Naumanil' refers to a person and not a location, so it is not adverbial of place.",no,no,no,no,no
13355028,21364402,8,kerkima,,el,staatus,staatusest,Hispaania kerkiks võiduga Paraguay üle nullipoisi nukrast staatusest alagrupis teisele kohale .,,,,no,"The phrase 'staatusest' refers to a state or condition ('from the status of') and not a location, so it is not adverbial of place.",no,no,no,no,no
4259291,6853401,7,kohtuma,,el,sakslane,sakslasest,1972. aasta Müncheni olüm-pial kohtus ta sakslasest ärimehe ja brasiillanna tütre Silvia Renate Sommerlathiga .,,alive,,no,"The phrase 'sakslasest' refers to the nationality or background of the businessman ('from being German') and not a location, so it is not adverbial of place.",no,no,no,no,yes
14008009,22300182,8,asuma,,all,Sass,Sassile,"Kui mees juba kohal , ei antud Sassile enam asu autogrammiküttide järjekord muudkui kasvas .",,,PER,no,"Classified as 'no' because 'Sassile' indicates the recipient in the context, not a location.",no,no,no,no,yes
1421729,2261870,11,tulema,,abl,Kruus,Kruusilt,""" Eks ma vedasin kolm aastat seda lehte , kuni Kruusilt tuli käsk tulla Tallinna Eesti Naist tegema , "" lausub Streimann .",,,LOC,no,"Classified as 'no' because 'Kruusilt' refers to the source or origin of the command, not a location.",no,no,no,no,yes
452212,708151,4,levima,,ad,järte,järtel,"Kohe Browni saabumise järtel levisid kuulujutud , et ta tahab vahetada Iversoni Damon Stoudamireiga .",,,,no,"Classified as 'no' because 'järtel' refers to a temporal relationship, not a location.",no,no,yes,no,no
2470971,3961689,9,otsima,,all,lauluhääl,lauluhäälele,Rakvere teatri näitleja Eva Püssa otsib samal ajal lauluhäälele õiget kõrgust .,,,,no,"Classified as 'no' because 'lauluhäälele' refers to the target object of the search, not a location.",no,no,no,no,no
331583,513867,33,hõlmama,,el,kestus,kestusest,"Täpsemad arvandmed standardkeele laboratoorse kõne kohta on esitanud Eek ja Meister ( 1997 : 83-84 ) , kelle järgi hõlmab vokaalikeskse malliga sõnade F0 tõusuosa Q2 sõnades keskmiselt 50% V1 kestusest ja Q3 sõnades keskmiselt 24% V1 kestusest .",,time,,no,"The phrase 'kestusest' refers to duration and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
11264000,18051729,4,tähendama,,all,Siiri,Siirile,» Filmimaailm tähendas Siirile põhiliselt seltskonda ja innustuse ammutamist sellistelt autoriteetidelt nagu Leida Laius või Arvo Iho .,,,PER,no,"The phrase 'Siirile' indicates a person rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,yes
7440053,11945681,5,kujundama,,el,järglane,järglastest,"Tegelikult kujundavadki vanemad oma järglastest sellised inimesed , millised nad kooli minnes on .",,alive,,no,"The phrase 'järglastest' refers to a group of descendants, not a location, so it is not classified as an adverbial of place.",no,no,no,no,yes
10313577,16550215,5,kogunema,,el,elanikkond,elanikkonnast,"Mida suurem osa riigi elanikkonnast Tallinna koguneb , seda raskem on toime tulla nii linlasel kui ka oma sünnikohta pidama jäänud elanikel .",,alive,,no,"The phrase 'elanikkonnast' refers to a population and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
2314308,3705441,9,kujunema,,el,aastapäev,aastapäevast,Justiitsminister Märt Raski sõnul ei kujune põhiseaduse rahvahääletuse aastapäevast iga-aastast lipupäeva .,,time,,no,"The phrase 'aastapäevast' refers to an anniversary event and not a location, so it is not classified as an adverbial of place.",no,yes,yes,no,no
19014992,28696476,12,kahanema,,in,seos,seoses,"Usun , et see erinevus meil kasvab , see ei kahane seoses meie üldise avanemisega .",,,,no,The phrase 'seoses' was classified as 'no' because it describes a relation or connection rather than a physical or locational place.,no,no,no,no,no
6252787,10043727,8,ootama,,el,ema,emast,""" Järgmise nädala kolmapäeval ootame Moskva loomaaiast emast sinilammast , meie saatsime neile isase .",,,,no,"The phrase 'emast' was classified as 'no' because it refers to a gender or type of the animal, not a location or place.",no,no,no,no,yes
6195759,9949064,22,võtma,,all,Päevaleht,Päevalehele,""" Idee minna Siberisse tuli 14 aastat tagasi aset leidnud ekspeditsioonist , kui eestlaste matmiskohta Norilskis rajati mälestusmemoriaal , "" ütles Päevalehele retkest osa võtnud ja reisikirjanikuna tuntust kogunud Marko Kaldur .",,,ORG,no,"The phrase 'Päevalehele' was classified as 'no' because it designates a recipient of communication, not a spatial or physical place.",yes,no,no,yes,no
14620246,23090169,8,unustama,,all,vasikas,vasikale,Kask unustab sõrme kogu võtte ajaks ühele vasikale suhu .,,alive,,no,"The phrase 'vasikale' refers to whom or what the action was directed, not a place.",no,no,no,no,yes
2855139,4578398,6,kogunema,,all,hõbedanaine,hõbedanaisele,"Võitjale kogunes möödalaske 4 , hõbedanaisele 3.",,,,no,"The phrase 'hõbedanaisele' refers to a recipient, not a place.",no,no,no,no,yes
14523673,22967959,9,loobuma,,all,internetipakkuja,internetipakkujatele,Haapsalu linnapea Teet Kallasvee loobus Elioni eelistamisest teistele internetipakkujatele ja lubas alustada läbirääkimisi ka kohaliku teenusepakkujaga .,,,,no,"The phrase 'internetipakkujatele' indicates a group or entity involved in the action, not a location.",no,no,no,no,no
2163426,3456202,7,sättima,,all,vaene,vaesele,"Reformierakond sätib jõukale , Res Publica vaesele .",,,,no,"The phrase 'vaesele' describes a condition or state, not a physical location.",no,no,no,no,yes
760745,1212325,13,esitama,,in,inimsmugeldamine,inimsmugeldamises,Rootsi politsei pidas Al-Shammari tänavu 13. jaanuaril kinni ning esitas talle süüdistuse inimsmugeldamises .,,,,no,"The phrase 'inimsmugeldamises' refers to the act or subject of human smuggling, not the location, hence it is not adverbial of place.",no,yes,no,no,no
14422416,22842624,11,puuduma,,ad,PRIA,PRIAl,"PRIA teabe – ja arendusosakonna juhataja Heli Raametsa sõnul puuduvad PRIAl andmed , kui palju Läänemaal sügisel talivilja maha külvati ja kui palju sellest on hävinud .",,,,no,"The phrase 'PRIAl' indicates possession or a source of data rather than a location, thus it is not adverbial of place.",yes,no,no,yes,no
4312394,6937204,3,unistama,,el,kommunism,kommunismist,"Isegi kui kommunismist unistavad siiralt vähesed , on Euroopagi täis inimesi , kes ei jaga USA kujutlust liberaalsest kapitalismist .",,,,no,"The phrase 'kommunismist' refers to the topic or subject of communism, not a location, so it is not adverbial of place.",yes,no,no,no,no
15141657,23682168,13,ruttama,,all,täitmine,täitmisele,"« Elajalikult tapeti teedeminister Karl Kark , kes kurja aimamata oma ametkohuste täitmisele ruttas , » nendib leht .",,,,no,"The phrase 'täitmisele' refers to the act of fulfilling duties and not a location, therefore it is not adverbial of place.",no,yes,no,no,no
10897810,17453646,2,täituma,,in,kõla,kõlades,"Lõpuvile kõlades , kanadalaste võiduseisul 2 : 1 , täitus hokiväljak nagu nõiaväel kanada meeskonna juhtidest ning fotograafidest .",,,,no,"The phrase 'kõlades' describes timing related to the sound of the final whistle, not a specific place, so it is not adverbial of place.",no,no,no,no,no
9230431,14833706,9,kehtima,,ad,hommik,hommikul,"Tasuline parkimine Tartus kehtib esmaspäevast laupäevani kella kaheksast hommikul kella kuueni õhtul , pühapäeval ja riiklikel pühadel on parkimine tasuta .",,,,no,It was classified as 'no' because 'hommikul' refers to a time of day rather than a place.,no,no,yes,no,no
4093132,6587746,12,sattuma,,all,aastapäev,aastapäevale,""" 1987. aastal plahvatas supernoova , see sattus täpselt Nõukogude armee aastapäevale , millest tol ajal Moskvas lugu peeti , "" meenutab Ergma .",,time,,no,It was classified as 'no' because 'aastapäevale' refers to a specific day or event rather than a location.,no,yes,no,no,no
1027206,1633914,2,juhtuma,,el,kord,kordadest,"Enamikul kordadest on tööõnnetused juhtunud töökohal , teel tööle on tänavu saanud vigastada 37 inimest ning surma pole saanud keegi , ütles tööinspektsiooni osakonnajuhataja Heino Rohtmets BNS-ile .",,,,no,"It was classified as 'no' because 'kordadest' refers to instances or occurrences, not a place.",no,no,no,no,no
1588444,2527340,8,jääma,ilma,el,informaator,informaatoritest,"Teadaandes märgitakse , et "" oma väärtuslikest informaatoritest jäid ilma mitme Lähis- ja Kesk-Ida riigi saatkondade residentuurid . """,,alive,,no,"It was classified as 'no' because 'informaatoritest' refers to individuals (informants), not a place.",no,no,no,no,yes
4674030,7510518,13,alistuma,,all,kogusumma,kogusummale,"Ta ponnistas visalt vastutuult murdes , alistus ajaga 2.10 , 35 naiskonna senise liidri kogusummale napilt , kuid tõusis kolmandale kohale .",,,,no,"It was classified as 'no' because 'kogusummale' refers to the total amount, not a location.",no,no,no,no,no
2156455,3444621,15,tahtma,,abl,nooruk,noorukilt,"Süüdistuse järgi peaks Dornhauer lõpetama oma saidil kooli nime kasutamise , lisaks tahab kool noorukilt kohtukulude katmist ja valuraha .",,alive,,no,It was classified as 'no' because 'noorukilt' refers to a person (youth) rather than a place.,no,no,no,no,yes
3662088,5897452,2,pakkuma,välja,in,lõpp,lõpus,"Kirja lõpus pakub ta välja ka uue tehnoloogia sidrunite korteris kasvatamiseks , soovitades selleks pistikpaljundust , ning lisab , et sidruniistanduse ühelt hektarilt võib saada kuni 20 000 istikut .",,,,no,"The phrase 'lõpus' indicates a point in time rather than a specific location, so it is not an adverbial of place.",no,no,yes,no,no
19838655,29308109,6,lõpetama,,all,exo,exole,Esta: ehk lõpetaks korrutamise exole :),,,,no,"The word 'exole' does not convey information about a location, so it is not an adverbial of place.",no,no,no,no,no
17091022,26269410,2,püsima,,ad,kasvuperiood,kasvuperioodil,"Kuna kasvuperioodil püsisid küllaltki pikalt kuumad ilmad , arenesid taimed kiiresti ja seemned valmisid hästi , kuid terad jäid keskmisest peenemaks .",,time,,no,"The phrase 'kasvuperioodil' indicates a time frame rather than a location, so it is not an adverbial of place.",no,no,yes,no,no
3090707,4961831,51,jääma,,el,Döblini,Döblinist,"Selle näitlikustamise eest on Döblinile oma tänuvõlga väljendanud tema jünger Günter Grass , kes on talt tõesti palju õppinud , eeskätt Döblini varajastest vohavatest fantaasiaromaanidest , nagu "" Wang-Luni kolm hüpet "" või "" Mäed , mered ja gigandid "" , mille kohta näiteks Franz Kafka on öelnud : "" Döblinist jääb mulje , nagu mõistaks ta nähtavat maailma millegi täiesti ebatäiuslikuna , mida ta peab alles oma sõnaga loovalt täiendama . """,,,,no,"The phrase 'Döblinist' refers to a person, not a location, so it is not an adverbial of place.",yes,no,no,no,yes
15571494,24313130,15,jääma,välja,el,periood,perioodist,"Mul peaks kusagil olema miskeid 50-60ndate Kalevi suursõidu negatiive , aga need vist kliki perioodist veidi välja jäävad .",,,,no,"The phrase 'perioodist' denotes a time period rather than a physical place, so it is not an adverbial of place.",no,no,no,no,no
3462742,5575561,4,sulama,,in,foobia,foobiates,"Et praegustes poliitilistes foobiates on vastandid sulanud orwellilikuks totalitarismiks : võitlus rahu eest tähendab eelkõige sõda , genotsiidivastane konverents tähendab sallimatuse demonstratsiooni , demokraatia levik tähendab massihaudu , tulirelva võimsus aga vabaduse mõõdupuud .",,state,,no,"The phrase 'foobiates' refers to an abstract concept or state rather than a physical location, so it is not an adverbial of place.",yes,no,no,no,no
3077815,4940505,19,nägema,välja,in,relv,relvis,"Arre Illenzeer oli sõdur , keda nähes peaks vaenlase põlved värisema hakkama - tõsise olemisega mehemürakas , kes relvis nägi välja tõeliselt hirmuäratav .",,,,no,"The phrase 'relvis' refers to a state or condition (armed) rather than a location, so it is not an adverbial of place.",no,no,no,no,no
2690849,4316457,11,murdma,,in,plusskraad,plusskraadides,"Kuigi nädalavahetuseks lubab sula , loodavad ürituse korraldajad , et plusskraadides ilm taieseid ei murra .",,,,no,"The phrase 'plusskraadides' refers to temperature rather than a physical place, so it is not an adverbial of place.",no,no,no,no,no
5138462,8244454,9,süüdistama,,all,võim,võimule,"Kui lahkujad ütlevad , et nad ei süüdista võimule pürgijaid , siis annab see eeskuju , "" leidis Tõnisson .",,,,no,"The phrase 'võimule' refers to power or authority, which is not a physical location, so it is not an adverbial of place.",yes,no,no,no,no
7417342,11908299,5,tormama,,all,sina,teile,"Kohe lennujaama vestibüülis tormas teile ligi hulk agente , sa ei suutnud enam isegi kõndida mitte , adekvaatne mõtlemine ei meenunud isegi suure pingutusega , otsustusvõimest , tundus , olid sa teadlik vaid kuulu järgi , ja kogu vastutus veeres Katerina kleenukestele kenadele õlgadele .",,,,no,"The phrase 'teile' refers to a person or group and not a physical place, so it is not an adverbial of place.",no,no,no,no,yes
14802263,23281863,2,pääsema,ligi,all,ajakiri,ajakirjadele,"Enamikele ajakirjadele internetis ligi ei pääse - sageli on need kaitstud salasõnaga , mille saab teada siis , kui ajakiri tellida .",,,,no,"The phrase 'ajakirjadele' refers to magazines and not a physical location, so it is not an adverbial of place.",no,no,no,no,no
5132012,8234092,7,karjuma,,el,paik,paigast,Ju karjus ta lõpujoont ületades häälepaelad paigast .,,location,,no,"The phrase 'paigast' refers to a state or position being changed rather than a specific physical place, so it is not an adverbial of place.",no,no,no,no,no
369647,572549,3,heitma,ette,all,S. Undsett,S. Undsetile,E. Raudsepp heidab S. Undsetile ette ka “ naise hingeelu idealiseerimist ja meestegelase mannetuna kujutamist ” .,,,PER,no,"The phrase 'S. Undsetile' refers to a person (S. Undset), not a physical location, so it is not an adverbial of place.",no,no,no,no,yes
2115416,3376673,3,saama,kokku,el,hind,hinnast,"280 000kroonisest hinnast sai Tonkson eri aegadel kätte kokku 85 000 krooni , ülejäänu saamiseks tuli alustada pikka aega kestnud kohtuvaidlust .",,,,no,"The phrase 'hinnast' refers to the price but does not specify a location, so it is not an adverbial of place.",no,no,no,no,no
2969394,4763137,12,nägema,,all,juhus,juhusele,"Paljud olulised välismaal avaldatud raamatud näevad eesti keeles ilmavalgust ainult tänu juhusele , reeglina üldse mitte .",,,,no,"The phrase 'juhusele' refers to chance and not a physical place, so it is not an adverbial of place.",no,no,no,no,no
3398795,5470278,2,tegutsema,,ad,lõpuveerand,Lõpuveerandil,""" Lõpuveerandil tegutsesime kaitses efektiivsemalt , "" tõi ta esile võidu peapõhjuse .",,time,,no,"The phrase 'Lõpuveerandil' refers to a time period, not a location, so it is not an adverbial of place.",no,no,yes,no,no
13281406,21248653,6,jääma,,adit,Just,Justi,Peol olnutele jäid tõepoolest silma Justi !,,,,no,"The phrase 'Justi' refers to a name or entity, not a location, so it is not an adverbial of place.",no,no,no,no,yes
9202750,14791295,22,kandma,,all,esildis,esildisele,"Piret Niglas on viimastel võistlustel edukas olnud , kuid Naganosse sõitjate nimekirja ei kandnud Eesti Olümpiakomitee teda ka vaatamata Eesti Suusaliidu esildisele .",,,,no,"The phrase 'esildisele' refers to a proposal and does not indicate a place, so it is not classified as an adverbial of place.",no,no,no,no,no
13520061,21624212,12,kanduma,,all,peresuhe,peresuhetele,"Eestis varem korraldatud uuringud on näidanud , et majandusraskused kanduvad üle peresuhetele .",,,,no,"The phrase 'peresuhetele' refers to family relationships and does not denote a location, so it is not classified as an adverbial of place.",yes,no,no,no,no
3066873,4922295,1,kindlustama,,in,ideaal,Ideaalis,Ideaalis kindlustab vaba konkurents kõigile kvaliteetse ja piisava toidu odava hinnaga .,,,,no,"The phrase 'Ideaalis' describes an ideal situation or condition, not a physical place, so it is not classified as an adverbial of place.",yes,no,yes,no,no
10581888,16961930,4,hakkama,,abl,autojuht,autojuhtidelt,"Venemaa hakkas Eesti autojuhtidelt lubasid nõudma tänavu 1. märtsist , kuigi vastav kord oli vastu võetud juba mullu suvel .",,alive,,no,"The phrase 'autojuhtidelt' refers to drivers as a group of people rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,yes
14983943,23506726,8,osalema,,el,jalgpallur,jalgpalluritest,"Täna esitletakse raamatut teistkordselt ning seekord osa-levad jalgpalluritest Eesti koondislased Andres Oper , Martin Kaalmaa ja Raio Piiroja .",,alive,,no,"The phrase 'jalgpalluritest' refers to football players rather than a place, so it is not classified as an adverbial of place.",no,no,no,no,yes
5360794,8598798,1,kommenteerima,,el,kohalolija,Kohalolijatest,"Kohalolijatest kommenteeris Office'i eestikeelsust Megale tehnokratt Peeter Marvet , kes süüdistas riiki ühtse eestikeelse arvutiterminoloogia välja töötamata jätmises .",,alive,,no,"The phrase 'Kohalolijatest' refers to attendees or participants present at a location, but it does not describe a specific place, so it is not classified as an adverbial of place.",no,no,no,no,yes
11803052,18889942,1,ületama,,in,finishiheitlus,Finishiheitluses,"Finishiheitluses ületas teisena lõpujoone hollandlane Steven De Jongh ( Rabobank ) ning kolmandana 15 . etapi võitja itaallane Biagio Conte ( Saeco , mõl sama aeg ) .",,,,no,"The phrase 'Finishiheitluses' refers to a competitive situation or struggle at the finish line, not a specific location, so it is not classified as an adverbial of place.",yes,no,no,no,no
7782429,12476963,21,võimutsema,,ad,nõukogudeaeg,nõukogudeajal,"“ Üleminek teoreetilisele tasandile tähendas ohtu vajuda vulgaarsotsioloogilisse kommunistlik-fashistisliku mutta , ” meenutab Tartu Ülikooli politoloogiaprofessor Rein Ruutsoo ning nimetab nõukogudeajal võimutsenud arutluskultuuri metafüüsilis-sentimentaalseks .",,,,no,"The phrase 'nõukogudeajal' refers to a time period rather than a location, therefore it is not classified as an adverbial of place.",no,no,yes,no,no
7384581,11853161,7,ajama,,all,tort,tortidele,"Ma tean küll , kes neile tortidele päkad silma ajas , aga me leppisime temaga kokku , et mina lähen tema eest istuma .",,,,no,"The phrase 'tortidele' refers to the cakes, which are objects and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
6726620,10821366,4,astuma,,el,tegija,tegijatest,Naistest astub nimekamatest tegijatest võistlustulle Eesti eelmise hooaja edukaim laskesuusataja Eveli Saue .,,,,no,"The phrase 'tegijatest' is not indicating a location or answering the question 'where?', so it is not classified as adverbial of place.",no,no,no,no,yes
2999895,4811810,30,eemalduma,,el,hull,hullust,"Helgemad , sageli nooremad ja vastuvõtlikumad , naeravad ja itsitavad , süngemad ja tõsisemad ( paljud neist , kellest eespool juttu oli ) vangutavat vihaselt pead või eemalduvad "" hullust "" võimalikult kaugele .",,,,no,"The phrase 'hullust' does not denote a place or location and does not answer the question 'where?', so it is not classified as adverbial of place.",no,no,no,no,no
595124,943456,3,nähtuma,,ad,aeg,ajal,""" Samal ajal nähtub kriminaalasja materjalidest , et selle investeeringuga seoses eiras Eesti Pank õigusaktide nõudeid ning jättis täitmata keskpanga kohustused panganduse järelevalve alal , "" seisab eilses erimääruses .",,,,no,"The phrase 'ajal' refers to a time frame, not a place, and therefore it is not classified as adverbial of place.",no,no,yes,no,no
12088481,19351557,16,plaanima,,all,laienemine,laienemisele,"Jeltsin ütles äsja Venemaa armeelehele Krasnaja Zvezda antud intervjuus , et Moskva plaanib vastukaaluks NATO laienemisele "" teha kõik , mis võimalik "" , muu hulgas arendada tihedamat integratsiooni SRÜ naabrite , sh . Hiinaga .",,,,no,"The phrase 'laienemisele' is not an adverbial of place as it indicates an action or process related to expansion, not a location.",no,no,no,no,no
16782051,25824710,3,sõnama,,all,Mae,Maele,"Capol sõnas Maele , et Torino olümpial jääb programm paika : lühike eraldistardist klassika , skiatlom , pikk ühisstardist vabasõit , teade , vabasprint ja klassika paarissprint .",,,,no,"The phrase 'Maele' is not an adverbial of place as it refers to the recipient of speech, not a location.",no,no,no,no,yes
8633654,13852099,6,ajama,,all,tavainimene,tavainimesele,"Kui ÜRO ajab oma asju tavainimesele kaugel ja kohati arusaamatult , siis olümpiamängud on tõestamas , et maailm saab kasvõi lühikestki aega olla ühtne .",,alive,,no,"The phrase 'tavainimesele' is not an adverbial of place as it indicates the intended audience, not a location.",no,no,no,no,yes
5848537,9385385,4,määrama,,in,alkoholijoove,alkoholijoobes,Sõiduki juhtimise eest alkoholijoobes määras politsei talle karistuseks 13 500 krooni trahvi .,,state,,no,"The phrase 'alkoholijoobes' is not an adverbial of place as it refers to a state or condition, not a location.",no,no,no,no,no
12685344,20295953,10,süttima,,ad,Tõnu,Tõnul,Õlletelgis koos kamraadidega paar liitrit mõnusat Itaalia veini manustanud Tõnul süttis taevast kopteripõrinat kuuldes idee põrutada ämma manu otse tiivikaparaadil .,,,PER,no,"The phrase 'Tõnul' represents a person and does not refer to a place, so it is not adverbial of place.",no,no,no,no,yes
2466468,3953827,4,ületama,,in,Lupeik,Lupeikis,Teisena ületas lõpujoone Lupeikis ja kolmandana Gontšaris .,,,LOC,no,"The phrase 'Lupeikis' is a person's name and does not indicate a location, so it is not adverbial of place.",no,no,no,no,yes
2239854,3583036,7,liituma,,in,pärnakas,pärnakas,"Meie õnn , et teine "" pärnakas "" Austris Stals Läti koondisega ei liitunud .",,alive,,no,"The phrase 'pärnakas' is a descriptor for someone from Pärnu and does not refer to a location itself, so it is not adverbial of place.",no,no,no,no,yes
7774926,12464657,3,töötama,,ad,ilmutamine,ilmutamisel,Enese mina ilmutamisel töötab ta pimikus .,,,,no,"The phrase 'ilmutamisel' pertains to an activity (developing) and does not indicate a location, so it is not adverbial of place.",no,yes,no,no,no
14297543,22698435,8,lisanduma,,all,hingeline,hingelisele,"Rõõmustad ka selle üle , et olemasolevale hingelisele ja kehalisele lähedusele lisandub ka vaimne ja intellektuaalne klapp .",,,,no,"The phrase 'hingelisele' refers to a spiritual or emotional state, not a physical location, so it is not adverbial of place.",yes,no,no,no,no
