lemma,sentence_id,head_id,example_num,total_count,feats,case,number,proper,deprel,form,loc,loc_rel,parent_loc,pos,id_x,text
metsasügavus,8009466,12847533,2,12,"com,in,sg",in,sg,0,obl,metsasügavuses,3,-1,,S,23857910,Kusagil kaugel metsasügavuses huilgas hommiku poolt ootamatult tabatud öökull .
metsasügavus,8721437,13996246,3,12,"com,ill,pl",ill,pl,0,obl,metsasügavustesse,17,-1,,S,25909913,"Kui poiss ja tüdruk jõudsid seda teha pool tundi enne jälitajate saabumist , võisid nad olla metsasügavustesse peitunud , varjanud okste ja lehtedega mõne mahajäetud karukoopa ja peituda seal mitu päeva ."
metsasügavus,7993811,12821906,4,12,"com,ill,pl",ill,pl,0,obl,metsasügavustesse,7,2,,S,23812955,"Võõras võim tungis üha enam Oandi metsasügavustesse , et sealseid metsikuid ja võitlusihalisi hõime allutada ."
metsasügavus,12475682,19970584,5,12,"com,el,sg",el,sg,0,obl,metsasügavusest,11,-1,,S,36892239,Järve ääres õhtupimedusse hõikunud Annelile tundus nagu oleks Jaanika talle metsasügavusest vastanud .
pöördtool,4158677,6693670,1,12,"abl,com,sg",abl,sg,0,obl,pöördtoolilt,21,2,,S,12499836,"Ajakirjaniku küsimuse peale , kui palju suusakeskusi näiteks Austrias üles võib lugeda ning kataloogis välja reklaamida , tõuseb Renee Tuul pöördtoolilt püsti ja naaseb teatmikuga , mis umbes sama paks kui õigekeelsussõnaraamat . ?"
pöördtool,8508182,13635758,2,12,"com,in,sg",in,sg,0,obl,pöördtoolis,3,1,,S,25260062,"Ta istus pöördtoolis seljaga minu poole ning jäi mulje , et ta on surnud ."
pöördtool,14087097,22430190,3,12,"com,in,sg",in,sg,0,obl,pöördtoolis,9,4,,S,41501453,Emma tudub öösel nende voodi ees kokteiliklaasi meenutavas pöördtoolis .
pöördtool,12178346,19498213,4,12,"com,in,sg",in,sg,0,obl,pöördtoolis,10,3,,S,36010186,"Kuna telefon ikka veel helises , võtsin laua taga pöördtoolis istet ja tõstsin toru kõrva äärde ."
pöördtool,9076113,14594189,5,12,"ad,com,sg",ad,sg,0,obl,pöördtoolil,7,1,,S,27031484,Märgade juustega Lehtse koolitüdruk niheleb punasel pöördtoolil .
ristilöömine,6949434,11166694,1,12,"all,com,sg",all,sg,0,obl,ristilöömisele,20,5,,S,20830271,"Palmipuudepüha on kristlaste paastu viimane ehk kuues pühapäev , sel päeval sisenes Jeesus usutavasti püha Jeruusalemma , vastu oma ristilöömisele ."
ristilöömine,15391875,24043503,2,12,"com,el,sg",el,sg,0,obl,ristilöömisest,7,1,,S,44351982,"Eelmise jutukese kommentaarides ma kirjutasin natuke ristilöömisest : keda löödi , kuidas löödi ja miks maha ei võetud ."
ristilöömine,3647799,5874706,3,12,"ad,com,sg",ad,sg,0,obl,ristilöömisel,22,2,,S,10981179,""" Paljud juudiorganisatsioonid ja isikud ütlesid meile , et film tekitab etnilist vihkamist ning viljeleb ksenofoobseid müüte juutide süü kohta Kristuse ristilöömisel , "" ütles Moskva inimõiguste büroo direktor Aleksandr Brod neljapäeval Interfaksile ."
ristilöömine,14013008,22308452,4,12,"all,com,sg",all,sg,0,obl,ristilöömisele,2,-1,,S,41274131,Kuid ristilöömisele järgneb uuestisünd .
ristilöömine,8876484,14262706,5,12,"all,com,sg",all,sg,0,obl,ristilöömisele,7,-1,,S,26412625,"Ta tunnistab , et Metsamaa õnnetusejärgsele ristilöömisele Eesti ajakirjanduses andis võimendava fooni Kroonika loodud mullivanni-Maidu immits ."
Ju,13141543,21028017,1,13,"el,prop,sg",el,sg,1,obl,Just,22,1,,S,38892095,"Aga mis teha inimesi on erinevaid ning kui muud tegevust pole ning muud moodi ei suudeta raha saada , siis on Just !"
Ju,12107800,19383672,2,13,"el,prop,sg",el,sg,1,obl,Just,40,3,,S,35795459,"Eri kollektiivides on ta eurolaval esinenud lausa kahel aastakümnel : 1986. aastal platseerus Islandi lugu suurte lootuste kiuste alles 16. kohale ; 1991. aastal Norra eest lauldes jäi pala « Mrs Thompson » , mida Eirikur esitas koos grupiga Just 4 Fun , aga 17. kohale ."
Ju,4338403,6979090,3,13,"el,prop,sg",el,sg,1,obl,Just,9,4,,S,13026702,Magusatööstur Oliver Kruuda pani nüüd käpa peale kõmuajakirjale Just .
Ju,13044012,20871096,4,13,"el,prop,sg",el,sg,1,obl,Just,4,1,,S,38595611,« Viimati ostsin Just !
Ju,13203926,21122856,5,13,"el,prop,sg",el,sg,1,obl,Just,5,3,,S,39070462,ei anna asi ajakirjale Just !
Sopot,13033884,20854048,1,13,"el,prop,sg",el,sg,1,obl,Sopotist,11,1,,S,38563117,"Stuudios on aasta 1984 aasta , mil Anne Veski toob Sopotist kaks preemiat ja 3aastane Maarja-Liis Ilus alustab laulukarjääri filmis « Õnneseen » ."
Sopot,10091332,16188930,2,13,"in,prop,sg",in,sg,1,obl,Sopotis,5,1,,S,29898231,"Teivashüppaja Monika Pyrek uuendas Sopotis Poola teivashüpperekordit , alistades 4.31."
Sopot,13854385,22091099,3,13,"in,prop,sg",in,sg,1,obl,Sopotis,4,1,,S,40874179,Maret Ani langes Sopotis välja
Sopot,708977,1128732,4,13,"ill,prop,sg",ill,sg,1,obl,Sopotisse,10,2,,S,2041516,"Oldfield tuleb Haapsallu Venemaalt Jekaterinburgist ja sõidab edasi Poola Sopotisse , kirjutab Lääne Elu ."
Sopot,483930,760325,5,13,"ill,prop,sg",ill,sg,1,obl,Sopotisse,10,2,,S,1329455,Oldfield tuleb Eestisse Venemaalt Jekaterinburgist ja sõidab edasi Poola Sopotisse .
revüüteater,5692898,9130693,1,13,"all,com,sg",all,sg,0,obl,revüüteatrile,14,-2,,S,17081604,"Direktor Keva näeb kõigele vaatamata Mart Sanderis ikkagi inimest , kes sajandivahetuse mõjudega revüüteatrile kunstilise aluse pani ."
revüüteater,6032976,9682429,2,13,"com,in,sg",in,sg,0,obl,revüüteatris,20,1,,S,18111574,"Kümme aastat tagasi oli Viru varietees turistide tõmbenumbriks Mait Agu lavastatud tantsusõu "" Viru folk "" , nüüd esietendus revüüteatris Bel-Etage Mait Agu õpilase Kristjan Kurmi "" Ai lupsadi luusangadi "" ."
revüüteater,1846373,2940078,3,13,"com,in,sg",in,sg,0,obl,revüüteatris,10,-2,,S,5494218,"Ning ei häbene sugugi kelneritööd , mida nad samuti revüüteatris naudinguga teevad ."
revüüteater,1554095,2472903,4,13,"com,in,sg",in,sg,0,obl,revüüteatris,11,-1,,S,4605738,"Ilmselt õnnestub Modern Foxil aastavahetusel huuled paiste mängida , sest revüüteatris Bel Etage mängivad nad aastavahetuseõhtul ( kl 20 , 1200.- ) lisaks "" Beau Mondele "" ka uut folkkava "" Ai lupsadi luusangadi "" ."
revüüteater,10798,18400,5,13,"com,in,sg",in,sg,0,obl,revüüteatris,3,-1,,S,33837,"“ Aasta revüüteatris Bel Etage lõppes krahhi ja pisaratega , ” mainib Mariliina , kes lahkus oktoobri alguses teatrist koos Mart Sanderi trupiga ."
osoonikiht,13470475,21544412,1,14,"com,el,sg",el,sg,0,obl,osoonikihist,7,2,,S,39862583,"Jutt käib troposfääris soojust kinni pidavast osoonikihist , mitte atmosfääri kõrgemate osade osoonikihist , mis kaitseb maad liigse päikesekiirguse eest ."
osoonikiht,10013246,16063218,2,14,"com,in,sg",in,sg,0,obl,osoonikihis,7,-2,,S,29664886,"Kõik inimesed on kiilad , sest osoonikihis on tekkinud suur auk ja kahjulikud kiired kahjustavad inimesi ."
osoonikiht,14505794,22939052,3,14,"com,in,sg",in,sg,0,obl,osoonikihis,4,-1,,S,42424680,"Tänavu Antarktika kohal osoonikihis tekkinud auk näib olevat seniregistreeritutest suurim , teatas eile Uus-Meremaa valitsuse teadusagentuur Antarctica ."
osoonikiht,9687200,15545831,4,14,"all,com,sg",all,sg,0,obl,osoonikihile,13,4,,S,28732142,Esiteks osutus võimalikuks elu väljumine veest maismaale tänu ultraviolettkiirguse eest kaitset pakkuvale osoonikihile .
osoonikiht,374349,581172,5,14,"com,in,sg",in,sg,0,obl,osoonikihis,16,1,,S,990401,"Õnneks ei jõua need kiired maapinnani , sest lühemad kui 300 nm kiired hajuvad atmosfääri osoonikihis ."
Darwin,2872773,4606356,1,15,"abl,prop,sg",abl,sg,1,obl,Darwinilt,15,3,,S,8640771,Seitsme aasta pärast on vastavad arvud 150 ja 200. Mis ilmub siis eesti keeles Darwinilt ja Darwinist - seda ei tea vist Olelusvõitlus ise ka .
Darwin,14822355,23314356,2,15,"in,prop,sg",in,sg,1,obl,Darwinis,1,-1,,S,43080910,"Darwinis käisid sadamas ankrus seisnud Lennuki pardal valge bluusilegend Victor Bronx ja tema tütar , lauljatar Kyla ."
Darwin,914724,1456903,3,15,"in,prop,sg",in,sg,1,obl,Darwinis,18,1,,S,2667508,"Nii kohtusid "" Lennuki "" pardal omavahel esimest korda kaks eestlast , kes on mõlemad elanud pisikeses Darwinis aastakümneid ."
Darwin,402051,625620,4,15,"el,prop,sg",el,sg,1,obl,Darwinist,8,2,,S,1072048,Võidusõit algas pühapäeva hommikul Austraalia põhjarannikul asuvast Darwinist ning võitja läbis teekonna 41 tunni ja kuue minutiga .
Darwin,18140330,27558654,5,15,"abl,prop,sg",abl,sg,1,obl,Darwinilt,26,3,,S,50209545,"Ja kui Raja küla kiosk oli suitsukalast rüsinaga tühjaks ostetud , sai selgeks , et arstid olid maa peal tagasi ja et on algamas jälle Darwinilt tuttav struggle for life ."
vändra,19548723,29170667,1,15,"com,in,sg",in,sg,0,obl,vändras,5,1,,S,52667910,damner: kes elab vändras ?
vändra,19305015,29056553,2,15,"com,el,sg",el,sg,0,obl,vändrast,4,-1,,S,52500302,tydryk15: kas vändrast teate kedagi
vändra,21244347,29992155,3,15,"com,in,sg",in,sg,0,obl,vändras,8,1,,S,53919590,kimpossible: KAS KEEGI TEIST SIIN ELAB vändras
vändra,19305012,29056552,4,15,"com,el,sg",el,sg,0,obl,vändrast,4,-1,,S,52500299,tydryk15: kas vändrast teate kedagi
vändra,20662726,29709236,5,15,"com,in,sg",in,sg,0,obl,vändras,5,1,,S,53491373,metskass: jorri elab vändras
RAM,4804481,7715023,1,16,"in,nominal,sg",in,sg,0,obl,RAM-is,6,2,,Y,14402493,Paralleelselt õpingutega laulis Uno Kreen RAM-is .
RAM,10509938,16848632,2,16,"el,nominal,sg",el,sg,0,obl,RAMist,4,-2,,Y,31109071,"Väikesed paigad on RAMist ilma jäänud ning seal sageli ei teatagi , kas RAM on veel alles või mitte ."
RAM,16446816,25392971,3,16,"in,nominal,sg",in,sg,0,obl,RAM-is,3,1,,Y,46635041,"Ta käib RAM-is , me ei saa teda süüdistada ."
RAM,11181041,17910272,4,16,"all,nominal,sg",all,sg,0,obl,RAMile,7,1,,Y,33025475,"Vahepealne aeg on teinud liiga ka RAMile , on teda räsinud ."
RAM,13848912,22082780,5,16,"in,nominal,sg",in,sg,0,obl,RAMis,9,1,,Y,40858216,"Oma koori mul ju polnud , aga töötasin RAMis teise koormeistrina ."
Acapulco,15259040,23834082,1,17,"in,prop,sg",in,sg,1,obl,Acapulcos,5,2,,S,43986517,Kanepiga kohtus Ani ka Acapulcos .
Acapulco,12648663,20237545,2,17,"in,prop,sg",in,sg,1,obl,Acapulcos,3,1,,S,37397492,"Pildistamine toimus Acapulcos Mehhikos ja oli Anna sõnul "" tõsiselt nauditav "" ."
Acapulco,17045725,26199470,3,17,"in,prop,sg",in,sg,1,obl,Acapulcos,1,-1,,S,47983710,"Acapulcos ( auhinnafond 180 000 USD ) sai ta Anna Smashnovalt ( Iisrael , WTA 43. reket ) vastase vigastuse tõttu loobumisvõidu seisult 1 : 6 , 7 : 6 , 2 : 4."
Acapulco,3992484,6426603,4,17,"in,prop,sg",in,sg,1,obl,Acapulcos,8,-4,,S,12003001,"Ani lisas , et võrreldes eelmise turniiriga Acapulcos Mehhikos ollakse praeahjust külmkappi sattunud ."
Acapulco,3855601,6210197,5,17,"in,prop,sg",in,sg,1,obl,Acapulcos,9,-1,,S,11602966,""" Ma pole Grönefeldiga võistlustel kohtunud , kuid Acapulcos harjutasime koos ."
habemik,5808540,9319562,1,18,"abl,com,sg",abl,sg,0,obl,habemikult,6,3,,S,17432886,"Kui küsin Kõpu poe pidajalt habemikult , et kus need kõige uhkemad kivikalmed olla võiks , kostab vastus , et oh , mis neist vaadata , need on lihtsalt ühed kivihunnikud ."
habemik,7749730,12423918,2,18,"com,el,pl",el,pl,0,obl,habemikest,12,1,,S,23089651,"BBCd , Safewayd ja Couttsi on kritiseeritud , kuna nad takistavad habemikest töötajate karjääri ."
habemik,7749749,12423954,3,18,"com,el,pl",el,pl,0,obl,habemikest,8,1,,S,23089719,"Võileibade müügikett Pret A Manger ei välista habemikest tööotsijate palkamist : “ Me ainult palume neilt , et habemed oleksid korralikult kärbitud . ”"
habemik,7799408,12503422,4,18,"com,el,sg",el,sg,0,obl,habemikust,14,1,,S,23231371,"“ Kuni mina olen vallavanem , Jäärja kooli ei suleta , ” lööb habemikust mees käe lauale ."
habemik,9450035,15174205,5,18,"com,el,sg",el,sg,0,obl,habemikust,11,1,,S,28073391,"Kindel on ainult see , et esikoht kuulub ühele kahest habemikust - Juha Mietole või rootslasele Thomas Wassbergile ."
laristamine,10038622,16104769,1,19,"com,el,sg",el,sg,0,obl,laristamisest,16,-3,,S,29743551,"Kui asju õigete nimedega nimetada , siis pakkus keskerakondlik linnavõim linnaelanikele neid riismeid , mis laristamisest ja otseselt linna rahaga tehtud valimiskampaaniast üle jäid ."
laristamine,1821776,2899791,2,19,"com,el,sg",el,sg,0,obl,laristamisest,4,1,,S,5417121,"Jutt ei käi laristamisest ega priiskamisest , selge , et kõlisevat peab ka lugeda oskama ."
laristamine,9892919,15871300,3,19,"all,com,sg",all,sg,0,obl,laristamisele,8,-4,,S,29315285,"Eesti rahvas ootab juba ammu , millal laristamisele ükskord ometi lõpp tuleb , haldusvalitsemise alas kaasa arvatud ."
laristamine,11777730,18849644,4,19,"com,el,sg",el,sg,0,obl,laristamisest,7,1,,S,34790447,Võlad on tulnud ennekõike Michaeli meeletust laristamisest .
laristamine,12078633,19335349,5,19,"all,com,sg",all,sg,0,obl,laristamisele,2,-2,,S,35705199,Säärasele laristamisele loa andnud ABC Entertainmenti juht Lloyd Braun sai emafirmalt Disneylt sule sappa .
Vana-Kreeka,4676840,7514523,1,20,"in,prop,sg",in,sg,1,obl,VANA-KREEKAS,4,-1,,S,14023825,"TUNTUD NÄITEKS ON VANA-KREEKAS levinud uskumus , et kuldsõrmus ravib kollatõbe ."
Vana-Kreeka,2725118,4371132,2,20,"in,prop,sg",in,sg,1,obl,Vana-Kreekas,9,1,,S,8190675,"Platon ja tema jutu järgi ka Sokrates heitsid Vana-Kreekas sofistidele ette , et need hoolivad rohkem väitluse võitmisest kui eetikast ."
Vana-Kreeka,13466113,21537786,3,20,"el,prop,sg",el,sg,1,obl,Vana-Kreekast,8,1,,S,39850233,"Oma ladinakeelse nime Achillea on ta saanud Vana-Kreekast Homerose « Iliase » kangelase Achilleuse järgi , kes ravis oma sõdurite haavu raudrohuga ."
Vana-Kreeka,6795669,10933315,4,20,"ill,prop,sg",ill,sg,1,obl,Vana-Kreekasse,9,3,,S,20416058,"Dagmar Normet viib meid jutuga "" Delfiinia "" Vana-Kreekasse , evangelist Luuka Kadunud pojaga iidsesse Palestiinasse ."
Vana-Kreeka,8404413,13469160,5,20,"in,prop,sg",in,sg,1,obl,Vana-Kreekas,5,2,,S,24976230,"Euroopalik rütmiteooria sai alguse Vana-Kreekas , kus rhythmose põhialuseks olid mõisted 'pikk ja lühike kestus' ; analoogiliselt arvestati muusikalist aega keskaegse numeruse abil ."
juveelipood,3184675,5114742,1,20,"com,el,sg",el,sg,0,obl,juveelipoest,20,1,,S,9585890,"TALLINN , 9. juuli ( EPLO ) - Ööl vastu neljapäeva murdsid kurjategijad sisse Laagri Maksimarketisse ja varastasid sealsest juveelipoest miljoni krooni eest väärisesemeid ."
juveelipood,13280672,21247293,2,20,"com,in,sg",in,sg,0,obl,juveelipoes,7,1,,S,39302469,"Viimaks poetab , et talle jäi juveelipoes silma imeilus sõrmus ja ta lihtsalt pidi selle ära ostma ."
juveelipood,9734171,15618355,3,20,"com,in,sg",in,sg,0,obl,juveelipoes,10,1,,S,28862298,Üks tavaline pettuseskeem algab tuk-tuki- või taksojuhiga ning lõpeb juveelipoes rubiinsõrmuste juures .
juveelipood,5540650,8884473,4,20,"com,in,sg",in,sg,0,obl,juveelipoes,21,4,,S,16617416,"Pärast keskkooli viis aastat kolledžis turundust ja mänedžmenti õppinud Dave teenis endale kooliraha juveliiritööga , hiljem Antillide suurimasse kauplusteketti kuuluvas juveelipoes ka müüja ja juhatajana ."
juveelipood,484297,760889,5,20,"com,el,sg",el,sg,0,obl,juveelipoest,4,-1,,S,1330616,Politseiuurijate allkorrusel asuvast juveelipoest Tallinnas röövisid kolm kurjategijat 300 000 krooni eest väärisehteid .
banaanivabariik,12644359,20230942,1,21,"com,in,pl",in,pl,0,obl,banaanivabariikides,7,1,,S,37385057,"Säärastest valimistest oleme palju kuulnud Lõuna-Ameerika banaanivabariikides , kuid kui nii toimitakse siin vabas USA-s ja eriti meie eestlaste hulgas , siis on see äärmiselt kahetsusväärne ."
banaanivabariik,9003516,14475696,2,21,"com,in,sg",in,sg,0,obl,banaanivabariigis,12,-1,,S,26809183,"Kuid  Tiit Vähi  valitsus jäi endale kindlaks , sest ega me banaanivabariigis ela ."
banaanivabariik,4124478,6639116,3,21,"com,in,sg",in,sg,0,obl,banaanivabariigis,6,-2,,S,12397335,"Küll oleks hea , kui banaanivabariigis ka banaanid kasvaksid - jätkuks töötutele odavat sööki ."
banaanivabariik,14176659,22535424,4,21,"all,com,sg",all,sg,0,obl,banaanivabariigile,24,2,,S,41688780,"Seni maailmale dotseerival toonil demokraatiast rääkinud Briti poliitikud pidid seekord üksmeelselt möönma , et nende tavalise posti teel hääletamise korraldus teeb häbi isegi banaanivabariigile ."
banaanivabariik,9080957,14602202,5,21,"com,in,sg",in,sg,0,obl,banaanivabariigis,8,-1,,S,27046097,"“ Mind shokeerib , kuidas õigussüsteem meie banaanivabariigis töötab - eksperdid võltsisid , kohtunikud ei märka olulisi vastuolusid ja keelduvad tõendite vastuvõtmisest , ” on Raiend hämmeldunud ."
Rate.ee,4211256,6777144,1,22,"in,prop,sg",in,sg,1,obl,Rate.ee-s,2,1,,S,12653815,Nägime Rate.ee-s uusi võimalusi liikuda multimeedia suunas .
Rate.ee,14297319,22698056,2,22,"in,prop,sg",in,sg,1,obl,Rate.ee-s,7,3,,S,41987164,Aga nüüd istub Veigo kogu aeg Rate.ee-s.
Rate.ee,16788252,25834756,3,22,"ill,prop,sg",ill,sg,1,obl,Rate.ee-sse,4,1,,S,47378422,Iga päev lisandub Rate.ee-sse ligi 900 uut fotot .
Rate.ee,17657645,26994119,4,22,"el,prop,sg",el,sg,1,obl,Rate.ee-st,5,-2,,S,49313608,"Kui soovid , et Rate.ee-st ei jõuaks sinuni ühtegi kirja , blokeeri oma meil siin :"
Rate.ee,16788282,25834813,5,22,"ill,prop,sg",ill,sg,1,obl,Rate.ee-sse,4,1,,S,47378520,Esimese pildi asetas Rate.ee-sse Andrei ise .
veefestival,8996874,14464976,1,23,"ad,com,sg",ad,sg,0,obl,veefestivalil,2,-2,,S,26788982,Pärnu veefestivalil muistseid võitluskunste demonstreerinud lätlased muutusid haavade pärast ainult natukene nukraks .
veefestival,15655688,24428649,2,23,"ad,com,sg",ad,sg,0,obl,veefestivalil,7,1,,S,45026309,"Ellen ütles , et osales Watergate'i veefestivalil koos tütrega märja T – särgi võistlusel ja sai esimese koha ."
veefestival,12552316,20088752,3,23,"ad,com,sg",ad,sg,0,obl,veefestivalil,11,6,,S,37116899,Järgmine kord külastab ta Pärnut 17 . juulil juba Maikeni ansambliga veefestivalil Watergate .
veefestival,15379745,24022618,4,23,"ad,com,sg",ad,sg,0,obl,veefestivalil,17,-1,,S,44316045,Nõukogude võimu eest Austraaliasse putkanud kitarrist Endel Jõgi on välismaal kõva karjääri teinud : tänasel Pärnu veefestivalil esineb Endel Riversi projektis vanameister Frank Zappaga musitseerinud klahvpillivirtuoos Allan Zavod .
veefestival,2249791,3599790,5,23,"ad,com,sg",ad,sg,0,obl,veefestivalil,4,-1,,S,6739985,"Mis täpselt tänavusel veefestivalil toimub , kirjeldab Piret Tali ."
Hebroni,4821129,7741025,1,24,"el,prop,sg",el,sg,1,obl,Hebronist,4,1,,S,14451710,"Iisraeli sõjaväelased lahkuvad Hebronist ainult osaliselt , kuna kesklinna jäetakse osa vägesid paigale kaitsma seal elava neljasaja juudi asuniku julgeolekut ."
Hebroni,1455561,2315834,2,24,"in,prop,sg",in,sg,1,obl,Hebronis,5,2,,S,4305624,"Suurimad kokkupõrked puhkesid Läänekaldal Hebronis , kus umbes 200 palestiinlast ründasid Iisraeli julgeolekutöötajaid kividega , viimased tulistasid vastuseks kummikuule ."
Hebroni,3770498,6073256,3,24,"el,prop,sg",el,sg,1,obl,Hebronist,4,1,,S,11349696,Iisraeli armee lahkus Hebronist
Hebroni,4419963,7107924,4,24,"in,prop,sg",in,sg,1,obl,Hebronis,7,1,,S,13265284,Lisaks 100 000 araablasele elab ja õpib Hebronis umbes 400 juuti .
Hebroni,2163063,3455557,5,24,"el,prop,sg",el,sg,1,obl,Hebronist,6,3,,S,6468274,Iisraeli üksused tõmbusid pärast arreteerimisi Hebronist välja .
turvamine,16787762,25833963,1,27,"ad,com,sg",ad,sg,0,obl,turvamisel,4,-4,,S,47376780,Briti kuningliku pere turvamisel on varemgi ette tulnud piinlikke olukordi .
turvamine,12138831,19435540,2,27,"all,com,sg",all,sg,0,obl,turvamisele,5,2,,S,35892217,"Esimesel panustasid mõlemad tagala turvamisele , riske välditi ning võimalusi ei tekkinudki ."
turvamine,8227371,13201775,3,27,"com,el,sg",el,sg,0,obl,turvamisest,8,2,,S,24501147,Andmeturbe poole pealt tuli juttu arvutite füüsilisest turvamisest ja tarkvara kaitsmisest .
turvamine,3049196,4891949,4,27,"abl,com,sg",abl,sg,0,obl,turvamiselt,3,-1,,S,9173330,"Leisist noortepeo turvamiselt naasnud Ida-Saaremaa konstaablipiirkonna patrullsõidukile keeras seal lumetuisus ette Ford Sierra , vahendas saarlane.ee."
turvamine,10856648,17386951,5,27,"all,com,sg",all,sg,0,obl,turvamisele,6,2,,S,32076512,"Nad pühendusid peaasjalikult enda valduste turvamisele , ohtlikke ründereide ette ei võtnud ."
eskalaator,5816782,9333075,1,30,"com,el,sg",el,sg,0,obl,eskalaatorist,17,1,,S,17458807,"Metroojaamas käskisid politseinikud mehel seisatada , kuid selle asemel püüdis ta politseinikest lahti rabeleda ning jooksis eskalaatorist alla , vahendas ETV ."
eskalaator,7932874,12710987,2,30,"ad,com,sg",ad,sg,0,obl,Eskalaatoril,1,-1,,S,23607129,"Eskalaatoril riivas sind kindlasti keegi kiirustaja , kes pärast meelega müksu su veel pikalt saatis ."
eskalaator,2614959,4195659,3,30,"com,el,sg",el,sg,0,obl,eskalaatorist,20,-2,,S,7857145,"Nad liiguvad ilma igasuguse näilise kiirustamiseta , ent jõuavad alati ühelt rongilt teisele , kui muu mass alles katkisest eskalaatorist üles trügib ."
eskalaator,7547742,12119867,4,30,"ad,com,sg",ad,sg,0,obl,eskalaatoril,4,-1,,S,22551239,Sügavale maapõhja laskuval eskalaatoril seisavad Lioni selja taga kaks võrksärkidega meest ning jutustavad teineteisele kordamööda anekdoote .
eskalaator,704257,1120896,5,30,"com,el,pl",el,pl,0,obl,eskalaatoritest,20,2,,S,2026708,"streigi tõttu on Pariisi allmaaraudtee tunnelid täis üle prügikastide ääre kukkunud banaanikoori ja krõpsupakke , prügi paiskub alla ka eskalaatoritest ."
Saksa,15492165,24193360,1,31,"in,prop,sg",in,sg,1,obl,Saksas,6,-1,,S,44609885,Ise oleme viimasel ajal palju Saksas ja Skandinaaviamaades esinenud .
Saksa,1175762,1868148,2,31,"el,prop,sg",el,sg,1,obl,Saksast,4,-1,,S,3451981,"Viimastel kuudel on Saksast , Austriast ja šveitsist saabunud kasutatud rõivaste pallides terveid komplekte rahvarõivaid ."
Saksa,18534457,28061517,3,31,"el,prop,sg",el,sg,1,obl,Saksast,2,-1,,S,50973134,Ise Saksast tõin .
Saksa,264861,418163,4,31,"ill,prop,sg",ill,sg,1,obl,Saksasse,23,-1,,S,727744,"Peamiselt lesknaine , kes oli kunagi olnud X-mõisast ( praegu tundub mulle , et võibolla Mallalt ) , juba enne Esimest maailmasõda Saksasse kadunud parunite lastehoidja ."
Saksa,8801507,14127660,5,31,"in,prop,sg",in,sg,1,obl,Saksas,32,4,,S,26155613,"Ajalooallikaid sirvides jõudnud ta arusaamisele , et aadelkonna ajaloo uurimine on Eestis kaunis kehval järjel , et arhiivid polegi nagu eriti orienteerunud sellele suunale , pigem leidub baltikumi kohta materjali juba Saksas ."
pronksikoht,17982302,27363214,1,32,"ad,com,sg",ad,sg,0,obl,pronksikohal,17,4,,S,49896066,Mae tuli etapi lõpuks samuti paar sekundit norralasele lähemale ja andis ankrumees Meelis Aasmäele vahetuse üle pronksikohal .
pronksikoht,389153,604499,2,32,"ad,com,sg",ad,sg,0,obl,pronksikohal,5,-1,,S,1031491,"Liikusin tõusvas joones , pronksikohal püsinud Prokurorov oli vaid mõne sekundi kaugusel , "" rääkis Hjelmeset ."
pronksikoht,9697251,15561958,3,32,"ad,com,sg",ad,sg,0,obl,pronksikohal,12,2,,S,28760686,"Maailmameistriks pole ta kunagi tulnud ( 1988 , 1990 ja 1994 lõpetas ta pronksikohal ) , kuid ka kümme MM-sarja etapivõitu on kaalukas saavutus ."
pronksikoht,12996049,20793354,4,32,"all,com,sg",all,sg,0,obl,pronksikohale,19,2,,S,38447114,"Jalga keerutab ka kunagise poistebändi New Kids On The Block pesamuna Joey McIntyre , kes jäi eelmisel hooajal pronksikohale ."
pronksikoht,11180176,17909181,5,32,"all,com,sg",all,sg,0,obl,pronksikohale,9,4,,S,33023706,"Olga Vasdeki  hüppaski end finaali eelviimasel katsel korraks pronksikohale ( 14.62 , taas Kreeka rekord ) , kuid järgmisena kolme sammuga liivakasti lennanud  Jelena Govorova  ( Ukraina ) võttis medali kohe tagasi - 14.67."
Leida,13702624,21894561,1,33,"ad,prop,sg",ad,sg,1,obl,Leidal,10,1,,S,40511040,"Et aga taimedel kurke ajakirjanike arvates nappis , tuli Leidal ja Milvil sõrmed käbedamini käima panna ning mõned kurgid põõsasse tagasi siduda ."
Leida,8929274,14353162,2,33,"abl,prop,sg",abl,sg,1,obl,Leidalt,4,-1,,S,26581792,"Mõnigi külaline on Leidalt küsinud , et miks ta seda marjapressi laua pealt ära ei pane ."
Leida,12741620,20384673,3,33,"all,prop,sg",all,sg,1,obl,Leidale,3,-3,,S,37676378,Miks aga Leidale rahvajooks rohkem meeldib kui näiteks Tartu maraton ?
Leida,17478186,26793240,4,33,"el,prop,sg",el,sg,1,obl,Leidast,4,1,,S,48986835,Võistlusel osales ka Leidast ligi 90 aastat nooremaid Selveri Tibu minimaratonil sibas ka alla 2aastane jõmm .
Leida,7076658,11375912,5,33,"el,prop,sg",el,sg,1,obl,Leidast,16,2,,S,21212903,"Et aga esimees kord juba selle idee endale pähe oli võtnud , siis leidis ta Leidast lahtisaamiseks teise , veelgi asjalikuma ning veenvama põhjuse , ja see oli põrsaste massiline suremine ."
lootusetus,12527328,20052157,1,33,"com,in,sg",in,sg,0,obl,lootusetuses,8,2,,S,37046993,"Proovisin jätkata , aga veendusin kohe ürituse lootusetuses ja palusin vahetust , ” kahetses Oper ."
