COLLECTION	SPANSTART	TYPE	TEXT
181397	957	S	Võib tegelikke viirusekandjaid olla kaks korda rohkem kui näitab ametlik statistika .
			
419300	1418	O	19. novembril võttis Riigikogu vastu korteriomandiseaduse muutmise seaduse , millega pikendas rohkem kui 24 korteriga elamus korteriomandi seadmisel maa tasuta omandisse andmist kuni 2000. aasta 31. detsembrini .
419300	1418	S	19. novembril võttis Riigikogu vastu korteriomandiseaduse muutmise seaduse , millega pikendas korteriomandi seadmisel maa tasuta omandisse andmist kuni 2000. aasta 31. detsembrini .
			
478753	365	O	Treener vajas meid rohkem kui kunagi varem .
478753	365	S	Treener vajas meid .
			
488592	230	O	Tuli välja , et Blairilt oli samasuguse kutse saanud rohkem kui 100 juhtivat teadlast ja töösturit kogu maailmas .
488592	230	S	Tuli välja , et Blairilt oli samasuguse kutse saanud 100 juhtivat teadlast ja töösturit kogu maailmas .
			
408932	25	O	Meeste 10 km klassikasõidus Ramsau MM-võistlustel teise kuldmedali pälvinud Mika Myllylät üllatas eilne võit veel rohkem kui triumf avaalal , 30 kilomeetris .
408932	25	S	Meeste 10 km klassikasõidus Ramsau MM-võistlustel teise kuldmedali pälvinud Mika Myllylät üllatas eilne võit .
			
83394	2418	O	"Luck sai "" teatepulga "" rohkem kui minuti enne teisi ."
83394	2418	S	"Luck sai "" teatepulga "" ."
			
555717	74	O	Kui praegune valitsus räägib ministeeriumide ühendamisest , siis Keskerakonna varikabinetis on kirjas 35 hinge , s . o . üle kahe korra rohkem kui on senises valitsuses kohti .
555717	74	S	Kui praegune valitsus räägib ministeeriumide ühendamisest , Keskerakonna varikabinetis on kirjas 35 hinge , s . o . üle kahe korra rohkem kui on senises valitsuses kohti .
			
584388	3544	O	Raskeks teeb tõusu vaid suur kõrgus – hapnikku on poole vähem kui meretasapinnal .
584388	3544	S	Raskeks teeb tõusu suur kõrgus – hapnikku on poole vähem kui meretasapinnal .
			
343425	2838	O	Turu müügimahte hinnates pole mingi ime , et Tallinnas müüakse uusi kortereid kolm korda rohkem kui eramuid .
343425	2838	S	Turu müügimahte hinnates pole mingi ime , et Tallinnas müüakse uusi kortereid kolm korda .
			
209605	3007	O	Ja kui võrrelda näiteks erakondade annetusi , siis nüüd avalikustavad erakonnad neid harukordselt rohkem kui varem .
209605	3007	S	Ja kui võrrelda näiteks erakondade annetusi , avalikustavad erakonnad neid .
			
465565	0	O	Rohkem kui pool neist brittidest , keda saatus on viimase viie aasta jooksul lotovõiduga õnnistanud , on saadud rahaga ka õnnelikuks saanud .
465565	0	S	Pool neist brittidest , keda saatus on viimase viie aasta jooksul lotovõiduga õnnistanud , on saadud rahaga õnnelikuks saanud .
			
2734	830	O	Ehk on aga põhjus hoopis selles , et leib maksab praegu rohkem kui toona .
2734	830	S	On aga põhjus selles , et leib maksab .
			
257460	612	O	Toit muutus liiga kaloriterikkaks ning sisaldas rohkem kui vaja loomseid rasvu ja kolesterooli , aga ka suhkrut , samal ajal kui taimede , sealhulgas taimeõlide kasutamine jäi tagasihoidlikuks .
257460	612	S	Toit muutus kaloriterikkaks ning sisaldas loomseid rasvu ja kolesterooli , aga suhkrut , samal ajal kui taimede , taimeõlide kasutamine jäi tagasihoidlikuks .
			
651423	8717	O	Rääkisime rohkem kui tunni .
651423	8717	S	Rääkisime .
			
410423	485	O	Nissan tõstis oma dzhiibimüügi eelmise kuu kaheksalt autolt 30 masinani ning Honda dzhiipe osteti peaaegu kaks korda rohkem kui juulis .
410423	485	S	Nissan tõstis oma dzhiibimüügi eelmise kuu kaheksalt autolt 30 masinani ning Honda dzhiipe osteti kaks korda .
			
648505	8184	O	Sest usaldatakse propagandat rohkem kui fakte !
648505	8184	S	Sest usaldatakse propagandat !
			
187628	664	O	Augustis oli Eesti väliskaubanduse puudujääk tolliameti andmeil 1,5632 miljardit krooni , mis on ligi 200 miljoni krooni võrra vähem kui juulis .
187628	664	S	Augustis oli Eesti väliskaubanduse puudujääk tolliameti andmeil 1,5632 miljardit krooni , mis on 200 miljoni krooni võrra vähem kui juulis .
			
393773	1672	O	"Kuid me kannatasime vähem kui mullu Uefa Cup'il Valenciat alistades . """
393773	1672	S	"Kuid me kannatasime Uefa Cup'il Valenciat alistades . """
			
236276	0	O	Ütelge veel , et Eesti ei ela enam koopaajastul - vähem kui pool kuud tagasi avastas üks Võrumaa maaomanik oma maatükilt koopa .
236276	0	S	Ütelge , et Eesti ei ela koopaajastul - pool kuud tagasi avastas üks Võrumaa maaomanik oma maatükilt koopa .
			
149387	155	O	Tööandja peab igakuiselt maksma sotsiaalmaksu töötajale makstud palgalt , kuid mitte vähem kui 2000 kroonilt , seega on tööandja minimaalseks kohustuseks 660 krooni kuus ( v.a. seaduses sätestatud erandid ) .
149387	155	S	Tööandja peab maksma sotsiaalmaksu töötajale makstud palgalt , kuid vähem kui 2000 kroonilt , on tööandja minimaalseks kohustuseks 660 krooni kuus ( v.a. seaduses sätestatud erandid ) .
			
477355	617	O	Küll aga saadetakse kontserdipaikadesse laiali kummalised PR-üllitised , mis annavad teada , et Morrisseyd ei huvita maailmapoliitika ning et ta armastab loomi rohkem kui inimesi .
477355	617	S	Aga saadetakse kontserdipaikadesse laiali kummalised PR-üllitised , mis annavad teada , et Morrisseyd ei huvita maailmapoliitika ning et ta armastab loomi .
			
156653	1619	O	Lahendada tuleb küsimus , kes pääseb kooli , kui tahtjaid on rohkem kui soovijaid ; kas küsimuse otsustab rahakoti paksus ( etteõpetamine jms ) või miski muu .
156653	1619	S	Lahendada tuleb küsimus , kes pääseb kooli , kui tahtjaid on rohkem kui soovijaid ; küsimuse otsustab rahakoti paksus ( etteõpetamine jms ) või miski muu .
			
627799	2666	O	Raamatu soliidne füüsiline maht muidugi ka , ikkagi rohkem kui kümme tuhat värsirida .
627799	2666	S	Raamatu soliidne füüsiline maht , rohkem kui kümme tuhat värsirida .
			
251793	853	O	On juba loodud rohkem kui kümmekond tehissüdame varianti ning reeglina töötavad need päris rahuldavalt .
251793	853	S	On loodud kümmekond tehissüdame varianti ning reeglina töötavad need .
			
205197	715	O	Seaduse järgi võib arestipäevad ära kanda korraga või osade kaupa , kuid mitte vähem kui kaks päeva järjest , kusjuures oma aeg tuleb ära kanda aasta jooksul .
205197	715	S	Seaduse järgi võib arestipäevad ära kanda , kuid vähem kui kaks päeva , oma aeg tuleb ära kanda aasta jooksul .
			
602429	0	O	Aasta ja kaks kuud on elekter Läänemaal maksnud rohkem kui mujal Eestis .
602429	0	S	Aasta ja kaks kuud on elekter Läänemaal maksnud .
			
22131	1077	O	Ta ei teagi , et suuremates erafirmades teenib pressiesindaja ka rohkem kui peaminister .
22131	1077	S	Ta ei teagi , et suuremates erafirmades teenib pressiesindaja .
			
101808	334	O	Euroopa Liidu 15 liikmesriiki kulutavad aastas sõjalisel otstarbel veidi vähem kui pool sellest , mis kulub Ameerika Ühendriikidel .
101808	334	S	Euroopa Liidu 15 liikmesriiki kulutavad aastas sõjalisel otstarbel .
			
87111	1826	O	Soome riigil tuli suurpankade jalulhoidmiseks kulutada rohkem kui kogu Eesti Vabariigi eelarve .
87111	1826	S	Soome riigil tuli suurpankade jalulhoidmiseks kulutada .
			
487798	1650	O	Järsud muudatused rahastamispoliitikas on väga ohtlikud , seda tõdeti rohkem kui kord .
487798	1650	S	Järsud muudatused rahastamispoliitikas on ohtlikud , seda tõdeti .
			
185708	0	O	22. oktoober ( Ärileht Online ) - Septembris tootsid töötleva tööstuse ettevõtted 6,8% toodangut rohkem kui aasta varem .
185708	0	S	22. oktoober ( Ärileht Online ) - Septembris tootsid töötleva tööstuse ettevõtted 6,8% toodangut .
			
353644	2547	O	Tallinna haridusameti peaspetsialisti Rainer Rannala sõnul väheneb venekeelsete koolide õpilaste arv rohkem kui eestikeelsete oma .
353644	2547	S	Tallinna haridusameti peaspetsialisti Rainer Rannala sõnul väheneb venekeelsete koolide õpilaste arv .
			
210857	467	O	Puitu ja puidutooteid eksportis Eesti 288,2 miljoni krooni eest rohkem kui
210857	467	S	Puitu ja puidutooteid eksportis Eesti 288,2 miljoni krooni eest
			
399999	917	O	Pärast pikki vaidlusi viidi Valga lasteaedades kohamaks küll sisse , kuid maksuks kehtestati 70 krooni , seega peaaegu poole vähem kui algul kavandatud .
399999	917	S	Pärast pikki vaidlusi viidi Valga lasteaedades kohamaks sisse , kuid maksuks kehtestati 70 krooni kui kavandatud .
			
340116	2090	O	Et neile rohkem kui 25 000 naisele , kes üle keskmise teenivad , pole mõtet palju raha raisata , sest 2002. aastal oli kõigi sünnitajate hulgas Eesti keskmisest kõrgemat palka teenivaid emasid vaid viiendik .
340116	2090	S	Et neile pole mõtet raha raisata , sest 2002. aastal oli kõigi sünnitajate hulgas Eesti keskmisest kõrgemat palka teenivaid emasid viiendik .
			
699335	1345173	O	Sellest ülesaamiseks ei ole abi ühest avaldusest , selleks läheb rohkem kui üks põlvkond .
699335	1345173	S	Sellest ülesaamiseks ei ole abi ühest avaldusest , selleks läheb kui üks põlvkond .
			
48664	660	O	Ühispank kulutab sama rahahulga opereerimiseks rohkem kui tema suurkonkurent .
48664	660	S	Ühispank kulutab sama rahahulga opereerimiseks .
			
357592	2815	O	""" Vähem kui aastaga on saavutatud fantastiline tulemus , samuti kindel osalejaskond ."
357592	2815	S	""" on saavutatud fantastiline tulemus , kindel osalejaskond ."
			
461264	1780	O	""" Vutimehed maksavad kokkuvõttes vähem kui kergejõustiklased , "" väitis ta ."
461264	1780	S	""" Vutimehed maksavad kokkuvõttes , "" väitis ta ."
			
84281	635	O	Rohkem kui pooled eesti mehed surevad enne 65. eluaastat .
84281	635	S	Surevad enne 65. eluaastat .
			
189209	1090	O	Linnaplaneerimise osakonna juhataja Hain Karu kinnitusel võtab haljastus alast enda alla veidi rohkem kui kolmandiku .
189209	1090	S	Linnaplaneerimise osakonna juhataja Hain Karu kinnitusel võtab haljastus alast enda alla .
			
115500	1893	O	""" 85 protsendi elanikkonna toetus on väga tugev tulemus , arvestades ka seda , et küsitluse läbiviimise eel on rohkem kui kunagi varem püsiühenduse loomisega kaasnevatest hirmudest räägitud , "" on regionaalminister Toivo Asmer öelnud ajalehele Meie Maa ."
115500	1893	S	""" 85 protsendi elanikkonna toetus on tugev tulemus , arvestades seda , et küsitluse läbiviimise eel on püsiühenduse loomisega kaasnevatest hirmudest räägitud , "" on regionaalminister Toivo Asmer öelnud ajalehele Meie Maa ."
			
686568	4781	O	Nii ta on , Eestis on alati tarku rohkem kui tegijaid .
686568	4781	S	Nii ta on , Eestis on .
			
413433	1918	O	OÜ Medistar Apo maksab garanteeritud tulu tõotava meditsiiniasutuse allkorruse apteegipinna eest “ mitte vähem kui 200 krooni ruutmeetri eest ” , seejuures on apteek esimesed kolm ja pool aastat vabastatud renditasu maksmisest .
413433	1918	S	OÜ Medistar Apo maksab garanteeritud tulu tõotava meditsiiniasutuse allkorruse apteegipinna eest , on apteek esimesed kolm ja pool aastat vabastatud renditasu maksmisest .
			
155574	3367	O	Laste sünni järel kaalus Agnes rohkem kui 180 cm pikkuse juures 52 kg .
155574	3367	S	Laste sünni järel kaalus Agnes 180 cm pikkuse juures 52 kg .
			
690246	702	O	Eesti keelt mõistab Netšeporuk juba praegu rohkem kui temast tunduvalt kauem Soomes elanud Eduard Hämäläinen sealset .
690246	702	S	Eesti keelt mõistab Netšeporuk kui temast Soomes elanud Eduard Hämäläinen sealset .
			
514639	1227	O	Arne Saluveer oli väga hea kava välja mõelnud , laval liikus ja svingis rohkem kui 100 last , kahjuks vaid sama palju inimesi oli saalis . ”
514639	1227	S	Arne Saluveer oli hea kava välja mõelnud , laval liikus ja svingis 100 last , sama inimesi oli saalis . ”
			
106493	458	O	Uuringu andmeil tekkis 2001.aastal turvalisusega seotud probleeme 44% küsitletud firmadest , mida on täpselt kaks korda rohkem kui 2000.aastal.
106493	458	S	Uuringu andmeil tekkis 2001. aastal turvalisusega seotud probleeme 44% küsitletud firmadest , mida on kaks korda rohkem kui 2000. aastal .
			
423105	5137	O	Seepärast ei pane punkte rohkem kui 7.
423105	5137	S	Ei pane punkte
			
389531	0	O	TALLINN , 2. mai ( EPLO ) - Tallinnas registreeriti aprillis 362 sündi , mis on 50 sündi rohkem kui eelnenud kuul , lapsed said muuhulgas nimeks Radomir , Inkari Karmel , Kärg ja Muza .
389531	0	S	TALLINN , 2. mai ( EPLO ) - Tallinnas registreeriti aprillis 362 sündi , mis on 50 sündi rohkem kui eelnenud kuul , lapsed said nimeks Radomir , Inkari Karmel , Kärg ja Muza .
			
81548	826	O	Kunstniku loomingut on tutvustatud rohkem kui 300 näitusel ning ta on pälvinud mitmeid rahvusvahelisi autasusid .
81548	826	S	Kunstniku loomingut on tutvustatud ning ta on pälvinud mitmeid rahvusvahelisi autasusid .
			
700818	1165969	O	Nimelt ütles ta rohkem kui 150 aastat tagasi esimest korda , et tööjõud on kaup .
700818	1165969	S	Ütles ta esimest korda , et tööjõud on kaup .
			
546998	0	O	Humorist Erkki Kõlu püstitas eile Tartus Vanemuise teatrikohvikus uue anekdootide kiirusrääkimise maailmarekordi , pajatades vähem kui tunni aja jooksul 500 naljalugu .
546998	0	S	Humorist Erkki Kõlu püstitas Tartus Vanemuise teatrikohvikus uue anekdootide kiirusrääkimise maailmarekordi , pajatades tunni aja jooksul 500 naljalugu .
			
333567	48	O	Kui euroreferendumini jäi pisut rohkem kui sada päeva , ilmus Tartu maaliinide bussijaama räpasele välisseinale paberileht , mil oli üleskutse olla positiivne .
333567	48	S	Kui euroreferendumini jäi , ilmus Tartu maaliinide bussijaama räpasele välisseinale paberileht , mil oli üleskutse olla positiivne .
			
379180	196	O	Ka tema pere reisib aastas rohkem kui kaks korda .
379180	196	S	Tema pere reisib aastas .
			
541815	976	O	424 politseiniku töölt vabastamise hinnaga jõudis politseinike keskmine palk aasta alguses 7331 kroonini , mis on ligi kaks korda rohkem kui eelmisel aastal .
541815	976	S	424 politseiniku töölt vabastamise hinnaga jõudis politseinike keskmine palk aasta alguses 7331 kroonini , mis on kaks korda rohkem kui eelmisel aastal .
			
160206	1015	O	Kui selle pärast pannakse magama rohkem kui ühe spordialaliidu aastaeelarve , on kuri karjas .
160206	1015	S	Kui selle pärast pannakse magama , on kuri karjas .
			
595167	1886	O	Kolmetunniseks kavandatud presidentide silmast silma vestlus vähenes tunnile ja kümnele minutile ning ka koos kaaskondadega ei suudetud rohkem kui kuue tunni jooksul läbimurret saavutada .
595167	1886	S	Kolmetunniseks kavandatud presidentide silmast silma vestlus vähenes tunnile ja kümnele minutile ning koos kaaskondadega ei suudetud kuue tunni jooksul läbimurret saavutada .
			
704545	255	O	Kuigi möödunud aastal sündis Eestis 354 last rohkem kui tunamullu , on olukord eesti rahva säilimise ja tulevaste pensionimaksjate osas endiselt ärevusttekitav .
704545	255	S	Kuigi möödunud aastal sündis Eestis 354 last , on olukord eesti rahva säilimise ja tulevaste pensionimaksjate osas ärevusttekitav .
			
360285	247	O	Mere puiesteest Pronksi tänavani ulatuva Narva maantee lõigu rekonstrueerimise kogumaksumuseks on arvestatud mitte rohkem kui 76,5 miljonit krooni .
360285	247	S	Mere puiesteest Pronksi tänavani ulatuva Narva maantee lõigu rekonstrueerimise kogumaksumuseks on arvestatud .
			
696026	17928	O	c ) mehhaaniline rõhukadu ei tohi olla suurenenud rohkem kui 20 N/m  2  ( 0,2 mbar ) võrra ;
696026	17928	S	C ) mehhaaniline rõhukadu ei tohi olla suurenenud ;
			
467322	3425	O	Sel aastal said hoolekandetöötajad toetusrahaks jagada rohkem kui 426,5 miljonit krooni .
467322	3425	S	Sel aastal said hoolekandetöötajad toetusrahaks jagada .
			
608792	1848	O	« Ju oli mul siis jõudu rohkem kui rivaalidel . »
608792	1848	S	« oli mul jõudu rohkem kui rivaalidel . »
			
640628	162413	O	2 ) palga väljamõistmises , kuid mitte rohkem kui kahe kuu eest ;
640628	162413	S	2 ) palga väljamõistmises , kuid rohkem kui kahe kuu eest ;
			
325535	3032	O	i eest maksmise mudel on hoopis teine ja enamik analüütikuid arvab , et Skype teenib kordades vähem kui Vonage .
325535	3032	S	I eest maksmise mudel on teine ja enamik analüütikuid arvab , et Skype teenib kordades .
			
676794	763908	O	Hanget rahastatakse kahest allikast , sest OSCE ekspordikrediidi reeglite kohaselt ei saa Prantsuse pank finantseerida rohkem kui 85% tehingu maksumusest .
676794	763908	S	Hanget rahastatakse kahest allikast , sest OSCE ekspordikrediidi reeglite kohaselt ei saa Prantsuse pank finantseerida 85% tehingu maksumusest .
			
670197	4521	O	Abi ei anta , kui lepingujärgne ladustamine kestab vähem kui 60 päeva .
670197	4521	S	Abi ei anta , kui lepingujärgne ladustamine kestab .
			
612694	777	O	Avangardi kuulajaid on mujal maailmas rohkem kui Eestis .
612694	777	S	Avangardi kuulajaid on maailmas rohkem kui Eestis .
			
78465	1746	O	Küsitlusest selgus , et Tallinna laste toidulaual on puu- ja juurvilju tunduvalt rohkem kui maalastel .
78465	1746	S	Küsitlusest selgus , et Tallinna laste toidulaual on puu- ja juurvilju rohkem kui maalastel .
			
100786	160	O	Narva linnavalitsuse pressisekretär Tatjana Kudinova ütles , et tegeliku konkursitööde arvu avaldab žürii nädala lõpus pärast ümbrikute avamist , kuna mõni autor võis saata ühes ümbrikus rohkem kui ühe ettepaneku .
100786	160	S	Narva linnavalitsuse pressisekretär Tatjana Kudinova ütles , et tegeliku konkursitööde arvu avaldab žürii nädala lõpus pärast ümbrikute avamist , kuna mõni autor võis saata ühes ümbrikus .
			
698161	69872	O	Katsesõiduki , sõiduki kere ja inertmassi kogumass ei tohi kalibreerimiskatsete nimiväärtusest ühelgi juhul erineda rohkem kui ± 40 kg võrra .
698161	69872	S	Katsesõiduki , sõiduki kere ja inertmassi kogumass ei tohi kalibreerimiskatsete nimiväärtusest ühelgi juhul erineda .
			
360639	833	O	Skagenist Aalborgi kulgenud sõidul eraldusid kuraditosin jooksikut , kui läbitud oli natuke rohkem kui poolsada kilomeetrit .
360639	833	S	Skagenist Aalborgi kulgenud sõidul eraldusid kuraditosin jooksikut , kui läbitud oli .
			
577801	139	O	Päris asjad meeldivad lastele rohkem kui mänguasjad – nendega võib ju mitut moodi trikitada .
577801	139	S	Päris asjad meeldivad lastele – nendega võib mitut moodi trikitada .
			
683759	2152	O	« Shaping sobib isegi väga ülekaalulistele ja isegi rohkem kui aeroobika , sest meil ei hüpata ega karelda .
683759	2152	S	« Shaping sobib ülekaalulistele ja rohkem kui aeroobika , sest meil ei hüpata ega karelda .
			
412003	1690	O	Möödunud aastal käis Isa Pio haual tema kõrvalises kodukülas rohkem kui seitse miljonit palverändurit .
412003	1690	S	Möödunud aastal käis Isa Pio haual tema kõrvalises kodukülas .
			
3637	97064	O	Muuseas on tehtud ettepanek , et ühelt doonorilt ei või saada rohkem kui 10 last .
3637	97064	S	On tehtud ettepanek , et ühelt doonorilt ei või saada .
			
614374	36813	O	Arvesse ei võeta küvette , mille foon erineb keskmisest rohkem kui ± 1 suhtprotsendi võrra .
614374	36813	S	Arvesse ei võeta küvette , mille foon erineb ± 1 suhtprotsendi võrra .
			
173404	411	O	Surmasid registreeriti Pärnumaal tänavu esimeses kvartalis 84 vähem kui mullu samal ajal.
173404	411	S	Surmasid registreeriti Pärnumaal esimeses kvartalis .
			
543498	352	O	Vene pass on rohkem kui 120 000 inimesel .
543498	352	S	Vene pass on 120 000 inimesel .
			
414108	264	O	Eesti Näituste juhatus esitas esmaspäeval börsile taotluse ettevõtte aktsiate noteerimise lõpetamiseks börsi lisanimekirjas , kuna avalikkuse hulka kuuluvad aktsionärid omavad vähem kui 25 protsenti Eesti Näituste aktsiatest .
414108	264	S	Eesti Näituste juhatus esitas esmaspäeval börsile taotluse ettevõtte aktsiate noteerimise lõpetamiseks börsi lisanimekirjas , kuna avalikkuse hulka kuuluvad aktsionärid omavad 25 protsenti Eesti Näituste aktsiatest .
			
99965	513	O	BBH , milles Hartwall jagab osalust Rootsi-Norra Pripps Ringnesiga , annab Hartwalli käibest rohkem kui poole .
99965	513	S	BBH , milles Hartwall jagab osalust Rootsi-Norra Pripps Ringnesiga , annab Hartwalli käibest .
			
5731	35	O	Eesti kõige odavamat toitu saab osta Rakveres , kus toidukorvile kulub 275 krooni vähem kui Tallinnas
5731	35	S	Eesti odavamat toitu saab osta Rakveres , kus toidukorvile kulub 275 krooni
			
655536	10317	O	Ühe nõukogu liikme mälu järgi on ka rohkem kui kuus aastat tagasi olnud arutlusel riigireservist 400 tonni teravilja kadumine ja taasleidmine .
655536	10317	S	Ühe nõukogu liikme mälu järgi on olnud arutlusel riigireservist 400 tonni teravilja kadumine ja taasleidmine .
			
388008	28182	O	Kustu oli sünge ning punetas ja nohises veelgi rohkem kui enne , kuid et väimeespoeg kõvasti ja järjekindlalt peale käis , saatis ta Haraldi veskile linnasejahu jahvatama , et saksad laupäeva õhtul õllega janu saaksid kustutada .
388008	28182	S	Kustu oli sünge ning punetas ja nohises , kuid et väimeespoeg peale käis , saatis ta Haraldi veskile linnasejahu jahvatama , et saksad laupäeva õhtul õllega janu saaksid kustutada .
			
4529	3093	O	Rohkem kui kunagi varem ostetakse olmeelektroonikat , mobiiltelefone ja muid püsikaupu .
4529	3093	S	Ostetakse olmeelektroonikat , mobiiltelefone ja muid püsikaupu .
			
234422	318	O	Nagu ka varasemad versioonid , võimaldab Skype 2.5 beetaversioon rääkida tasuta kõikide Skype'i kasutajatega üle maailma , tarkvara kasutajaid on praeguseks rohkem kui 100 miljonit .
234422	318	S	Nagu varasemad versioonid , võimaldab Skype 2.5 beetaversioon rääkida tasuta kõikide Skype'i kasutajatega üle maailma , tarkvara kasutajaid on praeguseks rohkem kui 100 miljonit .
			
577867	111	O	Kasvatanud viie kiiruskatsega edumaa rohkem kui minutile , kihutas prantslane teelt välja .
577867	111	S	Kasvatanud viie kiiruskatsega edumaa , kihutas prantslane teelt välja .
			
339418	729	O	""" Tabelis arvestatakse suurena ettevõtet , kus töötab rohkem kui 50 inimest ja mille aastakäive ulatub üle 25 miljoni krooni ."
339418	729	S	""" Tabelis arvestatakse suurena ettevõtet , kus töötab 50 inimest ja mille aastakäive ulatub üle 25 miljoni krooni ."
			
480638	5406	O	Oktjabrskaja tänava tagasihoidlik , väljastpoolt kahekorruselist eramut meenutav kirik pühitseti sisse vähem kui aasta tagasi .
480638	5406	S	Oktjabrskaja tänava tagasihoidlik , väljastpoolt kahekorruselist eramut meenutav kirik pühitseti sisse .
			
440646	2421	O	Üldse surrakse umbes kümme korda rohkem kui sünnitakse .
440646	2421	S	Surrakse kümme korda kui sünnitakse .
			
475934	14	O	Hongkongis alustati eile hommikul rohkem kui miljoni kana ja muu kodulinnu tapmist .
475934	14	S	Hongkongis alustati hommikul ja muu kodulinnu tapmist .
			
408692	2247	O	Fakto kontserni üheksa kuu realiseerimise netokäive oli 217,7 miljonit krooni , mis on 22,5 protsenti vähem kui mullu samal perioodil .
408692	2247	S	Fakto kontserni üheksa kuu realiseerimise netokäive oli 217,7 miljonit krooni , mis on 22,5 protsenti vähem kui samal perioodil .
			
123094	529	O	Kraut kinnitas , et kuigi erinevate dokumentide järgi oli Tõnismäele maetud kuni 14 inimest , ei ole sinna kindlasti maetud rohkem kui 12 inimest .
123094	529	S	Kraut kinnitas , et erinevate dokumentide järgi oli Tõnismäele maetud kuni 14 inimest , ei ole maetud .
			
584063	384	O	Klubis ega rannaliival pole peaaegu kedagi , meeleolu on rauge ja loid , turvamehi on rohkem kui külastajaid .
584063	384	S	Klubis ega rannaliival pole kedagi , meeleolu on rauge ja loid , turvamehi on rohkem kui külastajaid .
			
600885	92	O	Uue aasta võttis enamik Ropkamõisa elanikke vastu õues , maja ees , kus nad nautisid rohkem kui
600885	92	S	Uue aasta võttis enamik Ropkamõisa elanikke vastu õues , maja ees , kus nad nautisid kui
			
667202	315636	O	Metsa maksumus tuleb kõne alla siis , kui seda metsa on krundil rohkem kui 0,3 hektarit .
667202	315636	S	Metsa maksumus tuleb kõne alla , kui seda metsa on krundil rohkem kui 0,3 hektarit .
			
602971	1461	O	"Võib – olla natuke vähem kui varasemal ajal , aga nüüd selgi sügisel on mul uusi lehetellijaid . """
602971	1461	S	"Võib – olla vähem kui varasemal ajal , aga selgi sügisel on mul uusi lehetellijaid . """
			
599464	1412	O	President ise oli EM-i ajal Tartus mobiiltelefoniga kättesaadav , aga Poolamaal toimuvast ei teadnud temagi rohkem kui infonäljas ajakirjanikud .
599464	1412	S	President ise oli EM-i ajal Tartus mobiiltelefoniga kättesaadav , aga Poolamaal toimuvast ei teadnud temagi .
			
462054	203	O	"Concept II ergomeetrite võistlus "" Alfa "" , kuhu peakorraldaja Tallinna Sõudeklubi ootab rohkem kui 150 osavõtjat ."
462054	203	S	"Concept II ergomeetrite võistlus "" Alfa "" , kuhu peakorraldaja Tallinna Sõudeklubi ootab 150 osavõtjat ."
			
320883	1243	O	Eestis maksab kolmanda osalise toode teinekord isegi kaks korda vähem kui Nokia originaal .
320883	1243	S	Eestis maksab kolmanda osalise toode kaks korda .
			
703416	788	O	Toorpiima kogusid tööstused 1,2% vähem kui mullu samal ajal.
703416	788	S	Toorpiima kogusid tööstused .
			
447736	1784	O	“ Tihti usaldavad lapsed arsti ja haiglaõpetajat rohkem kui oma vanemaid , ” tõdeb ta ja lisab , et nad on pidanud kuulama paljude laste muresid .
447736	1784	S	“ usaldavad lapsed arsti ja haiglaõpetajat , ” tõdeb ta ja lisab , et nad on pidanud kuulama paljude laste muresid .
			
309579	353	O	Uuringust selgub , et suurema sissetulekuga inimesed toetavad Eesti kuulumist Euroopa Liitu rohkem kui väiksema sissetulekuga inimesed : neist , kelle igakuine sissetulek pereliikme kohta on kuni 2000 krooni , toetas oktoobris Euroopa Liitu kuulumist 62% , ja neist , kellel on sissetulek üle 4000 krooni , 76% .
309579	353	S	Uuringust selgub , et suurema sissetulekuga inimesed toetavad Eesti kuulumist Euroopa Liitu kui väiksema sissetulekuga inimesed : neist , kelle igakuine sissetulek pereliikme kohta on kuni 2000 krooni , toetas oktoobris Euroopa Liitu kuulumist 62% , ja neist , kellel on sissetulek 4000 krooni , 76% .
			
275885	13013	O	See väsitab pead rohkem kui arvata võib .
275885	13013	S	See väsitab pead kui arvata võib .
			
468552	0	O	Aprillis registreeriti meil esmakordselt 3528 sõidukit ( see arv on ilma haagisteta ) , mis on peaaegu 1000 võrra vähem kui märtsis ( 4536 ) .
468552	0	S	Aprillis registreeriti meil 3528 sõidukit ( see arv on ilma haagisteta ) , mis on 1000 võrra vähem kui märtsis ( 4536 ) .
			
535717	3171	O	Leoni hinnad algavad 234 900 kroonist , Leon TFSI maksab peaaegu 330 000 krooni ehk paarkümmend tuhat krooni vähem kui Golf GTI .
535717	3171	S	Leoni hinnad algavad 234 900 kroonist , Leon TFSI maksab 330 000 krooni .
			
514068	1228	O	Mitte lõpmatult hästi , aga paremini kui praeguses sügavalt kurvas Lääne-Euroopas , kus rohkem kui iga kümnes inimene ei leia kõige lihtsamat ja loomulikumat - tööd nimelt .
514068	1228	S	Hästi , aga paremini kui praeguses kurvas Lääne-Euroopas , kus iga kümnes inimene ei leia lihtsamat ja loomulikumat - tööd .
			
261609	711	O	LYMEC on 1976. aastal asutatud noorteorganisatsioon , mis esindab rohkem kui 100.000 radikaalset ja liberaalset noorpoliitikut Euroopas .
261609	711	S	LYMEC on 1976. aastal asutatud noorteorganisatsioon , mis esindab 100.000 radikaalset ja liberaalset noorpoliitikut Euroopas .
			
444796	2206	O	“ See kasutusvalduse suhe kehtib kuni Tööpartei eksistentsi lõpuni , kuid mitte rohkem kui 100 aastat .
444796	2206	S	“ See kasutusvalduse suhe kehtib kuni Tööpartei eksistentsi lõpuni , kuid rohkem kui 100 aastat .
			
