collectionID	sentenceStart	changed	changes	original	short
700817	577665	1	"{""obj_advcl"": 1}"	39. muudatusettepanek on majanduskomisjonilt ja leidnud täielikku arvestamist nagu ka sama autori 40. , 41. , 42. , 43. ja 44. ettepanek .	39. muudatusettepanek on majanduskomisjonilt ja leidnud täielikku arvestamist nagu sama autori 40. , 41. , 42. , 43. ja 44. ettepanek .
604904	492	0	{}	Makske kohe trahvi !	Makske trahvi !
355490	386	0	{}	Juunis toetas Eesti ühinemist 55 protsenti kindlasti rahvahääletusel osaleda kavatsenutest ning selle vastu hääletanuks 45 protsenti .	Juunis toetas Eesti ühinemist 55 protsenti rahvahääletusel osaleda kavatsenutest ning selle vastu hääletanuks 45 protsenti .
292606	1931	0	{}	Tiigritüdruk ise näeb ilmselt põnevaid unenägusid , sest magades ta käpad käivad ja saba vänderdab .	Tiigritüdruk ise näeb põnevaid unenägusid , sest magades ta käpad käivad ja saba vänderdab .
701481	33	0	{}	Sellised dilemmad/mõtted/mõisted , mida filmide sisudesse põimitakse annavad palju juurde , jah .	Sellised dilemmad / mõtted / mõisted , mida filmide sisudesse põimitakse annavad juurde .
358397	2771	0	{}	Mitte midagi .	Midagi .
369191	3127	0	{}	Hoovusesukeldumine on väga mõnus , endal pole suurt ujuda vajagi !	Hoovusesukeldumine on mõnus , endal pole suurt ujuda vajagi !
256702	5411	0	{}	OPEC-i toodang oli keskmiselt 25,81 miljonit barrelit päevas , mis on 70 000 barreli võrra väiksem kui juulis .	OPEC-i toodang oli 25,81 miljonit barrelit päevas , mis on 70 000 barreli võrra väiksem kui juulis .
71759	257	0	{}	Esialgu küll veel üsna tagasihoidlikul moel .	Tagasihoidlikul moel .
289114	1514	1	"{""cop_aux"": 1}"	""" Pole tõesti olnud ."	""" Pole olnud ."
370831	2390	0	{}	Lõplik kloostrisseminek ... võib veel tulla .	Lõplik kloostrisseminek ... võib tulla .
464379	12541	0	{}	Kompromissina valitigi aktsiakapitali suurendamine , mis tegelikult ei ole lahendus .	Kompromissina valitigi aktsiakapitali suurendamine , mis ei ole lahendus .
75128	2979	1	"{""csubj:cop_conj"": 1, ""advcl_acl"": 1, ""obl_advcl"": 1}"	Juurdluse seisukohalt on oluline , kas Diana võinuks ellu jääda , kui ta oleks viidud kohe ja kiiresti haiglasse .	Juurdluse seisukohalt on oluline , Diana võinuks ellu jääda , kui ta oleks viidud haiglasse .
497402	2403	0	{}	Klassi sisustamise ja õpikute hankimise peale läheb Maseri hinnangul umbes 15 000 krooni .	Klassi sisustamise ja õpikute hankimise peale läheb Maseri hinnangul 15 000 krooni .
700935	842	0	{}	Kas keegi Kasiino mängu käis vaatamas ?	Keegi Kasiino mängu käis vaatamas ?
692682	1078	0	{}	Aitas 9 lõpus ja loodame , et aitab nüüd .	Aitas 9 lõpus ja loodame , et aitab .
651284	992	1	"{""cop_aux"": 1}"	""" Oleme ka huvitatud nende ettevõtete erastamise protsessis osalemisest , "" kinnitas Vattenfall Estonia tegevdirektor Sten Söderström ."	""" Oleme huvitatud nende ettevõtete erastamise protsessis osalemisest , "" kinnitas Vattenfall Estonia tegevdirektor Sten Söderström ."
284506	986	1	"{""nsubj_nsubj:cop"": 1}"	Aga siis see fraas ei hakanud elama .	Aga see fraas ei hakanud elama .
406167	761	0	{}	Väärtpaberite Keskdepositooriumis püsib panga aktsia kurss praegu 16-18 krooni piires .	Väärtpaberite Keskdepositooriumis püsib panga aktsia kurss 16 - 18 krooni piires .
54415	1546	1	"{""root_advcl"": 1, ""nsubj_obj"": 1, ""conj_root"": 1}"	Plaanitust varem plahvatanud lõhkeseadeldis tekitas Kadõkovile ülirasked kehavigastused .	Plahvatanud lõhkeseadeldis tekitas Kadõkovile ülirasked kehavigastused .
596459	5727	0	{}	Kui sa pead seda kogu aeg tegema , siis kaob ju loominguline protsess ära .	Kui sa pead seda kogu aeg tegema , kaob loominguline protsess ära .
464815	1692	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1, ""root_acl"": 1, ""xcomp_root"": 1}"	Luzhkovi räuskamine on ajendanud ka president Boriss Jeltsinit sõna sekka ütlema ja käsukuulelikku valitsust sanktsioone rakendama nõudma .	Luzhkovi räuskamine on ajendanud president Boriss Jeltsinit sõna ütlema ja käsukuulelikku valitsust sanktsioone rakendama nõudma .
380054	1367	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1}"	Tundes Belialsi varasemat loomingut , lootsin salamisi , et mina-tegelase poolt läbielatavad seiklused on kaasahaaravalt kirjutatud ja vahvad .	Tundes Belialsi varasemat loomingut , lootsin , et mina-tegelase poolt läbielatavad seiklused on kirjutatud ja vahvad .
504550	1628	0	{}	""" Kahtlustasime juba ammu , et selle taga on Hiir , "" nentis ta Sõnumilehele ."	""" Kahtlustasime , et selle taga on Hiir , "" nentis ta Sõnumilehele ."
696748	1178472	1	"{""nsubj_nmod"": 1, ""appos_nsubj"": 1}"	Härra majandusminister juba puudutas neist olulisemaid ja põhimõttelisemaid ettepanekuid ja mul ei pruugi enam neil uuesti peatuda .	Härra majandusminister puudutas neist olulisemaid ja põhimõttelisemaid ettepanekuid ja mul ei pruugi neil peatuda .
62498	14247	0	{}	Kuidas ise tunnete ?	Kuidas tunnete ?
33918	881	1	"{""cop_aux"": 1, ""acl_advcl"": 1}"	Kui mitte Viru külje all - sest sealkandis on politsei oma kohalolekut laiemalt teadvustama hakanud - siis ehk mujal .	Kui Viru külje all - sest on politsei oma kohalolekut teadvustama hakanud .
538157	430	0	{}	Isegi Hiiumaal , kuhu Arno üle vee mandrilt neli aastat tagasi koos perega tuli .	Hiiumaal , kuhu Arno üle vee mandrilt neli aastat tagasi koos perega tuli .
650430	25562	0	{}	Igatahes ei tohtinud me end lõdvaks lasta .	Ei tohtinud me end lõdvaks lasta .
705189	187819	1	"{""acl_advcl"": 1}"	kiisukene: su pruudile tuleb küll kaasa tunda detinator kui ta sul ültse on	Kiisukene : su pruudile tuleb kaasa tunda detinator kui ta sul ültse on
517513	3223	0	{}	Ja saatesõna on suurepärane , kahjuks liiga lühike .	Ja saatesõna on suurepärane , lühike .
636613	528059	0	{}	Kuna diood põleb ka ainult konkreetse saatepulsi ajal , siis tarbib ta reaalsest väljundvõimsusest ika oluliselt vähem ära .	Kuna diood põleb konkreetse saatepulsi ajal , tarbib ta reaalsest väljundvõimsusest ika ära .
686635	2386	0	{}	Aga vasikatel on raske talve üle elada ja teisalt , kui arv on suur , lähevad metsasöömised eelkõige nende arvele , kuna nad vajavad rohkem toitaineid , ” lisas Liivson .	Aga vasikatel on raske talve üle elada ja , kui arv on suur , lähevad metsasöömised nende arvele , kuna nad vajavad toitaineid , ” lisas Liivson .
363859	1876	0	{}	1991. aastal tulistas Iraak Lahesõnas 39 Scud-raketti Iisraeli linnade pihta , tekitades ulatuslikku kahju , kuid vähe inimohvreid .	1991. aastal tulistas Iraak Lahesõnas 39 Scud-raketti Iisraeli linnade pihta , tekitades ulatuslikku kahju , kuid inimohvreid .
392303	3031	0	{}	Praegu arvatakse , et majanduse tänased arengumootorid hakkavad Eestis ammenduma .	Arvatakse , et majanduse tänased arengumootorid hakkavad Eestis ammenduma .
441490	19	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1}"	KGB teema on minule isiklikult küll viimasel ajal lõpmata tüütuks muutunud .	KGB teema on minule viimasel ajal tüütuks muutunud .
525103	855	0	{}	Ka Karachis ja Peshawaris väljus meeleavaldus kontrolli alt , hoolimata sellest , et politsei pruukis agaralt bambuskeppe ja pisargaasi .	Karachis ja Peshawaris väljus meeleavaldus kontrolli alt , hoolimata sellest , et politsei pruukis bambuskeppe ja pisargaasi .
638479	429	0	{}	Õie sõnul oleks tütar võinud ju võtta ka akadeemilise puhkuse .	Õie sõnul oleks tütar võinud võtta akadeemilise puhkuse .
258969	2242	1	"{""cop_aux"": 1, ""obl_obj"": 1}"	Hetkeks läks mul isegi meelest , et olen ratastooli aheldatud .	Hetkeks läks mul meelest , et olen ratastooli aheldatud .
316847	1111	1	"{""aux_root"": 1, ""root_acl"": 1}"	"Põhimõtteliselt pole rahvusooperile nii põhjalikku remonti tehtud sellest saadik , kui hoone pärast 1944. aasta märtsipommitamist käepäraste vahenditega ehk direktor Himma kirjelduse kohaselt "" vanade pükste ja ajalehepaberiga "" uuesti üles ehitati ."	"Pole rahvusooperile põhjalikku remonti tehtud sellest saadik , kui hoone pärast 1944. aasta märtsipommitamist käepäraste vahenditega ehk direktor Himma kirjelduse kohaselt "" vanade pükste ja ajalehepaberiga "" üles ehitati ."
323019	1108	0	{}	Katse kõigele korraga mõelda oleks liiga pingutav .	Katse kõigele mõelda oleks pingutav .
660306	423914	0	{}	Otsustamiseks peab olema reaalne võimalus otsustuslaua taga ka tööd teha ( Eesti esindaja saab sõna 1 , 5 minutiks , sellest ¾ katavad kohustuslikud viisakusavaldused ... )	Otsustamiseks peab olema reaalne võimalus otsustuslaua taga tööd teha ( Eesti esindaja saab sõna 1 , 5 minutiks , sellest ¾ katavad kohustuslikud viisakusavaldused ... )
704490	1641330	0	{}	Mina saan nii aru .	Mina saan aru .
149700	245	0	{}	Selle kaameraga saaks ühendada suurema osa meie teenuseid ning ka igamehe m-äri .	Selle kaameraga saaks ühendada suurema osa meie teenuseid ning igamehe m-äri .
705100	9724	0	{}	poolvigane: sull ikka	Poolvigane : sull
399161	1856	1	"{""obl_nmod"": 2, ""conj_nmod"": 1}"	Iginoore brasiillase teeneks on seegi , et esmakordselt Indy-sarja ajaloos peetakse üks etapp ka Lõuna-Ameerikas , Rio de Janeiro ringrajal .	Iginoore brasiillase teeneks on seegi , et Indy-sarja ajaloos peetakse üks etapp Lõuna-Ameerikas , Rio de Janeiro ringrajal .
404685	5752	0	{}	Vahest saavad nad aastal 2000 pärast Kristust suurel ja sinisel ühiskodumaal ( Euroopa Liidus ) jälle kokku !	Saavad nad aastal 2000 pärast Kristust suurel ja sinisel ühiskodumaal ( Euroopa Liidus ) kokku !
499202	161	1	"{""root_obj"": 1, ""acl_root"": 1, ""nmod_obl"": 1}"	which was the son of . ” , spetsiaalselt sellele ajutisele 90-liikmelisele kollektiivile loodud uudisteos Arvo Pärdilt .	Which was the son of . ” , sellele ajutisele 90-liikmelisele kollektiivile loodud uudisteos Arvo Pärdilt .
699335	1560304	0	{}	Me oleme saanud ka kirju , kus on öeldud , et ei esitata mingeid aruandeid ega mingisuguseid analüüse selle või teise asja kohta .	Me oleme saanud kirju , kus on öeldud , et ei esitata mingeid aruandeid ega mingisuguseid analüüse selle või teise asja kohta .
677683	2911	0	{}	Aga näiteks Ita on tekstis väga täpne , ta on eluaeg sellistes näidendites mänginud , kus tekstiga eksida ei saa .	Aga näiteks Ita on tekstis täpne , ta on eluaeg sellistes näidendites mänginud , kus tekstiga eksida ei saa .
167484	3817	1	"{""obl_nmod"": 1}"	Märgiliselt sarnaneb Saatana tegelaskuju kujutamine sellega , kuidas halbades filmides näidatakse homoseksuaalseid mehi .	Sarnaneb Saatana tegelaskuju kujutamine sellega , kuidas halbades filmides näidatakse homoseksuaalseid mehi .
301033	0	0	{}	"LOS ANGELES , 18. oktoober ( AP-EPLO ) - Sylvester Stallone mängib 15 aastat pärast viimase , viienda "" Rocky tegemist taas seda poksijat filmis "" Rocky Balboa ."	"LOS ANGELES , 18. oktoober ( AP-EPLO ) - Sylvester Stallone mängib 15 aastat pärast viimase , viienda "" Rocky tegemist seda poksijat filmis "" Rocky Balboa ."
628184	3367	0	{}	Kui ei , siis tuleb jääda oma liivakasti edasi kaklema .	Kui ei , tuleb jääda oma liivakasti edasi kaklema .
663681	2312	1	"{""nsubj:cop_root"": 1, ""nsubj_nmod"": 1, ""root_conj"": 1}"	Tee paar alglaadimist , Winni ikoonicache vajab mõnikord aega et muudatustele järele jõuda .	Tee paar alglaadimist , Winni ikoonicache vajab aega et muudatustele järele jõuda .
650389	53787	0	{}	Ega see pole salvrätik , see on INIMENE , kes tööd teeb .	See pole salvrätik , see on INIMENE , kes tööd teeb .
705110	202788	1	"{""aux_cop"": 1}"	kirss: oled uudisimulik vana ise annan vihje et ma olen alles noor	Kirss : oled uudisimulik vana ise annan vihje et ma olen noor
705213	272045	1	"{""det_nsubj"": 1}"	Keskmaa: kas siin keegi jõgeva mk ka on	Keskmaa : keegi jõgeva mk on
363060	885	0	{}	""" Aastate vältel on rahaga järjest kitsamaks läinud , konkursse on aga juurde tulnud ."	""" Aastate vältel on rahaga kitsamaks läinud , konkursse on aga juurde tulnud ."
378882	97556	1	"{""cop_root"": 1, ""nsubj:cop_nsubj"": 1, ""root_nmod"": 1}"	"Loomulikult on võimalused täielikuks ebaõnnestumiseks . """	"On võimalused täielikuks ebaõnnestumiseks . """
315550	907	1	"{""xcomp_acl"": 1}"	Tööandjate keskliit ei nõustu ka eelnõus ette nähtud kindlustusmakse võimaliku alammäära ja ülemmäära piiridega , kuna need ei vasta sotsiaalkomisjonile esitatud kahepoolse tööturu osapoolte kokkuleppe mõttele .	Tööandjate keskliit ei nõustu eelnõus ette nähtud kindlustusmakse võimaliku alammäära ja ülemmäära piiridega , kuna need ei vasta sotsiaalkomisjonile esitatud kahepoolse tööturu osapoolte kokkuleppe mõttele .
294781	294	0	{}	Kõik ei pruugi talle siin meeldida , Kaasan pole Euroopa ega Tallinn , kuid kesklinn on euroopalik ja kaunis .	Kõik ei pruugi talle meeldida , Kaasan pole Euroopa ega Tallinn , kuid kesklinn on euroopalik ja kaunis .
669091	207	0	{}	oo .... ie toimitab seda paremini ...	Oo .... ie toimitab seda ...
436864	1505	1	"{""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	“ Kas tõesti Haabersti jaoskonnas arvati pühapäeva varahommikul , et kõik ülemused on ESTOst väsinud ja kellelgi pole enam tahtmist jaoskondi läbi sõita ? ”	“ Haabersti jaoskonnas arvati pühapäeva varahommikul , et kõik ülemused on ESTOst väsinud ja kellelgi pole tahtmist jaoskondi läbi sõita ? ”
597355	129	0	{}	Üldkoosolek kinnitas mulluse majandusaasta aruande ja kasumi jaotamise , valis audiitoriks taas Tiiu Sootsi ja tegi põhikirja äriseadustiku muudatusest tulenevaid parandusi .	Üldkoosolek kinnitas mulluse majandusaasta aruande ja kasumi jaotamise , valis audiitoriks Tiiu Sootsi ja tegi põhikirja äriseadustiku muudatusest tulenevaid parandusi .
474509	1094	0	{}	“ Kirjutame küll passijärgse elukoha üles , aga sageli ei ela inimesed enam samas kohas , ” lisas Mäepere .	“ Kirjutame passijärgse elukoha üles , aga ei ela inimesed samas kohas , ” lisas Mäepere .
191784	413	1	"{""nmod_obl"": 1}"	"Tasu saamine on aga valitsuse seaduses sätestatust tulenevalt välistatud , "" kirjutas Jõks ."	"Tasu saamine on aga valitsuse seaduses sätestatust välistatud , "" kirjutas Jõks ."
283312	1858	0	{}	"Kui võimusoovile lisanduvad realiseeritavad programmilised seisukohad , ei imestaks ma väga nende edu üle . """	"Kui võimusoovile lisanduvad realiseeritavad programmilised seisukohad , ei imestaks ma nende edu üle . """
490043	1462	0	{}	Lemmik on vabatants , aga estraad meeldib ka .	Lemmik on vabatants , aga estraad meeldib .
388032	5632	0	{}	Siis pahvatas pan Grpowski naerma .	Pahvatas pan Grpowski naerma .
401329	1576	0	{}	Kui palju teil tsensuuriga tegemist oli ?	Kui teil tsensuuriga tegemist oli ?
345055	109	0	{}	Eesti Jalgpalliajakirjanike Klubi auhinna Eesti koondise kasuks löödud kõige kaunima värava eest , kunstik Kadri Jäätma loodud Hõbepalli võitis 2004. aasta eest ründaja Kristen Viikmäe .	Eesti Jalgpalliajakirjanike Klubi auhinna Eesti koondise kasuks löödud kaunima värava eest , kunstik Kadri Jäätma loodud Hõbepalli võitis 2004. aasta eest ründaja Kristen Viikmäe .
363368	2821	1	"{""obl_parataxis"": 1, ""parataxis_nsubj:cop"": 1}"	"Ka vanus sobib : "" Lollusteks on ta juba piisavalt vana , aga enda eest seismiseks piisavalt noor "" ."	"Vanus sobib : "" Lollusteks on ta vana , aga enda eest seismiseks noor "" ."
454663	3003	0	{}	On ju vabariigi president riigikaitse kõrgeim juht .	On vabariigi president riigikaitse kõrgeim juht .
485470	619	1	"{""advcl_root"": 1, ""root_conj"": 1}"	Nii nagu elatav konkreetne elu pole kunagi ideaalne , ei saa ka üks säärane  väga vahetu näitus  ideaalne olla .	Elatav konkreetne elu pole ideaalne , ei saa üks säärane vahetu näitus ideaalne olla .
648329	7919	0	{}	Lihtsalt ruum muutub suuremaks .	Ruum muutub suuremaks .
617060	812	1	"{""obj_nsubj"": 1, ""acl_conj"": 1, ""csubj_xcomp"": 1}"	Seati roolitunnetus on Volkswageni kontserni parimate õpetuste järgi loodud ning autot õnnestub sestap täpselt , aga samas liigse jõukuluta soovitud suunda seada .	Seati roolitunnetus on Volkswageni kontserni parimate õpetuste järgi loodud ning autot õnnestub , aga liigse jõukuluta soovitud suunda seada .
230730	1329	0	{}	""" Tagantjärele vaadates pidanuks mängugraafik ehk teistsugune välja nägema , "" tõdes Tsepilov ."	""" vaadates pidanuks mängugraafik teistsugune välja nägema , "" tõdes Tsepilov ."
240842	536	1	"{""nsubj_nmod"": 1}"	Mõistagi tundis Rahe tehtust rahuldust ja nõustus arvamusega , et hea tulemuseni viis üleliigsete pingete puudumine .	Tundis Rahe tehtust rahuldust ja nõustus arvamusega , et hea tulemuseni viis üleliigsete pingete puudumine .
501394	576	1	"{""obl_root"": 1, ""obl_nmod"": 1, ""root_cop"": 1, ""cop_acl"": 1}"	Nii “ valel ” kui ka “ õigel ” poolel olnud ei olnud mingid vabadusvõitlejad .	“ valel ” kui “ õigel ” poolel olnud ei olnud mingid vabadusvõitlejad .
705169	9317	0	{}	windowlicker: aga maksuametiga ma tatti küll ei pane	Windowlicker : aga maksuametiga ma tatti ei pane
705038	587159	0	{}	Eelnõu esimene oluline puudus on see , et on räägitud ainult vanaduspensionäridest .	Eelnõu esimene oluline puudus on see , et on räägitud vanaduspensionäridest .
3898	2237	1	"{""nsubj:cop_conj"": 1}"	Kuigi kommertslahendused paistavad silma oma võimsuse poolest , on nende hind kõrge ning hilisemad hoolduskulud samuti mitte kõige väiksemate killast .	Kuigi kommertslahendused paistavad silma oma võimsuse poolest , on nende hind kõrge ning hilisemad hoolduskulud väiksemate killast .
27835	2072	0	{}	Kui veel paar tundi enne eilse riigikogu istungi algust teadsid valitsuskoalitsiooni poliitikud , et neil tuleb telekommunikatsiooniseadus vastu võtta , ei pannud valitsus eelnõu ootamatult lõpp-hääletusele .	Kui paar tundi enne eilse riigikogu istungi algust teadsid valitsuskoalitsiooni poliitikud , et neil tuleb telekommunikatsiooniseadus vastu võtta , ei pannud valitsus eelnõu lõpp-hääletusele .
479925	786	1	"{""ccomp_acl"": 1, ""advcl_ccomp"": 1}"	See tähendab , et varem sõlmitud laenulepingud tuleb igal juhul täita .	See tähendab , et sõlmitud laenulepingud tuleb igal juhul täita .
705099	263369	1	"{""root_parataxis"": 1, ""parataxis_root"": 1}"	Ashley: cela kullake kas su pea valutab ?	Ashley : cela kullake su pea valutab ?
701693	454871	1	"{""root_advmod"": 1, ""nmod_conj"": 1, ""acl_root"": 1}"	Käsiteldava eelnõu kontekstis kas või selles , kas Eesti Vabariigi ametlik nimi on Eesti või ikkagi üksnes Eesti Vabariik .	Käsiteldava eelnõu kontekstis kas või selles , Eesti Vabariigi ametlik nimi on Eesti või Eesti Vabariik .
484125	422	0	{}	Kinnitamata andmetel oli tüliga seotud ka Dokici boyfriend , vormel-1 sõitja Enrique Bernoldi .	Kinnitamata andmetel oli tüliga seotud Dokici boyfriend , vormel-1 sõitja Enrique Bernoldi .
436815	919	0	{}	Samal kuupäeval teatasid aga teised EME juhatuse liikmed , et maamehed toetavad ikkagi Rüütlit .	Samal kuupäeval teatasid teised EME juhatuse liikmed , et maamehed toetavad Rüütlit .
519691	0	0	{}	Kui kreekarooma maadluse raskekaallane Helger Hallik Alexandriasse jõudis , reisis tema spordikott alles mööda maailma .	Kui kreekarooma maadluse raskekaallane Helger Hallik Alexandriasse jõudis , reisis tema spordikott mööda maailma .
421575	390	0	{}	Talvel , kui naised Tallinna tagasi sõidavad , on muidugi teine asi , aga praegu pole küll mõtet kasse taga ajada , vaid ikka daamidele külge lüüa ! ”	Talvel , kui naised Tallinna tagasi sõidavad , on teine asi , aga pole mõtet kasse taga ajada , vaid daamidele külge lüüa ! ”
705114	52990	0	{}	Elav_Legend: eddie17, palu vabandust nüüd KOHE	Elav_Legend : eddie17 , palu vabandust
705192	129896	0	{}	traat: kes täna jooma hakkavad	Traat : kes jooma hakkavad
102156	3218	1	"{""nmod_obj"": 1}"	"Isegi endistel võistlustantsijatel pole just lihtne Argentiina salongitangole pihta saada . """	"Endistel võistlustantsijatel pole lihtne Argentiina salongitangole pihta saada . """
487765	9599	0	{}	Kui palka tõsta , siis tõsta juba kõigil .	Kui palka tõsta , tõsta kõigil .
521716	4217	0	{}	Võib-olla ongi parem , et vastased peavad iga hinna eest suruma , saame ehk neid vasturünnakutel karistada , arvas Terehhov .	Ongi parem , et vastased peavad iga hinna eest suruma , saame neid vasturünnakutel karistada , arvas Terehhov .
188196	3037	0	{}	Väidetavalt on alkoholitoodangu minimaalhinna tõstmise eesmärgiks turult salaviina väljatõrjumine .	On alkoholitoodangu minimaalhinna tõstmise eesmärgiks turult salaviina väljatõrjumine .
685782	586	1	"{""nsubj:cop_obj"": 1, ""cop_aux"": 1}"	Leedus on korvpall püha ning selle edendamine on tõsiselt käsile võetud .	Leedus on korvpall püha ning selle edendamine on võetud .
687826	421	1	"{""mark_advmod"": 1}"	Filmis « Luukerevõti » ilma teinud Kate Hudson , « Ämblikmehest » tuntud Kirs-ten Dunst ja Rita Wilson käivad Jennifer Anistoni ( « Sõbrad » ) jälgedes nad kirjutavad USA ajakirjale Glamour saadetud tõsilugude põhjal iseseisvalt filmid , nagu tegi eelmisel aastal Aniston .	Filmis « Luukerevõti » ilma teinud Kate Hudson , « Ämblikmehest » tuntud Kirs-ten Dunst ja Rita Wilson käivad Jennifer Anistoni ( « Sõbrad » ) jälgedes nad kirjutavad USA ajakirjale Glamour saadetud tõsilugude põhjal filmid , nagu tegi eelmisel aastal Aniston .
234140	523	0	{}	See oli nii suur üllatus , üldse finaali pääseminegi .	See oli suur üllatus , finaali pääseminegi .
86217	1972	0	{}	"Millennium "" sisaldab endas videomaterjali saate "" 7 vaprat "" arhiivist , kus Vennaskond tihti nädalate kaupa esikohal trooninud ."	"Millennium "" sisaldab endas videomaterjali saate "" 7 vaprat "" arhiivist , kus Vennaskond nädalate kaupa esikohal trooninud ."
705053	608169	0	{}	Põhimõtteliselt on see siiski poliitiline otsustus .	On see poliitiline otsustus .
326578	974	0	{}	Ansip teatas juba valimiskampaania ajal , et tema kandideerimine valimistel on toetuse märk Reformierakonnale .	Ansip teatas valimiskampaania ajal , et tema kandideerimine valimistel on toetuse märk Reformierakonnale .
705047	1554190	0	{}	Riigikogu liikmed on juba korra uusi tuuli toetanud ja vanade tuulte rünnakule vaatamata paluks ka seekord uusi tuuli toetada .	Riigikogu liikmed on korra uusi tuuli toetanud ja vanade tuulte rünnakule vaatamata paluks uusi tuuli toetada .
390316	555	0	{}	Kuusmanni sõnul ei muutu raudteeülesõit pärast kapitaalremonti oluliselt pikemaks , sest ühelt poolt tuleb vastu trammitee ja teiselt poolt Kotka tänava ristmik .	Kuusmanni sõnul ei muutu raudteeülesõit pärast kapitaalremonti pikemaks , sest ühelt poolt tuleb vastu trammitee ja teiselt poolt Kotka tänava ristmik .
4750	807	0	{}	Seis on parem neil , kel käes rohkem kapitali ja majutuskohti .	Seis on parem neil , kel käes kapitali ja majutuskohti .
454086	3878	0	{}	x plaanida koolitus aegsasti ja olla kohal algusest lõpuni	X plaanida koolitus ja olla kohal algusest lõpuni
391070	3436	0	{}	Ameeriklased lihtsalt töötavad paremini , rohkem ja tõhusamalt .	Ameeriklased töötavad .
107678	908	0	{}	Euroopa juhid on tõstatanud taas tanklaevade meresõidu kõlbulikkuse eest vastutamise küsimuse .	Euroopa juhid on tõstatanud tanklaevade meresõidu kõlbulikkuse eest vastutamise küsimuse .
656107	3711542	0	{}	Tea midagi ... +30'ga on mõnus ilma kiivrita Miami rannaboulevardil sõita , meie tingimustes nii soojaga päris mõnus ei ole ...	Tea midagi ... + 30'ga on mõnus ilma kiivrita Miami rannaboulevardil sõita , meie tingimustes soojaga mõnus ei ole ...
129664	1609	0	{}	Ent sellelt näituselt me ei leia tavapärast visuaalset ühtsust , mõne stiili või koolkonna peent formaalset eristust , vaid hoopis sarnast arusaamist arhitektuuri kultuuriliselt keerukast rollist ja paratamatult interdistsiplinaarsest iseloomust .	Ent sellelt näituselt me ei leia tavapärast visuaalset ühtsust , mõne stiili või koolkonna peent formaalset eristust , vaid sarnast arusaamist arhitektuuri keerukast rollist ja interdistsiplinaarsest iseloomust .
689216	588651	0	{}	Kas Riigikogu liikmetel on ettekandjale küsimusi ?	Riigikogu liikmetel on ettekandjale küsimusi ?
390622	798	1	"{""amod_root"": 1, ""root_obl"": 1}"	Eesti Energia on tänavu investeerinud 1,78 miljardit krooni :	Eesti Energia on investeerinud 1,78 miljardit krooni :
472790	241	1	"{""nmod_obj"": 1, ""obj_obl"": 1}"	Vaadates EOK kava hasartmängumaksu ehk siis olümpiaettevalmistuseks mõeldud raha jagamiseks , võib öelda : Eesti maksumaksjate sportlik prioriteet on vehklemine .	Vaadates EOK kava hasartmängumaksu ehk olümpiaettevalmistuseks mõeldud raha jagamiseks , võib öelda : Eesti maksumaksjate sportlik prioriteet on vehklemine .
378750	37122	0	{}	""" Mulle meeldib neist mõelda kui mitte pööblist ja minu alamatest , vaid kui Prantsusmaa kodanikest ."	""" Mulle meeldib neist mõelda kui pööblist ja minu alamatest , Prantsusmaa kodanikest ."
205116	1410	1	"{""root_acl"": 1, ""nsubj:cop_root"": 1}"	Banja Luka politseimajast olevat leitud ka pealtkuulamisaparatuur , mida kasutati nii Plavsici kui tema toetajate telefonikõnede jälgimiseks ja fakside lugemiseks .	Banja Luka politseimajast olevat leitud pealtkuulamisaparatuur , mida kasutati nii Plavsici kui tema toetajate telefonikõnede jälgimiseks ja fakside lugemiseks .
652374	658001	1	"{""ccomp_conj"": 1}"	.. ühtlasi tänan kes selle laulu sõnad siia kirjutas ..	.. tänan kes selle laulu sõnad kirjutas ..
179412	395	0	{}	Hoovile kerkib juurdeehitus , kuhu põhiliselt kolivad tööd , mis tegelevad vähiuuringutega .	Hoovile kerkib juurdeehitus , kuhu kolivad tööd , mis tegelevad vähiuuringutega .
8752	759	0	{}	Samuti tuleb investoritel kontrollida , et nende väärtpaberikontodega seotud arveldusarved ei oleks panganduslitsentsi kaotanud pangas .	Tuleb investoritel kontrollida , et nende väärtpaberikontodega seotud arveldusarved ei oleks panganduslitsentsi kaotanud pangas .
162884	149	1	"{""mark_advmod"": 1}"	""" Küll ma oleksin õnnelik , kui ma saaksin palka nii palju , nagu te maksate tulumaksu ! "" ütleb töötaja firma omanikule ."	""" ma oleksin õnnelik , kui ma saaksin palka , nagu te maksate tulumaksu ! "" ütleb töötaja firma omanikule ."
363334	508	1	"{""cop_root"": 1, ""nmod_nsubj:cop"": 1, ""root_conj"": 1}"	Seega oli ja on piima somaatiliste rakkude määramine oluline just farmerile majandamise seisukohalt .	Oli ja on piima somaatiliste rakkude määramine oluline farmerile majandamise seisukohalt .
306972	838	0	{}	Nii et arvutage ise , kuidas sealmail konkurentsiga lood on .	Arvutage ise , kuidas konkurentsiga lood on .
499047	1815	0	{}	See oli ilusamaid nädalaid Iisraeli ajaloos ja samal ajal kõige raskemaid .	See oli ilusamaid nädalaid Iisraeli ajaloos ja samal ajal raskemaid .
